"new_Model_id","X.Intercept.","AIC","logLik","Elevation.m","Elevation.m2","New.Data.TypeResurvey.Burned","New.Data.TypeResurvey.Unburned","Elevation.m.New.Data.TypeResurvey.Burned","Elevation.m.New.Data.TypeResurvey.Unburned","Elevation.m2.New.Data.TypeResurvey.Burned","Elevation.m2.New.Data.TypeResurvey.Unburned","Model_id","Has_warning","Probability_warning","Converge_warning","Species","Dataset","L.Occ","R.Occ","Fire.Included","Type"
"Mod.0",-2.45958884180335,142.046234715853,-70.0231173579263,NA,NA,NA,NA,NA,NA,NA,NA,"0",FALSE,FALSE,FALSE,"ACMI",1,5,15,"Yes","Unavg.w.warn"
"Mod.1",-2.46019037403888,144.019908936057,-70.0099544680283,0.602107943016848,NA,NA,NA,NA,NA,NA,NA,"1",FALSE,FALSE,FALSE,"ACMI",1,5,15,"Yes","Unavg.w.warn"
"Mod.13",-3.31440675897303,132.435547000748,-60.2177735003741,-8.26094134932655,NA,2.15762897259387,0.102995016133521,6.40677411481723,27.2988921606636,NA,NA,"13",FALSE,FALSE,FALSE,"ACMI",1,5,15,"Yes","Unavg.w.warn"
"Mod.15",-3.35779625994815,133.91811806816,-59.9590590340799,-9.89320578776,-3.19577114170998,2.25188909336377,0.0055624964061855,7.17401772737097,32.4098290753903,NA,NA,"15",FALSE,FALSE,FALSE,"ACMI",1,5,15,"Yes","Unavg.w.warn"
"Mod.3",-2.47256292073706,145.451174514336,-69.7255872571678,0.535088466423062,2.69967819439571,NA,NA,NA,NA,NA,NA,"3",FALSE,FALSE,FALSE,"ACMI",1,5,15,"Yes","Unavg.w.warn"
"Mod.31",-3.78575259997905,135.322869451994,-58.6614347259971,-18.3105377741844,-15.1259429892658,2.57096617473444,-0.243825975203032,17.0483231400139,54.8271853299243,17.6611147606558,1.33011650465465,"31",FALSE,FALSE,FALSE,"ACMI",1,5,15,"Yes","Unavg.w.warn"
"Mod.4",-3.19458313229914,133.28984131807,-63.6449206590351,NA,NA,2.05960319946016,0.555525802683881,NA,NA,NA,NA,"4",FALSE,FALSE,FALSE,"ACMI",1,5,15,"Yes","Unavg.w.warn"
"Mod.5",-3.19830014820867,135.140187086377,-63.5700935431885,1.43095747471744,NA,2.07394556606633,0.550750357351737,NA,NA,NA,NA,"5",FALSE,FALSE,FALSE,"ACMI",1,5,15,"Yes","Unavg.w.warn"
"Mod.7",-3.19997462094023,137.081813857433,-63.5409069287166,1.42908956511808,0.909054659552765,2.05496939430681,0.558856134505121,NA,NA,NA,NA,"7",FALSE,FALSE,FALSE,"ACMI",1,5,15,"Yes","Unavg.w.warn"
"Mod.0",-1.45667515788167,248.245529056952,-123.122764528476,NA,NA,NA,NA,NA,NA,NA,NA,"0",FALSE,FALSE,FALSE,"ARUV",1,27,21,"Yes","Unavg.w.warn"
"Mod.1",-1.54975181759265,239.325681190174,-117.662840595087,-8.82534115206392,NA,NA,NA,NA,NA,NA,NA,"1",FALSE,FALSE,FALSE,"ARUV",1,27,21,"Yes","Unavg.w.warn"
"Mod.13",-1.51980407624725,242.610857332005,-115.305428666002,-14.0130329366102,NA,-0.256020043974256,-0.0865453832391221,7.47360391008868,11.9459433429605,NA,NA,"13",FALSE,FALSE,FALSE,"ARUV",1,27,21,"Yes","Unavg.w.warn"
"Mod.15",-1.68575703753866,240.038354969399,-113.0191774847,-18.5241494062981,-6.89467542877456,-0.0703135860827667,-0.0377108179870649,8.33563347521985,16.9632412289306,NA,NA,"15",FALSE,FALSE,FALSE,"ARUV",1,27,21,"Yes","Unavg.w.warn"
"Mod.3",-1.62209366960475,238.048397670184,-116.024198835092,-11.0610551333748,-5.37282750909093,NA,NA,NA,NA,NA,NA,"3",FALSE,FALSE,FALSE,"ARUV",1,27,21,"Yes","Unavg.w.warn"
"Mod.31",-1.7054605801982,243.821154423401,-112.9105772117,-18.9902955523933,-7.47026406664009,-0.0410383484227971,-0.0424017543446957,10.7431786005421,17.4918512967657,3.93740701951945,-0.420028627395557,"31",FALSE,FALSE,FALSE,"ARUV",1,27,21,"Yes","Unavg.w.warn"
"Mod.4",-1.309333319983,251.314914821422,-122.657457410711,NA,NA,-0.33289441527408,-0.300104592451093,NA,NA,NA,NA,"4",FALSE,FALSE,FALSE,"ARUV",1,27,21,"Yes","Unavg.w.warn"
"Mod.5",-1.39849484624675,242.223850872187,-117.111925436094,-8.97977714207024,NA,-0.462500822654002,-0.26535417756726,NA,NA,NA,NA,"5",FALSE,FALSE,FALSE,"ARUV",1,27,21,"Yes","Unavg.w.warn"
"Mod.7",-1.46760409123164,241.072244770067,-115.536122385033,-11.1015577918043,-5.36112613888468,-0.344686198002288,-0.317435220782268,NA,NA,NA,NA,"7",FALSE,FALSE,FALSE,"ARUV",1,27,21,"Yes","Unavg.w.warn"
"Mod.0",-1.53567176219449,239.270466244797,-118.635233122398,NA,NA,NA,NA,NA,NA,NA,NA,"0",FALSE,FALSE,FALSE,"CARU",1,28,17,"Yes","Unavg.w.warn"
"Mod.1",-1.58977913855709,235.302703926703,-115.651351963352,-6.57269019792821,NA,NA,NA,NA,NA,NA,NA,"1",FALSE,FALSE,FALSE,"CARU",1,28,17,"Yes","Unavg.w.warn"
"Mod.13",-1.34872102072025,238.934630250077,-113.467315125039,-8.92795564456519,NA,-0.536803715079116,-0.53018773707348,6.74391440304949,4.51711647330587,NA,NA,"13",FALSE,FALSE,FALSE,"CARU",1,28,17,"Yes","Unavg.w.warn"
"Mod.15",-1.6363898313803,226.689360603408,-106.344680301704,-15.5256365912661,-13.3409664023835,-0.255117584754513,-0.569496318460478,8.27390722340398,9.80925238138342,NA,NA,"15",FALSE,FALSE,FALSE,"CARU",1,28,17,"Yes","Unavg.w.warn"
"Mod.3",-1.82438093903736,223.887589391365,-108.943794695682,-11.4151529815719,-12.40855396294,NA,NA,NA,NA,NA,NA,"3",FALSE,FALSE,FALSE,"CARU",1,28,17,"Yes","Unavg.w.warn"
"Mod.31",-1.56147830565184,224.186313063498,-103.093156531749,-14.0967708643049,-11.0822913539725,-0.27680322366259,-2.37393056926422,10.8246570685341,-3.96218732199119,7.57974375128929,-37.5515631755075,"31",FALSE,FALSE,FALSE,"CARU",1,28,17,"Yes","Unavg.w.warn"
"Mod.4",-1.26291533995811,239.97418979713,-116.987094898565,NA,NA,-0.593382650406055,-0.608886836940667,NA,NA,NA,NA,"4",FALSE,FALSE,FALSE,"CARU",1,28,17,"Yes","Unavg.w.warn"
"Mod.5",-1.31185548743459,235.898071406981,-113.94903570349,-6.71031644560282,NA,-0.689127787820921,-0.58928107182576,NA,NA,NA,NA,"5",FALSE,FALSE,FALSE,"CARU",1,28,17,"Yes","Unavg.w.warn"
"Mod.7",-1.54220489818847,224.16469979779,-107.082349898895,-11.5568752583794,-12.8356324906644,-0.448936144989505,-0.720665693793303,NA,NA,NA,NA,"7",FALSE,FALSE,FALSE,"CARU",1,28,17,"Yes","Unavg.w.warn"
"Mod.0",-1.56291787922028,236.171956959273,-117.085978479636,NA,NA,NA,NA,NA,NA,NA,NA,"0",FALSE,FALSE,FALSE,"CEVE",1,23,21,"Yes","Unavg.w.warn"
"Mod.1",-1.60392901648736,233.743721746987,-114.871860873493,-5.67834381688769,NA,NA,NA,NA,NA,NA,NA,"1",FALSE,FALSE,FALSE,"CEVE",1,23,21,"Yes","Unavg.w.warn"
"Mod.13",-1.60073887522176,236.738128001597,-112.369064000799,-8.65679921862225,NA,0.569172643519068,-0.368713541433713,5.67269684725892,7.93243540095638,NA,NA,"13",FALSE,FALSE,FALSE,"CEVE",1,23,21,"Yes","Unavg.w.warn"
"Mod.15",-2.22035853537801,212.490452549117,-99.2452262745585,-20.9906824220838,-20.683770029502,1.15248437430615,-0.351070086809407,9.2553435979466,22.8229960383596,NA,NA,"15",FALSE,FALSE,FALSE,"CEVE",1,23,21,"Yes","Unavg.w.warn"
"Mod.3",-1.94125526679534,216.696923674722,-105.348461837361,-11.4729184192566,-15.8643929212472,NA,NA,NA,NA,NA,NA,"3",FALSE,FALSE,FALSE,"CEVE",1,23,21,"Yes","Unavg.w.warn"
"Mod.31",-1.8834950821563,212.782378231638,-97.3911891158188,-15.1698170138126,-12.6645779168048,0.563995160589191,-1.34108390929823,-2.39506624440162,17.456579252082,-19.3935161315833,-21.9191154804128,"31",FALSE,FALSE,FALSE,"CEVE",1,23,21,"Yes","Unavg.w.warn"
"Mod.4",-1.50889668321222,236.177795885988,-115.088897942994,NA,NA,0.515644910204623,-0.462655896366495,NA,NA,NA,NA,"4",FALSE,FALSE,FALSE,"CEVE",1,23,21,"Yes","Unavg.w.warn"
"Mod.5",-1.54336676378447,234.334361172508,-113.167180586254,-5.26488466559592,NA,0.468331043980929,-0.44312197518288,NA,NA,NA,NA,"5",FALSE,FALSE,FALSE,"CEVE",1,23,21,"Yes","Unavg.w.warn"
"Mod.7",-1.97329028094697,212.842383362676,-101.421191681338,-12.1372819868439,-18.6079852412742,0.909634096331151,-0.60690003515715,NA,NA,NA,NA,"7",FALSE,FALSE,FALSE,"CEVE",1,23,21,"Yes","Unavg.w.warn"
"Mod.0",-2.35569491830798,151.673799244483,-74.8368996222414,NA,NA,NA,NA,NA,NA,NA,NA,"0",FALSE,FALSE,FALSE,"EPAN",1,6,16,"Yes","Unavg.w.warn"
"Mod.1",-2.48828040132912,147.656577863925,-71.8282889319623,-9.18434715427027,NA,NA,NA,NA,NA,NA,NA,"1",FALSE,FALSE,FALSE,"EPAN",1,6,16,"Yes","Unavg.w.warn"
"Mod.13",-3.04025583737991,133.943041776545,-60.9715208882727,-4.53540067733881,NA,2.1921039262377,-0.430475646068171,-2.65110344906954,-13.9634128320848,NA,NA,"13",FALSE,FALSE,FALSE,"EPAN",1,6,16,"Yes","Unavg.w.warn"
"Mod.15",-3.29266630362404,130.015798677774,-58.0078993388871,-8.68985000681343,-12.2426551514502,2.48013574209423,-0.851874865370584,-4.65536621143233,-23.7505700892855,NA,NA,"15",FALSE,FALSE,FALSE,"EPAN",1,6,16,"Yes","Unavg.w.warn"
"Mod.3",-2.58458374753525,148.030924817425,-71.0154624087123,-12.1780072915394,-5.42955555368244,NA,NA,NA,NA,NA,NA,"3",FALSE,FALSE,FALSE,"EPAN",1,6,16,"Yes","Unavg.w.warn"
"Mod.31",-4.17406944629001,132.179996137022,-57.0899980685109,-18.3796822326087,-31.433597104587,3.38243817545933,0.143133303713712,7.65488956429504,-11.8741943197606,23.5639923743738,20.8753536295712,"31",FALSE,FALSE,FALSE,"EPAN",1,6,16,"Yes","Unavg.w.warn"
"Mod.4",-3.00403106194691,133.69511980757,-63.847559903785,NA,NA,2.2700618868667,-0.0640218374265852,NA,NA,NA,NA,"4",FALSE,FALSE,FALSE,"EPAN",1,6,16,"Yes","Unavg.w.warn"
"Mod.5",-3.11443141293458,131.17940554443,-61.5897027722149,-7.98917392822396,NA,2.24763358610871,-0.0187809110128232,NA,NA,NA,NA,"5",FALSE,FALSE,FALSE,"EPAN",1,6,16,"Yes","Unavg.w.warn"
"Mod.7",-3.37745934178727,127.907908473998,-58.953954236999,-13.8182137357705,-11.2232141994916,2.53966190582146,-0.110448029091138,NA,NA,NA,NA,"7",FALSE,FALSE,FALSE,"EPAN",1,6,16,"Yes","Unavg.w.warn"
"Mod.0",0.0157483569681388,354.103019530222,-176.051509765111,NA,NA,NA,NA,NA,NA,NA,NA,"0",FALSE,FALSE,FALSE,"PAMY",1,67,61,"Yes","Unavg.w.warn"
"Mod.1",0.0160251295826106,345.574754478094,-170.787377239047,-6.61973604547591,NA,NA,NA,NA,NA,NA,NA,"1",FALSE,FALSE,FALSE,"PAMY",1,67,61,"Yes","Unavg.w.warn"
"Mod.13",0.116794644531238,350.415096960902,-169.207548480451,-8.20713851143163,NA,-0.535348398228759,-0.0444785729843494,4.95424525896226,1.24836139664723,NA,NA,"13",FALSE,FALSE,FALSE,"PAMY",1,67,61,"Yes","Unavg.w.warn"
"Mod.15",0.0874654321120665,340.143678446553,-163.071839223276,-8.82458250593873,-7.74100604529456,-0.392008991150892,-0.10988202638736,3.29310640129284,2.58603873782161,NA,NA,"15",FALSE,FALSE,FALSE,"PAMY",1,67,61,"Yes","Unavg.w.warn"
"Mod.3",-0.0109435389571695,333.762538355626,-163.881269177813,-7.30746043674903,-7.99156831739667,NA,NA,NA,NA,NA,NA,"3",FALSE,FALSE,FALSE,"PAMY",1,67,61,"Yes","Unavg.w.warn"
"Mod.31",0.0929629162666517,343.516906776205,-162.758453388103,-8.62861879229121,-6.54008484324803,-0.369125772322923,-0.116517356841938,1.40943016032746,2.39244803511563,-5.46815328521239,-1.28629367664647,"31",FALSE,FALSE,FALSE,"PAMY",1,67,61,"Yes","Unavg.w.warn"
"Mod.4",0.110348057168865,356.355957447925,-175.177978723963,NA,NA,-0.49334030942497,-0.0658962945980306,NA,NA,NA,NA,"4",FALSE,FALSE,FALSE,"PAMY",1,67,61,"Yes","Unavg.w.warn"
"Mod.5",0.114981227090583,347.184864733585,-169.592432366793,-6.87774139075206,NA,-0.586185720240647,-0.0429968642875614,NA,NA,NA,NA,"5",FALSE,FALSE,FALSE,"PAMY",1,67,61,"Yes","Unavg.w.warn"
"Mod.7",0.0935762047758949,336.573568243378,-163.286784121689,-7.42715155102683,-7.75090245408196,-0.430501243306854,-0.116790547441752,NA,NA,NA,NA,"7",FALSE,FALSE,FALSE,"PAMY",1,67,61,"Yes","Unavg.w.warn"
"Mod.0",-1.067359745161,290.915090866439,-144.457545433219,NA,NA,NA,NA,NA,NA,NA,NA,"0",FALSE,FALSE,FALSE,"VAME",1,23,42,"Yes","Unavg.w.warn"
"Mod.1",-1.10121113681529,286.297739859936,-141.148869929968,5.97153433156419,NA,NA,NA,NA,NA,NA,NA,"1",FALSE,FALSE,FALSE,"VAME",1,23,42,"Yes","Unavg.w.warn"
"Mod.13",-1.55384825858518,273.471975016622,-130.735987508311,6.01104509273789,NA,-0.872528862857887,1.18027258695146,15.4745769059765,-3.00148413356933,NA,NA,"13",FALSE,FALSE,FALSE,"VAME",1,23,42,"Yes","Unavg.w.warn"
"Mod.15",-1.87471179838675,252.62105125705,-119.310525628525,11.7407112338794,-15.5198728985533,-1.43548655262439,1.233250470985,28.7320436404723,-4.37498285078949,NA,NA,"15",FALSE,FALSE,FALSE,"VAME",1,23,42,"Yes","Unavg.w.warn"
"Mod.3",-1.33664654248292,264.829458029594,-129.414729014797,10.3860049238741,-14.3463093782852,NA,NA,NA,NA,NA,NA,"3",FALSE,FALSE,FALSE,"VAME",1,23,42,"Yes","Unavg.w.warn"
"Mod.31",-2.29862558579203,250.26100656415,-116.130503282075,17.0095804095062,-26.0383071287886,-11.0036732107047,1.79163079247845,189.675652707374,-11.6954114074289,-67.4368258914224,16.7502227149926,"31",TRUE,TRUE,FALSE,"VAME",1,23,42,"Yes","Unavg.w.warn"
"Mod.4",-1.50889668321222,277.370799925735,-135.685399962868,NA,NA,-0.347401307151951,1.14952268230432,NA,NA,NA,NA,"4",FALSE,FALSE,FALSE,"VAME",1,23,42,"Yes","Unavg.w.warn"
"Mod.5",-1.55527721445801,273.179636589661,-132.58981829483,6.10678839316237,NA,-0.313763196674057,1.16174716011321,NA,NA,NA,NA,"5",FALSE,FALSE,FALSE,"VAME",1,23,42,"Yes","Unavg.w.warn"
"Mod.7",-1.83071403535896,253.987382069432,-121.993691034716,10.8985568841875,-14.3821850252903,-0.129004886811523,1.17572633309523,NA,NA,NA,NA,"7",FALSE,FALSE,FALSE,"VAME",1,23,42,"Yes","Unavg.w.warn"
"Mod.0",-2.57346004712357,131.983812389067,-64.9919061945333,NA,NA,NA,NA,NA,NA,NA,NA,"0",FALSE,FALSE,FALSE,"ACMI",2,5,13,"Yes","Unavg.w.warn"
"Mod.1",-2.57401299089689,133.96228536298,-64.9811426814902,-0.572279142576403,NA,NA,NA,NA,NA,NA,NA,"1",FALSE,FALSE,FALSE,"ACMI",2,5,13,"Yes","Unavg.w.warn"
"Mod.13",-3.31440675897303,130.62348638782,-59.3117431939099,-8.26094134932656,NA,1.8367783558084,0.451559973148161,6.43302657189958,19.4543727856028,NA,NA,"13",FALSE,FALSE,FALSE,"ACMI",2,5,13,"Yes","Unavg.w.warn"
"Mod.15",-3.33935565660777,132.384619510898,-59.1923097554488,-9.32546566671115,-2.14965471681588,1.89741839267437,0.422768763317758,6.90923573254644,22.0654858884713,NA,NA,"15",FALSE,FALSE,FALSE,"ACMI",2,5,13,"Yes","Unavg.w.warn"
"Mod.3",-2.57914200106476,135.754072145525,-64.8770360727623,-0.522647857055194,1.7332597142249,NA,NA,NA,NA,NA,NA,"3",FALSE,FALSE,FALSE,"ACMI",2,5,13,"Yes","Unavg.w.warn"
"Mod.31",-3.78575259997905,134.497996450095,-58.2489982250473,-18.3105377741844,-15.1259429892659,2.31844204229064,0.976766611307365,16.3398435075974,27.2748791117573,14.5807659341198,18.7211048887666,"31",FALSE,FALSE,FALSE,"ACMI",2,5,13,"Yes","Unavg.w.warn"
"Mod.4",-3.19458313229915,128.12875129343,-61.0643756467149,NA,NA,1.7392958996923,0.555525802683885,NA,NA,NA,NA,"4",FALSE,FALSE,FALSE,"ACMI",2,5,13,"Yes","Unavg.w.warn"
"Mod.5",-3.19459154878832,130.12843998712,-61.0642199935601,0.0681222803556352,NA,1.73993109335501,0.555266673104399,NA,NA,NA,NA,"5",FALSE,FALSE,FALSE,"ACMI",2,5,13,"Yes","Unavg.w.warn"
"Mod.7",-3.19473388422161,132.12352166348,-61.06176083174,0.078656973224034,0.276659324171789,1.73387056140895,0.557793742484834,NA,NA,NA,NA,"7",FALSE,FALSE,FALSE,"ACMI",2,5,13,"Yes","Unavg.w.warn"
"Mod.0",-1.45667515788167,248.245529056952,-123.122764528476,NA,NA,NA,NA,NA,NA,NA,NA,"0",FALSE,FALSE,FALSE,"ARUV",2,27,21,"Yes","Unavg.w.warn"
"Mod.1",-1.54975181759265,239.325681190174,-117.662840595087,-8.82534115206392,NA,NA,NA,NA,NA,NA,NA,"1",FALSE,FALSE,FALSE,"ARUV",2,27,21,"Yes","Unavg.w.warn"
"Mod.13",-1.51980407624725,242.610857332005,-115.305428666002,-14.0130329366102,NA,-0.256020043974256,-0.0865453832391221,7.47360391008868,11.9459433429605,NA,NA,"13",FALSE,FALSE,FALSE,"ARUV",2,27,21,"Yes","Unavg.w.warn"
"Mod.15",-1.68575703753866,240.038354969399,-113.0191774847,-18.5241494062981,-6.89467542877456,-0.0703135860827667,-0.0377108179870649,8.33563347521985,16.9632412289306,NA,NA,"15",FALSE,FALSE,FALSE,"ARUV",2,27,21,"Yes","Unavg.w.warn"
"Mod.3",-1.62209366960475,238.048397670184,-116.024198835092,-11.0610551333748,-5.37282750909093,NA,NA,NA,NA,NA,NA,"3",FALSE,FALSE,FALSE,"ARUV",2,27,21,"Yes","Unavg.w.warn"
"Mod.31",-1.7054605801982,243.821154423401,-112.9105772117,-18.9902955523933,-7.47026406664009,-0.0410383484227971,-0.0424017543446957,10.7431786005421,17.4918512967657,3.93740701951945,-0.420028627395557,"31",FALSE,FALSE,FALSE,"ARUV",2,27,21,"Yes","Unavg.w.warn"
"Mod.4",-1.309333319983,251.314914821422,-122.657457410711,NA,NA,-0.33289441527408,-0.300104592451093,NA,NA,NA,NA,"4",FALSE,FALSE,FALSE,"ARUV",2,27,21,"Yes","Unavg.w.warn"
"Mod.5",-1.39849484624675,242.223850872187,-117.111925436094,-8.97977714207024,NA,-0.462500822654002,-0.26535417756726,NA,NA,NA,NA,"5",FALSE,FALSE,FALSE,"ARUV",2,27,21,"Yes","Unavg.w.warn"
"Mod.7",-1.46760409123164,241.072244770067,-115.536122385033,-11.1015577918043,-5.36112613888468,-0.344686198002288,-0.317435220782268,NA,NA,NA,NA,"7",FALSE,FALSE,FALSE,"ARUV",2,27,21,"Yes","Unavg.w.warn"
"Mod.0",-1.50889668321222,242.314958012672,-120.157479006336,NA,NA,NA,NA,NA,NA,NA,NA,"0",FALSE,FALSE,FALSE,"CARU",2,28,18,"Yes","Unavg.w.warn"
"Mod.1",-1.57061604985938,237.340397124828,-116.670198562414,-7.06960679641789,NA,NA,NA,NA,NA,NA,NA,"1",FALSE,FALSE,FALSE,"CARU",2,28,18,"Yes","Unavg.w.warn"
"Mod.13",-1.34872102072787,241.037521022203,-114.518760511102,-8.92795564467678,NA,-0.293939180102132,-0.572227044575164,8.88189689137835,0.793717638930965,NA,NA,"13",FALSE,FALSE,FALSE,"CARU",2,28,18,"Yes","Unavg.w.warn"
"Mod.15",-1.60982599640615,229.866198310777,-107.933099155388,-15.0266348670901,-12.5697649325268,0.00760025511105351,-0.657855938215173,11.7316892866408,2.70836971694782,NA,NA,"15",FALSE,FALSE,FALSE,"CARU",2,28,18,"Yes","Unavg.w.warn"
"Mod.3",-1.79004428920628,226.95701846579,-110.478509232895,-11.8719627424206,-11.7187701215029,NA,NA,NA,NA,NA,NA,"3",FALSE,FALSE,FALSE,"CARU",2,28,18,"Yes","Unavg.w.warn"
"Mod.31",-1.56147830565184,230.44148910999,-106.220744554995,-14.096770864305,-11.0822913539725,-0.011395065351354,-1.85915282625749,12.6909778230272,-12.1190751036138,5.18237208553564,-24.5066311068802,"31",FALSE,FALSE,FALSE,"CARU",2,28,18,"Yes","Unavg.w.warn"
"Mod.4",-1.2629153399581,243.467346391838,-118.733673195919,NA,NA,-0.37931239529898,-0.60888683694067,NA,NA,NA,NA,"4",FALSE,FALSE,FALSE,"CARU",2,28,18,"Yes","Unavg.w.warn"
"Mod.5",-1.31749715355536,238.551717324789,-115.275858662394,-7.09174138105104,NA,-0.476020617259657,-0.588502687845111,NA,NA,NA,NA,"5",FALSE,FALSE,FALSE,"CARU",2,28,18,"Yes","Unavg.w.warn"
"Mod.7",-1.54088110926491,227.419506793814,-108.709753396907,-12.0122568972172,-12.3591752004207,-0.235268761303782,-0.714853028524599,NA,NA,NA,NA,"7",FALSE,FALSE,FALSE,"CARU",2,28,18,"Yes","Unavg.w.warn"
"Mod.0",-1.70707637254951,219.833647152409,-108.916823576205,NA,NA,NA,NA,NA,NA,NA,NA,"0",FALSE,FALSE,FALSE,"CEVE",2,23,16,"Yes","Unavg.w.warn"
"Mod.1",-1.74816270554697,218.030734963495,-107.015367481747,-5.52075885905658,NA,NA,NA,NA,NA,NA,NA,"1",FALSE,FALSE,FALSE,"CEVE",2,23,16,"Yes","Unavg.w.warn"
"Mod.13",-1.6007388773991,217.001898966066,-102.500949483033,-8.65679925236541,NA,0.43539010068354,-0.887638287236939,6.22959403297507,10.8647027351183,NA,NA,"13",FALSE,FALSE,FALSE,"CEVE",2,23,16,"Yes","Unavg.w.warn"
"Mod.15",-2.21912699236622,195.553332936172,-90.7766664680858,-20.9703766894344,-20.6575163827534,0.997700972003922,-0.924331332972495,10.2488656353783,30.2394200521732,NA,NA,"15",FALSE,FALSE,FALSE,"CEVE",2,23,16,"Yes","Unavg.w.warn"
"Mod.3",-2.05600227016063,204.551794790979,-99.2758973954897,-10.8543708793521,-14.7801151232272,NA,NA,NA,NA,NA,NA,"3",FALSE,FALSE,FALSE,"CEVE",2,23,16,"Yes","Unavg.w.warn"
"Mod.31",-1.8834950821563,189.69794221247,-85.8489711062352,-15.1698170138127,-12.6645779168048,0.547161478143448,-13.0076704413098,1.92611385364504,89.300889438713,-13.2964085338159,-194.123565439484,"31",TRUE,TRUE,FALSE,"CEVE",2,23,16,"Yes","Unavg.w.warn"
"Mod.4",-1.50889668321223,216.407367258583,-105.203683629292,NA,NA,0.373916750373239,-0.964033775528524,NA,NA,NA,NA,"4",FALSE,FALSE,FALSE,"CEVE",2,23,16,"Yes","Unavg.w.warn"
"Mod.5",-1.5402804638989,215.227840988391,-103.613920494196,-5.02164921468832,NA,0.325365600849417,-0.949068430733325,NA,NA,NA,NA,"5",FALSE,FALSE,FALSE,"CEVE",2,23,16,"Yes","Unavg.w.warn"
"Mod.7",-1.93893955962064,197.156266761753,-93.5781333808767,-11.5494845189869,-17.7883928347613,0.72472549336916,-1.12533325966013,NA,NA,NA,NA,"7",FALSE,FALSE,FALSE,"CEVE",2,23,16,"Yes","Unavg.w.warn"
"Mod.0",-2.57346004712357,131.983812389067,-64.9919061945334,NA,NA,NA,NA,NA,NA,NA,NA,"0",FALSE,FALSE,FALSE,"EPAN",2,6,12,"Yes","Unavg.w.warn"
"Mod.1",-2.79263405438574,126.281751871385,-61.1408759356924,-11.7028019979955,NA,NA,NA,NA,NA,NA,NA,"1",FALSE,FALSE,FALSE,"EPAN",2,6,12,"Yes","Unavg.w.warn"
"Mod.13",-3.04025583737991,124.339473391309,-56.1697366956543,-4.5354006773388,NA,1.38056005492743,-0.309731829181093,-8.79348730824559,-10.9629880130101,NA,NA,"13",FALSE,FALSE,FALSE,"EPAN",2,6,12,"Yes","Unavg.w.warn"
"Mod.15",-3.64605122976754,116.996870838755,-51.4984354193776,-12.7133171382594,-20.8609844527126,1.35249343008181,-0.83609505055491,-21.9024412727691,-24.4192216863736,NA,NA,"15",FALSE,FALSE,FALSE,"EPAN",2,6,12,"Yes","Unavg.w.warn"
"Mod.3",-3.25059255200464,123.573655138847,-58.7868275694235,-22.7103876660596,-12.8353492454573,NA,NA,NA,NA,NA,NA,"3",FALSE,FALSE,FALSE,"EPAN",2,6,12,"Yes","Unavg.w.warn"
"Mod.31",-4.17406944629,119.813787282114,-50.9068936410571,-18.3796822326086,-31.4335971045869,1.7897362043641,0.590596379228391,-18.3475642092826,-2.22294799369667,9.00017866063211,25.3694571492922,"31",FALSE,FALSE,FALSE,"EPAN",2,6,12,"Yes","Unavg.w.warn"
"Mod.4",-3.0040310619469,125.702447839799,-59.8512239198996,NA,NA,1.71617677364026,-0.0640218374265853,NA,NA,NA,NA,"4",FALSE,FALSE,FALSE,"EPAN",2,6,12,"Yes","Unavg.w.warn"
"Mod.5",-3.18613447938429,121.448951019609,-56.7244755098047,-10.3432847611433,NA,1.65013391286769,-0.000445195509302146,NA,NA,NA,NA,"5",FALSE,FALSE,FALSE,"EPAN",2,6,12,"Yes","Unavg.w.warn"
"Mod.7",-3.8685733262219,115.295339188166,-52.647669594083,-24.8112359885902,-18.2146032881671,2.03003771402588,-0.120317840343336,NA,NA,NA,NA,"7",FALSE,FALSE,FALSE,"EPAN",2,6,12,"Yes","Unavg.w.warn"
"Mod.0",0.0472528848505213,353.977022256916,-175.988511128458,NA,NA,NA,NA,NA,NA,NA,NA,"0",FALSE,FALSE,FALSE,"PAMY",2,67,63,"Yes","Unavg.w.warn"
"Mod.1",0.049296596153951,342.343432366102,-169.171716183051,-7.57888693599024,NA,NA,NA,NA,NA,NA,NA,"1",FALSE,FALSE,FALSE,"PAMY",2,67,63,"Yes","Unavg.w.warn"
"Mod.13",0.116794644531238,347.5236144356,-167.7618072178,-8.20713851143163,NA,-0.426231715040581,0.0154537086909018,4.6664331867572,-1.65874904197215,NA,NA,"13",FALSE,FALSE,FALSE,"PAMY",2,67,63,"Yes","Unavg.w.warn"
"Mod.15",0.0857900323222999,336.421961240389,-161.210980620195,-8.88592992218823,-8.07989049510357,-0.271865852419,-0.0662518715529207,2.98395105862349,-0.401227665717251,NA,NA,"15",FALSE,FALSE,FALSE,"PAMY",2,67,63,"Yes","Unavg.w.warn"
"Mod.3",0.0161181648274471,329.3555006932,-161.6777503466,-8.39011736932598,-8.43175357817023,NA,NA,NA,NA,NA,NA,"3",FALSE,FALSE,FALSE,"PAMY",2,67,63,"Yes","Unavg.w.warn"
"Mod.31",0.0929629162666516,338.425784880975,-160.212892440487,-8.6286187922912,-6.54008484324803,-0.324151546014394,-0.154340000076723,3.90076155332539,-1.05024691489064,2.01053471373264,-6.60226664079322,"31",FALSE,FALSE,FALSE,"PAMY",2,67,63,"Yes","Unavg.w.warn"
