"Species","Dataset","L.Occ","R.Occ","Fire.Included","Type","deltaAIC","Weight","Rsquared","Intercept","Elevation.m","Elevation.m2","Data.Type.nofi","Data.Type.Elevation.m.nofi","Data.Type.Elevation.m2.nofi","Resurvey.Burned.fi","Resurvey.Unburned.fi","Elevation.m.Res.Burn.fi","Elevation.m.Res.Unburn.fi","Elevation.m2.Res.Burn.fi","Elevation.m2.Res.Unburn.fi"
"CARU",32,28,19,"Yes","Unavg",1.68549806974525,0.30095612155543,0.0987740454325805,-1.5651996134587,-12.097450374221,-13.4315485394625,NA,NA,NA,-0.44298352853314,-0.535962532561215,NA,NA,NA,NA
"CARU",32,28,19,"Yes","Avg",NA,NA,NA,-1.72744996839593,-12.0313899593119,-13.2892240516349,NA,NA,NA,-0.133318604660273,-0.161301205098649,NA,NA,NA,NA
"CEVE",32,23,18,"Yes","Unavg",0,0.391493653078679,0.14642086350745,-2.16359427913766,-20.0491162779138,-19.4572960511271,NA,NA,NA,0.99316033750787,-0.595384429462922,11.6838413068688,22.2470773012673,NA,NA
"CEVE",32,23,18,"Yes","Unavg",0.100531008416255,0.372301421596201,0.128159143856278,-1.9291089371849,-11.3496496792203,-17.5661734567693,NA,NA,NA,0.720423097074296,-0.836998302078435,NA,NA,NA,NA
"CEVE",32,23,18,"Yes","Unavg",1.01053909519848,0.23620492532512,0.15973443115017,-1.8834950821563,-15.1698170138127,-12.6645779168048,NA,NA,NA,0.378713395987374,-1.25923669057993,1.01960645382473,17.9933356805641,-21.1778877048431,-15.2325526768965
"CEVE",32,23,18,"Yes","Avg",NA,NA,NA,-2.01013424307857,-15.6577779777756,-17.1487549411628,NA,NA,NA,0.746484481234128,-0.842142791479095,4.81498578150431,12.9597040737744,-5.00232138386622,-3.5980039675573
"EPAN",32,6,15,"Yes","Unavg",0,1,0.155561152566261,-3.29221944259691,-11.4251406221341,-10.0136340184883,NA,NA,NA,2.22313777291002,0.128505252904005,NA,NA,NA,NA
"EPAN",32,6,15,"Yes","Avg",NA,NA,NA,-3.29221944259691,-11.4251406221341,-10.0136340184883,NA,NA,NA,2.22313777291002,0.128505252904005,NA,NA,NA,NA
"PAMY",32,67,66,"Yes","Unavg",0,1,0.0650060475281397,0.0784617125678692,-8.22811698988698,-6.17213521023774,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PAMY",32,67,66,"Yes","Avg",NA,NA,NA,0.0784617125678692,-8.22811698988698,-6.17213521023774,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VAME",32,23,42,"Yes","Unavg",0,0.678402460995989,0.183777981845256,-1.96669180095416,12.9643132278132,-18.0582775502167,NA,NA,NA,-0.674332780759185,1.14628140014871,25.0768108106575,-4.0638716024602,NA,NA
"VAME",32,23,42,"Yes","Unavg",1.49287965438737,0.321597539004011,0.164765892037435,-1.93457766839368,12.8868187934061,-16.9688883670101,NA,NA,NA,0.343590341614216,1.09291291521905,NA,NA,NA,NA
"VAME",32,23,42,"Yes","Avg",NA,NA,NA,-1.95636397495546,12.9393912084214,-17.7079326698799,NA,NA,NA,-0.34697120970862,1.12911822673496,17.0121701678809,-2.75694049628071,NA,NA
"ACMI",33,5,16,"Yes","Unavg",0,0.4538645087121,0.155618813061088,-3.31440675897303,-8.26094134932657,NA,NA,NA,NA,2.28335749779705,0.10299501613352,5.30848782826101,27.2988921606636,NA,NA
"ACMI",33,5,16,"Yes","Unavg",0.977552291183883,0.27838987769567,0.162674461251236,-3.38671002628745,-10.6601328726371,-4.52449425240394,NA,NA,NA,2.41914846824361,-0.0342849757901159,6.31239784452883,34.741809524978,NA,NA
"ACMI",33,5,16,"Yes","Unavg",1.05552277564223,0.26774561359223,0.106930468343534,-3.19458313229913,NA,NA,NA,NA,NA,2.20133135928885,0.55552580268388,NA,NA,NA,NA
"ACMI",33,5,16,"Yes","Avg",NA,NA,NA,-3.30245300627104,-6.71702117364461,-1.25957340156149,NA,NA,NA,2.29919819066636,0.185940789086137,4.16664188408264,22.0617663834691,NA,NA
"ARUV",33,27,19,"Yes","Unavg",0,0.402847786851762,0.0512050959070607,-1.65736911853537,-10.2669395381427,-5.20073056588953,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ARUV",33,27,19,"Yes","Unavg",0.23853061332602,0.357556532971191,0.083502167428779,-1.68241898524499,-18.4444493611459,-6.79468606690554,NA,NA,NA,-0.213593424110117,-0.122245367484067,10.9873650719349,18.342725301036,NA,NA
"ARUV",33,27,19,"Yes","Unavg",1.03921190742545,0.239595680177046,0.0385583096538921,-1.59196712895757,-8.22395134087333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ARUV",33,27,19,"Yes","Avg",NA,NA,NA,-1.65065582784963,-12.7013704520752,-4.52458719119132,NA,NA,NA,-0.0763717241902586,-0.0437096297693921,3.92860416160979,6.55856126388139,NA,NA
"CARU",33,28,15,"Yes","Unavg",0,0.63808553683405,0.104570030140849,-1.55289757122591,-12.2986442601023,-12.6726603857887,NA,NA,NA,-0.728489127730586,-0.822023943714671,NA,NA,NA,NA
"CARU",33,28,15,"Yes","Unavg",1.13412890064563,0.36191446316595,0.0823461404078445,-1.89575658740518,-12.0968433641165,-12.3692350693627,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CARU",33,28,15,"Yes","Avg",NA,NA,NA,-1.67698320800803,-12.2256095971652,-12.5628463752834,NA,NA,NA,-0.46483837614574,-0.524521589415619,NA,NA,NA,NA
"CEVE",33,23,21,"Yes","Unavg",0,0.369981641741317,0.152373088876571,-2.22035853537801,-20.9906824220838,-20.683770029502,NA,NA,NA,1.15248437430615,-0.351070086809405,9.2553435979466,22.8229960383596,NA,NA
"CEVE",33,23,21,"Yes","Unavg",0.291925682520628,0.319734366453014,0.168207923950884,-1.8834950821563,-15.1698170138126,-12.6645779168048,NA,NA,NA,0.563995160589192,-1.34108390929823,-2.39506624440161,17.456579252082,-19.3935161315833,-21.9191154804128
"CEVE",33,23,21,"Yes","Unavg",0.35193081355942,0.310283991805669,0.133788750811205,-1.97329028094697,-12.1372819868439,-18.6079852412742,NA,NA,NA,0.90963409633115,-0.60690003515715,NA,NA,NA,NA
"CEVE",33,23,21,"Yes","Avg",NA,NA,NA,-2.03599038834767,-16.3824832804617,-17.4756759296629,NA,NA,NA,0.888971594732726,-0.746991466719374,2.65852223098152,14.0255578513291,-6.2007735936281,-7.00829450134024
"EPAN",33,6,16,"Yes","Unavg",0,1,0.137166272675569,-3.34844197753638,-11.4556096657619,-12.3805356991598,NA,NA,NA,2.13989287031857,0.479146845284896,NA,NA,NA,NA
"EPAN",33,6,16,"Yes","Avg",NA,NA,NA,-3.34844197753638,-11.4556096657619,-12.3805356991598,NA,NA,NA,2.13989287031857,0.479146845284896,NA,NA,NA,NA
"PAMY",33,67,68,"Yes","Unavg",0,1,0.0803121280260315,0.106046144936002,-8.1239473009449,-8.36161137684108,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PAMY",33,67,68,"Yes","Avg",NA,NA,NA,0.106046144936002,-8.1239473009449,-8.36161137684108,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VAME",33,23,42,"Yes","Unavg",0,0.694731855688894,0.16996513177735,-1.88987347099229,11.9467705999944,-15.9538475917554,NA,NA,NA,-0.901072307358731,1.19509763785261,24.2758642458169,-5.74706416769402,NA,NA
"VAME",33,23,42,"Yes","Unavg",1.64467079983572,0.305268144311106,0.150427658733253,-1.8402901261473,10.6693739555783,-14.9106835913904,NA,NA,NA,0.115231798413819,1.12489803375573,NA,NA,NA,NA
"VAME",33,23,42,"Yes","Avg",NA,NA,NA,-1.87473725532272,11.5568220968043,-15.6354028531518,NA,NA,NA,-0.590827038933787,1.17366793497858,16.8652162159481,-3.99266855398522,NA,NA
"ACMI",34,5,15,"Yes","Unavg",0,0.396342387307158,0.187511752115314,-3.31440675961293,-8.26094135831757,NA,NA,NA,NA,2.40039224507882,-0.45096143499527,4.27147475879604,29.0308975767646,NA,NA
"ACMI",34,5,15,"Yes","Unavg",0.122946425972643,0.372711715125778,0.14379085923736,-3.19458313229914,NA,NA,NA,NA,NA,2.33438186707603,0.126530197165525,NA,NA,NA,NA
"ACMI",34,5,15,"Yes","Unavg",1.08018995735746,0.230945897567064,0.19407965481194,-3.3829258748936,-10.5653543303959,-4.36489507987563,NA,NA,NA,2.52952404374458,-0.61096327591394,5.14477546169365,36.69621157949,NA,NA
"ACMI",34,5,15,"Yes","Avg",NA,NA,NA,-3.28557129854321,-5.71418645830738,-1.00805461200794,NA,NA,NA,2.40561186302461,-0.27267530706518,2.88113129000534,19.9810147717807,NA,NA
"ARUV",34,27,21,"Yes","Unavg",0,0.526942451991938,0.0576543722078463,-1.62209366960475,-11.0610551333748,-5.37282750909093,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ARUV",34,27,21,"Yes","Unavg",1.27728351999016,0.27823040998966,0.0443453650045837,-1.54975181759265,-8.82534115206392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ARUV",34,27,21,"Yes","Unavg",1.98995729921512,0.194827138018402,0.0820610801135759,-1.68575703753866,-18.5241494062981,-6.89467542877456,NA,NA,NA,-0.0703135860827671,-0.0377108179870647,8.33563347521986,16.9632412289306,NA,NA
"ARUV",34,27,21,"Yes","Avg",NA,NA,NA,-1.61436931823119,-11.8930248136902,-4.17444078312406,NA,NA,NA,-0.013698994740316,-0.00734709074075268,1.62400761354747,3.3048997401483,NA,NA
"CARU",34,28,20,"Yes","Unavg",0,0.726962407353865,0.0853122246884334,-1.7502491678668,-12.1954081418874,-12.1782713693267,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CARU",34,28,20,"Yes","Unavg",1.95853055842346,0.273037592646135,0.0936026064443775,-1.55073585474707,-12.2834681699746,-12.5822021410153,NA,NA,NA,-0.233376776425106,-0.527095844859011,NA,NA,NA,NA
"CARU",34,28,20,"Yes","Avg",NA,NA,NA,-1.69577453315174,-12.2194518399647,-12.2885596548242,NA,NA,NA,-0.0637206332146262,-0.143916980574085,NA,NA,NA,NA
"EPAN",34,6,15,"Yes","Unavg",0,1,0.167788242581565,-3.38208162226691,-13.8656061207137,-11.382524617815,NA,NA,NA,2.2514234104459,0.12740005548833,NA,NA,NA,NA
"EPAN",34,6,15,"Yes","Avg",NA,NA,NA,-3.38208162226691,-13.8656061207137,-11.382524617815,NA,NA,NA,2.2514234104459,0.12740005548833,NA,NA,NA,NA
"PAMY",34,67,59,"Yes","Unavg",0,0.717125415816263,0.0698842154833917,-0.0470245258078083,-8.13763733313778,-7.32285302328083,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PAMY",34,67,59,"Yes","Unavg",1.8604942175437,0.282874584183737,0.0759605785469941,0.092497265824918,-8.32103607772977,-6.99954338280823,NA,NA,NA,-0.581016038846171,-0.154954621129806,NA,NA,NA,NA
"PAMY",34,67,59,"Yes","Avg",NA,NA,NA,-0.00755735701513082,-8.18951617675406,-7.23139694316955,NA,NA,NA,-0.164354670392693,-0.0438327240194424,NA,NA,NA,NA
"VAME",34,23,43,"Yes","Unavg",0,0.726536319843373,0.171724356920846,-1.89536798174433,12.020984886702,-16.1094328338992,NA,NA,NA,-0.610914207243829,1.19421926768615,23.4182756295163,-5.43088176857619,NA,NA
"VAME",34,23,43,"Yes","Unavg",1.95423931624262,0.273463680156627,0.151265106642599,-1.85394855935688,11.1955872899927,-15.0920034150434,NA,NA,NA,0.326848744380528,1.12836162011717,NA,NA,NA,NA
"VAME",34,23,43,"Yes","Avg",NA,NA,NA,-1.88404127406829,11.7952686223135,-15.8312028407193,NA,NA,NA,-0.354470099378092,1.17620959301548,17.0142277929466,-3.94573285364582,NA,NA
"ACMI",35,5,16,"Yes","Unavg",0,0.728267425274045,0.0863562465349026,-3.19458313229915,NA,NA,NA,NA,NA,2.05960319946016,0.721652673557856,NA,NA,NA,NA
"ACMI",35,5,16,"Yes","Unavg",1.97169984330117,0.271732574725955,0.0865515386243378,-3.19526130482555,-0.611780733333363,NA,NA,NA,NA,2.05409223681223,0.724136473250902,NA,NA,NA,NA
"ACMI",35,5,16,"Yes","Avg",NA,NA,NA,-3.19476741386586,-0.166240753836408,NA,NA,NA,NA,2.05810569139062,0.722327602843551,NA,NA,NA,NA
"ARUV",35,27,21,"Yes","Unavg",0,0.526942451991938,0.0576543722078463,-1.62209366960475,-11.0610551333748,-5.37282750909093,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ARUV",35,27,21,"Yes","Unavg",1.27728351999016,0.27823040998966,0.0443453650045837,-1.54975181759265,-8.82534115206392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ARUV",35,27,21,"Yes","Unavg",1.98995729921512,0.194827138018402,0.0820610801135759,-1.68575703753866,-18.5241494062981,-6.89467542877456,NA,NA,NA,-0.0703135860827671,-0.0377108179870647,8.33563347521986,16.9632412289306,NA,NA
"ARUV",35,27,21,"Yes","Avg",NA,NA,NA,-1.61436931823119,-11.8930248136902,-4.17444078312406,NA,NA,NA,-0.013698994740316,-0.00734709074075268,1.62400761354747,3.3048997401483,NA,NA
"CARU",35,28,15,"Yes","Unavg",0,0.63791475443172,0.10300505805436,-1.54351888221465,-11.7675889422394,-12.7124445375107,NA,NA,NA,-0.721637720129949,-0.823314009732104,NA,NA,NA,NA
"CARU",35,28,15,"Yes","Unavg",1.13264998315103,0.36208524556828,0.0807875700498596,-1.88600645279904,-11.5750528370117,-12.4015346820212,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CARU",35,28,15,"Yes","Avg",NA,NA,NA,-1.66752857831378,-11.6978744592972,-12.5998686661362,NA,NA,NA,-0.460343349025363,-0.52520415433845,NA,NA,NA,NA
"CEVE",35,23,20,"Yes","Unavg",0,0.403486002144529,0.138559823207304,-2.16099652781045,-20.0057384961385,-19.4003188361935,NA,NA,NA,0.962856108184377,-0.356686386902801,9.88324131898922,21.7319313370627,NA,NA
"CEVE",35,23,20,"Yes","Unavg",0.201794261227462,0.364761846542876,0.120371691559392,-1.9251543249991,-11.3485831044486,-17.4332169038205,NA,NA,NA,0.717176213302016,-0.598975862583827,NA,NA,NA,NA
"CEVE",35,23,20,"Yes","Unavg",1.10894661742302,0.231752151312595,0.151074205457921,-1.8834950821563,-15.1698170138127,-12.6645779168048,NA,NA,NA,0.54716147814345,-1.34108390929823,1.92611385364505,17.456579252082,-13.2964085338159,-21.9191154804128
"CEVE",35,23,20,"Yes","Avg",NA,NA,NA,-2.01065873339754,-15.7272033025493,-17.1217726542504,NA,NA,NA,0.776903331267549,-0.673200587012047,4.43413055728382,12.8141298902996,-3.08147128244297,-5.07980216745487
"EPAN",35,6,18,"Yes","Unavg",0,1,0.194313665479929,-3.39205871973989,-12.3840167490459,-13.2770999468067,NA,NA,NA,2.61544968669997,0.306231151786973,NA,NA,NA,NA
"EPAN",35,6,18,"Yes","Avg",NA,NA,NA,-3.39205871973989,-12.3840167490459,-13.2770999468067,NA,NA,NA,2.61544968669997,0.306231151786973,NA,NA,NA,NA
"PAMY",35,67,64,"Yes","Unavg",0,1,0.0729951041350777,0.0389583898804323,-8.60546590623197,-6.98510409784418,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PAMY",35,67,64,"Yes","Avg",NA,NA,NA,0.0389583898804323,-8.60546590623197,-6.98510409784418,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VAME",35,23,41,"Yes","Unavg",0,0.518166182994765,0.166937379402365,-1.87861768604977,11.793977489139,-15.6323424000954,NA,NA,NA,-1.00565992508054,1.18935289142047,21.3885123231805,-5.35684375334434,NA,NA
"VAME",35,23,41,"Yes","Unavg",0.145393461594978,0.481833817005235,0.152481392254311,-1.83380405587242,10.3390315176178,-14.8699407861982,NA,NA,NA,-0.120818977051629,1.12319542572529,NA,NA,NA,NA
"VAME",35,23,41,"Yes","Avg",NA,NA,NA,-1.85702496356756,11.0929353181446,-15.2649915203803,NA,NA,NA,-0.579313633649236,1.15747598720117,11.0828037904389,-2.77573528056978,NA,NA
"ACMI",36,5,14,"Yes","Unavg",0,0.441768360793652,0.163584193087184,-3.51113481507866,-13.351015975813,-8.65775278612733,NA,NA,NA,2.38158255534784,-0.264681497473707,5.94661586570517,40.8648591513998,NA,NA
"ACMI",36,5,14,"Yes","Unavg",0.846783098690054,0.28927972447634,0.0980873664333881,-3.19458313229915,NA,NA,NA,NA,NA,2.05960319946016,0.361369788242926,NA,NA,NA,NA
"ACMI",36,5,14,"Yes","Unavg",0.992506132258981,0.268951914730008,0.141429286244943,-3.31440675897302,-8.26094134932657,NA,NA,NA,NA,2.12126555799305,-0.0292359561994337,4.26911831062176,25.8683068345251,NA,NA
"ACMI",36,5,14,"Yes","Avg",NA,NA,NA,-3.36665244413096,-8.11985243593842,-3.82472125648414,NA,NA,NA,2.21842770111424,-0.0202540248931821,3.77521428711275,25.0101324953462,NA,NA
"ARUV",36,27,21,"Yes","Unavg",0,0.526942451991938,0.0576543722078463,-1.62209366960475,-11.0610551333748,-5.37282750909093,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ARUV",36,27,21,"Yes","Unavg",1.27728351999016,0.27823040998966,0.0443453650045837,-1.54975181759265,-8.82534115206392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ARUV",36,27,21,"Yes","Unavg",1.98995729921512,0.194827138018402,0.0820610801135759,-1.68575703753866,-18.5241494062981,-6.89467542877456,NA,NA,NA,-0.0703135860827671,-0.0377108179870647,8.33563347521986,16.9632412289306,NA,NA
"ARUV",36,27,21,"Yes","Avg",NA,NA,NA,-1.61436931823119,-11.8930248136902,-4.17444078312406,NA,NA,NA,-0.013698994740316,-0.00734709074075268,1.62400761354747,3.3048997401483,NA,NA
"CARU",36,28,16,"Yes","Unavg",0,0.325145865621661,0.100139831930012,-1.53852040213392,-10.7825611158777,-13.2941680831945,NA,NA,NA,-0.432365411606106,-0.830969761131626,NA,NA,NA,NA
"CARU",36,28,16,"Yes","Unavg",0.614890239717795,0.239087305230615,0.114595490089246,-1.66520421977738,-16.0589683809497,-14.1475523725027,NA,NA,NA,-0.173005923920636,-0.705213685362086,18.74303787059,7.26286917299057,NA,NA
"CARU",36,28,16,"Yes","Unavg",0.687733073761706,0.230536075985562,0.0801214952571156,-1.84543439169616,-10.6163222458843,-12.7065615444033,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CARU",36,28,16,"Yes","Unavg",0.920277855320279,0.205230753162162,0.130372837780115,-1.56147830565184,-14.0967708643049,-11.0822913539725,NA,NA,NA,-0.228749385041559,-2.22736869984143,16.9846074490738,-7.99763450605902,1.01425112600456,-31.4592325970472
"CARU",36,28,16,"Yes","Avg",NA,NA,NA,-1.64427530935938,-12.6859368162255,-12.9087918005349,NA,NA,NA,-0.228891754738111,-0.895918577771821,7.96698619525181,0.0950992656186367,0.208155522485487,-6.45640199979561
"EPAN",36,6,14,"Yes","Unavg",0,1,0.166371388592404,-3.29541888344299,-10.622563821458,-10.9551092618265,NA,NA,NA,2.25682341079801,-0.120166208899246,NA,NA,NA,NA
"EPAN",36,6,14,"Yes","Avg",NA,NA,NA,-3.29541888344299,-10.622563821458,-10.9551092618265,NA,NA,NA,2.25682341079801,-0.120166208899246,NA,NA,NA,NA
"PAMY",36,67,67,"Yes","Unavg",0,1,0.0655544130750276,0.0956157170920617,-8.25103704850472,-6.18836496102381,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PAMY",36,67,67,"Yes","Avg",NA,NA,NA,0.0956157170920617,-8.25103704850472,-6.18836496102381,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VAME",36,23,39,"Yes","Unavg",0,0.669112818066685,0.159873900394612,-1.81274921259475,9.47679912796496,-14.5785560085154,NA,NA,NA,-0.73220598244811,1.11792880221544,NA,NA,NA,NA
"VAME",36,23,39,"Yes","Unavg",1.4083504111687,0.330887181933315,0.169053635356526,-1.85945145039836,11.5313403763633,-15.0757567510474,NA,NA,NA,-1.56821536582187,1.18382171022116,19.6590815656946,-5.27182352492956,NA,NA
"VAME",36,23,39,"Yes","Avg",NA,NA,NA,-1.82820238445156,10.1566204918132,-14.743073361067,NA,NA,NA,-1.00883077138246,1.13973192085484,6.50493809866987,-1.7443788298137,NA,NA
"ACMI",37,5,16,"Yes","Unavg",0,0.493402629566217,0.156614076234963,-3.31440675897302,-8.26094134932656,NA,NA,NA,NA,2.27287985853414,0.102995016133519,4.69303845075056,27.2988921606636,NA,NA
"ACMI",37,5,16,"Yes","Unavg",1.19974829885049,0.270819184990839,0.106930468343534,-3.19458313229913,NA,NA,NA,NA,NA,2.20133135928885,0.555525802683881,NA,NA,NA,NA
"ACMI",37,5,16,"Yes","Unavg",1.47686812540715,0.235778185442944,0.160224074509059,-3.35743502182204,-9.88285212029185,-3.17720872671135,NA,NA,NA,2.3637329911897,0.0061218166963787,5.31371241922876,32.3780793996013,NA,NA
"ACMI",37,5,16,"Yes","Avg",NA,NA,NA,-3.29210134779186,-6.40613112437339,-0.749116508357491,NA,NA,NA,2.27492433904055,0.20270844774901,3.56841498442709,21.1033899852816,NA,NA
"ARUV",37,27,20,"Yes","Unavg",0,0.491863574915047,0.0544572501304454,-1.64081584589755,-10.6330778550271,-5.50570457436059,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ARUV",37,27,20,"Yes","Unavg",1.23644510653466,0.265065996404463,0.0822557634827079,-1.68315175843921,-18.4619643028762,-6.816700939083,NA,NA,NA,-0.212970710842176,-0.0384780563771972,10.9935021784121,16.8960109424134,NA,NA
"ARUV",37,27,20,"Yes","Unavg",1.40970031994874,0.24307042868049,0.0404432291955543,-1.56845842617867,-8.41707470566234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ARUV",37,27,20,"Yes","Avg",NA,NA,NA,-1.63444970770982,-12.1696046065902,-4.5149311609804,NA,NA,NA,-0.0564512936743481,-0.0101992243533289,2.91400360889545,4.47855797571151,NA,NA
"CARU",37,28,18,"Yes","Unavg",0,0.415021217942464,0.0860196848006141,-1.80962694673685,-11.1057777111338,-13.2662756413392,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CARU",37,28,18,"Yes","Unavg",1.01834357895132,0.249424897291969,0.0984269708293575,-1.5531486316781,-11.2198838200607,-13.6069391768075,NA,NA,NA,-0.430759717959929,-0.631460560212055,NA,NA,NA,NA
"CARU",37,28,18,"Yes","Unavg",1.68466108485944,0.178751952406124,0.112299109799234,-1.67493498495169,-16.2373904204934,-14.4136917908875,NA,NA,NA,-0.167491542738224,-0.52465820822323,18.9100286345932,5.80503265638955,NA,NA
"CARU",37,28,18,"Yes","Unavg",1.94669242986924,0.156801932359443,0.127853566691564,-1.56147830565185,-14.0967708643049,-11.0822913539725,NA,NA,NA,-0.228749385041561,-1.89793700059407,16.9846074490738,-9.41911147011268,1.01425112600456,-28.7100323297095
"CARU",37,28,18,"Yes","Avg",NA,NA,NA,-1.6826682317687,-12.5205179125145,-13.2138955291368,NA,NA,NA,-0.173249984286195,-0.548885853630258,6.04342380687061,-0.43927395851172,0.159036536455255,-4.50178854740053
"EPAN",37,6,17,"Yes","Unavg",0,1,0.143936561917347,-3.29592176100139,-10.9777914429793,-10.6485291154484,NA,NA,NA,2.24529674242665,0.489211649331127,NA,NA,NA,NA
"EPAN",37,6,17,"Yes","Avg",NA,NA,NA,-3.29592176100139,-10.9777914429793,-10.6485291154484,NA,NA,NA,2.24529674242665,0.489211649331127,NA,NA,NA,NA
"PAMY",37,67,62,"Yes","Unavg",0,0.727244945596114,0.0795092659149971,-1.93922398121428e-05,-7.90762887145457,-8.70243620368228,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PAMY",37,67,62,"Yes","Unavg",1.96137838303434,0.272755054403886,0.0852998870987529,0.0887033108772201,-8.10888353935716,-8.29284034039912,NA,NA,NA,-0.553708774006625,-0.0209973072810198,NA,NA,NA,NA
"PAMY",37,67,62,"Yes","Avg",NA,NA,NA,0.0241801734757338,-7.96252209934737,-8.59071686170887,NA,NA,NA,-0.151026866778086,-0.00572712168976968,NA,NA,NA,NA
"VAME",37,23,43,"Yes","Unavg",0,1,0.173142150696185,-1.90252490388702,12.1172980229621,-16.3108064508141,NA,NA,NA,-0.617193997600664,1.19866162492583,23.5844065460351,-5.78544612347961,NA,NA
"VAME",37,23,43,"Yes","Avg",NA,NA,NA,-1.90252490388702,12.1172980229621,-16.3108064508141,NA,NA,NA,-0.617193997600664,1.19866162492583,23.5844065460351,-5.78544612347961,NA,NA
"ACMI",38,5,15,"Yes","Unavg",0,0.495331683521963,0.183247941027759,-3.51727994633289,-13.4715939821149,-8.82892682915083,NA,NA,NA,2.49021309847918,-0.269236983840504,4.00307738039348,41.2060567623366,NA,NA
"ACMI",38,5,15,"Yes","Unavg",1.15264294271924,0.27835746542082,0.160736497224105,-3.31440675897303,-8.26094134932656,NA,NA,NA,NA,2.2327753506731,-0.029235956199434,2.69735380344919,25.8683068345251,NA,NA
"ACMI",38,5,15,"Yes","Unavg",1.56663620905505,0.226310851057217,0.114937384671386,-3.19458313229914,NA,NA,NA,NA,NA,2.20133135928885,0.361369788242925,NA,NA,NA,NA
"ACMI",38,5,15,"Yes","Avg",NA,NA,NA,-3.38777888948012,-8.97240202287389,-4.3732471899755,NA,NA,NA,2.35317630724518,-0.0597177508152981,2.73367962617031,27.6113017925763,NA,NA
"ARUV",38,27,19,"Yes","Unavg",0,0.394075260038417,0.0553301470388,-1.66809236617498,-10.92096975185,-4.72195278476639,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ARUV",38,27,19,"Yes","Unavg",0.490369759749967,0.308387474532421,0.0449672059204255,-1.60662157114939,-8.93633065679759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ARUV",38,27,19,"Yes","Unavg",0.562004854589873,0.297537265429162,0.0862811756677292,-1.66883209236222,-18.1176551983072,-6.37953015189961,NA,NA,NA,-0.452883970533771,-0.126142040656459,4.46464111999878,17.9620686089097,NA,NA
"ARUV",38,27,19,"Yes","Avg",NA,NA,NA,-1.64935563904646,-12.4502140213612,-3.75895272766504,NA,NA,NA,-0.134749858149319,-0.0375319578325769,1.32839710996703,5.34438477534597,NA,NA
"CARU",38,28,17,"Yes","Unavg",0,0.561713636416754,0.0948175450764958,-1.52423885449436,-11.3551690598215,-12.1540444574839,NA,NA,NA,-0.232674904788913,-0.817963751236319,NA,NA,NA,NA
"CARU",38,28,17,"Yes","Unavg",0.496239362821825,0.438286363583246,0.0758676966862499,-1.79831215044529,-11.1960902080753,-11.3910905479572,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CARU",38,28,17,"Yes","Avg",NA,NA,NA,-1.64436144273197,-11.2854469683667,-11.8196521628958,NA,NA,NA,-0.130696666871903,-0.459461393164042,NA,NA,NA,NA
"CEVE",38,23,17,"Yes","Unavg",0,0.578069096251544,0.122362050138114,-1.92443707510399,-11.5049789922145,-17.3226997413369,NA,NA,NA,0.537579821675732,-0.834711595219377,NA,NA,NA,NA
"CEVE",38,23,17,"Yes","Unavg",0.629703679557366,0.421930903748456,0.137597250861956,-2.13429947766167,-19.5583826133783,-18.8100681365317,NA,NA,NA,0.819392715703057,-0.597183437029113,13.2234108736398,18.4534740148978,NA,NA
"CEVE",38,23,17,"Yes","Avg",NA,NA,NA,-2.01298450827797,-14.9029588603432,-17.9502664325284,NA,NA,NA,0.656485390740649,-0.734491124768453,5.579365700552,7.78609096840447,NA,NA
"EPAN",38,6,16,"Yes","Unavg",0,1,0.182335702015121,-3.35587711926289,-10.615539585206,-13.2759241517102,NA,NA,NA,2.47972762886624,0.102445072592948,NA,NA,NA,NA
"EPAN",38,6,16,"Yes","Avg",NA,NA,NA,-3.35587711926289,-10.615539585206,-13.2759241517102,NA,NA,NA,2.47972762886624,0.102445072592948,NA,NA,NA,NA
