"Species","Dataset","L.Occ","R.Occ","Fire.Included","Type","Intercept.CI.Lower","Elevation.m.CI.Lower","Elevation.m2.CI.Lower","Data.Type.nofi.CI.Lower","Data.Type.Elevation.m.nofi.CI.Lower","Data.Type.Elevation.m2.nofi.CI.Lower","Resurvey.Burned.fi.CI.Lower","Resurvey.Unburned.fi.CI.Lower","Elevation.m.Res.Burn.fi.CI.Lower","Elevation.m.Res.Unburn.fi.CI.Lower","Elevation.m2.Res.Burn.fi.CI.Lower","Elevation.m2.Res.Unburn.fi.CI.Lower","Intercept.CI.Upper","Elevation.m.CI.Upper","Elevation.m2.CI.Upper","Data.Type.nofi.CI.Upper","Data.Type.Elevation.m.nofi.CI.Upper","Data.Type.Elevation.m2.nofi.CI.Upper","Resurvey.Burned.fi.CI.Upper","Resurvey.Unburned.fi.CI.Upper","Elevation.m.Res.Burn.fi.CI.Upper","Elevation.m.Res.Unburn.fi.CI.Upper","Elevation.m2.Res.Burn.fi.CI.Upper","Elevation.m2.Res.Unburn.fi.CI.Upper"
"ACMI",1,5,15,"Yes","Avg.Confidence",-4.27723484379268,-21.8940136790795,-5.704837826573,NA,NA,NA,0.890784356148466,-1.37764238079586,-12.6503716203222,-14.0602982919786,NA,NA,-2.29756509296311,9.70438017554188,4.27422994898364,NA,NA,NA,3.40659198254822,1.81736193394591,21.8808153432218,54.2151568937996,NA,NA
"ARUV",1,27,21,"Yes","Avg.Confidence",-2.04255815169617,-21.9227922920954,-11.660546142658,NA,NA,NA,-0.537544043851536,-0.356052269038363,-8.62175328229816,-11.5882685514725,NA,NA,-1.1861804847662,-1.86325733528505,3.31166457640984,NA,NA,NA,0.510146054370904,0.341358087556858,11.8697685093931,18.1980680317691,NA,NA
"CARU",1,28,17,"Yes","Avg.Confidence",-2.22390341985041,-21.7751478869668,-20.7264332421473,NA,NA,NA,-1.19069010885093,-3.44864322031723,-11.0485408739834,-20.3362608304018,-10.0238705526655,-54.1561330231549,-1.07923942039106,-2.83631644047605,-3.52664218693815,NA,NA,NA,0.730017488058994,1.49248478598908,17.8737612164912,17.8380014084483,14.8030908932967,30.4789217031342
"CEVE",1,23,21,"Yes","Avg.Confidence",-2.77742803152132,-30.8660145797974,-29.7773508723934,NA,NA,NA,-0.332502068448212,-2.22283202883681,-18.2674266622106,-13.4700733642559,-29.7329271176689,-33.929948242227,-1.29455274517402,-1.8989519811259,-5.17400098693243,NA,NA,NA,2.11044525791366,0.728849095398062,23.5844711241736,41.5211890669141,17.3313799304127,19.9133592395465
"EPAN",1,6,16,"Yes","Avg.Confidence",-4.46762454012198,-27.7845880902447,-23.4068684224852,NA,NA,NA,1.4272786254258,-1.51035912477029,NA,NA,NA,NA,-2.52658634505949,-3.45410851998657,-1.48639747914284,NA,NA,NA,3.76596589353696,1.18469992307751,NA,NA,NA,NA
"PAMY",1,67,61,"Yes","Avg.Confidence",-0.272283410576095,-11.7669864615149,-12.4890930039638,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.248664319579362,-3.04540712620024,-3.71795850097399,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VAME",1,23,42,"Yes","Avg.Confidence",-2.42036788522357,1.73134493540011,-22.5288477507607,NA,NA,NA,-3.31012551098811,0.53411711794206,-19.4790016203547,-14.6476828955003,NA,NA,-1.29952835667463,21.1848990180005,-7.74738392064032,NA,NA,NA,1.31594579544335,1.89377877876021,57.6607165604829,8.83381353879735,NA,NA
"ACMI",10,5,14,"Yes","Avg.Confidence",-4.43824897732306,-28.3321794886895,-12.9541588431471,NA,NA,NA,0.92578357851313,-2.75004949197769,-13.7043948390877,3.65733037911619,NA,NA,-2.31811196784211,8.17009730109929,6.46883541252904,NA,NA,NA,3.58730968464245,1.53320750856526,27.8652180455789,75.7117512520108,NA,NA
"ARUV",10,27,19,"Yes","Avg.Confidence",-2.09625921364599,-23.2995160491081,-11.1857168229996,NA,NA,NA,-0.980584608763488,-0.485816671346489,-10.3197814184923,-12.9542733695728,NA,NA,-1.20245206444692,-1.60091199361436,3.66781136766953,NA,NA,NA,0.711084892464849,0.410752755681335,12.9765756384264,23.6430429202647,NA,NA
"CARU",10,28,18,"Yes","Avg.Confidence",-2.23929795518629,-22.2083594899083,-21.1560603174762,NA,NA,NA,-1.12954132668661,-3.83165221485204,-11.1576488042039,-27.7462705582829,-10.1684277118382,-62.2014826155203,-1.10069730050434,-3.27787889313499,-3.65944584853044,NA,NA,NA,0.723263036062849,1.78709030895494,18.3312030847033,20.0357832102384,15.1915617370451,33.8912306900942
"EPAN",10,6,16,"Yes","Avg.Confidence",-4.49123858273181,-26.1638081978419,-26.0802167665682,NA,NA,NA,1.34236431826555,-1.17744682297361,NA,NA,NA,NA,-2.53999233068371,-2.07276790564645,-3.33061021054842,NA,NA,NA,3.71282116789227,1.35094681319536,NA,NA,NA,NA
"PAMY",10,67,65,"Yes","Avg.Confidence",-0.216128456714886,-13.704230005512,-12.6911808015497,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.312240026614853,-4.79993160698318,-3.77559327942453,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VAME",10,23,43,"Yes","Avg.Confidence",-2.52489358556659,1.64730059285774,-24.3173103475663,NA,NA,NA,-2.73925194756125,0.524845318719983,-0.815519164945462,-19.9307409711506,NA,NA,-1.36841777118499,23.7885038157749,-9.34830018131045,NA,NA,NA,0.852891956985375,1.9085886425323,55.3969750357141,7.83158052188649,NA,NA
"ACMI",100,5,14,"Yes","Avg.Confidence",-4.26221512086634,-20.5377154328212,-7.78057733884717,NA,NA,NA,0.896294790560429,-1.44974046914708,-12.3367003279766,-21.6391401603775,NA,NA,-2.28988392502227,11.4035442321854,5.25683137820634,NA,NA,NA,3.41100432294396,1.72275022083532,20.1002883188156,50.9252201287268,NA,NA
"ARUV",100,27,19,"Yes","Avg.Confidence",-2.13781065718736,-25.3794401895016,-12.5223541551052,NA,NA,NA,-1.13354986875176,-0.563251858746082,-11.7085621356369,-13.5645852100279,NA,NA,-1.18536517214613,-1.44850445013518,3.2652765126425,NA,NA,NA,0.785091074340636,0.467248383410599,15.2250080603296,28.8277530953317,NA,NA
"CARU",100,28,15,"Yes","Avg.Confidence",-2.24376455001254,-21.1742885095578,-20.0431640569863,NA,NA,NA,-1.32443792271735,-1.72173693855132,NA,NA,NA,NA,-1.06503010749054,-4.01001087612267,-4.09596533330099,NA,NA,NA,0.667894678528453,0.43115793430178,NA,NA,NA,NA
"CEVE",100,23,19,"Yes","Avg.Confidence",-2.7252598571266,-29.6963481377145,-28.5164345588106,NA,NA,NA,-0.248562451918372,-2.03397119423452,-16.0274209835738,-15.243822592944,-24.2454143944649,-21.7605318864178,-1.30514559536424,-1.86891825774033,-6.06821241888989,NA,NA,NA,2.05681714274215,0.361828987097382,21.7638917550634,39.7839265921208,15.9369318738871,15.2346705211511
"EPAN",100,6,16,"Yes","Avg.Confidence",-4.52842826643508,-26.4937856456488,-27.2234158767252,NA,NA,NA,1.36457593082285,-1.18279713356585,NA,NA,NA,NA,-2.55688613619142,-2.04947301941957,-3.9460042298122,NA,NA,NA,3.74589366235565,1.34646739659312,NA,NA,NA,NA
"PAMY",100,67,60,"Yes","Avg.Confidence",-0.296557181581099,-13.4944424052702,-11.5738909691926,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.228043872950152,-4.64008807312516,-2.75387860374049,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VAME",100,23,44,"Yes","Avg.Confidence",-2.47516903813334,1.98794785621936,-23.8594745377398,NA,NA,NA,-2.15970624232761,0.545474361469954,-14.6365601965442,-16.1396833218522,NA,NA,-1.33281557141503,22.2001139264659,-8.89150948995983,NA,NA,NA,1.44838566191645,1.91875845965433,48.836848547181,8.88278090601623,NA,NA
"ACMI",11,5,17,"Yes","Avg.Confidence",-4.16168880912102,-13.563045665723,NA,NA,NA,NA,1.03291254735875,-0.565214567930249,-9.32170287971207,-15.4781126041865,NA,NA,-2.29273166420894,8.95009860762328,NA,NA,NA,NA,3.40759383814097,1.93499221848746,11.8749180123697,26.6225292043982,NA,NA
"ARUV",11,27,20,"Yes","Avg.Confidence",-2.06376616566632,-22.0587061867127,-11.1042438439521,NA,NA,NA,-0.827221597013095,-0.375080982664611,-9.02787469342793,-11.6091726807086,NA,NA,-1.20465080058994,-2.12252872322033,3.57483189465739,NA,NA,NA,0.632103922481903,0.356791560486719,10.9535115750279,18.7472594517559,NA,NA
"CARU",11,28,15,"Yes","Avg.Confidence",-2.27477059237472,-20.8069222808116,-20.6293699627399,NA,NA,NA,-1.6202991975446,-1.52205245992862,NA,NA,NA,NA,-1.07919582364135,-3.64429691351877,-4.49632278782702,NA,NA,NA,0.690622445253124,0.473009281097379,NA,NA,NA,NA
"EPAN",11,6,16,"Yes","Avg.Confidence",-5.24387000828986,-44.6887005147487,-35.7024356182053,NA,NA,NA,1.24964925869471,-0.903335242726486,NA,NA,NA,NA,-2.82051353607523,-9.23780468929547,-6.73728966054671,NA,NA,NA,3.72714113374016,1.52448947140533,NA,NA,NA,NA
"PAMY",11,67,65,"Yes","Avg.Confidence",-0.206296980431835,-12.9292084381452,-11.8309668216472,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.316549790830816,-4.19619522807473,-3.07941613260147,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VAME",11,23,44,"Yes","Avg.Confidence",-2.48334684953617,2.03065731088465,-24.1593373928001,NA,NA,NA,-2.57099110306384,0.598638331162252,-17.0663111782346,-15.7921862649231,NA,NA,-1.33703952633418,22.1399081252038,-9.05217679988449,NA,NA,NA,1.37608224853489,1.97242016832466,51.2448135183529,8.82774302766052,NA,NA
"ACMI",12,5,14,"Yes","Avg.Confidence",-4.23313783471503,-19.2926381668169,-4.85930808258809,NA,NA,NA,1.02733999661258,-2.00496525896059,-12.1057019571446,-21.2914927897967,NA,NA,-2.29303890246062,10.1046658860525,3.83440646218391,NA,NA,NA,3.47636332952949,1.62853862581574,17.1218593956037,52.8398930389862,NA,NA
"ARUV",12,27,20,"Yes","Avg.Confidence",-2.06376616566632,-22.0587061867127,-11.1042438439521,NA,NA,NA,-0.827221597013095,-0.375080982664611,-9.02787469342793,-11.6091726807086,NA,NA,-1.20465080058994,-2.12252872322033,3.57483189465739,NA,NA,NA,0.632103922481903,0.356791560486719,10.9535115750279,18.7472594517559,NA,NA
"CARU",12,28,15,"Yes","Avg.Confidence",-2.20684750025492,-23.2555156276886,-21.300347051774,NA,NA,NA,-1.31789307055387,-2.76338310039604,-14.2338298755083,-20.5168349798865,-8.28144317952298,-32.0974515139081,-1.04158907233228,-2.20581497478868,-4.10717044067444,NA,NA,NA,0.794075989978806,0.82464359560052,29.9530385570275,20.5408435145202,8.61580200939708,22.592124161079
"EPAN",12,6,15,"Yes","Avg.Confidence",-5.80574730585145,-48.3954695907895,-50.2338931188937,NA,NA,NA,1.49837065915789,-1.22849055041956,NA,NA,NA,NA,-3.04622507652829,-9.34472363043146,-13.3946542454708,NA,NA,NA,4.12329219764221,1.32148862364077,NA,NA,NA,NA
"PAMY",12,67,63,"Yes","Avg.Confidence",-0.251016819389887,-14.1123105564734,-12.0635089188553,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.277195966726934,-5.18142635407374,-3.15987873407919,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VAME",12,23,40,"Yes","Avg.Confidence",-2.39036905231071,1.57283540537176,-22.0488805249101,NA,NA,NA,-2.24639850604876,0.425856967605888,-18.6172620614917,-14.0308971744849,NA,NA,-1.28722349394544,19.8975773284234,-7.53712914168744,NA,NA,NA,1.20062538839327,1.77563842264735,38.3826019398576,8.26129239296103,NA,NA
"ACMI",13,5,13,"Yes","Avg.Confidence",-4.28830983874191,-22.3956254360568,-6.81109342256172,NA,NA,NA,0.808764303126696,-2.23394898908997,-15.3631898977992,-16.504185142323,NA,NA,-2.29684820330844,9.86652899516638,4.90155746037981,NA,NA,NA,3.36778869775918,1.61089714865637,18.149862488886,60.356663685012,NA,NA
"ARUV",13,27,21,"Yes","Avg.Confidence",-2.04255815169617,-21.9227922920954,-11.660546142658,NA,NA,NA,-0.537544043851536,-0.356052269038363,-8.62175328229816,-11.5882685514725,NA,NA,-1.1861804847662,-1.86325733528505,3.31166457640984,NA,NA,NA,0.510146054370904,0.341358087556858,11.8697685093931,18.1980680317691,NA,NA
"CARU",13,28,16,"Yes","Avg.Confidence",-2.24100526739581,-22.7326669097708,-20.8768267258728,NA,NA,NA,-1.23152297251222,-1.58326431936684,-14.4672757201114,-10.0661742240779,NA,NA,-1.0875754305062,-3.00079535956803,-4.66885381530416,NA,NA,NA,0.750872404512062,0.436790028263914,25.2479942802758,10.5625825858385,NA,NA
"EPAN",13,6,16,"Yes","Avg.Confidence",-4.43218327103558,-25.989051993896,-23.7997778837449,NA,NA,NA,1.29453597721514,-1.16448639602052,NA,NA,NA,NA,-2.512626705422,-2.38963943952974,-2.01010794509165,NA,NA,NA,3.64466471789405,1.36265942340719,NA,NA,NA,NA
"PAMY",13,67,66,"Yes","Avg.Confidence",-0.197605545490412,-15.3352863551595,-10.7048167504236,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33258940367609,-6.39373671379211,-1.8081841640408,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VAME",13,23,43,"Yes","Avg.Confidence",-2.46227061263636,1.69803647487248,-23.6120913939959,NA,NA,NA,-2.71557729289299,0.546718035100023,-15.823188226463,-16.7919618322865,NA,NA,-1.32217595394892,21.9710911234689,-8.60274316780373,NA,NA,NA,1.33951632630567,1.91819983017911,53.5709439803656,8.63547238203867,NA,NA
"ACMI",14,5,14,"Yes","Avg.Confidence",-4.30054099694061,-22.8952203259191,-7.76758729241284,NA,NA,NA,0.903996520172491,-1.88583428410453,-12.632136401436,-16.3093572710801,NA,NA,-2.29692279841387,10.0937623063195,5.18504474650539,NA,NA,NA,3.44579344018985,1.72515043571819,23.3650687595311,61.212918978332,NA,NA
"ARUV",14,27,20,"Yes","Avg.Confidence",-2.06376616566632,-22.0587061867127,-11.1042438439521,NA,NA,NA,-0.827221597013095,-0.375080982664611,-9.02787469342793,-11.6091726807086,NA,NA,-1.20465080058994,-2.12252872322033,3.57483189465739,NA,NA,NA,0.632103922481903,0.356791560486719,10.9535115750279,18.7472594517559,NA,NA
"CARU",14,28,16,"Yes","Avg.Confidence",-2.23919730428593,-21.5178570604834,-20.3007142054704,NA,NA,NA,-1.24392819733171,-2.86244354142848,-9.43697633478567,-19.7068990806036,-8.26584126051539,-37.9518292837657,-1.07489862956135,-3.46173964975238,-3.7227947453749,NA,NA,NA,0.706905189358487,1.23637340856242,13.2940213953843,15.86987625555,10.9666578324784,25.8307352341309
"EPAN",14,6,17,"Yes","Avg.Confidence",-5.21887691153738,-43.080355665482,-36.4557547988493,NA,NA,NA,1.28090026708918,-0.682029351515933,NA,NA,NA,NA,-2.82929039603909,-8.91715265010753,-7.60721849791781,NA,NA,NA,3.76459706088534,1.66192045888684,NA,NA,NA,NA
"PAMY",14,67,61,"Yes","Avg.Confidence",-0.282014683144559,-12.6192662944662,-13.1494084374284,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24404542696456,-3.73743255686565,-4.22952776187675,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VAME",14,23,42,"Yes","Avg.Confidence",-2.4915775938872,1.45846200437016,-23.4700471406861,NA,NA,NA,-2.69240270865504,0.467503276352752,-0.994345498116585,-19.8510973022234,NA,NA,-1.34884707209985,23.2654165550631,-8.71980994106663,NA,NA,NA,0.855819253346331,1.84511408303024,54.3632223294604,7.69248906778237,NA,NA
"ACMI",15,5,13,"Yes","Avg.Confidence",-4.42463554228312,-27.5471020714847,-13.8388887615929,NA,NA,NA,0.242622123607427,-1.19763570911273,-17.5859211058023,-12.2951804247411,NA,NA,-2.29868433873162,10.4994484115869,7.19851873525161,NA,NA,NA,3.07862337634675,1.91690017392734,23.451205657233,64.0763760549804,NA,NA
"ARUV",15,27,20,"Yes","Avg.Confidence",-2.07975268856215,-23.3434379312798,-11.7433831691357,NA,NA,NA,-0.645550507328291,-0.468114387466084,-9.66637218343545,-13.1562034867229,NA,NA,-1.1862676888607,-1.2480335927333,3.43976817311964,NA,NA,NA,0.606120239433,0.400489808720054,14.3045161253897,23.4081154768642,NA,NA
"CARU",15,28,15,"Yes","Avg.Confidence",-2.07138008782132,-20.2874571967948,-20.5316541301266,NA,NA,NA,-1.32388934020093,-1.92903508885955,NA,NA,NA,NA,-1.04051978009844,-3.7146973362215,-4.83357168152573,NA,NA,NA,0.735099921379527,-0.254514611784816,NA,NA,NA,NA
"EPAN",15,6,16,"Yes","Avg.Confidence",-4.48167729235469,-29.0889533930303,-22.5380156341762,NA,NA,NA,1.08293390445236,-0.869960425755765,NA,NA,NA,NA,-2.53036859926616,-4.11213774925635,-0.871711210142935,NA,NA,NA,3.4444082981355,1.54454059079683,NA,NA,NA,NA
"PAMY",15,67,65,"Yes","Avg.Confidence",-0.207043774801986,-13.1220462285616,-11.742160108755,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.316265758398889,-4.37374668011687,-2.98239083780733,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VAME",15,23,41,"Yes","Avg.Confidence",-2.47803548013065,1.37778270068599,-23.1354426276876,NA,NA,NA,-2.67282275433752,0.417550475871478,-1.06821231192661,-20.6715017180958,NA,NA,-1.34043534836884,23.0491072274265,-8.43532137112734,NA,NA,NA,0.856941539047267,1.79252581044166,53.9343646337942,6.91205945527073,NA,NA
"ACMI",16,5,15,"Yes","Avg.Confidence",-4.09560544033974,-4.89777940034872,NA,NA,NA,NA,1.03891925150787,-0.912781518952088,NA,NA,NA,NA,-2.29732659853765,3.78978398795562,NA,NA,NA,NA,3.35473074907016,1.64039679172202,NA,NA,NA,NA
"ARUV",16,27,19,"Yes","Avg.Confidence",-2.09625921364599,-23.2995160491081,-11.1857168229996,NA,NA,NA,-0.980584608763488,-0.485816671346489,-10.3197814184923,-12.9542733695728,NA,NA,-1.20245206444692,-1.60091199361436,3.66781136766953,NA,NA,NA,0.711084892464849,0.410752755681335,12.9765756384264,23.6430429202647,NA,NA
"CARU",16,28,15,"Yes","Avg.Confidence",-2.23690424670712,-20.9545606178288,-19.9278706416474,NA,NA,NA,-1.32343993714925,-1.7203803020437,NA,NA,NA,NA,-1.06204772496416,-3.89789096166317,-4.04539675373911,NA,NA,NA,0.667634554105158,0.431581105589061,NA,NA,NA,NA
"CEVE",16,23,21,"Yes","Avg.Confidence",-2.74713040212744,-29.529133327083,-29.2656533807901,NA,NA,NA,-0.0814297748585653,-2.12986961589849,-16.8732644603556,-15.7472351128174,-22.2684293213658,-27.6620254757601,-1.32390675496463,-2.7987169604216,-6.29475776957743,NA,NA,NA,2.17148640670483,0.546289082340545,18.6403892546162,34.6808818818015,14.6322908614901,18.4535880381258
"EPAN",16,6,17,"Yes","Avg.Confidence",-4.62248516028723,-28.617747426649,-28.7734283795304,NA,NA,NA,1.38897560790768,-0.90937401887427,NA,NA,NA,NA,-2.60308689190884,-3.23000917599472,-4.86828096943549,NA,NA,NA,3.78582655236885,1.50727149179485,NA,NA,NA,NA
"PAMY",16,67,60,"Yes","Avg.Confidence",-0.32012005186499,-12.6542502613149,-13.0460105560229,NA,NA,NA,-1.06974845857037,-0.384596906719776,NA,NA,NA,NA,0.340515716022133,-3.69386043543146,-3.99970996517992,NA,NA,NA,0.557899333823944,0.332696811339491,NA,NA,NA,NA
"VAME",16,23,41,"Yes","Avg.Confidence",-2.49068110356342,1.44675951577662,-23.4724148936422,NA,NA,NA,-2.69035954864837,0.42040710794751,-1.00433961066287,-21.0385810162706,NA,NA,-1.34746171659508,23.2491884807739,-8.65974453889564,NA,NA,NA,0.855966362623131,1.79758787288688,54.3237286354794,6.70222943182095,NA,NA
"ACMI",17,5,18,"Yes","Avg.Confidence",-4.09349368381655,-3.47070465980161,NA,NA,NA,NA,1.04527362080865,-0.29087223408514,NA,NA,NA,NA,-2.29610991301383,3.83311362532209,NA,NA,NA,NA,3.3609162230045,2.02419690395737,NA,NA,NA,NA
"ARUV",17,27,21,"Yes","Avg.Confidence",-2.04255815169617,-21.9227922920954,-11.660546142658,NA,NA,NA,-0.537544043851536,-0.356052269038363,-8.62175328229816,-11.5882685514725,NA,NA,-1.1861804847662,-1.86325733528505,3.31166457640984,NA,NA,NA,0.510146054370904,0.341358087556858,11.8697685093931,18.1980680317691,NA,NA
"CARU",17,28,17,"Yes","Avg.Confidence",-2.22072270195157,-20.4445619059324,-19.7770480032223,NA,NA,NA,-0.932434396872382,-1.44968657483675,NA,NA,NA,NA,-1.11122614677843,-3.89380362602524,-4.25558308585864,NA,NA,NA,0.665578474867014,0.531480423707212,NA,NA,NA,NA
"EPAN",17,6,14,"Yes","Avg.Confidence",-4.47107948903895,-27.4436034572968,-24.7342322208046,NA,NA,NA,0.95562475074021,-1.16511561998259,NA,NA,NA,NA,-2.51495533649368,-2.2052350573387,-1.82435632500581,NA,NA,NA,3.35654024735343,1.36283873445821,NA,NA,NA,NA
"PAMY",17,67,63,"Yes","Avg.Confidence",-0.249859750993235,-13.6324215986459,-12.460430245288,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.277571950319577,-4.72706093731376,-3.55956445497406,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VAME",17,23,42,"Yes","Avg.Confidence",-2.50340539136635,1.51830226746773,-23.7987801327926,NA,NA,NA,-3.35902306837167,0.523256073946033,-0.867342938526994,-19.8998409491672,NA,NA,-1.35482239427654,23.4498757625389,-8.89538487775365,NA,NA,NA,0.630418327892977,1.90202187719508,60.1238538722697,7.63338855124572,NA,NA
"ACMI",18,5,13,"Yes","Avg.Confidence",-4.67506361359006,-33.2266604302826,-21.6758041776411,NA,NA,NA,0.523773317860588,-4.50239052561789,-10.7022300389952,-22.4104965872831,-14.0678586202787,-31.5002418119612,-2.20143090593955,10.7524001094279,11.9878252634746,NA,NA,NA,3.52509775536608,2.92879179236139,39.29802373714,120.649137404544,19.3284946010408,25.4332957232948
"ARUV",18,27,21,"Yes","Avg.Confidence",-2.04255815169617,-21.9227922920954,-11.660546142658,NA,NA,NA,-0.537544043851536,-0.356052269038363,-8.62175328229816,-11.5882685514725,NA,NA,-1.1861804847662,-1.86325733528505,3.31166457640984,NA,NA,NA,0.510146054370904,0.341358087556858,11.8697685093931,18.1980680317691,NA,NA
"CARU",18,28,16,"Yes","Avg.Confidence",-2.17779209515985,-19.4653743237545,-19.6663506426898,NA,NA,NA,-1.03408911943228,-1.72056526851197,NA,NA,NA,NA,-1.05764211375254,-3.17895831936548,-4.14137131546807,NA,NA,NA,0.712745554361119,0.43389267914313,NA,NA,NA,NA
"EPAN",18,6,20,"Yes","Avg.Confidence",-4.4671904980946,-25.6493053289999,-24.6802786217168,NA,NA,NA,1.4860192191294,-0.47591348444936,NA,NA,NA,NA,-2.55070883362037,-3.18247764824441,-3.55207824644537,NA,NA,NA,3.830792000108,1.78834624926214,NA,NA,NA,NA
"PAMY",18,67,62,"Yes","Avg.Confidence",-0.262935141029871,-14.0061383403137,-11.2242063505182,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.262580179552642,-5.14826100640092,-2.40643479779562,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VAME",18,23,44,"Yes","Avg.Confidence",-2.5544504298531,1.81542911050411,-25.0513524644164,NA,NA,NA,-2.78069757281308,0.58344107393304,-0.651015611332015,-20.1477215862082,NA,NA,-1.38600473570993,24.2459090254611,-9.90072945170155,NA,NA,NA,0.849982534888165,1.97287709354321,56.3106174836668,7.79923505644914,NA,NA
"ACMI",19,5,17,"Yes","Avg.Confidence",-4.75278691104732,-34.7790481864277,-23.972942800913,NA,NA,NA,0.682943632007696,-2.18196468267533,-21.3829684365924,-11.300352330471,-16.2583034693616,-24.5736733622146,-2.16656455153055,11.4840361532427,13.1556972365862,NA,NA,NA,3.75135890787153,2.54361626916192,30.7026386369271,89.6355027238268,24.6076698878514,20.6452111905551
"ARUV",19,27,19,"Yes","Avg.Confidence",-2.09625921364599,-23.2995160491081,-11.1857168229996,NA,NA,NA,-0.980584608763488,-0.485816671346489,-10.3197814184923,-12.9542733695728,NA,NA,-1.20245206444692,-1.60091199361436,3.66781136766953,NA,NA,NA,0.711084892464849,0.410752755681335,12.9765756384264,23.6430429202647,NA,NA
"CARU",19,28,14,"Yes","Avg.Confidence",-2.20290159791378,-24.6041697298793,-22.2488446772683,NA,NA,NA,-2.04807580856474,-1.78326052259692,NA,NA,NA,NA,-1.09209517837567,-5.91137804308022,-5.31203143417744,NA,NA,NA,0.331461763342832,-0.155125900826097,NA,NA,NA,NA
"CEVE",19,23,17,"Yes","Avg.Confidence",-2.69397802666753,-29.558170779824,-27.6285583125902,NA,NA,NA,-0.54960555079161,-1.97984876093656,-13.7661609280927,-14.6379992739938,-21.5126317433343,-20.2059443326764,-1.28797044219726,-0.892200094721627,-5.94923488967427,NA,NA,NA,1.77012348298542,0.357518248619985,26.8876333571858,39.7289565231468,15.0445009436728,14.5389784175279
"EPAN",19,6,16,"Yes","Avg.Confidence",-4.42821557653473,-23.4706195902057,-25.7365715250733,NA,NA,NA,1.3514031037788,-1.18174816153254,NA,NA,NA,NA,-2.51500461020624,-0.608299821071886,-3.41914046079297,NA,NA,NA,3.71585905588875,1.34511682357243,NA,NA,NA,NA
"PAMY",19,67,64,"Yes","Avg.Confidence",-0.248141391365862,-14.9875047276404,-13.3649416248872,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.287792508813543,-5.82879606416087,-4.23831116422448,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VAME",19,23,43,"Yes","Avg.Confidence",-2.46765323207528,1.72610264350882,-23.7843563206473,NA,NA,NA,-2.5837260763074,0.5478201095356,-16.1868399475814,-16.8893367180559,NA,NA,-1.3258012176526,21.9609422231011,-8.74866790023479,NA,NA,NA,1.34457774103595,1.9199449750618,51.3813585586243,8.58677082572632,NA,NA
"ACMI",2,5,13,"Yes","Avg.Confidence",-4.09322732892679,-3.92558791055179,NA,NA,NA,NA,0.517859700941091,-0.669461945723558,NA,NA,NA,NA,-2.2959434632718,3.96223388604213,NA,NA,NA,NA,2.9610737970959,1.78037415387548,NA,NA,NA,NA
"ARUV",2,27,21,"Yes","Avg.Confidence",-2.04255815169617,-21.9227922920954,-11.660546142658,NA,NA,NA,-0.537544043851536,-0.356052269038363,-8.62175328229816,-11.5882685514725,NA,NA,-1.1861804847662,-1.86325733528505,3.31166457640984,NA,NA,NA,0.510146054370904,0.341358087556858,11.8697685093931,18.1980680317691,NA,NA
"CARU",2,28,18,"Yes","Avg.Confidence",-2.21030000157607,-20.0684684773596,-19.6492953080114,NA,NA,NA,-0.820591303794617,-1.17952579114042,NA,NA,NA,NA,-1.14930646896939,-3.79960195930911,-4.35493324633246,NA,NA,NA,0.612404233699649,0.546959203326884,NA,NA,NA,NA
"EPAN",2,6,12,"Yes","Avg.Confidence",-5.07844300435994,-45.1407490375055,-35.167767305143,NA,NA,NA,0.295931000759244,-1.98915959521387,-33.6378959001153,-38.9623898037491,NA,NA,-2.5255142787449,2.75941943523508,-2.84541607148443,NA,NA,NA,3.35860404583994,1.32009942664794,20.5283108899721,24.3463998055449,NA,NA
"PAMY",2,67,63,"Yes","Avg.Confidence",-0.248042111892334,-12.9401497633666,-13.0008015908013,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27847842422662,-4.06876211840485,-4.09628818124278,NA,NA,NA,NA,NA,NA,NA,NA,NA
