"Species","Dataset","L.Occ","R.Occ","Fire.Included","Type","Rsquared","Intercept","Elevation.m","Elevation.m2","Data.Type.nofi","Data.Type.Elevation.m.nofi","Data.Type.Elevation.m2.nofi","P.Intercept","P.Elevation.m","P.Elevation.m2","P.Data.Type.nofi","P.Data.Type.Elevation.m.nofi","P.Data.Type.Elevation.m2.nofi","Intercept.CI.Lower","Elevation.m.CI.Lower","Elevation.m2.CI.Lower","Data.Type.nofi.CI.Lower","Data.Type.Elevation.m.nofi.CI.Lower","Data.Type.Elevation.m2.nofi.CI.Lower","Intercept.CI.Upper","Elevation.m.CI.Upper","Elevation.m2.CI.Upper","Data.Type.nofi.CI.Upper","Data.Type.Elevation.m.nofi.CI.Upper","Data.Type.Elevation.m2.nofi.CI.Upper"
"GASH",29,21,22,"No","Global_unavg",0.190864327683266,-4.72381612508706,-75.1274070227384,-7.56669524933352,0.922485490448884,23.2931758951687,-0.909726111944179,0.000259587241850714,0.071209784461353,0.667785112450312,0.524548766330007,0.620994108714308,0.965706950719421,-8.52587210874352,-194.046673874428,-53.4861117830422,-1.55766043194637,-58.0795114209989,-39.6681889942471,-3.19153408977379,-26.5150139359203,17.3921143684685,4.86346151803329,147.26663908417,48.9150809817355
"GOOB",29,20,44,"No","Global_unavg",0.106610237604704,-3.16782529889963,-23.4804471224958,-13.9939809024679,0.563403741410336,-14.8246263435222,-6.93225485564058,1.44467805142739e-21,0.0348111286034372,0.134574817499322,0.217043527613851,0.338263333652646,0.573321791226626,-3.96411079815188,-50.3720948368228,-35.1900757867918,-0.353478874049383,-45.85645901917,-30.8404095513739,-2.610561888832,-5.18229262701965,2.0911148162181,1.51685305116646,17.5317428949825,18.4902110459652
"GYDR",29,17,24,"No","Global_unavg",0.0642784465331723,-3.55417796748611,-33.4456067824975,-16.9874285630086,0.582863249523874,10.3689694424205,1.44440676340258,7.39741753782659e-15,0.0321110733231932,0.142856897184449,0.288278986391661,0.577693676272314,0.920767509494788,-4.73051110936121,-73.2376186152471,-44.2456104311012,-0.433121998790024,-23.899070881924,-26.1550868045911,-2.84053556386891,-9.51162319210852,2.23705810441445,1.86388032129502,53.6281451204409,32.6130152362027
"HIAL",29,12,9,"No","Global_unavg",0.063808469639806,-3.85323169541748,-30.8317948686698,-14.1743277115212,-0.363096307957621,-3.10655930960288,1.53941982235583,2.91832523148701e-14,0.0743048111169368,0.271397585719539,0.652900469146841,0.910279729658222,0.9378802500744,-5.21805482345398,-76.9938888712921,-45.3713888765412,-2.3470388222623,-70.0476075646343,-41.8233681576516,-3.07729289126618,-5.14574143037259,6.77561654092551,1.29020249830658,52.8340682394386,40.8789106768247
"HODI",29,17,11,"No","Global_unavg",0.164362107930429,-4.82003041019732,-79.5393979273755,-28.6170096039229,-1.70137132032821,-34.5107555420849,NA,5.04524106052724e-06,0.0223675525195103,0.0937002718904416,0.137051988422995,0.23479974978106,NA,-7.54829319385015,-167.616948322534,-69.5277038703774,-4.24811630516396,NA,NA,-3.33017072840197,-29.7740082600724,-1.93878697536409,0.32499441260411,NA,NA
"LIBO",29,48,63,"No","Global_unavg",0.200684214356433,-3.55549734297586,-77.3084623823602,-42.8461554178472,0.209132087720234,-6.81231968838212,2.09536435979875,4.1396372068641e-09,0.000146997264742204,0.000667693640452521,0.80172879945982,0.808977175511861,0.901380252830586,-4.96857615585848,-124.191320828405,-70.8761354884571,-1.44872772566878,-62.7551319198081,-30.9466520720579,-2.57647208940294,-43.9146812210049,-21.2265004317453,1.92136040080725,50.6487400081752,36.4554178445584
"MANE",29,61,57,"No","Global_unavg",0.26185413439371,-4.70145210192835,-128.7958218323,-53.0814531921216,-0.0202874404165933,2.62191587035697,2.9411083595985,1.22778640011418e-06,5.95534698801294e-05,0.000680159463073703,0.988372643945459,0.954583182287625,0.894878460977669,-6.92672205301601,-201.541270727062,-87.5909654079879,-2.85278850057552,-90.5329306828664,-41.6127959320581,-3.11711696903229,-75.5775680298121,-26.1078537578245,2.76576477127801,94.4171016206785,47.1545427219666
"MEFE",29,26,10,"No","Global_unavg",0.088304617877627,-2.61930086176513,7.07833882444436,-4.88207782983457,-2.96654814834472,39.1126720653769,-66.1022611588539,3.79319410863228e-35,0.236783370154327,0.413525968020682,0.0183775596475247,0.153765339861611,0.0312032439116965,-3.06499471676916,-4.48440320103399,-17.4923599106834,-6.31091975827082,-4.57873322843258,-142.935794957084,-2.22930958001118,19.4307710239128,6.11394872164848,-1.14748453896766,108.578951194567,-18.4494321505978
"OPHO",29,29,14,"No","Global_unavg",0.136644085099349,-3.14102964885333,-39.2098281640496,-3.40140684445928,-1.09091925050388,-6.31120965948616,-35.4730846909609,3.12491690807153e-15,0.00329156906496504,0.67876460698695,0.185726425128662,0.813907294713057,0.0820569973298922,-4.15794841138433,-73.3756750219282,-22.16073248076,-3.08691269523696,-69.5719181057042,-82.7095498406442,-2.50975458785899,-18.9130661647782,10.7876199099176,0.391257005061242,42.822370541618,-0.252913805768336
"POMU",29,20,12,"No","Global_unavg",0.218956834388085,-3.89135385448653,-44.5705289575571,5.08944378371159,-0.979258741051836,-10.1264839246579,-0.471471774875708,2.43467944058089e-10,0.0238389559346648,0.62288620467909,0.459958485634958,0.810222150475295,0.98059420534553,-5.7407428946867,-103.837120975443,-21.0602224171042,-5.34385105401803,-144.907637581672,-52.3128956149207,-3.01702419262235,-18.6239080488922,22.0789026405535,1.37662447631757,64.6037420061385,34.754782440014
"PTAQ",29,47,19,"No","Global_unavg",0.105232971673953,-2.45716409021585,-35.9191549184043,-16.9279011203806,-0.613364356847795,19.7084985004448,8.06386359725084,3.72999480484298e-18,0.000224449242316183,0.0190139007172203,0.126006315264012,0.140565355878062,0.461855400893715,-3.10819197972892,-58.3203149991757,-32.6521879272027,-1.42089541840776,-7.33753558229179,-14.307494896598,-1.97570528261265,-19.5832666518693,-4.11772574733548,0.202650231973632,47.069787586773,29.4685488239137
"RUPA",29,33,19,"No","Global_unavg",0.133690787832827,-3.53037638591147,-54.8894061731185,-43.7824649401872,-0.444549273287584,5.09779991545422,5.31585991183335,7.17982168409573e-11,0.00183987006324806,0.00120942289175331,0.600978324012263,0.854200841884977,0.802214676540112,-4.81838229128759,-96.1421840110265,-74.2809593658562,-2.32526560734112,-55.5434866301168,-39.6165529115307,-2.66273495394352,-26.2974544476975,-20.8539180422184,1.20833842333173,58.7342490248389,46.2188016769471
"RUPE",29,23,20,"No","Global_unavg",0.0498800789183946,-2.98859166805854,13.8931245476271,-20.400871347936,-0.0685713117555149,-14.2865221808591,0.0536144990442521,1.38019848370859e-25,0.0886753941671708,0.016559386106349,0.864646820393729,0.221583105059656,0.996597575460063,-3.63103650461862,-1.37361936491861,-39.037421617672,-0.87383850386095,-38.3885575826165,-25.3746305660246,-2.48841611500092,31.435870304684,-5.33159834938387,0.742574987805282,8.13733537606916,24.789430289051
"RUSP",29,15,20,"No","Global_unavg",0.0632105855168903,-3.54010348071509,-26.532008038821,-0.747658063189486,0.399763109766399,3.34693772432936,-10.3257030356661,1.60521169732348e-19,0.0354287545598353,0.933872893154151,0.430451782345101,0.840027430626672,0.414180063440248,-4.53670030040947,-59.8624071955942,-21.5922655055996,-0.600530089939693,-29.4572913991289,-35.6943190856982,-2.89729247266359,-7.12486818857017,14.8721406988396,1.52787203376049,40.9547190317483,15.4887317044388
"SOSI",29,48,18,"No","Global_unavg",0.166679279860958,-2.49045680025501,33.8142967091658,-22.568826322473,-1.97821479603843,27.4236051215889,-10.6238495588004,5.0089532057603e-20,1.50708585590315e-05,0.000566505299201318,0.0233709396616105,0.254102211109014,0.506742047036769,-3.09657311803727,20.0104710443057,-36.5144709777698,-4.1713528441097,-11.4570544835871,-47.3367459888615,-2.01599941862102,50.9963711173016,-10.6760925179195,-0.597215330714206,86.2660752156604,17.1956278070448
"SPBE",29,17,30,"No","Global_unavg",0.114084423039805,-3.82582689637658,-44.578839880076,-20.0656467134982,0.651168998612599,0.471069151824938,4.19004219409219,1.28155089484985e-10,0.0287552359517211,0.134419684536098,0.377091891002552,0.985144081268094,0.799605909125471,-5.40928554637063,-97.7339938693997,-52.2712430050357,-0.762937442950225,-47.8518477269838,-26.9057643214127,-2.94928584760934,-14.8127964299339,1.54719542738634,2.3828457141324,58.9070093349336,40.3409315236585
"TITR",29,34,42,"No","Global_unavg",0.0534191471075282,-2.55256162708482,-22.692156541416,-11.2563753056335,0.313609018356854,3.29581591431073,2.71169792729223,1.63108081326033e-25,0.00529653686969958,0.10070805869964,0.32338006268298,0.752865170578855,0.762118164881309,-3.10327218149981,-41.3468618369505,-26.1779388574002,-0.300977877379656,-16.9561243609744,-14.6568616581969,-2.12289344102527,-8.72597847784938,0.985371942713106,0.971519812844041,25.2151283062807,20.9126182450275
"TRBO",29,10,20,"No","Global_unavg",0.166932655729906,-4.88040077169672,-62.3819295157384,-23.2480823802256,-0.783881478569798,-49.8428724811147,-13.6251033699822,2.31111196655055e-05,0.109076422054752,0.276533357262975,0.70121305229073,0.457922024294605,0.672858710814557,-8.33163762394053,-175.034303810686,-79.8403589317242,-5.55223258960304,-202.62884361004,-82.0491273547824,-3.44948889927167,-14.1444405113123,7.50819231495343,3.441570166529,88.6918161768982,54.4140558723606
"VASI",29,24,27,"No","Global_unavg",0.179738663432518,-4.13367810959919,61.2896593121385,-18.2828965016567,0.607016846867986,-13.7967762449256,5.58286746826271,2.74791458969416e-08,0.0028738774258992,0.102409465691721,0.498804704325636,0.580303842672024,0.693302253215876,-6.06458511104129,30.4738766212569,-44.4157398602674,-1.08642865790121,-70.8100003887416,-21.5321599053896,-3.0375692022506,113.346685566195,0.438360271622688,2.70400119375649,33.3280879885971,35.7310871341153
"ACCI",3,72,62,"No","Global_unavg",0.252253952391916,-3.54029202724611,-97.8873186592491,-39.1491958453314,-0.0534517775016516,6.14583040063526,7.11320688519006,6.89497247149095e-08,1.05712621210272e-05,0.00074314215797706,0.955371241218773,0.848854032008772,0.667669495594295,-5.04097176148277,-148.037027097743,-64.4321295638608,-2.01940699091518,-59.7397855866757,-26.0675603402089,-2.45836191084317,-60.8024042844809,-18.7909383670431,1.84122400955896,69.9073562118287,39.8296640517584
"ACGL",3,15,12,"No","Global_unavg",0.0649492915204719,-3.37493075257109,-19.4681016721969,-8.76330785648445,-1.11145943906095,-31.2944436850239,-29.6504373590973,2.77845564771926e-23,0.0804888335399068,0.356152761673644,0.221077670174474,0.291843127488695,0.192856305633594,-4.18990035535034,-46.9376895512283,-30.4708391225656,-3.45429006178826,-106.044624494791,-83.3019507651883,-2.79897117024052,-1.08566131058217,7.58777688531127,0.350570053872758,17.3596954913832,9.36658691145617
"AMAL",3,42,44,"No","Global_unavg",0.111570784842185,-2.77167621169967,-43.3033747393672,-19.922214777727,0.20120954309817,5.55074147706065,3.39086063312473,8.58065006346036e-15,0.000443239201346671,0.0187314545355384,0.668099306694133,0.731705685410931,0.76504752394028,-3.61699851734171,-72.2301574626598,-38.6930778667559,-0.72368826998968,-26.3183457793378,-18.8414142736301,-2.18447369809677,-23.1725915631651,-5.15343816663832,1.19116973584226,39.4899737842296,26.4220336492621
"ATFI",3,24,29,"No","Global_unavg",0.0797995633985871,-3.03412486684239,-27.6814799431102,-5.12427771703639,0.0863742427117318,-5.55038648634101,-9.05728744620718,1.40536886574686e-21,0.00872003431819757,0.509531878986444,0.852724411438078,0.723833021227272,0.433075874244458,-3.79883549862031,-53.6492914606797,-22.5142030932056,-0.889159791699856,-38.5008900737182,-32.5785602971774,-2.49889022622621,-10.6875815427838,8.52164195872905,1.03366789649212,26.5847174210717,13.7954096109453
"CAME",3,32,30,"No","Global_unavg",0.390431277582711,-7.575877997472,150.756744827161,-30.0982711783955,-0.177719345039318,8.20911697882071,-12.8015860923506,0.00683794934308677,0.0321400453417385,0.255846042746607,0.962192470698024,0.930885014276218,0.722909130561508,-14.4206644150473,53.2627075983928,-90.5574480417371,-7.56185600669912,-190.073143277271,-83.5419572031779,-3.79508879443019,319.572863828718,10.226686274978,7.77380843081652,193.956450279924,60.6325032369627
"CHUM",3,61,46,"No","Global_unavg",0.159705036160786,-2.35952998268708,-44.2190874957776,-26.3488143190662,-1.36858506614137,-37.3339146663112,-19.3653694931696,4.24815702726247e-15,1.96134438601892e-05,0.000575218803118929,0.0567548301657297,0.122941046118162,0.210646391312219,-3.04085155619425,-67.5354904467189,-42.8943323962595,-2.98332830037184,-90.9405070480154,-52.3669874435714,-1.84616668578281,-26.5730507213631,-12.7236188799878,-0.106473481337132,5.63358406829885,9.09841610951125
"CLUN",3,44,50,"No","Global_unavg",0.148595353315666,-2.9198308877392,-39.5768506205205,-43.1686405767363,-0.0317218883865763,-10.9222197835811,-1.81166958134038,1.00000534319645e-14,0.000837074717631066,5.8182647422676e-05,0.954457430120703,0.538274908900177,0.905506918701318,-3.78142570374883,-66.2892097178258,-66.6968978078815,-1.16390074594791,-47.0725899115539,-32.1850946588578,-2.28427529489375,-19.3678488772138,-24.3851340601052,1.07455044539538,24.1219959193143,28.525554975668
"COCA",3,20,18,"No","Global_unavg",0.0996389799007279,-3.52425648585644,-39.9137398530301,-13.6879478862335,-0.572633917505315,-15.645307712674,-19.4951586666712,4.71101826623298e-13,0.0169700547324904,0.210687192451276,0.512994304560107,0.59707594754184,0.323955319236212,-4.79550289386181,-83.0045533892195,-39.4224087595518,-2.61915914359012,-83.3041070536145,-63.0567755537099,-2.77893011367756,-14.9083448606691,4.44889683836376,1.10590952265725,41.371139583356,17.5571956679822
"GASH",3,21,23,"No","Global_unavg",0.197499495897284,-4.72381612508709,-75.1274070227396,-7.56669524933393,0.784974263243591,16.9746752405191,-2.83710043053712,0.000259587241850818,0.0712097844613577,0.667785112450302,0.599425144408268,0.726934484743883,0.896058039623622,-8.5258721087435,-194.046673874428,-53.486111783042,-1.91161804326814,-71.1040494206304,-43.6260670467159,-3.19153408977379,-26.5150139359205,17.3921143684684,4.76397599751242,142.256348689582,47.5670715173966
"GOOB",3,20,46,"No","Global_unavg",0.109572591290132,-3.16782529889962,-23.4804471224958,-13.9939809024679,0.641254124012985,-14.0952823871304,-5.53178660658789,1.44467805142774e-21,0.0348111286034375,0.134574817499322,0.151369754074995,0.352540818121544,0.647013444084214,-3.96411079815188,-50.3720948368229,-35.1900757867918,-0.247591827381308,-44.2087464685422,-28.8222454219098,-2.610561888832,-5.18229262701964,2.09111481621812,1.58313803442239,17.8646661338977,19.5720054743966
"GYDR",3,17,26,"No","Global_unavg",0.0735921930252296,-3.55417796748612,-33.4456067824976,-16.9874285630087,0.575651768857521,5.20132671143632,0.749395806641027,7.39741753782685e-15,0.032111073323193,0.142856897184448,0.304895571529448,0.785549273922432,0.959065283120988,-4.73051110936121,-73.2376186152473,-44.2456104311013,-0.485136324829948,-30.7892435880664,-27.1025449702342,-2.84053556386891,-9.51162319210843,2.23705810441453,1.86940003327862,48.9877959101181,32.0130803355549
"HIAL",3,12,9,"No","Global_unavg",0.0705478143858135,-3.85323169541749,-30.8317948686699,-14.1743277115212,-0.456969419756878,-6.35042745897606,5.3670765835503,2.91832523148753e-14,0.0743048111169374,0.271397585719541,0.591639256268941,0.826588305467957,0.784020004401814,-5.21805482345399,-76.993888871292,-45.3713888765412,-2.66553490785412,-80.3694802502402,-38.0548834748261,-3.07729289126618,-5.14574143037254,6.77561654092557,1.23215353983863,50.5948210519556,44.4146450716035
"HODI",3,17,12,"No","Global_unavg",0.175045170898175,-4.61753430567327,-72.4666266993765,-24.7000594379889,-2.12414032041538,-47.1133076817362,NA,2.36409753610874e-06,0.0254176007918143,0.126747805028195,0.0795709847409088,0.113053411126469,NA,-7.17621743262953,-155.367750636669,-63.5357433007053,-4.81125048997007,NA,NA,-3.24917095013851,-26.6643550109392,0.58141650430331,-0.0136871273489597,NA,NA
"LIBO",3,48,66,"No","Global_unavg",0.212792779046992,-3.55549734297584,-77.3084623823598,-42.846155417847,-0.0705260847861296,-18.8927246706665,-4.95204389977735,4.13963720686496e-09,0.000146997264742223,0.000667693640452591,0.936113621004386,0.524535790824153,0.778331826444533,-4.96857615585847,-124.191320828405,-70.876135488457,-1.84606785865668,-78.5258278797146,-39.6562827567858,-2.57647208940295,-43.9146812210051,-21.2265004317454,1.70780116361901,40.7642593134111,30.4464387944652
"MANE",3,61,58,"No","Global_unavg",0.258258543518561,-4.70145147956857,-128.795801834289,-53.0814446979555,0.146312117825038,7.03008709895858,1.27600635581902,1.21566554084282e-06,5.91663511153044e-05,0.000677564493555888,0.913061594571689,0.874250608274977,0.953527457521086,-6.92672391634565,-201.541387059007,-87.5908948457579,-2.54128884573645,-81.7106146023523,-42.3238988361467,-3.11711027812722,-75.5773413844662,-26.1079565997428,2.86607594524652,96.7070607413998,44.9909991192347
"MEFE",3,26,13,"No","Global_unavg",0.0347417942535736,-2.61930086176513,7.07833882444435,-4.88207782983457,-0.878393096609298,-4.34606217096457,-14.2729871986184,3.79319410863111e-35,0.236783370154325,0.413525968020682,0.0298050207253544,0.710945543224157,0.257144325737401,-3.06499471676916,-4.48440320103403,-17.4923599106836,-1.75752601243091,-28.2593076486407,-41.6665767210594,-2.22930958001118,19.4307710239128,6.11394872164855,-0.132176715777743,19.0936770705923,8.64473422535724
"OPHO",3,29,16,"No","Global_unavg",0.12969139034824,-3.14102964885333,-39.2098281640497,-3.40140684445928,-0.860863655682373,-5.90072140925125,-29.8550455633893,3.12491690807176e-15,0.00329156906496508,0.67876460698695,0.256875901799926,0.81496342481661,0.101547355708122,-4.15794841138433,-73.3756750219284,-22.1607324807601,-2.65938136066832,-64.3805584819002,-71.2745297539849,-2.50975458785898,-18.9130661647782,10.7876199099177,0.550330380537708,41.42803346433,2.47935434094102
"POMU",3,20,10,"No","Global_unavg",0.221172148946492,-3.89135385448653,-44.5705289575571,5.08944378371154,-1.50972612424347,-21.4754964741314,-5.37623584915059,2.43467978274086e-10,0.0238389564515417,0.622886205495359,0.410948074050942,0.71225025017186,0.826538292307073,-5.74074289470366,-103.837120975876,-21.0602224175754,-7.83427578381258,-214.364242542316,-75.7355892039384,-3.01702419260443,-18.6239080514415,22.0789026404998,1.14696335568073,62.863935668018,33.7505116648153
"PTAQ",3,47,20,"No","Global_unavg",0.109987301108454,-2.45716409021585,-35.9191549184042,-16.9279011203805,-0.697483897849039,11.5500293857626,8.33037536713481,3.72999480484176e-18,0.000224449242316175,0.0190139007172205,0.105797203262787,0.428393954620408,0.458485515964362,-3.10819197972892,-58.3203149991757,-32.6521879272027,-1.61308542893235,-19.6516186519613,-14.9157791661465,-1.97570528261265,-19.5832666518692,-4.11772574733549,0.154216124253521,40.2719449645781,30.0843779524604
"RULA",3,18,12,"No","Global_unavg",0.198154178844358,-5.77909051046124,88.5360104421254,-70.4027791484837,0.0579141829104096,-14.1267634275692,7.7685178980301,1.25902990429158e-05,0.00763644881850891,0.00459740263592743,0.975807987640497,0.767799528269624,0.832302771525151,-9.09776397128848,38.2353232251704,-130.003333622128,-4.143542493263,-111.876960678831,-70.9912198643254,-3.82853667108074,170.119064213929,-31.3064161738766,3.99248884190626,89.4506028683119,81.3275327561462
"RUPA",3,33,20,"No","Global_unavg",0.119253717033224,-3.53037638591147,-54.8894061731183,-43.7824649401872,0.0978879332146199,20.9597154186493,20.5678765996585,7.17982168409539e-11,0.00183987006324806,0.00120942289175331,0.888521488930555,0.363274808886231,0.251146524854528,-4.8183822912876,-96.1421840110266,-74.2809593658563,-1.30763631365483,-25.6617270943159,-15.0807094818175,-2.66273495394352,-26.2974544476976,-20.8539180422183,1.57689738219857,68.9711231570819,57.1214602594575
"RUPE",3,23,23,"No","Global_unavg",0.0456915799583897,-2.98859166805855,13.8931245476271,-20.400871347936,0.125644289131386,-8.98933508621131,3.42634203036334,1.38019848370952e-25,0.0886753941671717,0.0165593861063494,0.741771955877454,0.414712353688663,0.769167056317433,-3.63103650461861,-1.37361936491859,-39.0374216176719,-0.619394089536611,-31.4747182456149,-19.6180984800831,-2.48841611500092,31.4358703046838,-5.33159834938392,0.907969761744515,12.383911555955,26.8693337007025
"RUSP",3,15,22,"No","Global_unavg",0.065939174255497,-3.54010348071509,-26.532008038821,-0.747658063189506,0.481980812778336,3.43043100209703,-13.7973460736046,1.6052116973235e-19,0.0354287545598353,0.933872893154149,0.337615896077219,0.834681788208238,0.277951990353572,-4.53670030040946,-59.8624071955938,-21.5922655055994,-0.501629614088868,-28.6512865658965,-39.2951882694435,-2.89729247266359,-7.12486818857029,14.8721406988395,1.60515034649339,40.9198640049358,12.1248008275935
"SOSI",3,48,19,"No","Global_unavg",0.163973734412317,-2.49045680025501,33.8142967091658,-22.5688263224731,-1.87523054049744,24.6634660358832,-14.3038121502352,5.00895320576014e-20,1.50708585590309e-05,0.000566505299201307,0.022152946717978,0.27152921159284,0.371384234205179,-3.09657311803726,20.0104710443057,-36.5144709777699,-3.89823388150791,-12.4289019415009,-50.7484711694155,-2.01599941862102,50.9963711173016,-10.6760925179195,-0.549792170362732,78.5505336275835,13.6374015046461
"SPBE",3,17,32,"No","Global_unavg",0.115600539773305,-3.82582689637658,-44.5788398800758,-20.0656467134981,0.723309070522411,0.466021715705554,1.6390879270552,1.28155089484977e-10,0.0287552359517212,0.134419684536099,0.320739814535612,0.985129526641043,0.920774461929324,-5.40928554637063,-97.7339938693999,-52.2712430050357,-0.650816785895282,-46.5180596868738,-29.2985724775206,-2.94928584760934,-14.8127964299339,1.54719542738638,2.44683146144317,58.6330095078707,37.7745350337818
"TITR",3,34,41,"No","Global_unavg",0.0511008944790126,-2.55256162708482,-22.692156541416,-11.2563753056335,0.314325444516878,4.4988699391543,5.90885619960504,1.63108081326021e-25,0.00529653686969946,0.10070805869964,0.317006374245012,0.661228870804294,0.500887384410859,-3.10327218149981,-41.3468618369506,-26.1779388574002,-0.289740529226318,-15.2048378111156,-10.997744431906,-2.12289344102527,-8.72597847784939,0.985371942713189,0.967792260357294,26.1424933554777,23.8437520459624
"TRBO",3,10,23,"No","Global_unavg",0.183241761883698,-4.88040077820969,-62.3819297305413,-23.2480824788406,-1.01882948794885,-62.666041865143,-18.761394934091,2.31391627314514e-05,0.109098212013264,0.276555487498627,0.627841394823407,0.362332569842628,0.565493719440248,-8.33163752993891,-175.034354302526,-79.8403571531778,-5.84302920758097,-216.89679663007,-87.3377970631767,-3.44948730115251,-14.144362699692,7.50818642652321,3.28546808960043,78.246754715412,49.9022829834552
"VASI",3,24,25,"No","Global_unavg",0.174594319482851,-4.13367810959919,61.2896593121385,-18.2828965016567,0.547491035592776,-14.557586160018,4.70386712115711,2.74791458969376e-08,0.0028738774258991,0.10240946569172,0.544272050382004,0.562215500400074,0.74284031101955,-6.0645851110413,30.4738766212568,-44.4157398602673,-1.1685510034178,-71.7482244608476,-22.9511093225468,-3.0375692022506,113.346685566195,0.438360271622652,2.64995711792997,33.2026309162802,35.0874103143653
"ACCI",30,72,60,"No","Global_unavg",0.248995422055355,-3.54029202724612,-97.8873186592493,-39.1491958453313,-0.0105223609089294,9.23505313858045,8.18669397947697,6.89497247149078e-08,1.05712621210272e-05,0.000743142157977061,0.991107287092037,0.77218579904794,0.618977901187799,-5.04097176148278,-148.037027097743,-64.4321295638609,-1.95106391079458,-55.8607584052646,-24.7742464081609,-2.45836191084318,-60.8024042844811,-18.7909383670431,1.86805204535611,72.4686005510781,40.7260043466666
"ACGL",30,15,9,"No","Global_unavg",0.0711407431082407,-3.37493075257109,-19.4681016721969,-8.76330785648444,-1.85116803699637,-51.2999324021666,-25.5611977523347,2.77845565252346e-23,0.0804888335463622,0.356152761680791,0.184299660414616,0.271004791832758,0.359948430093158,-4.18990035535013,-46.937689551226,-30.4708391225632,-5.87820412859641,-181.82953203931,-97.1545559040536,-2.79897117024065,-1.0856613105835,7.58777688531234,0.0486817772692529,13.0931860776455,18.3167539819343
"AMAL",30,42,42,"No","Global_unavg",0.112513401720459,-2.77167621169968,-43.3033747393674,-19.9222147777271,0.0660978597058573,3.07459858213839,-1.68777346795373,8.58065006346066e-15,0.00044323920134666,0.0187314545355381,0.892659147060717,0.855451816224502,0.887495132377965,-3.61699851734171,-72.2301574626597,-38.6930778667558,-0.918782457063893,-30.707830676312,-25.4406465995549,-2.18447369809677,-23.1725915631651,-5.15343816663827,1.08178462021666,37.9109864933663,22.1886713616253
"ATFI",30,24,29,"No","Global_unavg",0.0801072247979562,-3.03412486684238,-27.6814799431101,-5.12427771703636,0.0860309070858505,-5.6185007729386,-8.66500125040622,1.40536886574678e-21,0.00872003431819767,0.509531878986447,0.85330877661246,0.720588823236808,0.452105817281298,-3.79883549862031,-53.6492914606799,-22.5142030932057,-0.890032412995206,-38.5947442111747,-32.1132367634862,-2.49889022622621,-10.6875815427837,8.52164195872908,1.03328224351932,26.5107215319486,14.1447753520696
"CAME",30,32,31,"No","Global_unavg",0.399093372183598,-7.57587799747197,150.756744827161,-30.0982711783954,-0.611189318936393,19.2490885245342,-14.927109110962,0.00683794934308664,0.0321400453417385,0.255846042746607,0.874906945162961,0.843940289248854,0.686812820434788,-14.4206644150473,53.2627075983928,-90.5574480417371,-8.36296940348949,-183.051350090693,-87.9386828666747,-3.7950887944302,319.572863828718,10.2266862749778,7.50435090927041,213.434725673806,59.8437696353664
"CHUM",30,61,49,"No","Global_unavg",0.175237104885812,-2.35952998268708,-44.2190874957775,-26.3488143190662,-2.06243637196139,-65.0353625388377,-27.0332474770515,4.24815702726283e-15,1.961344386019e-05,0.000575218803118949,0.0253737570075315,0.0346526695394246,0.122484184327519,-3.04085155619425,-67.5354904467185,-42.8943323962592,-4.16313741503918,-134.139088499746,-64.8307333000945,-1.84616668578281,-26.5730507213631,-12.7236188799878,-0.492975636255092,-11.9529066310357,4.62880660938864
"CLUN",30,44,50,"No","Global_unavg",0.154782220866259,-2.9198308877392,-39.5768506205204,-43.1686405767364,-0.181950191431872,-15.319902122649,-6.51738569784715,1.00000534319628e-14,0.000837074717631036,5.81826474226727e-05,0.754454450749019,0.407479938439097,0.68068474116174,-3.78142570374883,-66.2892097178259,-66.6968978078816,-1.38135261177298,-53.3301268466928,-38.299223162062,-2.28427529489375,-19.3678488772137,-24.3851340601052,0.96125983392377,20.8113427706341,24.6948087205697
"COCA",30,20,21,"No","Global_unavg",0.103179075717779,-3.52425648585644,-39.9137398530302,-13.6879478862336,-0.432386013939034,-17.3642482751201,-17.8345736394052,4.71101826623153e-13,0.01697005473249,0.210687192451274,0.609020600827448,0.545304833888557,0.340279735882777,-4.79550289386182,-83.0045533892196,-39.422408759552,-2.36955816744538,-81.8264493036712,-58.2570074454732,-2.77893011367756,-14.9083448606689,4.44889683836391,1.21806316017341,38.8074655638,17.924562334526
"GAOV",30,11,8,"No","Global_unavg",0.125605951344507,-4.2285186578183,-8.0242150517202,-43.3254747132392,-1.34545842693956,10.181132026533,-32.6800366505484,2.48629970420603e-12,0.60188194240576,0.0230405348133454,0.316010159527468,0.707151810397995,0.406948159704901,-5.75501041967363,-43.65350482619,-88.9457184532291,-4.70821241795741,-45.8705502375534,-126.032114816661,-3.29343433261523,20.4423617460475,-12.6683582651072,0.976867153044775,66.5214998393707,37.3034052840496
"GASH",30,21,22,"No","Global_unavg",0.196813058928575,-4.72381612508709,-75.1274070227395,-7.56669524933392,0.738755233749295,17.1507802514322,-2.73824267544031,0.000259587241850906,0.0712097844613649,0.667785112450308,0.6229094966181,0.725642324239239,0.900280583998048,-8.52587210874349,-194.046673874427,-53.4861117830419,-2.00534732433791,-72.4303549009729,-44.1065888883885,-3.19153408977378,-26.5150139359209,17.3921143684684,4.72377733588626,142.644721145255,47.7983200895332
