"","TYPE","CAL_YEAR","ACRES","Species.Code","Pres.Abs","Fires","Elevation.m","Data.Type","Plot.Name.1980","Plot.Name.2015","Longitude","Latitude","geometry"
"75.3","RX","2009",25.4459495544434,"MANE",1,"Burned",408,"Legacy","2050","STE2050",-120.75068,48.36897,c(-120.75068, 48.36897)
"7.4","Hand Pile & Underburn","2009",25.445950441869,"AMAL",1,"Burned",408,"Legacy","2050","STE2050",-120.75068,48.36897,c(-120.75068, 48.36897)
"75.4","RX","2009",25.4459495544434,"AMAL",1,"Burned",408,"Legacy","2050","STE2050",-120.75068,48.36897,c(-120.75068, 48.36897)
"46","Underburn","2004",11.7291190488978,"ACGL",1,"Burned",430,"Legacy","2088","STE2088",-120.72924,48.34626,c(-120.72924, 48.34626)
"46.1","Underburn","2004",11.7291190488978,"PAMY",1,"Burned",430,"Legacy","2088","STE2088",-120.72924,48.34626,c(-120.72924, 48.34626)
"46.2","Underburn","2004",11.7291190488978,"POMU",1,"Burned",430,"Legacy","2088","STE2088",-120.72924,48.34626,c(-120.72924, 48.34626)
"46.3","Underburn","2004",11.7291190488978,"SPBE",1,"Burned",430,"Legacy","2088","STE2088",-120.72924,48.34626,c(-120.72924, 48.34626)
"46.4","Underburn","2004",11.7291190488978,"HODI",1,"Burned",430,"Legacy","2088","STE2088",-120.72924,48.34626,c(-120.72924, 48.34626)
"46.5","Underburn","2004",11.7291190488978,"AMAL",1,"Burned",430,"Legacy","2088","STE2088",-120.72924,48.34626,c(-120.72924, 48.34626)
"46.6","Underburn","2004",11.7291190488978,"CARU",1,"Burned",430,"Legacy","2088","STE2088",-120.72924,48.34626,c(-120.72924, 48.34626)
"45","Underburn","2004",76.6124530865842,"ARUV",1,"Burned",383,"Legacy","2090","STE2090",-120.72459,48.34626,c(-120.72459, 48.34626)
"70","RX","1997",69.492546081543,"ARUV",1,"Burned",383,"Legacy","2090","STE2090",-120.72459,48.34626,c(-120.72459, 48.34626)
"45.1","Underburn","2004",76.6124530865842,"CEVE",1,"Burned",383,"Legacy","2090","STE2090",-120.72459,48.34626,c(-120.72459, 48.34626)
"70.1","RX","1997",69.492546081543,"CEVE",1,"Burned",383,"Legacy","2090","STE2090",-120.72459,48.34626,c(-120.72459, 48.34626)
"45.2","Underburn","2004",76.6124530865842,"AMAL",1,"Burned",383,"Legacy","2090","STE2090",-120.72459,48.34626,c(-120.72459, 48.34626)
"70.2","RX","1997",69.492546081543,"AMAL",1,"Burned",383,"Legacy","2090","STE2090",-120.72459,48.34626,c(-120.72459, 48.34626)
"45.3","Underburn","2004",76.6124530865842,"PAMY",1,"Burned",383,"Legacy","2090","STE2090",-120.72459,48.34626,c(-120.72459, 48.34626)
"70.3","RX","1997",69.492546081543,"PAMY",1,"Burned",383,"Legacy","2090","STE2090",-120.72459,48.34626,c(-120.72459, 48.34626)
"45.4","Underburn","2004",76.6124530865842,"CARU",1,"Burned",383,"Legacy","2090","STE2090",-120.72459,48.34626,c(-120.72459, 48.34626)
"70.4","RX","1997",69.492546081543,"CARU",1,"Burned",383,"Legacy","2090","STE2090",-120.72459,48.34626,c(-120.72459, 48.34626)
"62.2","RX","1990",45.1901512145996,"ACMI",1,"Burned",403,"Resurvey","2040","STE2040",-120.68734,48.33333,c(-120.68734, 48.33333)
"66.2","RX","2002",132.25993347168,"ACMI",1,"Burned",403,"Resurvey","2040","STE2040",-120.68734,48.33333,c(-120.68734, 48.33333)
"11.2","Underburn","2002",22.1258929996226,"ARUV",1,"Burned",374,"Resurvey","2042","STE2042",-120.70263,48.34107,c(-120.70263, 48.34107)
"53.2","RX","1993",18.1236305236816,"ARUV",1,"Burned",374,"Resurvey","2042","STE2042",-120.70263,48.34107,c(-120.70263, 48.34107)
"61.2","RX","2002",53.4831008911133,"ARUV",1,"Burned",374,"Resurvey","2042","STE2042",-120.70263,48.34107,c(-120.70263, 48.34107)
"11.3","Underburn","2002",22.1258929996226,"PAMY",1,"Burned",374,"Resurvey","2042","STE2042",-120.70263,48.34107,c(-120.70263, 48.34107)
"53.3","RX","1993",18.1236305236816,"PAMY",1,"Burned",374,"Resurvey","2042","STE2042",-120.70263,48.34107,c(-120.70263, 48.34107)
"61.3","RX","2002",53.4831008911133,"PAMY",1,"Burned",374,"Resurvey","2042","STE2042",-120.70263,48.34107,c(-120.70263, 48.34107)
"7.5","Hand Pile & Underburn","2009",25.445950441869,"PAMY",1,"Burned",408,"Resurvey","2050","STE2050",-120.75068,48.36897,c(-120.75068, 48.36897)
"75.5","RX","2009",25.4459495544434,"PAMY",1,"Burned",408,"Resurvey","2050","STE2050",-120.75068,48.36897,c(-120.75068, 48.36897)
"7.6","Hand Pile & Underburn","2009",25.445950441869,"CLUN",1,"Burned",408,"Resurvey","2050","STE2050",-120.75068,48.36897,c(-120.75068, 48.36897)
"75.6","RX","2009",25.4459495544434,"CLUN",1,"Burned",408,"Resurvey","2050","STE2050",-120.75068,48.36897,c(-120.75068, 48.36897)
"7.7","Hand Pile & Underburn","2009",25.445950441869,"AMAL",1,"Burned",408,"Resurvey","2050","STE2050",-120.75068,48.36897,c(-120.75068, 48.36897)
"75.7","RX","2009",25.4459495544434,"AMAL",1,"Burned",408,"Resurvey","2050","STE2050",-120.75068,48.36897,c(-120.75068, 48.36897)
"7.8","Hand Pile & Underburn","2009",25.445950441869,"CARU",1,"Burned",408,"Resurvey","2050","STE2050",-120.75068,48.36897,c(-120.75068, 48.36897)
"75.8","RX","2009",25.4459495544434,"CARU",1,"Burned",408,"Resurvey","2050","STE2050",-120.75068,48.36897,c(-120.75068, 48.36897)
"7.9","Hand Pile & Underburn","2009",25.445950441869,"CHUM",1,"Burned",408,"Resurvey","2050","STE2050",-120.75068,48.36897,c(-120.75068, 48.36897)
"75.9","RX","2009",25.4459495544434,"CHUM",1,"Burned",408,"Resurvey","2050","STE2050",-120.75068,48.36897,c(-120.75068, 48.36897)
"46.7","Underburn","2004",11.7291190488978,"PAMY",1,"Burned",430,"Resurvey","2088","STE2088",-120.72924,48.34626,c(-120.72924, 48.34626)
"46.8","Underburn","2004",11.7291190488978,"AMAL",1,"Burned",430,"Resurvey","2088","STE2088",-120.72924,48.34626,c(-120.72924, 48.34626)
"46.9","Underburn","2004",11.7291190488978,"SPBE",1,"Burned",430,"Resurvey","2088","STE2088",-120.72924,48.34626,c(-120.72924, 48.34626)
"45.5","Underburn","2004",76.6124530865842,"PAMY",1,"Burned",383,"Resurvey","2090","STE2090",-120.72459,48.34626,c(-120.72459, 48.34626)
"70.5","RX","1997",69.492546081543,"PAMY",1,"Burned",383,"Resurvey","2090","STE2090",-120.72459,48.34626,c(-120.72459, 48.34626)
"45.6","Underburn","2004",76.6124530865842,"HODI",1,"Burned",383,"Resurvey","2090","STE2090",-120.72459,48.34626,c(-120.72459, 48.34626)
"70.6","RX","1997",69.492546081543,"HODI",1,"Burned",383,"Resurvey","2090","STE2090",-120.72459,48.34626,c(-120.72459, 48.34626)
"45.7","Underburn","2004",76.6124530865842,"SPBE",1,"Burned",383,"Resurvey","2090","STE2090",-120.72459,48.34626,c(-120.72459, 48.34626)
"70.7","RX","1997",69.492546081543,"SPBE",1,"Burned",383,"Resurvey","2090","STE2090",-120.72459,48.34626,c(-120.72459, 48.34626)
"45.8","Underburn","2004",76.6124530865842,"AMAL",1,"Burned",383,"Resurvey","2090","STE2090",-120.72459,48.34626,c(-120.72459, 48.34626)
"70.8","RX","1997",69.492546081543,"AMAL",1,"Burned",383,"Resurvey","2090","STE2090",-120.72459,48.34626,c(-120.72459, 48.34626)
"45.9","Underburn","2004",76.6124530865842,"ACMI",1,"Burned",383,"Resurvey","2090","STE2090",-120.72459,48.34626,c(-120.72459, 48.34626)
"70.9","RX","1997",69.492546081543,"ACMI",1,"Burned",383,"Resurvey","2090","STE2090",-120.72459,48.34626,c(-120.72459, 48.34626)
