"Species","Dataset","L.Occ","R.Occ","Fire.Included","Type","Intercept.CI.Lower","Elevation.m.CI.Lower","Elevation.m2.CI.Lower","Data.Type.nofi.CI.Lower","Data.Type.Elevation.m.nofi.CI.Lower","Data.Type.Elevation.m2.nofi.CI.Lower","Resurvey.Burned.fi.CI.Lower","Resurvey.Unburned.fi.CI.Lower","Elevation.m.Res.Burn.fi.CI.Lower","Elevation.m.Res.Unburn.fi.CI.Lower","Elevation.m2.Res.Burn.fi.CI.Lower","Elevation.m2.Res.Unburn.fi.CI.Lower","Intercept.CI.Upper","Elevation.m.CI.Upper","Elevation.m2.CI.Upper","Data.Type.nofi.CI.Upper","Data.Type.Elevation.m.nofi.CI.Upper","Data.Type.Elevation.m2.nofi.CI.Upper","Resurvey.Burned.fi.CI.Upper","Resurvey.Unburned.fi.CI.Upper","Elevation.m.Res.Burn.fi.CI.Upper","Elevation.m.Res.Unburn.fi.CI.Upper","Elevation.m2.Res.Burn.fi.CI.Upper","Elevation.m2.Res.Unburn.fi.CI.Upper"
"ACCI",1,72,58,"No","Avg.Confidence",-4.37549601418384,-123.097115005451,-51.0902233827511,-0.763381967112662,-10.8822146318539,NA,NA,NA,NA,NA,NA,NA,-2.4851488269134,-60.627810632341,-18.8808630643908,0.351307382451411,9.71776720980234,NA,NA,NA,NA,NA,NA,NA
"ACGL",1,15,14,"No","Avg.Confidence",-4.36970270779032,-54.9117524327521,-32.3232366262976,-0.414765848253648,NA,NA,NA,NA,NA,NA,NA,NA,-2.98744579851207,-9.56880250457486,1.35234006297387,0.377529407490979,NA,NA,NA,NA,NA,NA,NA,NA
"ACMI",1,10,20,"Yes","Avg.Confidence",-4.32994235490112,-29.0984797242313,-6.10819665496524,NA,NA,NA,1.50525820039264,-0.93468147019446,-17.0765565237552,-11.0735563126725,NA,NA,-2.97173393816098,10.3201021657823,4.95086103121049,NA,NA,NA,3.54494833400703,1.07190712261142,31.178431835181,63.0725636283208,NA,NA
"AMAL",1,42,42,"No","Avg.Confidence",-3.20229714880482,-57.4792205723462,-29.7341173183003,-0.242546729674915,NA,NA,NA,NA,NA,NA,NA,NA,-2.22836120399735,-24.9355827723706,-7.07306622548493,0.24542001586421,NA,NA,NA,NA,NA,NA,NA,NA
"ARUV",1,42,29,"Yes","Avg.Confidence",-2.6030444754436,-30.7171457772494,-14.6056115366759,NA,NA,NA,-0.437396884054148,-0.999648399190844,-18.0288808371026,-6.88352239614909,NA,NA,-1.82793366595891,-4.81462000554433,3.91258352054841,NA,NA,NA,1.57327822177489,0.154795297888318,29.4796417984911,37.9668042969618,NA,NA
"ATFI",1,24,30,"No","Avg.Confidence",-3.48046398507373,-45.054737922268,-20.9536478854172,-0.301417880059853,NA,NA,NA,NA,NA,NA,NA,NA,-2.46218086472843,-13.1506021214289,5.04209137791021,0.440481684151925,NA,NA,NA,NA,NA,NA,NA,NA
"CAME",1,32,28,"No","Avg.Confidence",-11.899060391769,57.4144319275407,-72.4748776699128,-0.453081123585967,NA,NA,NA,NA,NA,NA,NA,NA,-3.86587448849203,258.815240941786,2.85243073300722,0.328943542919507,NA,NA,NA,NA,NA,NA,NA,NA
"CARU",1,33,21,"Yes","Avg.Confidence",-2.95490418069933,-29.0661291567869,-27.8253162464915,NA,NA,NA,-0.341781328607256,-1.75368760279141,-17.9314200813043,-16.9563834606346,-14.1525744173514,-41.0351785217663,-2.08739122421481,-0.891191716101652,-3.40559444361538,NA,NA,NA,1.77030198771994,0.11963370954111,31.4251015423968,29.0454993604005,18.5037092198823,23.4585051526207
"CEVE",1,26,23,"Yes","Avg.Confidence",-3.41140876568596,-30.361629989967,-37.1105467620838,NA,NA,NA,1.09598992500468,-1.32621597915799,-14.8586648849614,-16.7967376138575,NA,NA,-2.40159540640767,1.15915484971197,-11.4418764586256,NA,NA,NA,2.92791431344109,0.0814418604782481,21.5847861309974,26.9612533936072,NA,NA
"CHUM",1,61,49,"No","Avg.Confidence",-3.15918843253371,-70.856536167398,-41.9197870674395,-1.64732288765808,-48.5165016238935,-16.673246749225,NA,NA,NA,NA,NA,NA,-1.92012520261901,-29.5623607987341,-15.3819031027988,0.561867471321484,21.8478671186147,12.6347682064911,NA,NA,NA,NA,NA,NA
"CLUN",1,44,49,"No","Avg.Confidence",-3.45637597338595,-60.5380663930244,-56.5058745358215,-0.24044764488549,NA,NA,NA,NA,NA,NA,NA,NA,-2.35870031003692,-26.5931542993172,-27.3715348652341,0.328095992889831,NA,NA,NA,NA,NA,NA,NA,NA
"COCA",1,20,23,"No","Avg.Confidence",-4.54413119506458,-76.8037495770934,-39.7940964902413,-0.323163660589532,NA,NA,NA,NA,NA,NA,NA,NA,-2.8803542749091,-21.4710263230468,-4.43203180942137,0.416686999502762,NA,NA,NA,NA,NA,NA,NA,NA
"EPAN",1,18,24,"Yes","Avg.Confidence",-3.67213904319501,-14.0384857722233,-35.0717364904257,NA,NA,NA,1.47958502363982,-1.05936005531113,-22.4660700961879,-12.3298205389492,-15.9127938172427,-21.3857540518804,-2.49539643143581,10.4055741919524,11.9245642707082,NA,NA,NA,3.36095121164025,0.60263373175532,14.9407542045066,14.316162886784,23.7946765608845,39.1154796799424
"GAOV",1,11,9,"No","Avg.Confidence",-5.26636534420833,-30.789093020517,-73.0064267174466,-0.579495628502992,NA,NA,NA,NA,NA,NA,NA,NA,-3.40367838357587,14.571703022378,-16.3653328639974,0.460230495225547,NA,NA,NA,NA,NA,NA,NA,NA
"GASH",1,21,19,"No","Avg.Confidence",-5.36174559723572,-93.7219001490425,-18.6598667742949,-0.333349356664889,NA,NA,NA,NA,NA,NA,NA,NA,-3.00406643221394,-20.8390258119649,12.5115481889652,0.288392939230402,NA,NA,NA,NA,NA,NA,NA,NA
"GOOB",1,20,42,"No","Avg.Confidence",-4.0927109986337,-56.4318494047084,-35.423267268727,-0.447075894925492,-47.9078153434061,-21.0110877332076,NA,NA,NA,NA,NA,NA,-2.6615407034955,-7.70418927373335,-3.57440768535056,1.51666582668928,20.255002066711,14.3554926997101,NA,NA,NA,NA,NA,NA
"GYDR",1,17,22,"No","Avg.Confidence",-3.98378504174656,-48.1547372645604,-31.827909572752,-0.370229045128648,NA,NA,NA,NA,NA,NA,NA,NA,-2.7779387594425,-11.1937670552944,-2.63244670330537,0.565427825956349,NA,NA,NA,NA,NA,NA,NA,NA
"HIAL",1,12,10,"No","Avg.Confidence",-4.81781743934097,-59.9828989348987,-24.0151811876463,-0.545044849392607,NA,NA,NA,NA,NA,NA,NA,NA,-3.13476475207689,-5.09772907946757,12.361689054679,0.43700035318244,NA,NA,NA,NA,NA,NA,NA,NA
"HODI",1,17,10,"No","Avg.Confidence",-5.85477107463382,-106.564672247565,-36.4478604331897,-3.17972790778486,-64.2477059837875,NA,NA,NA,NA,NA,NA,NA,-2.69508651350607,-2.63959468703461,17.9050328631714,1.36503629080432,36.4526799447248,NA,NA,NA,NA,NA,NA,NA
"LIBO",1,48,67,"No","Avg.Confidence",-4.56068482118977,-110.947074838693,-59.8048346634258,-0.256290935893398,-21.1687624199116,NA,NA,NA,NA,NA,NA,NA,-2.7812352293625,-52.514455044047,-26.5807992394662,0.997379706919071,13.8077424028011,NA,NA,NA,NA,NA,NA,NA
"MANE",1,61,57,"No","Avg.Confidence",-6.07548412148548,-172.977325795165,-74.4448251066069,-0.274939986554188,NA,NA,NA,NA,NA,NA,NA,NA,-3.3410858350151,-82.8506914745526,-30.6170626114114,0.221807370881409,NA,NA,NA,NA,NA,NA,NA,NA
"MEFE",1,26,12,"No","Avg.Confidence",-3.06499471676916,-4.484403201034,-17.4923599106835,-3.64996042636773,-12.2726549803767,-89.3327707847641,NA,NA,NA,NA,NA,NA,-2.22930958001118,19.4307710239127,6.11394872164853,-0.647188911721852,60.3583287241381,-8.91421921191442,NA,NA,NA,NA,NA,NA
"OPHO",1,29,16,"No","Avg.Confidence",-4.16624262921543,-74.9381508922292,-25.4083914726918,-1.96039257314073,-40.0571882782769,-58.6472065175466,NA,NA,NA,NA,NA,NA,-2.36197583775558,-13.4664069394306,11.4527046584625,1.0374222964711,60.2949169098974,19.8778857759807,NA,NA,NA,NA,NA,NA
"PAMY",1,127,101,"Yes","Avg.Confidence",-0.922496529099363,-14.4867215699966,-16.036727180806,NA,NA,NA,-0.291778133401756,-0.768144198567169,NA,NA,NA,NA,-0.475785492831513,-4.56932499798505,-5.98740938180886,NA,NA,NA,1.15685552128176,-0.101902753702467,NA,NA,NA,NA
"POMU",1,20,10,"No","Avg.Confidence",-4.98637025784771,-73.4196114346783,-7.1388118748715,-1.67561474672585,-17.1338125035622,NA,NA,NA,NA,NA,NA,NA,-3.06127173017439,-25.2804513571837,7.32034062523827,0.581025479260937,21.480367880872,NA,NA,NA,NA,NA,NA,NA
"PTAQ",1,47,22,"No","Avg.Confidence",-2.84889087915684,-47.8082633113099,-26.5202149726034,-1.40585676254063,-12.6303137252469,NA,NA,NA,NA,NA,NA,NA,-1.90384493777748,-16.7553200411345,-4.67526711863028,-0.160408119460317,20.8331187907088,NA,NA,NA,NA,NA,NA,NA
"RULA",1,18,13,"No","Avg.Confidence",-7.05424084395367,33.5045942961261,-91.1555064600242,-0.699550577971377,NA,NA,NA,NA,NA,NA,NA,NA,-3.66568210789297,119.247917101846,-27.3595954594853,0.436038854302566,NA,NA,NA,NA,NA,NA,NA,NA
"RUPA",1,33,21,"No","Avg.Confidence",-4.07959070691519,-71.2821599689664,-54.3741416999622,-1.22189235351734,-24.565376757971,-19.61965920935,NA,NA,NA,NA,NA,NA,-2.42727936654012,-18.1338387778862,-11.7892739254764,0.721675647694813,31.9218404135493,29.1702660807473,NA,NA,NA,NA,NA,NA
"RUPE",1,23,23,"No","Avg.Confidence",-3.31664714585869,-4.31876378076717,-31.3643098909659,-0.312120586021939,NA,NA,NA,NA,NA,NA,NA,NA,-2.51556176981609,17.0561647552861,-8.00238146598167,0.314020530737013,NA,NA,NA,NA,NA,NA,NA,NA
"RUSP",1,15,20,"No","Avg.Confidence",-3.78783306423627,-34.5603725269057,-9.76397593393422,-0.36034586186563,NA,NA,NA,NA,NA,NA,NA,NA,-2.79143798757114,-8.10715861374353,6.57001603641006,0.519086403999647,NA,NA,NA,NA,NA,NA,NA,NA
"SOSI",1,48,19,"No","Avg.Confidence",-3.15108172531395,22.931360288704,-37.5364557725038,-1.82804887903509,-12.776571988471,NA,NA,NA,NA,NA,NA,NA,-2.07868248030339,52.699285221545,-14.1723722530184,-0.4532909786852,17.6373712946956,NA,NA,NA,NA,NA,NA,NA
"SPBE",1,17,29,"No","Avg.Confidence",-4.51324110972106,-66.9478782345933,-32.8926319862237,-0.368569666343211,-13.4579103972038,NA,NA,NA,NA,NA,NA,NA,-2.85536692378279,-17.9954934142391,-2.311743500745,1.2412432285383,12.7283401783297,NA,NA,NA,NA,NA,NA,NA
"TITR",1,34,39,"No","Avg.Confidence",-2.76338875014024,-28.7332299442679,-17.0202458788703,-0.260385946743727,NA,NA,NA,NA,NA,NA,NA,NA,-2.08056225768909,-9.27566030898283,0.00638657462364023,0.360246860977094,NA,NA,NA,NA,NA,NA,NA,NA
"TRBO",1,10,26,"No","Avg.Confidence",-7.96526274554009,-162.588665290914,-67.3758690898136,-2.51028254769461,-111.030964113281,-36.3270061290384,NA,NA,NA,NA,NA,NA,-3.27108764133875,-11.1016686775102,3.28745274862645,3.03149377396943,61.1593253118266,28.1882145913711,NA,NA,NA,NA,NA,NA
"VAME",1,95,115,"Yes","Avg.Confidence",-1.54215262107914,3.78833127808792,-29.6346307240069,NA,NA,NA,-5.64583502376635,0.0514929002449326,15.4626547789163,-16.7466833880992,NA,NA,-1.00806982290988,20.1234213665141,-17.2036853695721,NA,NA,NA,-0.529341128250394,0.750990732591877,121.644074899228,5.69554213247486,NA,NA
"VASI",1,24,28,"No","Avg.Confidence",-4.61311925780661,30.2435709726656,-29.1846043523062,-0.310300048540819,NA,NA,NA,NA,NA,NA,NA,NA,-2.94201007223673,75.7207522083289,-2.48555364017736,0.421320287547336,NA,NA,NA,NA,NA,NA,NA,NA
"ACCI",10,72,59,"No","Avg.Confidence",-4.43870379643381,-125.197697841656,-51.0773956328362,-0.819065815759099,-13.8017529401983,NA,NA,NA,NA,NA,NA,NA,-2.50179613384231,-61.2571696552436,-18.4973624321104,0.391576622370418,10.7930569106041,NA,NA,NA,NA,NA,NA,NA
"ACGL",10,15,11,"No","Avg.Confidence",-4.32850343839326,-49.7826910796995,-30.8697045843861,-0.576758671022249,NA,NA,NA,NA,NA,NA,NA,NA,-2.97806050453362,-4.55160198143934,7.83876157669963,0.409034228446413,NA,NA,NA,NA,NA,NA,NA,NA
"ACMI",10,10,19,"Yes","Avg.Confidence",-4.44864392867542,-37.1139434669463,-20.4213724530331,NA,NA,NA,1.5836387713183,-1.83838931511736,-17.5587647190945,13.4673336154074,NA,NA,-3.00515946873264,7.32932575458812,8.07733276661748,NA,NA,NA,3.72603343488745,0.79344769584747,40.303369388399,94.2865260666291,NA,NA
"AMAL",10,42,44,"No","Avg.Confidence",-3.06036348567944,-52.8318512628666,-25.9093474618215,-0.233229990324827,NA,NA,NA,NA,NA,NA,NA,NA,-2.16379513838437,-23.209131555303,-4.94196062340025,0.267009696429325,NA,NA,NA,NA,NA,NA,NA,NA
"ARUV",10,42,26,"Yes","Avg.Confidence",-2.57572660977485,-28.9712152361385,-13.9918937825743,NA,NA,NA,-0.829173183169833,-1.14975890679239,-20.9454494859163,-12.161850099535,NA,NA,-1.81167599987614,-3.72441353410751,4.95524252826468,NA,NA,NA,1.3631578929653,0.0322465314141457,23.0602346933582,32.3211528374885,NA,NA
"ATFI",10,24,28,"No","Avg.Confidence",-3.53670509063486,-46.3886730185693,-23.5814989089028,-0.301735915506034,NA,NA,NA,NA,NA,NA,NA,NA,-2.53319168032518,-14.7530092066371,-0.0164503386069974,0.409130077039184,NA,NA,NA,NA,NA,NA,NA,NA
"CARU",10,33,22,"Yes","Avg.Confidence",-2.96013174836699,-29.0754911922856,-28.229071538948,NA,NA,NA,-0.341539889309761,-1.73499995613153,-17.8392963837242,-17.5866469520904,-14.4718548479141,-43.4128467663579,-2.09123064669124,-1.30278517147761,-3.429375780575,NA,NA,NA,1.77093486480754,0.181265798500389,31.1280518555832,26.4618602383212,19.0853508484703,24.0653707961321
"CEVE",10,26,20,"Yes","Avg.Confidence",-3.44043728232621,-32.9182001821169,-38.011649383796,NA,NA,NA,0.933309208757003,-1.5334700452574,-17.9118581413617,-20.5563443893308,NA,NA,-2.39605722865802,3.26594705862619,-11.3293610190346,NA,NA,NA,2.813759207833,-0.0403780783963393,31.4215787712656,40.5264458341511,NA,NA
"CHUM",10,61,48,"No","Avg.Confidence",-3.07700227650387,-67.5744775929435,-39.4113427685199,-1.2940692136185,-34.3630075105134,-9.98383197379373,NA,NA,NA,NA,NA,NA,-1.91370486922371,-29.3396813018599,-14.4401205792763,0.452852672822455,17.7373676010399,9.01948395328158,NA,NA,NA,NA,NA,NA
"CLUN",10,44,51,"No","Avg.Confidence",-3.50232212776362,-62.4221853591718,-57.89049920751,-0.255241520646588,NA,NA,NA,NA,NA,NA,NA,NA,-2.37315172693475,-27.8813342524092,-28.414736625989,0.388896174153017,NA,NA,NA,NA,NA,NA,NA,NA
"COCA",10,20,25,"No","Avg.Confidence",-4.55462480323936,-78.036210018671,-38.7826563403376,-0.343972684762128,NA,NA,NA,NA,NA,NA,NA,NA,-2.86762338415577,-22.5566348091356,-4.07069748842475,0.513856830927041,NA,NA,NA,NA,NA,NA,NA,NA
"EPAN",10,18,26,"Yes","Avg.Confidence",-3.6093250459267,-13.3840613867266,-25.2198432312896,NA,NA,NA,1.44677638960387,-0.811921482067448,NA,NA,NA,NA,-2.60996491495871,7.06151028047696,-3.85874740883671,NA,NA,NA,3.23962643494798,0.609544841390865,NA,NA,NA,NA
"GAOV",10,11,9,"No","Avg.Confidence",-5.42270009791665,-33.5958924325149,-78.0584746301626,-0.58014466555814,NA,NA,NA,NA,NA,NA,NA,NA,-3.44160681448977,13.8759566405788,-18.1740921670817,0.46070060026734,NA,NA,NA,NA,NA,NA,NA,NA
"GASH",10,21,22,"No","Avg.Confidence",-5.07324173086824,-88.8029706173899,-19.538273938066,-0.267295108124642,NA,NA,NA,NA,NA,NA,NA,NA,-2.91665292094767,-19.8346529769728,12.1181122518525,0.287775242573714,NA,NA,NA,NA,NA,NA,NA,NA
"GOOB",10,20,42,"No","Avg.Confidence",-3.9453959530756,-50.0241998452487,-28.7611032464698,0.0497987497632557,-24.9634118965924,NA,NA,NA,NA,NA,NA,NA,-2.69879677760244,-11.0234903902061,-4.68684036338907,1.41915247293451,14.2219590207875,NA,NA,NA,NA,NA,NA,NA
"GYDR",10,17,21,"No","Avg.Confidence",-3.94137355711207,-45.4184642212125,-32.546994709226,-0.356333726713573,NA,NA,NA,NA,NA,NA,NA,NA,-2.78118055390275,-9.637073815161,-3.20070506454507,0.503902958398004,NA,NA,NA,NA,NA,NA,NA,NA
"HIAL",10,12,10,"No","Avg.Confidence",-4.74662096281452,-55.6778512949939,-20.5255153186695,-1.99139940885307,-53.403013168857,NA,NA,NA,NA,NA,NA,NA,-3.06529884349041,-3.89627608461569,12.4583107719267,1.13128407475939,30.9483224118652,NA,NA,NA,NA,NA,NA,NA
"HODI",10,17,7,"No","Avg.Confidence",-6.06348758150665,-119.039044725222,-45.5261519911453,-2.90053983016627,-46.4154356607431,NA,NA,NA,NA,NA,NA,NA,-2.57383658096516,-1.32568872907764,16.8884511995278,0.503839024130218,32.1325312994436,NA,NA,NA,NA,NA,NA,NA
"LIBO",10,48,69,"No","Avg.Confidence",-4.54306050468392,-110.224600108685,-59.8086129272668,-0.16372098275324,-18.9998562281156,NA,NA,NA,NA,NA,NA,NA,-2.79201258426939,-52.9154247487086,-26.9528481693746,1.03167005952812,13.1636362031471,NA,NA,NA,NA,NA,NA,NA
"MANE",10,61,57,"No","Avg.Confidence",-6.00180307925711,-170.436406601503,-72.2586314011776,-0.275042126967802,NA,NA,NA,NA,NA,NA,NA,NA,-3.2932744691238,-81.1358935931693,-29.0427632479012,0.221823607151349,NA,NA,NA,NA,NA,NA,NA,NA
"MEFE",10,26,12,"No","Avg.Confidence",-3.00861791689918,-5.78443563032456,-11.8666024952061,-1.51369597532255,NA,NA,NA,NA,NA,NA,NA,NA,-2.19298672376703,12.6086356632347,6.66965451985005,-0.110303856470527,NA,NA,NA,NA,NA,NA,NA,NA
"OPHO",10,29,16,"No","Avg.Confidence",-3.95253013386194,-66.5236127207514,-21.0692418298949,-1.5650074937349,-27.3454256474042,-31.0428650625513,NA,NA,NA,NA,NA,NA,-2.33279397736138,-12.6833051961434,9.87887774688129,0.696424061612979,44.3692062671143,19.3932195334499,NA,NA,NA,NA,NA,NA
"PAMY",10,127,101,"Yes","Avg.Confidence",-0.939415570314292,-16.1075397841026,-17.4083154090237,NA,NA,NA,-0.147878893975752,-0.791270265205263,NA,NA,NA,NA,-0.488077543769638,-5.9028609225337,-7.08594377152265,NA,NA,NA,1.30384586206791,-0.120957335133082,NA,NA,NA,NA
"POMU",10,20,9,"No","Avg.Confidence",-4.94328706281637,-74.5788275712401,-7.69680628058286,-1.93447961623935,-19.0058761754318,NA,NA,NA,NA,NA,NA,NA,-3.00381038722071,-24.3949932236739,8.43618576986569,0.348262342145742,24.0055540572464,NA,NA,NA,NA,NA,NA,NA
"PTAQ",10,47,18,"No","Avg.Confidence",-2.89181284148947,-49.7875699435455,-26.4566549611134,-1.71807567404888,-12.3379522751569,NA,NA,NA,NA,NA,NA,NA,-1.92229312725428,-18.1170389103319,-3.50519145241119,-0.443448831071688,12.5807693699522,NA,NA,NA,NA,NA,NA,NA
"RULA",10,18,11,"No","Avg.Confidence",-7.4910153936631,33.5123612469479,-101.769938180503,-1.02945950870275,NA,NA,NA,NA,NA,NA,NA,NA,-3.7178267957749,126.853845294367,-30.0182382944959,0.501210440249849,NA,NA,NA,NA,NA,NA,NA,NA
"RUPA",10,33,22,"No","Avg.Confidence",-4.15102834735551,-74.3775519005343,-55.3318471038033,-1.27588266258783,-29.2190539345911,-20.4072986263393,NA,NA,NA,NA,NA,NA,-2.45821648569087,-19.8797016708608,-11.5510052190824,0.762699925755152,31.2345936945973,31.1612362938313,NA,NA,NA,NA,NA,NA
"RUPE",10,23,23,"No","Avg.Confidence",-3.29643817834833,-8.61390384439733,-26.999038207014,-0.43255148471971,-30.0070267943304,NA,NA,NA,NA,NA,NA,NA,-2.43808580149486,21.8156811519924,-4.88648695263843,0.476763203905585,15.64503535584,NA,NA,NA,NA,NA,NA,NA
"RUSP",10,15,23,"No","Avg.Confidence",-4.08796423477458,-43.4163359192071,-16.5930705703922,-0.497418790473127,-14.8992935772822,-10.8270198641451,NA,NA,NA,NA,NA,NA,-2.67257030463689,-4.9085131622934,8.67005088911755,1.19781256163355,20.3907423109084,8.78090290023472,NA,NA,NA,NA,NA,NA
"SOSI",10,48,22,"No","Avg.Confidence",-3.15950516594577,22.0924277583228,-37.8397686900859,-2.31864252167374,-22.9404228786128,-23.5377146665619,NA,NA,NA,NA,NA,NA,-2.05724639600366,53.1425578574144,-13.3767343219803,-0.0162991068495235,39.070039496097,16.2616994847618,NA,NA,NA,NA,NA,NA
"SPBE",10,17,27,"No","Avg.Confidence",-4.46059294916873,-66.4164753903171,-30.50716200104,-0.451037945880643,-14.4435775969443,NA,NA,NA,NA,NA,NA,NA,-2.84081119964288,-17.213593812241,-0.123672952681686,1.06241554150425,12.2061057830328,NA,NA,NA,NA,NA,NA,NA
"TITR",10,34,38,"No","Avg.Confidence",-2.82048391690467,-31.5742756259569,-17.8436878806852,-0.254950371781717,NA,NA,NA,NA,NA,NA,NA,NA,-2.11887947788143,-10.8435990106728,-0.214248106678721,0.332719978788898,NA,NA,NA,NA,NA,NA,NA,NA
"TRBO",10,10,26,"No","Avg.Confidence",-8.20480816697736,-170.716946886773,-71.5892278588781,-2.9054429606916,-124.655551183033,-43.238813750783,NA,NA,NA,NA,NA,NA,-3.26806827802038,-11.1092184570442,2.81329345165528,3.25235265887997,68.7812520324912,31.8613232355265,NA,NA,NA,NA,NA,NA
"VAME",10,95,115,"Yes","Avg.Confidence",-1.52131014014819,3.66027907944556,-28.2280560294583,NA,NA,NA,-3.86693670347033,0.0261941432699722,13.976876271007,-19.4119348061335,NA,NA,-0.992757708033859,19.7713071965018,-16.0624635077774,NA,NA,NA,-0.0435310529853938,0.722150499747871,97.4284267839881,2.88808318788711,NA,NA
"VASI",10,24,27,"No","Avg.Confidence",-4.57756350932054,29.5028907941761,-28.6744955589237,-0.303044016148767,NA,NA,NA,NA,NA,NA,NA,NA,-2.9362963279601,74.361627715121,-2.13723254922855,0.383119369115836,NA,NA,NA,NA,NA,NA,NA,NA
"ACCI",100,72,61,"No","Avg.Confidence",-4.44030688604231,-125.245702921446,-51.3628836516238,-0.458529943250216,NA,NA,NA,NA,NA,NA,NA,NA,-2.55523502490159,-62.4933572022441,-19.0284388274038,0.25704795687442,NA,NA,NA,NA,NA,NA,NA,NA
"ACGL",100,15,12,"No","Avg.Confidence",-4.38360213046538,-52.7009222602117,-32.9663382537175,-0.547229272934732,NA,NA,NA,NA,NA,NA,NA,NA,-2.99649131962185,-7.83402181843805,1.44023413542088,0.407403463744563,NA,NA,NA,NA,NA,NA,NA,NA
"ACMI",100,10,18,"Yes","Avg.Confidence",-4.47892136664003,-38.5067151002027,-24.4276258461194,NA,NA,NA,1.56334981408951,-2.92407417037804,-15.9068824057524,-4.55409299979703,-14.6746834386887,-37.0746657926694,-2.99150741579735,7.96930788267584,10.5693692909276,NA,NA,NA,3.72883058676827,1.32625485975279,43.1893687551236,123.303387856844,20.2312599950706,26.3506855354736
"AMAL",100,42,46,"No","Avg.Confidence",-3.07800980187508,-53.8857654964464,-28.6361042592384,-0.236378675031177,NA,NA,NA,NA,NA,NA,NA,NA,-2.16267247315183,-23.8449573664316,-7.11217528734123,0.304226197588168,NA,NA,NA,NA,NA,NA,NA,NA
"ARUV",100,42,26,"Yes","Avg.Confidence",-2.71550513327701,-35.5892947303252,-18.1455760030776,NA,NA,NA,-1.08034560172466,-1.0675260589207,-33.4038732263267,6.56508094420582,NA,NA,-1.90907540920746,-9.87465076241305,-0.802699497631281,NA,NA,NA,1.38624294723319,0.112738420289182,31.6986707409379,44.7881223100043,NA,NA
"ATFI",100,24,29,"No","Avg.Confidence",-3.45759442300027,-43.9115462523337,-19.9405842751446,-0.28196864962519,NA,NA,NA,NA,NA,NA,NA,NA,-2.47159908515078,-12.6223373369583,5.62365432241815,0.385910968965667,NA,NA,NA,NA,NA,NA,NA,NA
"CAME",100,32,28,"No","Avg.Confidence",-11.2139676065477,55.3690367693517,-68.2378357413022,-0.448294277513831,NA,NA,NA,NA,NA,NA,NA,NA,-3.77290473930178,242.796133886343,2.81611987379359,0.326183158751454,NA,NA,NA,NA,NA,NA,NA,NA
"CARU",100,33,20,"Yes","Avg.Confidence",-2.9485157022353,-26.440525694702,-26.8949197705014,NA,NA,NA,-0.484885636606617,-1.41421128990792,NA,NA,NA,NA,-2.12002869280089,-4.03413652566031,-5.373128103789,NA,NA,NA,1.62986274687563,-0.137489700929829,NA,NA,NA,NA
"CEVE",100,26,21,"Yes","Avg.Confidence",-3.37930143771505,-25.9936400504179,-36.3475719457284,NA,NA,NA,1.0421997569713,-1.59163521307071,NA,NA,NA,NA,-2.41333906292618,-1.29839415884141,-10.9304285691984,NA,NA,NA,2.85204310468278,-0.123649280211365,NA,NA,NA,NA
"CHUM",100,61,49,"No","Avg.Confidence",-3.17378529879819,-71.578453886964,-42.7290707601317,-1.92936722705532,-58.588720331966,-21.1754190441719,NA,NA,NA,NA,NA,NA,-1.90409548823245,-28.9883756626457,-15.3363711467075,0.59322159680688,23.3945069234429,14.8796995713445,NA,NA,NA,NA,NA,NA
"CLUN",100,44,50,"No","Avg.Confidence",-3.42579639109029,-61.1242461196097,-54.4319418278507,-0.36144224587546,-18.2479730024555,NA,NA,NA,NA,NA,NA,NA,-2.32087487556682,-24.5797724288621,-25.8976526910647,0.419465672513999,12.239435888092,NA,NA,NA,NA,NA,NA,NA
"COCA",100,20,22,"No","Avg.Confidence",-4.29503552654189,-67.1978734177286,-34.7886391966434,-0.319054982106389,NA,NA,NA,NA,NA,NA,NA,NA,-2.83010988811126,-18.4908437077007,-2.39985764874535,0.380359819265949,NA,NA,NA,NA,NA,NA,NA,NA
"EPAN",100,18,26,"Yes","Avg.Confidence",-3.60330108800246,-13.0957139255923,-26.7887231946939,NA,NA,NA,1.4606708848274,-0.840283765842865,-25.0991478216075,-14.7974885459043,NA,NA,-2.59492411091657,13.0677354917294,-4.71820158569018,NA,NA,NA,3.26670181243468,0.596864016814295,15.3813467442303,25.1712995752475,NA,NA
"GAOV",100,11,9,"No","Avg.Confidence",-5.26636534420833,-30.789093020517,-73.0064267174466,-0.579495628502992,NA,NA,NA,NA,NA,NA,NA,NA,-3.40367838357587,14.571703022378,-16.3653328639974,0.460230495225547,NA,NA,NA,NA,NA,NA,NA,NA
"GASH",100,21,22,"No","Avg.Confidence",-4.8547445669464,-79.2807266905474,-13.3088509212805,-0.282193800054567,NA,NA,NA,NA,NA,NA,NA,NA,-3.04059278731608,-24.9420523342925,9.65346376303684,0.305112801556695,NA,NA,NA,NA,NA,NA,NA,NA
"GOOB",100,20,40,"No","Avg.Confidence",-4.21215048279726,-59.6236657472059,-42.5991447324245,-0.925340749691909,-60.6255662468027,-41.7915963805076,NA,NA,NA,NA,NA,NA,-2.62997810884461,-6.45055019850161,-1.6639610112993,1.64400558461389,26.827809661479,21.525892119362,NA,NA,NA,NA,NA,NA
