"Species","Dataset","L.Occ","R.Occ","Fire.Included","Type","Mod.ID","deltaAIC","Weight","Rsquared","Intercept","Elevation.m","Elevation.m2","Data.Type.nofi","Data.Type.Elevation.m.nofi","Data.Type.Elevation.m2.nofi","Resurvey.Burned.fi","Resurvey.Unburned.fi","Elevation.m.Res.Burn.fi","Elevation.m.Res.Unburn.fi","Elevation.m2.Res.Burn.fi","Elevation.m2.Res.Unburn.fi"
"COCA",20,20,22,"No","Unavg","Mod.7",1.88476872884928,0.280418963787499,0.0970364055816665,-4.31115114572301,0.00588427003538124,-4.04086356499461e-06,0.10976395861022,NA,NA,NA,NA,NA,NA,NA,NA
"COCA",20,20,22,"No","Avg",NA,NA,NA,NA,-4.27009529730754,0.00588233919942379,-4.0397698979843e-06,0.0307798955346919,0,0,0,0,0,0,0,0
"COST",20,12,13,"No","Unavg","Mod.6",0,0.726214796045366,0.153964022322801,-8.0030572599152,0.0160770645829914,-1.13934872236342e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COST",20,12,13,"No","Unavg","Mod.7",1.95100392320799,0.273785203954634,0.154188437505855,-8.05123480426633,0.0160805752289976,-1.1395439330064e-05,0.0918740689796592,NA,NA,NA,NA,NA,NA,NA,NA
"COST",20,12,13,"No","Avg",NA,NA,NA,NA,-8.01624755872141,0.0160780257459242,-1.13940216814912e-05,0.0251537607137381,0,0,0,0,0,0,0,0
"EPAN",20,18,25,"Yes","Unavg","Mod.15",1.33089863574571,0.197209710949728,0.0937633675898911,-5.30084218926445,0.00472640852050803,-2.04311840283992e-06,NA,NA,NA,3.20074004269135,-1.10160719938138,-0.000838656522916158,0.000801973772226032,NA,NA
"EPAN",20,18,25,"Yes","Unavg","Mod.31",1.31693419665618,0.198591490779369,0.106008520827911,-8.16025716098579,0.0103392904760859,-4.5039989996248e-06,NA,NA,NA,5.98758517515665,4.35597021786073,-0.006286173448176,-0.00975400532281446,2.38621938068335e-06,4.50542829654952e-06
"EPAN",20,18,25,"Yes","Unavg","Mod.4",1.10714847320253,0.220554044889619,0.0700408428087844,-2.97041445680938,NA,NA,NA,NA,NA,2.11021319158625,-0.149429915632902,NA,NA,NA,NA
"EPAN",20,18,25,"Yes","Unavg","Mod.7",0,0.383644753381284,0.0856209050172745,-5.17866612810172,0.00446160182557951,-1.92027225388028e-06,NA,NA,NA,2.29281041646019,-0.163882983654035,NA,NA,NA,NA
"EPAN",20,18,25,"Yes","Avg",NA,NA,NA,NA,-5.30784020368566,0.00469705889946649,-2.03408104072923e-06,0,0,0,3.16534122650388,0.551980762817662,-0.00141377176684136,-0.00177890544231767,4.73882864136528e-07,8.94739722011322e-07
"GAOV",20,11,8,"No","Unavg","Mod.6",0,0.680443317856946,0.116581877238951,-14.7303161720677,0.0214775963280406,-9.41297734777462e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GAOV",20,11,8,"No","Unavg","Mod.7",1.51161971358971,0.319556682143055,0.119348660273462,-14.5874104180144,0.0214948198430716,-9.41991339476016e-06,-0.331326565472088,NA,NA,NA,NA,NA,NA,NA,NA
"GAOV",20,11,8,"No","Avg",NA,NA,NA,NA,-14.6846496834433,0.0214831002173588,-9.41519380793651e-06,-0.105877617968114,0,0,0,0,0,0,0,0
"GASH",20,21,21,"No","Unavg","Mod.2",0,0.489781190647321,0.190565266230032,0.301416534389569,-0.00379768920916937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GASH",20,21,21,"No","Unavg","Mod.3",1.99993709931493,0.180186097536995,0.190565461444738,0.30008937649277,-0.00379768378519672,NA,0.00264949626189534,NA,NA,NA,NA,NA,NA,NA,NA
"GASH",20,21,21,"No","Unavg","Mod.6",0.789533930820653,0.330032711815684,0.194321994453121,-0.674606173297079,-0.000850023444486209,-1.94616732419287e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GASH",20,21,21,"No","Avg",NA,NA,NA,NA,-0.0209420220241815,-0.00282486210600027,-6.42298879650446e-07,0.000477402391869778,0,0,0,0,0,0,0,0
"GOOB",20,20,52,"No","Unavg","Mod.15",1.32503065546382,0.340174804619548,0.116064519833047,-4.15405607691234,0.00446013378829329,-2.73285675004247e-06,1.69892707553803,-0.000699001759381653,NA,NA,NA,NA,NA,NA,NA
"GOOB",20,20,52,"No","Unavg","Mod.7",0,0.659825195380452,0.114633462724692,-3.7155766272812,0.00393008798424083,-2.71135969269058e-06,1.09894463048361,NA,NA,NA,NA,NA,NA,NA,NA
"GOOB",20,20,52,"No","Avg",NA,NA,NA,NA,-3.86473628838916,0.00411039621207379,-2.71867244997515e-06,1.30304354150515,-0.000237782786926374,0,0,0,0,0,0,0
"GYDR",20,17,22,"No","Unavg","Mod.6",0,0.654946762820492,0.0627866891221724,-4.66162690433159,0.00564644076188146,-3.37069911277715e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GYDR",20,17,22,"No","Unavg","Mod.7",1.28171047680684,0.345053237179508,0.0651406340338389,-4.81465421847227,0.00565489226916166,-3.37537112399089e-06,0.282902791525354,NA,NA,NA,NA,NA,NA,NA,NA
"GYDR",20,17,22,"No","Avg",NA,NA,NA,NA,-4.71442947445272,0.00564935698182754,-3.37231120537059e-06,0.0976165240229428,0,0,0,0,0,0,0,0
"HIAL",20,12,9,"No","Unavg","Mod.2",0.329578735698306,0.314720558743664,0.0639021087426674,-1.78579806546536,-0.00188048557305781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HIAL",20,12,9,"No","Unavg","Mod.3",1.88882110623314,0.144324457886338,0.0662117402384165,-1.64604793532842,-0.00188188230830947,NA,-0.297954928963957,NA,NA,NA,NA,NA,NA,NA,NA
"HIAL",20,12,9,"No","Unavg","Mod.6",0,0.371101087246398,0.0761094264613078,-3.65812851139612,0.00281903296996429,-2.5025940747638e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HIAL",20,12,9,"No","Unavg","Mod.7",1.56307172979652,0.1698538961236,0.0783989915800549,-3.51821886323792,0.00281527677499112,-2.5012078132756e-06,-0.296513993282797,NA,NA,NA,NA,NA,NA,NA,NA
"HIAL",20,12,9,"No","Avg",NA,NA,NA,NA,-2.75471099009046,0.00066090281482091,-1.35355527418089e-06,-0.0933662406115355,0,0,0,0,0,0,0,0
"HODI",20,17,9,"No","Unavg","Mod.11",1.63663753474646,0.101994111084222,0.148607212382094,-0.699793044158986,-0.00265632807042907,NA,0.234853291755401,-0.00143769810210573,NA,NA,NA,NA,NA,NA,NA
"HODI",20,17,9,"No","Unavg","Mod.15",0.425353585804856,0.18689688574086,0.162880515604832,-3.12771783050891,0.00402852734078559,-4.01286144158734e-06,1.04266037331168,-0.00271103126031251,NA,NA,NA,NA,NA,NA,NA
"HODI",20,17,9,"No","Unavg","Mod.2",1.14709037577433,0.130280348659346,0.13300418298769,-0.716822968528142,-0.00305756792474349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HODI",20,17,9,"No","Unavg","Mod.3",0.456447346790014,0.184013692596836,0.144963375767729,-0.412348126959473,-0.00307437637598286,NA,-0.686057399277822,NA,NA,NA,NA,NA,NA,NA,NA
"HODI",20,17,9,"No","Unavg","Mod.6",0.666998896995125,0.165626358012036,0.144027530115997,-2.53099852806679,0.00220277985367461,-3.32614662048653e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HODI",20,17,9,"No","Unavg","Mod.7",0,0.2311886039067,0.155881631016687,-2.22909611215748,0.00218390844346621,-3.32342199276967e-06,-0.680772487057393,NA,NA,NA,NA,NA,NA,NA,NA
"HODI",20,17,9,"No","Avg",NA,NA,NA,NA,-1.75974282570533,0.000387654177932371,-2.06922614800872e-06,-0.0648071668502343,-0.000653320039630273,0,0,0,0,0,0,0
"LIBO",20,48,65,"No","Unavg","Mod.15",1.52379458826988,0.244839212454471,0.207371892089221,-5.63247225351122,0.0121959643113486,-7.89396401297734e-06,0.937136985402708,-0.0006665250318514,NA,NA,NA,NA,NA,NA,NA
"LIBO",20,48,65,"No","Unavg","Mod.6",1.64334538751615,0.230632681090675,0.200848550074568,-5.07795488748435,0.011703784516009,-7.8202377229049e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LIBO",20,48,65,"No","Unavg","Mod.7",0,0.524528106454855,0.206617816967605,-5.32491912146618,0.0117763555260515,-7.86686543709325e-06,0.422344074586736,NA,NA,NA,NA,NA,NA,NA,NA
"LIBO",20,48,65,"No","Avg",NA,NA,NA,NA,-5.34326216468726,0.011862354963967,-7.86274635633496e-06,0.450979219183364,-0.000163191463879688,0,0,0,0,0,0,0
"LUPE",20,35,31,"No","Unavg","Mod.6",0,0.693262165379079,0.402927759349689,-31.9453991153641,0.0315022796021519,-7.77640258886561e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LUPE",20,35,31,"No","Unavg","Mod.7",1.63082961760767,0.306737834620921,0.403758453452935,-31.8725645770848,0.0315168022740322,-7.77879840866624e-06,-0.184692551798429,NA,NA,NA,NA,NA,NA,NA,NA
"LUPE",20,35,31,"No","Avg",NA,NA,NA,NA,-31.9230580068067,0.0315067342550773,-7.7771374774434e-06,-0.0566521934092623,0,0,0,0,0,0,0,0
"MANE",20,61,54,"No","Unavg","Mod.6",0,0.671388238209865,0.254508190756978,-4.18360144067183,0.0115282558962674,-9.08441141260092e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MANE",20,61,54,"No","Unavg","Mod.7",1.42894113496914,0.328611761790135,0.255402842895519,-4.10187914075693,0.0115352466443556,-9.09090450730265e-06,-0.169635550990108,NA,NA,NA,NA,NA,NA,NA,NA
"MANE",20,61,54,"No","Avg",NA,NA,NA,NA,-4.15674653171925,0.0115305531383128,-9.08654511989033e-06,-0.0557442372730996,0,0,0,0,0,0,0,0
"MEFE",20,26,15,"No","Unavg","Mod.31",0,1,0.0602372884471687,-4.18447779350174,0.00255038359747053,-8.64743145539386e-07,-9.33617219598445,0.0159391791512383,-6.61651670817847e-06,NA,NA,NA,NA,NA,NA
"MEFE",20,26,15,"No","Avg",NA,NA,NA,NA,-4.18447779350174,0.00255038359747053,-8.64743145539386e-07,-9.33617219598445,0.0159391791512383,-6.61651670817847e-06,0,0,0,0,0,0
"OPHO",20,29,16,"No","Unavg","Mod.11",1.09422081753888,0.164429886126404,0.107746147370106,-0.0601963003562318,-0.00270420407949998,NA,-1.75786051280236,0.00140650910022524,NA,NA,NA,NA,NA,NA,NA
"OPHO",20,29,16,"No","Unavg","Mod.15",0,0.284176255597945,0.116878276722101,-1.38916568770635,0.000834112514862837,-2.01542377952031e-06,-2.18238118636218,0.00197049628073453,NA,NA,NA,NA,NA,NA,NA
"OPHO",20,29,16,"No","Unavg","Mod.3",1.59735699180288,0.127857475137698,0.100358515821812,-0.517085329105942,-0.00209514795219968,NA,-0.655533899980552,NA,NA,NA,NA,NA,NA,NA,NA
"OPHO",20,29,16,"No","Unavg","Mod.31",0.0540834562847863,0.276594610940431,0.122621357980126,-0.476694350705134,-0.00161149233818356,-6.02477747479219e-07,-5.01109407683238,0.00888436808491125,-3.70954254092345e-06,NA,NA,NA,NA,NA,NA
"OPHO",20,29,16,"No","Unavg","Mod.7",1.3191165263047,0.146941772197522,0.107082401366098,-1.74916094082615,0.0010058750983875,-1.64437016697204e-06,-0.65216427017509,NA,NA,NA,NA,NA,NA,NA,NA
"OPHO",20,29,16,"No","Avg",NA,NA,NA,NA,-0.859655095935039,-0.000773422351588752,-9.81004347755027e-07,-2.47491241728346,0.00324860871981221,-1.0260394758737e-06,0,0,0,0,0,0
"PAMY",20,127,98,"Yes","Unavg","Mod.7",0,1,0.0558068068217439,-2.18920304717199,0.0041955720437495,-2.17605080277146e-06,NA,NA,NA,0.585298344503988,-0.504958280108476,NA,NA,NA,NA
"PAMY",20,127,98,"Yes","Avg",NA,NA,NA,NA,-2.18920304717199,0.0041955720437495,-2.17605080277146e-06,0,0,0,0.585298344503988,-0.504958280108476,0,0,0,0
"PHEM",20,61,56,"No","Unavg","Mod.2",0,0.686881884004965,0.431334784552702,-9.3934636532388,0.00541305731815164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PHEM",20,61,56,"No","Unavg","Mod.3",1.57116372113126,0.313118115995036,0.431999632879413,-9.31853428757587,0.00541939000518014,NA,-0.171935532303481,NA,NA,NA,NA,NA,NA,NA,NA
"PHEM",20,61,56,"No","Avg",NA,NA,NA,NA,-9.37000191142972,0.00541504019718319,0,-0.0538361299474697,0,0,0,0,0,0,0,0
"POMU",20,20,10,"No","Unavg","Mod.11",1.41343022001934,0.216673804121205,0.183421770504864,0.413223862770109,-0.00406927088640426,NA,-1.50166244376823,0.00114872175937047,NA,NA,NA,NA,NA,NA,NA
"POMU",20,20,10,"No","Unavg","Mod.2",1.75831505331257,0.182354136086915,0.166100800204333,-0.217011050325503,-0.00358581044792209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POMU",20,20,10,"No","Unavg","Mod.3",0,0.439267306228383,0.181083398343563,0.12760503225304,-0.00361656661131464,NA,-0.768112720522385,NA,NA,NA,NA,NA,NA,NA,NA
"POMU",20,20,10,"No","Unavg","Mod.7",1.99867192442269,0.161704753563496,0.181088692743418,0.159362711643535,-0.00370882525942618,5.69872692868006e-08,-0.768445914033765,NA,NA,NA,NA,NA,NA,NA,NA
"POMU",20,20,10,"No","Avg",NA,NA,NA,NA,0.131784350489144,-0.00372396591709242,9.21511233627869e-09,-0.787039076976537,0.000248897913479603,0,0,0,0,0,0,0
"PTAQ",20,47,18,"No","Unavg","Mod.15",1.61152855544844,0.308793836157612,0.115373602869644,-2.53851390947825,0.00371435440473945,-2.74206706170857e-06,-1.55953467659932,0.000567158936565304,NA,NA,NA,NA,NA,NA,NA
"PTAQ",20,47,18,"No","Unavg","Mod.7",0,0.691206163842388,0.114490225354288,-2.67095693117864,0.00386065556410002,-2.73015641351445e-06,-1.0807244023215,NA,NA,NA,NA,NA,NA,NA,NA
"PTAQ",20,47,18,"No","Avg",NA,NA,NA,NA,-2.63005934243547,0.00381547866786676,-2.73383434826144e-06,-1.22857806370742,0.000175135183733072,0,0,0,0,0,0,0
"RHAL",20,24,15,"No","Unavg","Mod.11",1.80157927206659,0.181172764991553,0.14531709636587,-5.76060749035455,0.00232653668633707,NA,-1.16847120641512,0.000408278150246236,NA,NA,NA,NA,NA,NA,NA
"RHAL",20,24,15,"No","Unavg","Mod.2",0.358063989864661,0.372862127458424,0.136939103928417,-6.21162252025052,0.00246605815022463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RHAL",20,24,15,"No","Unavg","Mod.3",0,0.445965107550023,0.144666841214143,-5.99225323173315,0.00247765727734983,NA,-0.529414292603366,NA,NA,NA,NA,NA,NA,NA,NA
"RHAL",20,24,15,"No","Avg",NA,NA,NA,NA,-6.0320798318847,0.00244595346681233,0,-0.447795461218622,7.39688813657475e-05,0,0,0,0,0,0,0
"RULA",20,18,12,"No","Unavg","Mod.6",0,0.581387086393468,0.195895819415013,-26.4604560626456,0.0349356016092091,-1.23727533124803e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RULA",20,18,12,"No","Unavg","Mod.7",0.656940235205127,0.418612913606532,0.201249954033172,-26.3186345344726,0.0350275571765857,-1.24054042662958e-05,-0.450791871116999,NA,NA,NA,NA,NA,NA,NA,NA
"RULA",20,18,12,"No","Avg",NA,NA,NA,NA,-26.401087739525,0.034974095397191,-1.23864214233891e-05,-0.188707298598427,0,0,0,0,0,0,0,0
"RUPA",20,33,22,"No","Unavg","Mod.15",1.63782212976213,0.139318276675049,0.105415458326144,-5.25613182358652,0.00855346364708327,-4.96799748889979e-06,0.086875437474285,-0.000638901817079685,NA,NA,NA,NA,NA,NA,NA
"RUPA",20,33,22,"No","Unavg","Mod.31",0.172102201565167,0.289924643720788,0.114273133385483,-7.49810947081766,0.0137856877403167,-7.75501492837298e-06,4.28858589281825,-0.0106139152568345,5.33726484703922e-06,NA,NA,NA,NA,NA,NA
"RUPA",20,33,22,"No","Unavg","Mod.6",0.43054953462871,0.254779221842375,0.0982778152406883,-5.2006421837435,0.00818968187019569,-4.90528219225942e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RUPA",20,33,22,"No","Unavg","Mod.7",0,0.315977857761788,0.104489805372438,-5.00097760076916,0.00820501347020335,-4.91484705378441e-06,-0.450489757696238,NA,NA,NA,NA,NA,NA,NA,NA
"RUPA",20,33,22,"No","Avg",NA,NA,NA,NA,-5.81137570220576,0.00986762777471819,-5.74324961198017e-06,1.11312528469515,-0.00316624629944048,1.54740460922133e-06,0,0,0,0,0,0
"RUPE",20,23,23,"No","Unavg","Mod.6",0,0.731046474952527,0.0399210981173426,-7.02252906362691,0.00789415499894998,-3.16505648298484e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RUPE",20,23,23,"No","Unavg","Mod.7",1.99987687924005,0.268953525047473,0.0399214557455115,-7.02423164474672,0.00789416213197638,-3.1650619784994e-06,0.00340820362123824,NA,NA,NA,NA,NA,NA,NA,NA
"RUPE",20,23,23,"No","Avg",NA,NA,NA,NA,-7.02298697882076,0.00789415691740257,-3.16505796102285e-06,0.000916648378011586,0,0,0,0,0,0,0,0
"RUSP",20,15,22,"No","Unavg","Mod.11",1.600658295485,0.104009742117411,0.0546214958778541,-1.32821133618261,-0.00198647752806292,NA,-0.302954183471845,0.000862609318557586,NA,NA,NA,NA,NA,NA,NA
"RUSP",20,15,22,"No","Unavg","Mod.15",1.42539036920584,0.113535837059223,0.0620331184377918,-2.50100142307351,0.000968557458322809,-1.56257694700145e-06,-0.555223603667783,0.00117386853770417,NA,NA,NA,NA,NA,NA,NA
"RUSP",20,15,22,"No","Unavg","Mod.2",0,0.231554141025323,0.0464464040230311,-1.54400513431941,-0.00143894633316351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RUSP",20,15,22,"No","Unavg","Mod.3",0.548006520702984,0.176057466570875,0.0513936693681549,-1.76661886656636,-0.00144182502407931,NA,0.413824293186588,NA,NA,NA,NA,NA,NA,NA,NA
"RUSP",20,15,22,"No","Unavg","Mod.6",0.169384433846744,0.212750794053783,0.0526837191899414,-2.74118399093035,0.00139998647012924,-1.40292321951609e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RUSP",20,15,22,"No","Unavg","Mod.7",0.713299046286977,0.162092019173383,0.0576449265783542,-2.96724786002186,0.0014042332727243,-1.4062320848967e-06,0.414250039589959,NA,NA,NA,NA,NA,NA,NA,NA
"RUSP",20,15,22,"No","Avg",NA,NA,NA,NA,-2.15480370100554,-0.000158221837029455,-7.03820508663097e-07,0.0454555189299468,0.00022299591979698,0,0,0,0,0,0,0
"SOSI",20,48,21,"No","Unavg","Mod.15",1.47565131617739,0.25781069319883,0.160446859379864,-11.0015656954231,0.0137850095849017,-4.71754987643644e-06,-1.91144948894386,0.000658044229420485,NA,NA,NA,NA,NA,NA,NA
"SOSI",20,48,21,"No","Unavg","Mod.31",1.95360815031336,0.203008358127888,0.163768800467358,-9.81888433448537,0.0118737619552026,-3.99752698450713e-06,-7.95504811280301,0.00979188832131299,-3.2944257347311e-06,NA,NA,NA,NA,NA,NA
"SOSI",20,48,21,"No","Unavg","Mod.7",0,0.539180948673282,0.159302440170193,-11.1715692331117,0.0138173970279761,-4.65680913345794e-06,-0.97249740995045,NA,NA,NA,NA,NA,NA,NA,NA
"SOSI",20,48,21,"No","Avg",NA,NA,NA,NA,-10.8531341628794,0.0134144730339026,-4.53862895990911e-06,-2.63208545004705,0.00215748601002378,-6.6879595938202e-07,0,0,0,0,0,0
"SPBE",20,17,33,"Yes","Unavg","Mod.7",0,1,0.121903423759797,-4.00128076130205,0.00486954311516764,-3.58911535402935e-06,NA,NA,NA,1.33452755097898,0.667016377229544,NA,NA,NA,NA
"SPBE",20,17,33,"Yes","Avg",NA,NA,NA,NA,-4.00128076130205,0.00486954311516764,-3.58911535402935e-06,0,0,0,1.33452755097898,0.667016377229544,0,0,0,0
"TITR",20,34,39,"No","Unavg","Mod.6",0,0.688518313253605,0.0522482922284709,-2.28425746205056,0.00182397216679931,-1.48706033231912e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TITR",20,34,39,"No","Unavg","Mod.7",1.58640274125526,0.311481686746395,0.0531170320013196,-2.36767163599017,0.00182595869328481,-1.48833128263612e-06,0.161071089802385,NA,NA,NA,NA,NA,NA,NA,NA
"TITR",20,34,39,"No","Avg",NA,NA,NA,NA,-2.31023944964783,0.00182459093341978,-1.48745621006763e-06,0.050170694737727,0,0,0,0,0,0,0,0
"TRBO",20,10,27,"No","Unavg","Mod.15",0,0.531650157635893,0.216996130881124,-6.11633707790109,0.0101723552458333,-7.54515775739463e-06,3.23192098143462,-0.00317344132970327,NA,NA,NA,NA,NA,NA,NA
"TRBO",20,10,27,"No","Unavg","Mod.7",0.253540263044442,0.468349842364108,0.209317817027678,-4.2528911611473,0.00682495611444279,-6.71186510509166e-06,1.10829397088564,NA,NA,NA,NA,NA,NA,NA,NA
"TRBO",20,10,27,"No","Avg",NA,NA,NA,NA,-5.24359247653541,0.00860460139031682,-7.15488527504537e-06,2.23732060580384,-0.001687160583185,0,0,0,0,0,0,0
"VAAL",20,11,7,"No","Unavg","Mod.6",0,0.631094990758994,0.17450737455719,-20.2516745121437,0.0353008836420136,-1.72997674868246e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VAAL",20,11,7,"No","Unavg","Mod.7",1.07383441574416,0.368905009241006,0.179981278447235,-20.0656544449703,0.0353501907633414,-1.73222168839699e-05,-0.474688091737832,NA,NA,NA,NA,NA,NA,NA,NA
"VAAL",20,11,7,"No","Avg",NA,NA,NA,NA,-20.1830507775441,0.0353190732860627,-1.7308049181886e-05,-0.17511481486914,0,0,0,0,0,0,0,0
"VADE",20,34,60,"No","Unavg","Mod.11",1.76788331993106,0.292361636514096,0.387979787086393,-8.96163532714665,0.00458662178160083,NA,0.155614495968792,0.000490985788272291,NA,NA,NA,NA,NA,NA,NA
"VADE",20,34,60,"No","Unavg","Mod.3",0,0.707638363485904,0.387567218104918,-9.44898483327296,0.0048771166130118,NA,0.961681501279976,NA,NA,NA,NA,NA,NA,NA,NA
"VADE",20,34,60,"No","Avg",NA,NA,NA,NA,-9.30650253410754,0.0047921870687016,0,0.726018432467182,0.000143545408564451,0,0,0,0,0,0,0
"VAME",20,95,114,"Yes","Unavg","Mod.15",0,1,0.0987601005326334,-6.63876784912466,0.0100472571347855,-3.94269516524392e-06,NA,NA,NA,-6.47860101182108,1.06248280239658,0.00409459503511535,-0.000622039975131061,NA,NA
"VAME",20,95,114,"Yes","Avg",NA,NA,NA,NA,-6.63876784912466,0.0100472571347855,-3.94269516524392e-06,0,0,0,-6.47860101182108,1.06248280239658,0.00409459503511535,-0.000622039975131061,0,0
"VASI",20,24,23,"No","Unavg","Mod.6",0,0.728716650789597,0.160324761736829,-10.8306271597389,0.00982865483574864,-2.60620183589112e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VASI",20,24,23,"No","Unavg","Mod.7",1.97624226142517,0.271283349210403,0.160392705774764,-10.8072575553325,0.00982919947211119,-2.60633962070523e-06,-0.048191370052595,NA,NA,NA,NA,NA,NA,NA,NA
"VASI",20,24,23,"No","Avg",NA,NA,NA,NA,-10.8242873751858,0.00982880258652518,-2.60623921461696e-06,-0.0130735162709059,0,0,0,0,0,0,0,0
"ACCI",21,72,58,"No","Unavg","Mod.15",1.81065855424367,0.173683609872674,0.245594419020804,-2.42561397699913,0.00714429331665712,-6.0165793198029e-06,-0.0175737731679644,-0.000415558598570068,NA,NA,NA,NA,NA,NA,NA
"ACCI",21,72,58,"No","Unavg","Mod.6",0.158058097266803,0.396840937210212,0.242176050119515,-2.42499729377167,0.00689587025516346,-5.96976640087672e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ACCI",21,72,58,"No","Unavg","Mod.7",0,0.429475452917114,0.245318693095994,-2.2727249939103,0.00690652710111701,-5.98261436754668e-06,-0.315102013433759,NA,NA,NA,NA,NA,NA,NA,NA
"ACCI",21,72,58,"No","Avg",NA,NA,NA,NA,-2.35970718659107,0.00694359412300187,-5.98341492392914e-06,-0.138380856297454,-7.21757175132788e-05,0,0,0,0,0,0,0
"ACGL",21,15,14,"No","Unavg","Mod.6",0,0.727915720349608,0.0580997618104968,-4.42927189456556,0.00457915813228573,-2.92837703598702e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ACGL",21,15,14,"No","Unavg","Mod.7",1.96814680557338,0.272084279650391,0.0582300457554108,-4.39541771660179,0.00457835551325114,-2.92798904032042e-06,-0.0681691012226225,NA,NA,NA,NA,NA,NA,NA,NA
"ACGL",21,15,14,"No","Avg",NA,NA,NA,NA,-4.42006070494113,0.00457893975226387,-2.92827146846556e-06,-0.0185477408005719,0,0,0,0,0,0,0,0
"ACMI",21,10,21,"Yes","Unavg","Mod.13",0,0.404345463343718,0.127217936378267,-2.65066896154762,-0.00091874780205512,NA,NA,NA,NA,1.61373251201445,-2.70975895690543,0.000957145396097064,0.00248976918056307,NA,NA
"ACMI",21,10,21,"Yes","Unavg","Mod.15",0.171774164525146,0.371066962260507,0.134328041572181,-3.91592133358506,0.00193811323706011,-1.34422436727007e-06,NA,NA,NA,1.42436920779664,-3.48108106829683,0.00126211404546647,0.00313789025664981,NA,NA
"ACMI",21,10,21,"Yes","Unavg","Mod.4",1.17600780467561,0.224587574395776,0.0993099124495164,-3.58073729543895,NA,NA,NA,NA,NA,2.58748552242865,0.210311572444481,NA,NA,NA,NA
"ACMI",21,10,21,"Yes","Avg",NA,NA,NA,NA,-3.32904410686343,0.000347678285674772,-4.98797252559458e-07,0,0,0,1.76215887262424,-2.34015955245251,0.000855346223549734,0.00217109427837557,0,0
"AMAL",21,42,44,"Yes","Unavg","Mod.3",0,1,0.111831535506618,-2.53686905386927,0.00377399743947026,-2.94567043812084e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AMAL",21,42,44,"Yes","Avg",NA,NA,NA,NA,-2.53686905386927,0.00377399743947026,-2.94567043812084e-06,0,0,0,0,0,0,0,0,0
