"Species","Dataset","L.Occ","R.Occ","Fire.Included","Type","Mod.ID","deltaAIC","Weight","Rsquared","Intercept","Elevation.m","Elevation.m2","Data.Type.nofi","Data.Type.Elevation.m.nofi","Data.Type.Elevation.m2.nofi","Resurvey.Burned.fi","Resurvey.Unburned.fi","Elevation.m.Res.Burn.fi","Elevation.m.Res.Unburn.fi","Elevation.m2.Res.Burn.fi","Elevation.m2.Res.Unburn.fi"
"HODI",38,17,11,"No","Unavg","Mod.6",0,0.285804404150903,0.151432195922433,-2.55271939593303,0.00261866860857499,-3.6843232544949e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HODI",38,17,11,"No","Unavg","Mod.7",0.614262505791459,0.210224587258837,0.157253057977899,-2.33571254491344,0.00260868379777621,-3.68328852830358e-06,-0.468791246939006,NA,NA,NA,NA,NA,NA,NA,NA
"HODI",38,17,11,"No","Avg",NA,NA,NA,NA,-2.03432325311571,0.00125832851304303,-2.70196642283875e-06,0.100265772659081,-0.00055319886166606,0,0,0,0,0,0,0
"LIBO",38,48,65,"No","Unavg","Mod.15",0.980511155355771,0.298340620795714,0.208441571243152,-5.46568977261464,0.0117676379718635,-7.64096089924786e-06,1.17014495636048,-0.000975108621230774,NA,NA,NA,NA,NA,NA,NA
"LIBO",38,48,65,"No","Unavg","Mod.6",1.63990968011757,0.214548666090622,0.201063375988185,-4.75818694709342,0.0110414912206034,-7.52655812846423e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LIBO",38,48,65,"No","Unavg","Mod.7",0,0.487110713113664,0.206827202410765,-5.00281488192758,0.0111092757308586,-7.57090173193127e-06,0.422117903127112,NA,NA,NA,NA,NA,NA,NA,NA
"LIBO",38,48,65,"No","Avg",NA,NA,NA,NA,-5.08842466705873,0.0112911488542916,-7.58228936642743e-06,0.55471992551185,-0.000290914511401242,0,0,0,0,0,0,0
"LUPE",38,35,33,"No","Unavg","Mod.6",0,0.72206252469155,0.406608927010655,-32.8271085637454,0.0326416218344306,-8.12100810221843e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LUPE",38,35,33,"No","Unavg","Mod.7",1.90943111001337,0.27793747530845,0.406808584001694,-32.7870653480029,0.0326457806500656,-8.12177570688689e-06,-0.0905823093595813,NA,NA,NA,NA,NA,NA,NA,NA
"LUPE",38,35,33,"No","Avg",NA,NA,NA,NA,-32.8159790534587,0.0326427777251485,-8.12122144832202e-06,-0.025176218371011,0,0,0,0,0,0,0,0
"MANE",38,61,57,"No","Unavg","Mod.6",0,0.713770460210115,0.257404614497342,-4.07256123045509,0.0113451839917388,-8.98114354207503e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MANE",38,61,57,"No","Unavg","Mod.7",1.82753470151113,0.286229539789885,0.257670625628085,-4.02691899352821,0.0113464629110408,-8.98268845498447e-06,-0.0924827995341717,NA,NA,NA,NA,NA,NA,NA,NA
"MANE",38,61,57,"No","Avg",NA,NA,NA,NA,-4.05949707398453,0.011345550056222,-8.98158574178612e-06,-0.0264713091491461,0,0,0,0,0,0,0,0
"MEFE",38,26,13,"No","Unavg","Mod.1",1.49930377381679,0.175599900074308,0.0151480907398917,-2.57963390914451,NA,NA,-0.727534522869195,NA,NA,NA,NA,NA,NA,NA,NA
"MEFE",38,26,13,"No","Unavg","Mod.15",1.93859282206296,0.140972324084695,0.0333713932209563,-5.31794176824679,0.0047260866320499,-1.77107191733366e-06,-0.485449748832222,-0.000206868885123296,NA,NA,NA,NA,NA,NA,NA
"MEFE",38,26,13,"No","Unavg","Mod.3",1.9766029101055,0.138318437356408,0.0201382149647154,-3.06420981304333,0.000421460846243894,NA,-0.729326637409757,NA,NA,NA,NA,NA,NA,NA,NA
"MEFE",38,26,13,"No","Unavg","Mod.31",1.52343703250017,0.17349373388641,0.04128622908888,-4.18447779350178,0.00255038359747058,-8.64743145539406e-07,-4.84428102821592,0.00805662973437596,-3.48410110708271e-06,NA,NA,NA,NA,NA,NA
"MEFE",38,26,13,"No","Unavg","Mod.7",0,0.371615604598179,0.0331701524825392,-5.22890786758759,0.00464660015813678,-1.76712897289398e-06,-0.732224389856384,NA,NA,NA,NA,NA,NA,NA,NA
"MEFE",38,26,13,"No","Avg",NA,NA,NA,NA,-4.29562721552435,0.00289376792226487,-1.05639234314493e-06,-1.40962770256286,0.00136861198764052,-6.04469710305556e-07,0,0,0,0,0,0
"OPHO",38,29,17,"No","Unavg","Mod.11",1.41366765280168,0.108429668544343,0.115253907024717,-0.0601963003562346,-0.00270420407949998,NA,-1.30518663665494,0.000940170805646479,NA,NA,NA,NA,NA,NA,NA
"OPHO",38,29,17,"No","Unavg","Mod.15",0.651526017311312,0.158724907829224,0.123277084074831,-1.34185271165511,0.000705584230706078,-1.9390809250328e-06,-1.54991908383557,0.00128182135974223,NA,NA,NA,NA,NA,NA,NA
"OPHO",38,29,17,"No","Unavg","Mod.2",1.96478814680097,0.0823140244509389,0.102034293290726,-0.627308766411759,-0.00229216263183404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OPHO",38,29,17,"No","Unavg","Mod.3",0.457174600906285,0.174923419023124,0.112222838345945,-0.355498832471713,-0.00230520843169069,NA,-0.594289340313894,NA,NA,NA,NA,NA,NA,NA,NA
"OPHO",38,29,17,"No","Unavg","Mod.31",0.752832624687699,0.150885196666501,0.128792207940011,-0.476694350705146,-0.00161149233818353,-6.02477747479233e-07,-4.26007587446422,0.00817827790213569,-3.84802569265502e-06,NA,NA,NA,NA,NA,NA
"OPHO",38,29,17,"No","Unavg","Mod.6",1.48033348466942,0.104874964960761,0.109250874573577,-1.90578101638594,0.00100212524630859,-1.79561814389323e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OPHO",38,29,17,"No","Unavg","Mod.7",0,0.219847818525107,0.119360179390592,-1.63448059441823,0.000983782339839916,-1.79162944027063e-06,-0.59042605460514,NA,NA,NA,NA,NA,NA,NA,NA
"OPHO",38,29,17,"No","Avg",NA,NA,NA,NA,-0.964465724521243,-0.000694904318349597,-9.808866284874e-07,-1.26407310766034,0.00153938045566698,-5.80610113414003e-07,0,0,0,0,0,0
"PAMY",38,127,108,"Yes","Unavg","Mod.7",0,1,0.0407656708657473,-1.61337969553281,0.00300719001887683,-1.65626767033995e-06,NA,NA,NA,0.420724041627722,-0.320179604984255,NA,NA,NA,NA
"PAMY",38,127,108,"Yes","Avg",NA,NA,NA,NA,-1.61337969553281,0.00300719001887683,-1.65626767033995e-06,0,0,0,0.420724041627722,-0.320179604984255,0,0,0,0
"PHEM",38,61,50,"No","Unavg","Mod.11",1.30655246708466,0.20932322845966,0.412101254246212,-9.55920252510359,0.00556976826791008,NA,0.952471667383908,-0.000825442237637809,NA,NA,NA,NA,NA,NA,NA
"PHEM",38,61,50,"No","Unavg","Mod.2",0.0702723129380729,0.388393764521704,0.407676698615511,-9.03684240052906,0.00512759058953244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PHEM",38,61,50,"No","Unavg","Mod.3",0,0.402283007018636,0.410991084852248,-8.89782476175225,0.00515560882293334,NA,-0.377687235422084,NA,NA,NA,NA,NA,NA,NA,NA
"PHEM",38,61,50,"No","Avg",NA,NA,NA,NA,-9.09026007446783,0.00523141990790711,0,0.0474372876550032,-0.000172784234089312,0,0,0,0,0,0,0
"POMU",38,20,7,"No","Unavg","Mod.11",1.95433577872961,0.210657459341648,0.209470427233261,0.413223879817703,-0.00406927092034921,NA,-1.3955549641116,0.000390474175727155,NA,NA,NA,NA,NA,NA,NA
"POMU",38,20,7,"No","Unavg","Mod.3",0,0.559700202798593,0.209273227332632,0.343851922025371,-0.0039578043856772,NA,-1.15828713712065,NA,NA,NA,NA,NA,NA,NA,NA
"POMU",38,20,7,"No","Unavg","Mod.7",1.78175648488335,0.22964233785976,0.21021570698731,0.755114563383078,-0.00517278889222656,7.61848508682863e-07,-1.16594057432902,NA,NA,NA,NA,NA,NA,NA,NA
"POMU",38,20,7,"No","Avg",NA,NA,NA,NA,0.452908956839224,-0.0042602975252202,1.74952672628904e-07,-1.21002692795127,8.22562977972066e-05,0,0,0,0,0,0,0
"PTAQ",38,47,21,"No","Unavg","Mod.15",0.610779417146205,0.424240455740567,0.102053472780266,-2.46636498851659,0.00354087508814895,-2.65121855132304e-06,-1.76388191115489,0.000984102437955262,NA,NA,NA,NA,NA,NA,NA
"PTAQ",38,47,21,"No","Unavg","Mod.7",0,0.575759544259433,0.0989909686300886,-2.69355306602564,0.00374079487407489,-2.58113493696196e-06,-0.910701235534107,NA,NA,NA,NA,NA,NA,NA,NA
"PTAQ",38,47,21,"No","Avg",NA,NA,NA,NA,-2.59717069248438,0.00365598081298211,-2.61086724145845e-06,-1.27265499418851,0.000417496066773544,0,0,0,0,0,0,0
"RHAL",38,24,14,"No","Unavg","Mod.11",1.79179940460574,0.20223942950708,0.146666016424622,-5.76060749035456,0.00232653668633707,NA,-1.27653615644774,0.000428010513744699,NA,NA,NA,NA,NA,NA,NA
"RHAL",38,24,14,"No","Unavg","Mod.2",0.98741917237146,0.302367270568496,0.135990687827624,-6.23681174928492,0.00246340680399848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RHAL",38,24,14,"No","Unavg","Mod.3",0,0.495393299924424,0.145970498831339,-5.99279826629168,0.00247801066833604,NA,-0.605091751791662,NA,NA,NA,NA,NA,NA,NA,NA
"RHAL",38,24,14,"No","Avg",NA,NA,NA,NA,-6.01962182706393,0.0024429609260319,0,-0.557924343702274,8.65606021227601e-05,0,0,0,0,0,0,0
"RULA",38,18,10,"No","Unavg","Mod.15",1.97638933602821,0.174578608301619,0.196567666758586,-25.0576362376278,0.0326391293611456,-1.13733217963901e-05,-1.07959408056882,0.00030077086589066,NA,NA,NA,NA,NA,NA,NA
"RULA",38,18,10,"No","Unavg","Mod.6",0.548825342206044,0.356436860400394,0.185762016192692,-25.3593081776018,0.0325561691568081,-1.130689048204e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RULA",38,18,10,"No","Unavg","Mod.7",0,0.468984531297987,0.196468488942735,-25.186190331538,0.0327096069939456,-1.13604227586888e-05,-0.645880132949653,NA,NA,NA,NA,NA,NA,NA,NA
"RULA",38,18,10,"No","Avg",NA,NA,NA,NA,-25.2254531182619,0.0326426122059591,-1.13435937781204e-05,-0.491381823542444,5.25081591848643e-05,0,0,0,0,0,0,0
"RUPA",38,33,21,"No","Unavg","Mod.15",1.96916158660804,0.155421526424121,0.109645892445102,-5.70643089312444,0.00960280739866187,-5.52052786387591e-06,-0.338998768219253,-0.000190872919772477,NA,NA,NA,NA,NA,NA,NA
"RUPA",38,33,21,"No","Unavg","Mod.31",1.78394463893522,0.170502408863308,0.115303964338832,-7.49810947081765,0.0137856877403166,-7.75501492837299e-06,3.23249955869147,-0.00856535231269617,4.4492988453829e-06,NA,NA,NA,NA,NA,NA
"RUPA",38,33,21,"No","Unavg","Mod.6",0.955052381722851,0.258060887066466,0.101914676190543,-5.85397437553967,0.00949173434066857,-5.49959608876764e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RUPA",38,33,21,"No","Unavg","Mod.7",0,0.416015177646105,0.109566044098582,-5.63733572159783,0.0095164816228103,-5.51406170181843e-06,-0.502405327458977,NA,NA,NA,NA,NA,NA,NA,NA
"RUPA",38,33,21,"No","Avg",NA,NA,NA,NA,-6.02124696842574,0.0102514221280497,-5.89342159693722e-06,0.289453013840747,-0.00149007896262167,7.58616170890519e-07,0,0,0,0,0,0
"RUPE",38,23,22,"No","Unavg","Mod.6",0,0.729016178258604,0.038555740869302,-6.94923328840277,0.00778291285852464,-3.14274860277787e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RUPE",38,23,22,"No","Unavg","Mod.7",1.97927360686919,0.270983821741396,0.0386169117146399,-6.92726288894843,0.00778302239160013,-3.14275857485022e-06,-0.0446633550908295,NA,NA,NA,NA,NA,NA,NA,NA
"RUPE",38,23,22,"No","Avg",NA,NA,NA,NA,-6.94327966559345,0.00778294254021604,-3.14275130504815e-06,-0.012103046654306,0,0,0,0,0,0,0,0
"RUSP",38,15,21,"No","Unavg","Mod.11",1.99417101390497,0.117783901352209,0.0539990148385278,-1.32821133618262,-0.00198647752806292,NA,-0.344845862085613,0.000853479974301246,NA,NA,NA,NA,NA,NA,NA
"RUSP",38,15,21,"No","Unavg","Mod.2",0,0.319238064446119,0.0470242836593715,-1.56017521095546,-0.00145454266101877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RUSP",38,15,21,"No","Unavg","Mod.3",0.904288963338558,0.203119124334954,0.0508343242878233,-1.75407472774563,-0.00145673415117443,NA,0.363459568602471,NA,NA,NA,NA,NA,NA,NA,NA
"RUSP",38,15,21,"No","Unavg","Mod.6",0.746266025290538,0.219818915344386,0.0513838065820098,-2.54430835678259,0.000884396787543104,-1.15432192211905e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RUSP",38,15,21,"No","Unavg","Mod.7",1.64801810202493,0.140039994522332,0.0552026685517716,-2.7405381937696,0.000887109591229941,-1.15660041120474e-06,0.363691883399175,NA,NA,NA,NA,NA,NA,NA,NA
"RUSP",38,15,21,"No","Avg",NA,NA,NA,NA,-1.95386740718916,-0.000675573057268724,-4.15712108128096e-07,0.0841397076631218,0.000100526201099184,0,0,0,0,0,0,0
"SOSI",38,48,18,"No","Unavg","Mod.15",1.457014258698,0.325522413058669,0.162673103080964,-10.583242685572,0.0131117678476728,-4.4643651736045e-06,-2.13611011824006,0.000696584159634144,NA,NA,NA,NA,NA,NA,NA
"SOSI",38,48,18,"No","Unavg","Mod.7",0,0.674477586941331,0.161451295820796,-10.7325142766421,0.0131234009629213,-4.39964319664377e-06,-1.1391365014397,NA,NA,NA,NA,NA,NA,NA,NA
"SOSI",38,48,18,"No","Avg",NA,NA,NA,NA,-10.6839230281158,0.0131196141231742,-4.42071165076195e-06,-1.46367375893639,0.000226753756542552,0,0,0,0,0,0,0
"SPBE",38,17,27,"No","Unavg","Mod.15",1.97390475377574,0.175425255630157,0.102779960496101,-3.52790324214528,0.00366351951366159,-2.90785262311737e-06,0.656031311433234,-0.000182878903003725,NA,NA,NA,NA,NA,NA,NA
"SPBE",38,17,27,"No","Unavg","Mod.6",0.570297158226992,0.353900873697039,0.0949908990225558,-3.15455794478799,0.00353842069128702,-2.89744844524351e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPBE",38,17,27,"No","Unavg","Mod.7",0,0.470673870672804,0.102701675920681,-3.44101316559888,0.0035516567912122,-2.90734065822704e-06,0.513424452287435,NA,NA,NA,NA,NA,NA,NA,NA
"SPBE",38,17,27,"No","Avg",NA,NA,NA,NA,-3.3548791265687,0.00356659607056551,-2.90392960698113e-06,0.356739934765754,-3.20815783087912e-05,0,0,0,0,0,0,0
"TITR",38,34,38,"No","Unavg","Mod.2",1.70923440582993,0.230401357147699,0.0387898519266033,-1.02881362369042,-0.00119046722159348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TITR",38,34,38,"No","Unavg","Mod.6",0,0.541552504043962,0.0466540998453961,-2.31154402391476,0.00174505097635533,-1.3995703198744e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TITR",38,34,38,"No","Unavg","Mod.7",1.72978410088223,0.228046138808339,0.0472270064319742,-2.3789001140351,0.00174655986804401,-1.40048931086395e-06,0.130736912129597,NA,NA,NA,NA,NA,NA,NA,NA
"TITR",38,34,38,"No","Avg",NA,NA,NA,NA,-2.03136149512563,0.00106904769653964,-1.07731699109847e-06,0.0298140480108797,0,0,0,0,0,0,0,0
"TRBO",38,10,22,"No","Unavg","Mod.15",0,0.415633212710646,0.191246094664234,-5.14218165359283,0.00746871416842487,-5.80959852047468e-06,2.82034107303299,-0.00293183749533082,NA,NA,NA,NA,NA,NA,NA
"TRBO",38,10,22,"No","Unavg","Mod.31",1.63517649756903,0.183500046763342,0.192631420301305,-4.16005139126886,0.00476880108613714,-4.11784094216176e-06,1.01735885743883,0.00249039023789262,-3.77606463186985e-06,NA,NA,NA,NA,NA,NA
"TRBO",38,10,22,"No","Unavg","Mod.7",0.072348233867416,0.400866740526013,0.18337687264815,-3.50424178154564,0.00448488909333141,-5.02823898876603e-06,0.867905958523525,NA,NA,NA,NA,NA,NA,NA,NA
"TRBO",38,10,22,"No","Avg",NA,NA,NA,NA,-4.30536508684354,0.00577716375941561,-5.18593987708704e-06,1.70682745171605,-0.000761582312217619,-6.92908036529518e-07,0,0,0,0,0,0
"VAAL",38,11,8,"No","Unavg","Mod.6",0,0.681014468070533,0.155413222111214,-17.146115565667,0.0295211760302966,-1.46775273540742e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VAAL",38,11,8,"No","Unavg","Mod.7",1.51687560790359,0.318985531929467,0.15815022933449,-17.0010975877341,0.0295357652360955,-1.46838518352521e-05,-0.331165532255759,NA,NA,NA,NA,NA,NA,NA,NA
"VAAL",38,11,8,"No","Avg",NA,NA,NA,NA,-17.0998569288368,0.0295258297758688,-1.46795447720669e-05,-0.105637013463308,0,0,0,0,0,0,0,0
"VADE",38,34,69,"No","Unavg","Mod.11",1.13801615368777,0.361465737432115,0.421947349984317,-8.96163532714666,0.00458662178160083,NA,-0.30593870350141,0.000968265494357508,NA,NA,NA,NA,NA,NA,NA
"VADE",38,34,69,"No","Unavg","Mod.3",0,0.638534262567885,0.420501704610158,-9.92961590294131,0.00516173611225635,NA,1.27787691677726,NA,NA,NA,NA,NA,NA,NA,NA
"VADE",38,34,69,"No","Avg",NA,NA,NA,NA,-9.57972409029173,0.00495385198661818,0,0.705381835636726,0.000349994800948008,0,0,0,0,0,0,0
"VAME",38,95,110,"Yes","Unavg","Mod.15",0,1,0.0992841215180497,-6.7325055861264,0.0102227471816424,-4.01574730217373e-06,NA,NA,NA,-6.55288456034636,0.956440162845546,0.0041452339693667,-0.000581688506193179,NA,NA
"VAME",38,95,110,"Yes","Avg",NA,NA,NA,NA,-6.7325055861264,0.0102227471816424,-4.01574730217373e-06,0,0,0,-6.55288456034636,0.956440162845546,0.0041452339693667,-0.000581688506193179,0,0
"VASI",38,24,24,"No","Unavg","Mod.6",0,0.731058192050582,0.169833897850707,-11.0419080935417,0.00995535665122273,-2.59174716835008e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VASI",38,24,24,"No","Unavg","Mod.7",1.99999606759121,0.268941807949418,0.169833908927391,-11.0422120248911,0.00995535180777431,-2.59174574974093e-06,0.000615934124655729,NA,NA,NA,NA,NA,NA,NA,NA
"VASI",38,24,24,"No","Avg",NA,NA,NA,NA,-11.0419898333883,0.00995535534861696,-2.59174678682677e-06,0.000165650437062654,0,0,0,0,0,0,0,0
"ACCI",39,72,59,"No","Unavg","Mod.15",1.83893996521101,0.171290028181267,0.250257716523651,-2.60475806492999,0.00764650323508652,-6.33615243008008e-06,0.0917194957332485,-0.000537235494708524,NA,NA,NA,NA,NA,NA,NA
"ACCI",39,72,59,"No","Unavg","Mod.6",0,0.429588671788295,0.24712472070254,-2.54581804285183,0.00732142322427915,-6.27583047214042e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ACCI",39,72,59,"No","Unavg","Mod.7",0.1471255856992,0.399121300030437,0.24981092455787,-2.40476726202987,0.00733189748219559,-6.28787511458744e-06,-0.291825007715265,NA,NA,NA,NA,NA,NA,NA,NA
"ACCI",39,72,59,"No","Avg",NA,NA,NA,NA,-2.49961750988264,0.00738128668792798,-6.29097029536771e-06,-0.100762941451789,-9.20230830286002e-05,0,0,0,0,0,0,0
"ACGL",39,15,14,"No","Unavg","Mod.6",0,0.727919901398454,0.0647927796270882,-4.50635961836165,0.00491817855000653,-3.18608371163099e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ACGL",39,15,14,"No","Unavg","Mod.7",1.96818902698777,0.272080098601546,0.064922890880612,-4.47247200805666,0.00491731541210791,-3.18566511202294e-06,-0.0681817329375132,NA,NA,NA,NA,NA,NA,NA,NA
"ACGL",39,15,14,"No","Avg",NA,NA,NA,NA,-4.4971394740085,0.00491794370736197,-3.18596981900836e-06,-0.0185508926204629,0,0,0,0,0,0,0,0
"ACMI",39,10,21,"Yes","Unavg","Mod.13",0,0.447815434000813,0.126270916538146,-2.65066896154761,-0.000918747802055123,NA,NA,NA,NA,1.72427729266531,-2.65351078801029,0.000859609551046011,0.00245004643843528,NA,NA
"ACMI",39,10,21,"Yes","Unavg","Mod.15",1.0026999829129,0.271247361710824,0.130149489903531,-3.56536784111482,0.00115116606355423,-9.70565765923704e-07,NA,NA,NA,1.60232777473951,-3.18392659634995,0.00106486648747252,0.00289674764914934,NA,NA
"ACMI",39,10,21,"Yes","Unavg","Mod.4",0.932499995550842,0.280937204288363,0.0993099124495167,-3.58073729543895,NA,NA,NA,NA,NA,2.58748552242865,0.21031157244448,NA,NA,NA,NA
"ACMI",39,10,21,"Yes","Avg",NA,NA,NA,NA,-3.16006941691063,-9.91786880844875e-05,-2.6326340337365e-07,0,0,0,1.93370611445445,-1.99283042910747,0.000673788649474106,0.00188290376652383,0,0
"AMAL",39,42,42,"No","Unavg","Mod.6",0,0.73101065632803,0.121956870565727,-2.66005091407883,0.00419311022421823,-3.27714908834719e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AMAL",39,42,42,"No","Unavg","Mod.7",1.99951254633766,0.26898934367197,0.12195780278202,-2.66273487830514,0.00419319339553521,-3.27719268004918e-06,0.00530504688027762,NA,NA,NA,NA,NA,NA,NA,NA
"AMAL",39,42,42,"No","Avg",NA,NA,NA,NA,-2.6607728718545,0.00419313259641619,-3.2771608140505e-06,0.00142700107847491,0,0,0,0,0,0,0,0
"ARUV",39,42,26,"Yes","Unavg","Mod.15",0.684205785596589,0.32202814647793,0.0531591667829195,-2.09353876988985,0.00175719409722318,-1.45647570745598e-06,NA,NA,NA,0.128718216838848,-1.90373718496366,0.000177743765661859,0.0012859358838057,NA,NA
"ARUV",39,42,26,"Yes","Unavg","Mod.5",1.40495945075259,0.224586766567979,0.0383434231595589,-1.09788749492392,-0.000928441986938796,NA,NA,NA,NA,0.198280155044103,-0.647609190676377,NA,NA,NA,NA
"ARUV",39,42,26,"Yes","Unavg","Mod.7",0,0.453385086954092,0.0458495763060183,-2.37109255296532,0.00191373026747246,-1.32107780709644e-06,NA,NA,NA,0.290581732360745,-0.657643417997487,NA,NA,NA,NA
"ARUV",39,42,26,"Yes","Avg",NA,NA,NA,NA,-1.99576741549008,0.00122500693806288,-1.06798314890572e-06,0,0,0,0.217727411676158,-1.05666712944225,5.72384954040959e-05,0.000414107549151409,0,0
"ATFI",39,24,30,"No","Unavg","Mod.2",1.68648476747848,0.218249215607356,0.0686953117231105,-0.887947370107291,-0.00173018383490392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ATFI",39,24,30,"No","Unavg","Mod.6",0,0.507187107809179,0.0782405405717825,-2.35234864962596,0.00181957191407961,-1.80688909606189e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ATFI",39,24,30,"No","Unavg","Mod.7",1.22739355482599,0.274563676583465,0.0802410114252642,-2.48589899674491,0.00182255287001489,-1.80918728034851e-06,0.253552478284827,NA,NA,NA,NA,NA,NA,NA,NA
"ATFI",39,24,30,"No","Avg",NA,NA,NA,NA,-2.06941229335058,0.00104565896848758,-1.4131679660841e-06,0.0696163006447313,0,0,0,0,0,0,0,0
"CAME",39,32,29,"No","Unavg","Mod.6",0,0.708756954219172,0.40048817874947,-28.4360891222955,0.0268540616296244,-6.32064046070138e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAME",39,32,29,"No","Unavg","Mod.7",1.7787090789916,0.291243045780828,0.401014066585826,-28.3693934627215,0.0268566907473291,-6.32018062100967e-06,-0.147586903851596,NA,NA,NA,NA,NA,NA,NA,NA
"CAME",39,32,29,"No","Avg",NA,NA,NA,NA,-28.4166644752608,0.0268548273418724,-6.32050653558899e-06,-0.042983659395101,0,0,0,0,0,0,0,0
"CARU",39,33,18,"Yes","Unavg","Mod.31",0,0.718485402561964,0.0931477079913142,-3.60285653327252,0.00395704852729322,-2.25553863691441e-06,NA,NA,NA,1.06370265905886,-12.3390144581981,-0.00202621173670772,0.0209972482617159,1.29738603133607e-06,-8.88766337104582e-06
"CARU",39,33,18,"Yes","Unavg","Mod.7",1.87392217324805,0.281514597438036,0.066519311424406,-4.83125098445878,0.00610400770445363,-3.04974124900373e-06,NA,NA,NA,0.683761491330916,-0.907536719986281,NA,NA,NA,NA
"CARU",39,33,18,"Yes","Avg",NA,NA,NA,NA,-3.94866750269334,0.00456144887576743,-2.47911826554097e-06,0,0,0,0.95674367417579,-9.12088660460354,-0.00145580355532422,0.0150862163700125,9.32152925002767e-07,-6.38565639498107e-06
"CEVE",39,26,21,"Yes","Unavg","Mod.7",0,1,0.119928599957759,-6.31694792152669,0.00851203592857845,-4.10754612072978e-06,NA,NA,NA,1.96846458641901,-0.826193734524859,NA,NA,NA,NA
"CEVE",39,26,21,"Yes","Avg",NA,NA,NA,NA,-6.31694792152669,0.00851203592857845,-4.10754612072978e-06,0,0,0,1.96846458641901,-0.826193734524859,0,0,0,0
"CHUM",39,61,47,"No","Unavg","Mod.15",0,0.392664677715292,0.159381389719857,-4.29936320290981,0.00865086336840002,-5.3202958893976e-06,0.873171834426339,-0.0015181404268286,NA,NA,NA,NA,NA,NA,NA
"CHUM",39,61,47,"No","Unavg","Mod.31",1.32899904673604,0.202038139083092,0.16047394562674,-3.79584260597699,0.00743773553899695,-4.66706131480801e-06,-0.515180841660422,0.00204778239484708,-2.07649429367482e-06,NA,NA,NA,NA,NA,NA
"CHUM",39,61,47,"No","Unavg","Mod.6",1.46601659944133,0.18866023721124,0.150481359557771,-3.7570924282466,0.00754495033265977,-5.04323651227943e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHUM",39,61,47,"No","Unavg","Mod.7",1.18946623565785,0.216636945990377,0.154188147953776,-3.6029159261631,0.00755930998680733,-5.05369243276754e-06,-0.332311652968195,NA,NA,NA,NA,NA,NA,NA,NA
"CHUM",39,61,47,"No","Avg",NA,NA,NA,NA,-3.94445169445709,0.00796065267264605,-5.07829134511926e-06,0.166786576798712,-0.000182389977125187,-4.19531042910719e-07,0,0,0,0,0,0
"CLUN",39,44,48,"No","Unavg","Mod.6",0,0.705980483921706,0.140374811332408,-7.31218263682884,0.0136478397898395,-7.34876094792602e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CLUN",39,44,48,"No","Unavg","Mod.7",1.75188289517308,0.294019516078294,0.140821971867753,-7.37433947569617,0.0136551195548158,-7.35261944238764e-06,0.116284162688554,NA,NA,NA,NA,NA,NA,NA,NA
"CLUN",39,44,48,"No","Avg",NA,NA,NA,NA,-7.33045796051357,0.013649980182815,-7.34989542060042e-06,0.0341898132412584,0,0,0,0,0,0,0,0
"COCA",39,20,23,"No","Unavg","Mod.6",0,0.706179996159982,0.104643172432422,-3.74019914733363,0.0050264934302116,-3.77354003203968e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COCA",39,20,23,"No","Unavg","Mod.7",1.75380561810977,0.293820003840018,0.105394222417626,-3.82356866321961,0.00503037455014267,-3.77587618079804e-06,0.159065505904502,NA,NA,NA,NA,NA,NA,NA,NA
"COCA",39,20,23,"No","Avg",NA,NA,NA,NA,-3.76469477881139,0.00502763378088465,-3.77422643927683e-06,0.0467366275556751,0,0,0,0,0,0,0,0
"COST",39,12,12,"No","Unavg","Mod.2",0,0.731053572386867,0.0975333350548904,-1.21897248071244,-0.00245302580941417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
