"Species","Dataset","L.Occ","R.Occ","Fire.Included","Type","Rsquared","Intercept","Elevation.m","Elevation.m2","Data.Type.nofi","Data.Type.Elevation.m.nofi","Data.Type.Elevation.m2.nofi","Resurvey.Burned.fi","Resurvey.Unburned.fi","Elevation.m.Res.Burn.fi","Elevation.m.Res.Unburn.fi","Elevation.m2.Res.Burn.fi","Elevation.m2.Res.Unburn.fi"
"CAME",19,32,27,"No","Unavg",0.379121629381711,-8.00463174064323,162.271541396886,-40.0630833839369,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CARU",19,33,16,"Yes","Unavg",0.0689383416459839,-2.53443578145409,-15.320442208671,-16.8222964792249,NA,NA,NA,0.408474067886133,-0.991040370274154,NA,NA,NA,NA
"CEVE",19,26,19,"Yes","Unavg",0.0949874796804857,-2.82243547873805,-10.9746592338799,-21.0646841661658,NA,NA,NA,1.60711578821064,-0.823585431455181,NA,NA,NA,NA
"CHUM",19,61,53,"No","Unavg",0.159854185942773,-2.77042157416571,-57.3997916922092,-31.1818645733026,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CLUN",19,44,53,"No","Unavg",0.147466094547363,-2.89085750790725,-46.1854723970628,-42.982413119538,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COCA",19,20,22,"No","Unavg",0.102427947096329,-3.68872226630349,-48.1614672154575,-21.9207652449791,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EPAN",19,18,24,"Yes","Unavg",0.110230891562684,-3.13973230230568,-3.40122632536312,-18.2010780572052,NA,NA,NA,2.42757925690729,-0.248916072848844,NA,NA,NA,NA
"GAOV",19,11,9,"No","Unavg",0.096856471565593,-4.36331124893833,-8.11099485904441,-44.6830742741502,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GASH",19,21,20,"No","Unavg",0.188588135803711,-3.92687674715325,-49.2458047929696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOOB",19,20,42,"No","Unavg",0.0886946462171209,-3.25644582343537,-27.6093862661947,-16.0252615607117,0.837258631124152,NA,NA,NA,NA,NA,NA,NA,NA
"GYDR",19,17,26,"No","Unavg",0.0670555046646171,-3.42865932091913,-27.2567117920549,-16.6070472890891,0.465459521022673,NA,NA,NA,NA,NA,NA,NA,NA
"HIAL",19,12,11,"No","Unavg",0.0731959246330945,-3.82457630861424,-26.4290248025225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HODI",19,17,10,"No","Unavg",0.167639546936041,-4.58101267524439,-71.1789209849262,-23.9754142999256,-2.077521600858,-41.0737069715464,NA,NA,NA,NA,NA,NA,NA
"LIBO",19,48,62,"No","Unavg",0.202124374074708,-3.71402063639856,-83.5440391758403,-42.4305003020008,0.354108637052974,NA,NA,NA,NA,NA,NA,NA,NA
"MANE",19,61,56,"No","Unavg",0.257910336603564,-4.66391331873467,-125.56770718721,-51.4490787278788,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MEFE",19,26,15,"No","Unavg",0.0645870793805602,-2.61930086176514,7.07833882444436,-4.88207782983458,-1.44594056769552,12.1834499301377,-40.4103383648634,NA,NA,NA,NA,NA,NA
"OPHO",19,29,13,"No","Unavg",0.153337520488785,-3.14102964885333,-39.2098281640496,-3.40140684445929,-2.01423355737561,-29.4929401130791,-60.0435171794064,NA,NA,NA,NA,NA,NA
"PAMY",19,127,105,"Yes","Unavg",0.0540002424470066,-0.716501120329972,-12.5999253205071,-11.3356607276092,NA,NA,NA,0.573419475245185,-0.38920528747258,NA,NA,NA,NA
"POMU",19,20,10,"No","Unavg",0.198379678275042,-4.03774441791359,-51.4455000433813,NA,-0.775773802885846,NA,NA,NA,NA,NA,NA,NA,NA
"PTAQ",19,47,19,"No","Unavg",0.105407488971768,-2.31492287100523,-29.7324657299654,-13.5069065429044,-1.0199580208226,NA,NA,NA,NA,NA,NA,NA,NA
"RULA",19,18,11,"No","Unavg",0.187714190308036,-5.75750030294432,83.3244157557099,-63.7255750445687,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RUPA",19,33,21,"No","Unavg",0.10919639481143,-3.12883915913146,-42.9089743543912,-30.533835192103,-0.502315121998416,NA,NA,NA,NA,NA,NA,NA,NA
"RUPE",19,23,22,"No","Unavg",0.0371040424407419,-2.89963964049682,4.6673978243905,-17.7487215354422,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RUSP",19,15,21,"No","Unavg",0.0565346821868776,-3.21870048575494,-21.1546862359365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOSI",19,48,21,"No","Unavg",0.159673513820964,-2.65261995311849,39.6008194667326,-25.6517440982743,-0.972609018143695,NA,NA,NA,NA,NA,NA,NA,NA
"SPBE",19,17,29,"No","Unavg",0.109207656476272,-3.79917157772083,-43.6843256178794,-18.1572596814623,0.594925221981857,NA,NA,NA,NA,NA,NA,NA,NA
"TITR",19,34,38,"No","Unavg",0.0497786553176881,-2.44075213198121,-20.5849374925585,-9.33173343039716,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TRBO",19,10,24,"No","Unavg",0.191273949188907,-6.282836376114,-108.343776485513,-37.4819446555709,0.967329705727764,NA,NA,NA,NA,NA,NA,NA,NA
"VAME",19,95,110,"Yes","Unavg",0.102656090973184,-1.26910904491548,11.8719498505001,-23.2944105599318,NA,NA,NA,-1.90476664449527,0.311694532564972,53.0443077653192,-7.05311154980855,NA,NA
"VASI",19,24,27,"No","Unavg",0.175530180165609,-3.81937187887612,54.5058310771433,-17.2700322797898,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ACCI",2,72,56,"No","Unavg",0.246965338864583,-3.36950957663491,-91.7825873585988,-33.6083529261724,-0.365685982837619,NA,NA,NA,NA,NA,NA,NA,NA
"ACGL",2,15,10,"No","Unavg",0.0565664153845683,-3.75999844857455,-28.8486038662967,-12.6726074357875,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ACMI",2,10,17,"Yes","Unavg",0.0608627019123361,-3.58073729543892,NA,NA,NA,NA,NA,2.12545006283201,0.111881265309764,NA,NA,NA,NA
"AMAL",2,42,43,"No","Unavg",0.114850705232758,-2.71259552233485,-41.7514156656978,-18.2833242713204,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ARUV",2,42,28,"Yes","Unavg",0.0534976842596199,-2.28581424129285,-21.8305367783246,-9.30334617103826,NA,NA,NA,0.658135910356214,-0.417722481308219,8.58965659015978,19.5023739803465,NA,NA
"ATFI",2,24,27,"No","Unavg",0.0794483462168821,-3.04770830538801,-31.500671951319,-9.87712607958046,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAME",2,32,29,"No","Unavg",0.396072620531152,-7.67087818137319,153.356065900089,-34.1587271179488,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CARU",2,33,22,"Yes","Unavg",0.0602954739813072,-2.50483000450763,-12.801245623252,-16.3908969342422,NA,NA,NA,0.899971503718949,-0.686984965508408,NA,NA,NA,NA
"CEVE",2,26,18,"Yes","Unavg",0.117292683900974,-2.84711908922899,-12.1814554182008,-22.0638803581028,NA,NA,NA,1.79081268310468,-1.03366485033017,NA,NA,NA,NA
"CHUM",2,61,45,"No","Unavg",0.153270814416343,-2.59665286587208,-54.0423800204679,-29.7522697768609,-0.386211607559345,NA,NA,NA,NA,NA,NA,NA,NA
"CLUN",2,44,51,"No","Unavg",0.144902101445921,-2.90284098749887,-45.9106878865006,-42.3594259009023,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COCA",2,20,21,"No","Unavg",0.0991012002711036,-3.66711845053194,-46.3751258582783,-20.8275488157208,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EPAN",2,18,20,"Yes","Unavg",0.091337701033541,-3.12679621257862,-0.643089829264518,-17.5638339921696,NA,NA,NA,1.56269706765734,-0.332604554979914,-32.6039348635375,-0.9774724157118,NA,NA
"GAOV",2,11,9,"No","Unavg",0.096856471565593,-4.36331124893833,-8.11099485904441,-44.6830742741502,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GASH",2,21,23,"No","Unavg",0.175862415514378,-3.71697100145727,-45.6678298563127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOOB",2,20,46,"No","Unavg",0.117549389138446,-3.46893616097916,-36.404108258871,-21.2051870652531,0.955220808203333,NA,NA,NA,NA,NA,NA,NA,NA
"GYDR",2,17,26,"No","Unavg",0.0670555046646171,-3.42865932091913,-27.2567117920549,-16.6070472890891,0.465459521022673,NA,NA,NA,NA,NA,NA,NA,NA
"HIAL",2,12,7,"No","Unavg",0.0715949922706886,-4.03287556128755,-26.7179388063188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HODI",2,17,9,"No","Unavg",0.155023722158418,-4.65530088526239,-72.1410987641906,-19.085719413086,-0.680455056311862,NA,NA,NA,NA,NA,NA,NA,NA
"LIBO",2,48,65,"No","Unavg",0.209532929388619,-3.79838433293846,-86.4386154344791,-44.1933325698008,0.423212203458046,NA,NA,NA,NA,NA,NA,NA,NA
"MANE",2,61,59,"No","Unavg",0.260857093212223,-4.61552687111027,-125.182201321598,-51.1850275738397,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MEFE",2,26,10,"No","Unavg",0.0267245838008933,-2.5796339091445,NA,NA,-0.998313984209644,NA,NA,NA,NA,NA,NA,NA,NA
"OPHO",2,29,16,"No","Unavg",0.131374109805787,-3.14102964885333,-39.2098281640497,-3.4014068444593,-0.889266429749366,-3.25284206427212,-35.0853596356948,NA,NA,NA,NA,NA,NA
"PAMY",2,127,108,"Yes","Unavg",0.0462964895087206,-0.703977065306432,-11.0178716347583,-10.7738014197357,NA,NA,NA,0.562097991271322,-0.338883278839162,NA,NA,NA,NA
"POMU",2,20,10,"No","Unavg",0.203158510888144,-4.08336819342679,-52.6710699431749,NA,-0.778023703613578,NA,NA,NA,NA,NA,NA,NA,NA
"PTAQ",2,47,19,"No","Unavg",0.108009317657803,-2.32716668643294,-30.4663527366117,-12.9591507479028,-1.02144550535689,NA,NA,NA,NA,NA,NA,NA,NA
"RULA",2,18,16,"No","Unavg",0.189353634976309,-5.36527173890677,77.0100592117861,-60.8864876103858,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RUPA",2,33,22,"No","Unavg",0.104596698213123,-3.07745164965186,-41.5310766508043,-28.2751557661426,-0.450503300299551,NA,NA,NA,NA,NA,NA,NA,NA
"RUPE",2,23,25,"No","Unavg",0.0315085186942747,-2.79887546739981,3.96582618649763,-15.9064351050789,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RUSP",2,15,21,"No","Unavg",0.0510996343245471,-3.19177827539816,-19.905963205843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOSI",2,48,18,"No","Unavg",0.18367864358634,-2.49045680025501,33.8142967091659,-22.5688263224731,-3.55362495652088,69.3453623904133,-38.9369488523068,NA,NA,NA,NA,NA,NA
"SPBE",2,17,29,"No","Unavg",0.109751530513425,-3.79847743761434,-43.6787767648657,-17.7275405123396,0.595057122223239,NA,NA,NA,NA,NA,NA,NA,NA
"TITR",2,34,37,"No","Unavg",0.0483845648074447,-2.44898340715827,-20.2115394436955,-8.96711557440003,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TRBO",2,10,25,"No","Unavg",0.197289134860392,-6.232532530423,-106.159037387502,-34.9824173372401,1.01592613257455,NA,NA,NA,NA,NA,NA,NA,NA
"VAME",2,95,111,"Yes","Unavg",0.100161281981373,-1.25979384625171,11.7495845629518,-22.6421252224401,NA,NA,NA,-1.87740342869431,0.324319478963054,52.0293087256289,-6.23830092806414,NA,NA
"VASI",2,24,23,"No","Unavg",0.162773954224315,-3.76284591563659,49.9132348806181,-14.7694441197065,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ACCI",20,72,59,"No","Unavg",0.244238411926114,-3.51784269574503,-92.0841433242632,-34.5168964523977,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ACGL",20,15,11,"No","Unavg",0.0569165978842381,-3.73856503114328,-29.1030612524925,-15.6355373448675,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ACMI",20,10,18,"Yes","Unavg",0.142624782404292,-3.7563714388555,-16.506602453448,-9.69233911350703,NA,NA,NA,2.72440759270391,-0.476518106783153,14.9546438148369,52.4092341607072,NA,NA
"AMAL",20,42,38,"No","Unavg",0.110332258228555,-2.79797838096279,-41.8108829450646,-20.9759467905976,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ARUV",20,42,27,"Yes","Unavg",0.0517166681322424,-2.27751572451117,-21.4695780201918,-8.73753602634744,NA,NA,NA,0.332150067583797,-0.418965590205391,2.37216909551557,22.9209816282958,NA,NA
"ATFI",20,24,30,"No","Unavg",0.0800239265522424,-2.9854097207313,-31.5561469755233,-10.4028574531486,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CARU",20,33,19,"Yes","Unavg",0.0664381062575491,-2.49140306046156,-13.7950277222477,-14.4328401126742,NA,NA,NA,0.875047627515548,-0.90327905039988,NA,NA,NA,NA
"CEVE",20,26,22,"Yes","Unavg",0.123281016679182,-2.91833019802915,-12.556437500451,-25.9807861117077,NA,NA,NA,2.01259476177294,-0.738710146328236,NA,NA,NA,NA
"CHUM",20,61,51,"No","Unavg",0.162556854550214,-2.47802889542211,-48.4010554841229,-30.2519154956045,-0.736335359561791,-20.9890633089162,NA,NA,NA,NA,NA,NA,NA
"CLUN",20,44,50,"No","Unavg",0.139034082017601,-2.8474082853864,-43.2732009929285,-40.7223738317358,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COCA",20,20,22,"No","Unavg",0.0966787808786396,-3.62684802807265,-45.5119086616292,-22.8049108222588,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EPAN",20,18,25,"Yes","Unavg",0.0856209050172745,-3.03481539289603,0.0615010946596786,-10.8412754079336,NA,NA,NA,2.29281041646019,-0.163882983654034,NA,NA,NA,NA
"GAOV",20,11,8,"No","Unavg",0.116581877238951,-4.65656813237509,-4.81457572360865,-53.1428184881891,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GASH",20,21,21,"No","Unavg",0.190565266230032,-3.90697446994727,-49.4736217927707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOOB",20,20,52,"No","Unavg",0.114633462724692,-3.314329759299,-30.7819059874264,-15.3075154312266,1.09894463048361,NA,NA,NA,NA,NA,NA,NA,NA
"GYDR",20,17,22,"No","Unavg",0.0627866891221724,-3.31989877204684,-28.3581727597926,-19.02994605325,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HIAL",20,12,9,"No","Unavg",0.0761094264613077,-4.18365783189592,-38.9437380378841,-14.128887996977,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HODI",20,17,9,"No","Unavg",0.155881631016687,-4.65541426492326,-72.0361415292843,-18.7630337560695,-0.680772487057392,NA,NA,NA,NA,NA,NA,NA,NA
"LIBO",20,48,65,"No","Unavg",0.206617816967605,-3.74692471892652,-84.4474695900578,-44.4139390278352,0.422344074586736,NA,NA,NA,NA,NA,NA,NA,NA
"MANE",20,61,54,"No","Unavg",0.254508190756979,-4.65603326500667,-124.493101740956,-51.2878347557082,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MEFE",20,26,15,"No","Unavg",0.0602372884471686,-2.61930086176513,7.07833882444433,-4.88207782983456,-1.3218341592404,7.58825103483864,-37.3548488916661,NA,NA,NA,NA,NA,NA
"OPHO",20,29,16,"No","Unavg",0.116878276722101,-3.40385520594198,-50.0718656185191,-11.3784720959887,0.00121477559810513,25.6702384970685,NA,NA,NA,NA,NA,NA,NA
"PAMY",20,127,98,"Yes","Unavg",0.0558068068217439,-0.713142976591184,-11.137835221367,-12.2853236080612,NA,NA,NA,0.585298344503988,-0.504958280108475,NA,NA,NA,NA
"POMU",20,20,10,"No","Unavg",0.181083398343563,-3.88007583770694,-47.1140840815876,NA,-0.768112720522386,NA,NA,NA,NA,NA,NA,NA,NA
"PTAQ",20,47,18,"No","Unavg",0.114490225354288,-2.37406172836744,-32.2547579362227,-15.4136360226198,-1.0807244023215,NA,NA,NA,NA,NA,NA,NA,NA
"RULA",20,18,12,"No","Unavg",0.195895819415013,-5.78940044291424,81.0154353406173,-69.8528169346682,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RUPA",20,33,22,"No","Unavg",0.104489805372438,-3.07574510040945,-41.7155486989857,-27.7477375357992,-0.450489757696236,NA,NA,NA,NA,NA,NA,NA,NA
"RUPE",20,23,23,"No","Unavg",0.0399210981173426,-2.89012727410357,7.14125046042333,-17.868950063913,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RUSP",20,15,22,"No","Unavg",0.0464464040230311,-3.13856658226193,-18.7455799424399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOSI",20,48,21,"No","Unavg",0.159302440170193,-2.65071513793058,39.2006353346919,-26.2909336090141,-0.972497409950449,NA,NA,NA,NA,NA,NA,NA,NA
"SPBE",20,17,33,"No","Unavg",0.118238964231527,-3.83087863018282,-44.8278075240367,-19.5902535123309,0.74369999951665,NA,NA,NA,NA,NA,NA,NA,NA
"TITR",20,34,39,"No","Unavg",0.0522482922284709,-2.43154869958536,-21.20114104828,-8.39549213831944,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VAME",20,95,114,"Yes","Unavg",0.0987601005326334,-1.25441390999096,11.6777654936146,-22.2592624819556,NA,NA,NA,-1.9411952466056,0.373172200212777,53.3415018987721,-8.10349893701527,NA,NA
"VASI",20,24,23,"No","Unavg",0.160324761736829,-3.73956459121721,49.2400104498435,-14.7138260288165,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ACCI",21,72,58,"No","Unavg",0.245318693095994,-3.3434838364023,-90.9161914019853,-33.7760283142004,-0.315102013433758,NA,NA,NA,NA,NA,NA,NA,NA
"ACGL",21,15,14,"No","Unavg",0.0580997618104967,-3.62522828453216,-28.8879856950758,-16.5327296070918,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ACMI",21,10,21,"Yes","Unavg",0.127217936378267,-3.66877491294765,-11.968799651132,NA,NA,NA,NA,2.67438857229756,0.0492667677531868,12.4690164779321,32.4349603156219,NA,NA
"AMAL",21,42,44,"No","Unavg",0.111831535506618,-2.65027862441291,-39.89993354301,-16.6303629165843,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ARUV",21,42,28,"Yes","Unavg",0.0516994774834142,-2.27312334939756,-21.2754683088515,-8.42939363180412,NA,NA,NA,0.643736194374402,-0.421331467823905,8.3299739967794,19.0860463504311,NA,NA
"ATFI",21,24,30,"No","Unavg",0.0768934841235064,-2.96430107015213,-30.6295264103172,-10.4236268064183,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAME",21,32,29,"No","Unavg",0.384054355614508,-8.12593436550757,166.626825741562,-41.7706914091757,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CARU",21,33,19,"Yes","Unavg",0.0677733176819482,-2.49602579426303,-12.3235328772808,-16.0176290084933,NA,NA,NA,0.896099527065605,-0.905596817070049,NA,NA,NA,NA
"CEVE",21,26,19,"Yes","Unavg",0.100232147879226,-2.85048443021756,-10.2155093187523,-23.0124561778453,NA,NA,NA,1.63375882002252,-0.826380077480437,NA,NA,NA,NA
"CHUM",21,61,52,"No","Unavg",0.153486436425595,-2.70536058063252,-54.4595941822781,-29.8067819781611,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CLUN",21,44,48,"No","Unavg",0.140090197880437,-2.89545350195897,-43.6996010670284,-41.6067593444237,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COCA",21,20,21,"No","Unavg",0.100017816608335,-3.6937359096292,-47.3057754328695,-21.9517611310945,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EPAN",21,18,23,"Yes","Unavg",0.0842045448237224,-3.12670778376183,-0.656099718506456,-17.5583552360317,NA,NA,NA,2.11582351225501,-0.170459630709666,NA,NA,NA,NA
"GAOV",21,11,8,"No","Unavg",0.0950144086022687,-4.4223185010827,-10.8389942771755,-44.6798251946306,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GASH",21,21,23,"No","Unavg",0.176136027909531,-3.71911421216957,-45.729180715798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOOB",21,20,45,"No","Unavg",0.115700894358648,-3.4518772097532,-36.3634670499378,-18.748986182963,0.928396885325695,NA,NA,NA,NA,NA,NA,NA,NA
"GYDR",21,17,25,"No","Unavg",0.0640990649459539,-3.24209602222318,-27.8180327813898,-20.2127820819501,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HIAL",21,12,11,"No","Unavg",0.0641896372182595,-3.76868274100477,-24.2796858007683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HODI",21,17,10,"No","Unavg",0.170037484500235,-4.58600224354275,-71.35509054023,-24.0747840270948,-2.19810093483832,-44.0171250229464,NA,NA,NA,NA,NA,NA,NA
"LIBO",21,48,63,"No","Unavg",0.204486952159256,-3.73522521080257,-84.3179238979182,-42.5810839866136,0.37721116513275,NA,NA,NA,NA,NA,NA,NA,NA
"MANE",21,61,58,"No","Unavg",0.263901648482233,-4.73755880895537,-128.776982867664,-52.0054114622828,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MEFE",21,26,15,"No","Unavg",0.0488093695941008,-2.61930086176514,7.07833882444432,-4.88207782983458,-1.05346545118588,1.65857673775677,-28.4796783895719,NA,NA,NA,NA,NA,NA
"OPHO",21,29,14,"No","Unavg",0.13879646780347,-3.14102964885333,-39.2098281640496,-3.40140684445928,-1.24551087072594,-13.6778899277405,-36.6308563076297,NA,NA,NA,NA,NA,NA
"PAMY",21,127,94,"Yes","Unavg",0.0486643292994771,-0.703894223804518,-10.976997259857,-10.801379930925,NA,NA,NA,0.193238791853188,-0.517592236837903,NA,NA,NA,NA
"POMU",21,20,8,"No","Unavg",0.205982944503724,-4.05295559743116,-51.8553765411209,NA,-1.0168593149573,NA,NA,NA,NA,NA,NA,NA,NA
"PTAQ",21,47,20,"No","Unavg",0.106145766913358,-2.33637788257999,-30.8079717059471,-13.5397198229084,-0.966134001953553,NA,NA,NA,NA,NA,NA,NA,NA
"RULA",21,18,13,"No","Unavg",0.176147490552388,-5.2350962488417,71.440970026862,-56.0010471499359,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RUPA",21,33,22,"No","Unavg",0.110273520280505,-3.15508563528295,-43.6618988217291,-31.5539797606099,-0.451530136884702,NA,NA,NA,NA,NA,NA,NA,NA
"RUPE",21,23,25,"No","Unavg",0.0449220497589548,-2.86879031792419,8.75822058981932,-18.7729107963786,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RUSP",21,15,19,"No","Unavg",0.0437316627086295,-3.21991975994048,-18.2907945180093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOSI",21,48,19,"No","Unavg",0.145421265470831,-2.4888215267549,34.2465035515619,-21.5337463739395,-1.07223004344898,NA,NA,NA,NA,NA,NA,NA,NA
"SPBE",21,17,35,"No","Unavg",0.125493969776669,-3.87596633232334,-46.5336529493139,-20.3775508783446,0.813340851991615,NA,NA,NA,NA,NA,NA,NA,NA
"TITR",21,34,39,"No","Unavg",0.0517453896682866,-2.43522966957575,-21.1329480850537,-9.59994664627265,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TRBO",21,10,26,"No","Unavg",0.195517075502469,-6.12097414004547,-103.025020596228,-35.2290400363931,1.05944542418599,NA,NA,NA,NA,NA,NA,NA,NA
"VAME",21,95,110,"Yes","Unavg",0.102004272303077,-1.2684892407853,11.8638835434709,-23.2514113097771,NA,NA,NA,-1.60280714911117,0.296190615930009,51.4916557948104,-7.10387139029815,NA,NA
"VASI",21,24,25,"No","Unavg",0.168082723764784,-3.80591214600247,52.7761431913054,-17.008728684616,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ACCI",22,72,56,"No","Unavg",0.242846100755146,-3.32456806848934,-90.2767899716149,-33.8113772044845,-0.363913575827393,NA,NA,NA,NA,NA,NA,NA,NA
"ACGL",22,15,14,"No","Unavg",0.0649872268236574,-3.68630353074558,-32.1774616889448,-15.4721177746859,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ACMI",22,10,20,"Yes","Unavg",0.0981594377090005,-3.66877491294765,-11.968799651132,NA,NA,NA,NA,2.36511761538514,0.178996185730598,4.22377532206142,30.7803016069451,NA,NA
"AMAL",22,42,43,"No","Unavg",0.115379667262325,-2.74242810760629,-42.6892826159215,-20.4139969706465,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ARUV",22,42,29,"Yes","Unavg",0.048482420017637,-2.2647779754368,-20.9001167417399,-7.82540215427947,NA,NA,NA,0.633712137327738,-0.373909432067178,8.15091280116961,20.9315424781707,NA,NA
"ATFI",22,24,26,"No","Unavg",0.0752932024187615,-3.0354279895001,-30.020465404491,-9.12347284768694,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAME",22,32,33,"No","Unavg",0.397616686311164,-8.0037794929385,165.272039555504,-40.2426146278715,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CARU",22,33,21,"Yes","Unavg",0.0615978369831933,-2.49971868297875,-13.8901474580106,-15.0989351186953,NA,NA,NA,0.88298631018507,-0.753550369196442,NA,NA,NA,NA
"CEVE",22,26,20,"Yes","Unavg",0.107172536261529,-2.84876245168252,-12.5280326949011,-22.0099066714856,NA,NA,NA,1.7899338050632,-0.824702834735928,NA,NA,NA,NA
"CHUM",22,61,47,"No","Unavg",0.157555165975406,-2.6681252149263,-56.3116505368703,-32.6688274273104,-0.332894460087739,NA,NA,NA,NA,NA,NA,NA,NA
"CLUN",22,44,53,"No","Unavg",0.14472342799212,-2.85702241819609,-45.0095738943922,-42.0616071975139,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COCA",22,20,24,"No","Unavg",0.107079788377539,-3.67491878973337,-49.6462523858569,-21.6755768267018,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EPAN",22,18,27,"Yes","Unavg",0.0824914091803765,-3.0466860149729,-2.3219559910147,-11.7199600227243,NA,NA,NA,2.3112682223688,-0.02426614644279,NA,NA,NA,NA
"GAOV",22,11,9,"No","Unavg",0.096856471565593,-4.36331124893833,-8.11099485904441,-44.6830742741502,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GASH",22,21,22,"No","Unavg",0.179527741374688,-3.78012914222562,-46.7021487499447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOOB",22,20,46,"No","Unavg",0.105632392870563,-3.33241480089398,-31.4809435932362,-15.9819248504922,0.949856570393788,NA,NA,NA,NA,NA,NA,NA,NA
"GYDR",22,17,24,"No","Unavg",0.0590701478721518,-3.21968871795481,-26.4583241142544,-17.6179424842038,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HIAL",22,12,9,"No","Unavg",0.0522496863864661,-3.79901808126814,-21.6016118297579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HODI",22,17,10,"No","Unavg",0.146568725281495,-4.98674647007865,-74.9485737165957,-20.3890009794832,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LIBO",22,48,65,"No","Unavg",0.207154902354005,-3.74762403923381,-84.6326588202083,-43.5370030341279,0.4223533415828,NA,NA,NA,NA,NA,NA,NA,NA
"MANE",22,61,58,"No","Unavg",0.260423092715515,-4.68326406839062,-127.091721313663,-52.6165900093657,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MEFE",22,26,9,"No","Unavg",0.052646532039391,-2.67316739873946,9.436988590293,-9.8015404868192,-1.11389740951494,NA,NA,NA,NA,NA,NA,NA,NA
"OPHO",22,29,14,"No","Unavg",0.142587940715376,-3.14102964885333,-39.2098281640497,-3.4014068444593,-1.53828753236063,-25.9798046950256,-39.281843103622,NA,NA,NA,NA,NA,NA
