"Species","Dataset","L.Occ","R.Occ","Fire.Included","Type","Rsquared","Intercept","Elevation.m","Elevation.m2","Data.Type.nofi","Data.Type.Elevation.m.nofi","Data.Type.Elevation.m2.nofi","Resurvey.Burned.fi","Resurvey.Unburned.fi","Elevation.m.Res.Burn.fi","Elevation.m.Res.Unburn.fi","Elevation.m2.Res.Burn.fi","Elevation.m2.Res.Unburn.fi"
"GAOV",85,11,9,"No","Unavg",0.096856471565593,-4.36331124893833,-8.11099485904441,-44.6830742741502,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GASH",85,21,22,"No","Unavg",0.194394884391374,-3.90347237072321,-50.1374439581078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOOB",85,20,40,"No","Unavg",0.0996708100025073,-3.37418735025775,-33.3082789200555,-16.5962095541557,0.784862163676182,NA,NA,NA,NA,NA,NA,NA,NA
"GYDR",85,17,23,"No","Unavg",0.0589402609085072,-3.25042963272368,-26.1886417220319,-18.5363642372055,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HIAL",85,12,8,"No","Unavg",0.0469206297569659,-3.82150993633697,-20.3563017257034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HODI",85,17,9,"No","Unavg",0.155023722158418,-4.65530088526239,-72.1410987641906,-19.085719413086,-0.680455056311862,NA,NA,NA,NA,NA,NA,NA,NA
"LIBO",85,48,62,"No","Unavg",0.199336269803513,-3.66367754002324,-81.6496729260426,-42.3348723844501,0.353390150455545,NA,NA,NA,NA,NA,NA,NA,NA
"MANE",85,61,56,"No","Unavg",0.25882557135478,-4.69855414595062,-126.72741015431,-51.9589432051011,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MEFE",85,26,13,"No","Unavg",0.0151480907398917,-2.57963390914451,NA,NA,-0.727534522869194,NA,NA,NA,NA,NA,NA,NA,NA
"OPHO",85,29,18,"No","Unavg",0.135308113419703,-3.14102964885332,-39.2098281640496,-3.4014068444593,-1.08793579586061,-14.5901250719477,-42.9682864426111,NA,NA,NA,NA,NA,NA
"PAMY",85,127,109,"Yes","Unavg",0.0484796866009984,-0.713255060054042,-12.3016919337154,-11.0864427496665,NA,NA,NA,0.323182052175518,-0.294019464054389,NA,NA,NA,NA
"POMU",85,20,10,"No","Unavg",0.20808481449043,-4.13134244087586,-53.947950308999,NA,-0.780407215037156,NA,NA,NA,NA,NA,NA,NA,NA
"PTAQ",85,47,18,"No","Unavg",0.110974044054952,-2.34387147327232,-30.9039385804479,-14.7510631563923,-1.07912981167734,NA,NA,NA,NA,NA,NA,NA,NA
"RULA",85,18,11,"No","Unavg",0.192395852220584,-5.7873426671703,80.5981679653129,-68.4917030022324,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RUPA",85,33,21,"No","Unavg",0.10919639481143,-3.12883915913146,-42.9089743543912,-30.533835192103,-0.502315121998416,NA,NA,NA,NA,NA,NA,NA,NA
"RUPE",85,23,26,"No","Unavg",0.0453715691533264,-2.84656047355647,7.34193439188926,-19.3494655433075,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RUSP",85,15,21,"No","Unavg",0.0494474580147632,-3.18372420950725,-19.5202987468932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOSI",85,48,23,"No","Unavg",0.144505288211413,-2.54860395758494,36.3336592713528,-22.8664487393997,-0.865384808149939,NA,NA,NA,NA,NA,NA,NA,NA
"SPBE",85,17,30,"No","Unavg",0.109986519038613,-3.78920776275089,-43.2811612448354,-18.3196473461812,0.633332596394488,NA,NA,NA,NA,NA,NA,NA,NA
"TITR",85,34,40,"No","Unavg",0.0463802744659162,-2.38694246883444,-19.411201824803,-8.46036681486757,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TRBO",85,10,25,"No","Unavg",0.212862088375535,-5.59926026899455,-87.280511463797,-37.9138822029635,-0.542406549782803,-45.539675084725,NA,NA,NA,NA,NA,NA,NA
"VAME",85,95,117,"Yes","Unavg",0.101746042336257,-1.25879047061798,11.7362555132172,-22.5710714283184,NA,NA,NA,-1.87445107070117,0.419062301341055,51.9194775956127,-8.16087156563406,NA,NA
"VASI",85,24,23,"No","Unavg",0.164358669927659,-3.79155752390027,50.7996729142409,-15.3026630724001,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ACCI",86,72,59,"No","Unavg",0.24712472070254,-3.58439639284124,-94.3768614959889,-35.4314376122929,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ACGL",86,15,13,"No","Unavg",0.0617931768412645,-3.69139074314616,-30.8430367120325,-14.7203578699099,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ACMI",86,10,22,"Yes","Unavg",0.1429306693151,-3.76391060064515,-16.79020610496,-10.2099852567981,NA,NA,NA,2.73492741654951,-0.210303998285653,15.223602363867,56.9149867383125,NA,NA
"AMAL",86,42,41,"No","Unavg",0.105969265048393,-2.68034527659799,-39.0428220369748,-18.5314108264276,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ARUV",86,42,27,"Yes","Unavg",0.0500365887694144,-2.26565525410513,-20.9400067038127,-7.89011694738768,NA,NA,NA,0.321461795861998,-0.423567184424568,2.27834763916679,18.8079957078,NA,NA
"ATFI",86,24,29,"No","Unavg",0.0779685234762442,-2.97837707404982,-30.3541270031762,-8.97537386991817,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CARU",86,33,19,"Yes","Unavg",0.0597311897845998,-2.4956021221923,-12.8885258967964,-15.5682263456073,NA,NA,NA,0.665100526148912,-0.827002685025786,NA,NA,NA,NA
"CEVE",86,26,21,"Yes","Unavg",0.10748546031367,-2.86978126159758,-10.7973078270859,-23.9139723261984,NA,NA,NA,1.81814462535212,-0.736319758859659,NA,NA,NA,NA
"CHUM",86,61,46,"No","Unavg",0.153073562114422,-2.61154290247287,-53.8967763101207,-32.2532089894148,-0.358722639813227,NA,NA,NA,NA,NA,NA,NA,NA
"CLUN",86,44,51,"No","Unavg",0.148777077605904,-2.95000328836261,-47.4161711108626,-43.7609127288333,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COCA",86,20,24,"No","Unavg",0.107087207212336,-3.67340899586435,-49.5954370493251,-21.5731615219017,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EPAN",86,18,27,"Yes","Unavg",0.0907178001866601,-3.08814158610582,-5.50480798492874,-14.2768160482023,NA,NA,NA,2.36010106712605,-0.0263536553296262,NA,NA,NA,NA
"GAOV",86,11,7,"No","Unavg",0.0872025759907458,-4.4009972651462,-10.454054892829,-41.7820877682725,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GASH",86,21,20,"No","Unavg",0.190676208979171,-3.94478306115477,-49.7376194965059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOOB",86,20,38,"No","Unavg",0.0988913448498392,-3.41971101174013,-34.5635300294076,-19.6956231696183,0.725544800134424,NA,NA,NA,NA,NA,NA,NA,NA
"GYDR",86,17,26,"No","Unavg",0.0698042921403315,-3.46250343964884,-26.9655788209262,-20.6530016992836,0.466282956158262,NA,NA,NA,NA,NA,NA,NA,NA
"HIAL",86,12,11,"No","Unavg",0.0591676680117318,-3.73857796057724,-23.0638943782606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HODI",86,17,11,"No","Unavg",0.174227644068471,-4.54124634684638,-69.7719971669227,-23.1790948595873,-2.25848031164082,-47.9033365633615,NA,NA,NA,NA,NA,NA,NA
"LIBO",86,48,65,"No","Unavg",0.212280260539005,-3.86207392484155,-88.6557516735717,-45.266241515842,0.424264164054993,NA,NA,NA,NA,NA,NA,NA,NA
"MANE",86,61,60,"No","Unavg",0.262588853319722,-4.65322374962833,-126.895743256886,-52.3684443139883,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MEFE",86,26,14,"No","Unavg",0.0335673313660477,-2.67131678913265,7.19097797508997,-11.3408891653994,-0.655632081920841,NA,NA,NA,NA,NA,NA,NA,NA
"OPHO",86,29,13,"No","Unavg",0.123079776012262,-2.92440474039129,-30.5642561074029,NA,-0.884554404516481,NA,NA,NA,NA,NA,NA,NA,NA
"PAMY",86,127,102,"Yes","Unavg",0.0538971238504352,-0.710143813662261,-11.5875943893656,-11.3082492869499,NA,NA,NA,0.691531898198106,-0.452961970470247,NA,NA,NA,NA
"POMU",86,20,8,"No","Unavg",0.204384225404753,-4.03755250592814,-51.4403205593527,NA,-1.01594619318438,NA,NA,NA,NA,NA,NA,NA,NA
"PTAQ",86,47,25,"No","Unavg",0.096882234951021,-2.34557462499894,-31.0580361766952,-14.4774376121263,-0.722003965729503,NA,NA,NA,NA,NA,NA,NA,NA
"RULA",86,18,11,"No","Unavg",0.185209072687995,-5.58127079143574,75.9771293402809,-64.0324773225571,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RUPA",86,33,19,"No","Unavg",0.107599623061516,-3.07519903865781,-41.2216165682439,-28.6353534161212,-0.610654381701078,NA,NA,NA,NA,NA,NA,NA,NA
"RUPE",86,23,23,"No","Unavg",0.0487589980994578,-2.93912763936938,9.41469000124917,-19.9334591474902,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RUSP",86,15,20,"No","Unavg",0.0539525550552874,-3.23770031711964,-20.641086058928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOSI",86,48,22,"No","Unavg",0.143909530539572,-2.52982663224138,35.5973771594246,-22.6372722520189,-0.913651146999857,NA,NA,NA,NA,NA,NA,NA,NA
"SPBE",86,17,32,"No","Unavg",0.119700617455361,-3.84159653803239,-45.3325103634146,-17.8296695239868,0.709134353200642,NA,NA,NA,NA,NA,NA,NA,NA
"TITR",86,34,39,"No","Unavg",0.0513662216185694,-2.43285737910169,-21.0140573576793,-9.50913702092317,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TRBO",86,10,25,"No","Unavg",0.191952696759631,-5.99614731287661,-98.5602318935286,-32.2801060418107,1.01400376811339,NA,NA,NA,NA,NA,NA,NA,NA
"VAME",86,95,110,"Yes","Unavg",0.100706807315398,-1.26655828846372,11.8386857486603,-23.1170903097046,NA,NA,NA,-1.5978395402494,0.298082004309051,51.2957929267749,-8.20938739664949,NA,NA
"VASI",86,24,26,"No","Unavg",0.175922062890603,-3.82054115590888,53.7314491976483,-16.044495388728,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ACCI",87,72,59,"No","Unavg",0.24451919217623,-3.52650480667891,-92.3863342465385,-34.6768423631123,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ACGL",87,15,13,"No","Unavg",0.0602272180144822,-3.68167536389292,-30.2040324854916,-15.4464928792945,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ACMI",87,10,19,"Yes","Unavg",0.118240337357542,-3.6687749680583,-11.9688011114787,NA,NA,NA,NA,2.53589226078497,-0.068575438008879,10.2765527329281,33.1580488599414,NA,NA
"AMAL",87,42,43,"No","Unavg",0.112384693106334,-2.70245463509981,-41.1840354470825,-19.1081271757322,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ARUV",87,42,29,"Yes","Unavg",0.048482420017637,-2.2647779754368,-20.9001167417399,-7.82540215427947,NA,NA,NA,0.633712137327738,-0.373909432067178,8.15091280116961,20.9315424781707,NA,NA
"ATFI",87,24,30,"No","Unavg",0.077528452702419,-2.99653080341389,-31.8565325364214,-13.0373800084753,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAME",87,32,31,"No","Unavg",0.399677120155751,-7.99369274541066,163.103467274805,-38.3013316683177,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CARU",87,33,19,"Yes","Unavg",0.058720882832949,-2.48998418099102,-12.785353988888,-15.1704190936458,NA,NA,NA,0.660766251785805,-0.82638465898272,NA,NA,NA,NA
"CEVE",87,26,22,"Yes","Unavg",0.120257971533839,-2.89662679647825,-11.6150848341692,-25.1269306031322,NA,NA,NA,1.99914787862824,-0.73777299037125,NA,NA,NA,NA
"CHUM",87,61,50,"No","Unavg",0.146865400062126,-2.64550184849633,-51.5673086239928,-27.01900347486,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CLUN",87,44,50,"No","Unavg",0.144648827187167,-2.92297800383222,-46.328585978551,-42.3530060106135,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COCA",87,20,24,"No","Unavg",0.107456249470582,-3.69298813482118,-50.2736564533957,-22.5447421053722,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EPAN",87,18,24,"Yes","Unavg",0.0986303792146495,-3.10265278480754,-0.511397088245184,-16.0092982764766,NA,NA,NA,2.15373623365369,-0.242378561171566,-16.3333515930244,13.6502398840933,NA,NA
"GAOV",87,11,6,"No","Unavg",0.122207177458694,-4.94656979367117,-14.5320468208315,-58.7037411130948,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GASH",87,21,22,"No","Unavg",0.182391011122957,-3.8032861865606,-47.35515781401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOOB",87,20,33,"No","Unavg",0.119596088159738,-3.16782529892016,-23.480447123214,-13.9939809029504,-0.795710792293994,-51.6183060255012,-29.8251965913491,NA,NA,NA,NA,NA,NA
"GYDR",87,17,24,"No","Unavg",0.0625204066344774,-3.24657773528129,-28.457458064279,-16.4832122876222,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HIAL",87,12,8,"No","Unavg",0.0629796814834983,-3.91879565582415,-24.4240107664685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HODI",87,17,8,"No","Unavg",0.157173703808261,-4.55683068118119,-68.5483331400743,-16.9656625541416,-0.804505993304397,NA,NA,NA,NA,NA,NA,NA,NA
"LIBO",87,48,65,"No","Unavg",0.207345073821457,-3.75287873311354,-84.803898265437,-43.6998997189299,0.422440957028432,NA,NA,NA,NA,NA,NA,NA,NA
"MANE",87,61,59,"No","Unavg",0.261055341480817,-4.65077264169641,-126.408120730961,-52.2219629350455,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MEFE",87,26,12,"No","Unavg",0.0184463573071753,-2.57963390914452,NA,NA,-0.810390171918207,NA,NA,NA,NA,NA,NA,NA,NA
"OPHO",87,29,14,"No","Unavg",0.153304499110087,-3.14102964885333,-39.2098281640496,-3.4014068444593,-2.1465421446676,-37.7356973982238,-63.5193845595691,NA,NA,NA,NA,NA,NA
"PAMY",87,127,112,"Yes","Unavg",0.0510700370893979,-0.705513023133206,-11.6987609278627,-10.3131419876371,NA,NA,NA,0.914720318807733,-0.322899681647704,NA,NA,NA,NA
"POMU",87,20,10,"No","Unavg",0.180249003159268,-3.8727622263237,-46.9091249127765,NA,-0.767761221110012,NA,NA,NA,NA,NA,NA,NA,NA
"PTAQ",87,47,20,"No","Unavg",0.0994652444658741,-2.28830820701811,-28.4972675699297,-12.9084803738792,-0.963159401063575,NA,NA,NA,NA,NA,NA,NA,NA
"RULA",87,18,13,"No","Unavg",0.192528784537983,-5.65085143487645,80.1110369130568,-66.1187491600534,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RUPA",87,33,23,"No","Unavg",0.100545838590406,-3.28225418429822,-42.3356520724991,-28.6677059758355,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RUPE",87,23,21,"No","Unavg",0.03724841990696,-2.9262012668625,6.58635958119576,-17.3049815391605,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RUSP",87,15,23,"No","Unavg",0.0485632736830518,-3.11865386170056,-19.1783655424375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOSI",87,48,23,"No","Unavg",0.156930727585036,-2.65686248317843,40.1760578827877,-24.7865086495595,-0.871566342680718,NA,NA,NA,NA,NA,NA,NA,NA
"SPBE",87,17,27,"No","Unavg",0.104210537852846,-3.75142778299588,-41.9021410663155,-15.8588442970041,0.513729543161707,NA,NA,NA,NA,NA,NA,NA,NA
"TITR",87,34,39,"No","Unavg",0.0446507075940814,-2.3949141987491,-18.9381783305766,-8.42464667008457,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TRBO",87,10,27,"No","Unavg",0.211060890667076,-5.43633178244218,-81.7402335224569,-34.7512879189924,-0.153999442288553,-37.4068581244082,NA,NA,NA,NA,NA,NA,NA
"VAME",87,95,114,"Yes","Unavg",0.102296530271814,-1.26052239264491,11.759244215854,-22.6936179104142,NA,NA,NA,-1.96033487590714,0.369725580549369,54.0364022724408,-5.9911234508332,NA,NA
"VASI",87,24,27,"No","Unavg",0.183421974988825,-3.81949766888417,54.1380450529858,-14.7954495805529,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ACCI",88,72,59,"No","Unavg",0.244209759184748,-3.50230402708636,-91.5257750685262,-34.0392164797445,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ACGL",88,15,14,"No","Unavg",0.0645767955571147,-3.70000051585353,-32.1500546319231,-17.9699140258668,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ACMI",88,10,19,"Yes","Unavg",0.12711158131857,-3.66877496805831,-11.9688011114786,NA,NA,NA,NA,2.50191749101908,-0.117824701760135,1.38272544175423,35.0683554831918,NA,NA
"AMAL",88,42,40,"No","Unavg",0.11162033980463,-2.73494199455085,-40.9268617911828,-17.7617685115576,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ARUV",88,42,28,"Yes","Unavg",0.0464892027900843,-2.25163621435668,-20.2886164910179,-6.81663057395885,NA,NA,NA,0.307606077373655,-0.381587014540825,2.15537668217299,23.0125280607264,NA,NA
"ATFI",88,24,28,"No","Unavg",0.0750050229662137,-3.012486660844,-30.8206980672714,-11.6947794666342,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CARU",88,33,23,"Yes","Unavg",0.0389023711154984,-2.68629714181234,-13.6745442178887,-15.8280224711624,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CEVE",88,26,20,"Yes","Unavg",0.125512589548874,-2.87362534998534,-11.9923805739072,-23.7028317895514,NA,NA,NA,1.97663476744075,-0.926571241531749,NA,NA,NA,NA
"CHUM",88,61,55,"No","Unavg",0.165984697049416,-2.49605181084699,-49.0294572990185,-30.8260846754376,-0.638372228629725,-21.0767383682623,NA,NA,NA,NA,NA,NA,NA
"CLUN",88,44,49,"No","Unavg",0.147326109089167,-2.94390757093419,-44.5770893998885,-44.4876958103187,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COCA",88,20,22,"No","Unavg",0.10230392465197,-3.66018336022319,-47.2022034770199,-20.0935574598721,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EPAN",88,18,26,"Yes","Unavg",0.124060428780027,-3.27081353062762,-1.48934084073624,-25.4282138865055,NA,NA,NA,1.52688059850851,0.265164850973167,-59.2178888543263,4.90241481962053,-25.8691026549315,20.7287673792588
"GAOV",88,11,8,"No","Unavg",0.0964951343615462,-4.41403289807297,-5.66605456441403,-44.642645107967,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GASH",88,21,22,"No","Unavg",0.19408984105658,-3.90086362953774,-50.0658220418964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOOB",88,20,45,"No","Unavg",0.117211709447319,-3.47465372685285,-37.0958346611417,-19.9060094299093,0.929065685253742,NA,NA,NA,NA,NA,NA,NA,NA
"GYDR",88,17,23,"No","Unavg",0.0634778655673623,-3.29365365646189,-28.7149179180201,-18.4394500452446,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HIAL",88,12,9,"No","Unavg",0.0693044064686372,-3.90382300002756,-25.8129206937789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HODI",88,17,9,"No","Unavg",0.156766577878437,-4.63628524957911,-71.2116372601817,-17.9821283626356,-0.681216465112086,NA,NA,NA,NA,NA,NA,NA,NA
"LIBO",88,48,67,"No","Unavg",0.217527324038548,-3.923704336083,-90.7647081678711,-46.4909567217665,0.469805761604073,NA,NA,NA,NA,NA,NA,NA,NA
"MANE",88,61,54,"No","Unavg",0.255950599319894,-4.69542983784908,-125.787504870558,-51.5874056441458,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MEFE",88,26,13,"No","Unavg",0.0151480907398917,-2.57963390914452,NA,NA,-0.727534522869197,NA,NA,NA,NA,NA,NA,NA,NA
"OPHO",88,29,16,"No","Unavg",0.134320877796074,-3.14102964885332,-39.2098281640497,-3.40140684445933,-1.01923349844345,-7.27896182979491,-38.8217802420356,NA,NA,NA,NA,NA,NA
"PAMY",88,127,102,"Yes","Unavg",0.0468237540476626,-0.703002657935316,-10.3301881865335,-11.2870087207764,NA,NA,NA,0.448075103228489,-0.418945649467954,NA,NA,NA,NA
"POMU",88,20,10,"No","Unavg",0.199516367489192,-4.0485150109441,-51.7358547797717,NA,-0.776303509622016,NA,NA,NA,NA,NA,NA,NA,NA
"PTAQ",88,47,17,"No","Unavg",0.113641581585382,-2.34929374334429,-30.8965334732436,-15.7800298852342,-1.13992608423569,NA,NA,NA,NA,NA,NA,NA,NA
"RULA",88,18,13,"No","Unavg",0.187925430505301,-5.55274322350168,78.9328217992294,-62.7281697868882,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RUPA",88,33,22,"No","Unavg",0.110053420023902,-3.15324146412821,-43.8564611030063,-31.063100314189,-0.451480000418964,NA,NA,NA,NA,NA,NA,NA,NA
"RUPE",88,23,21,"No","Unavg",0.0422001353522571,-2.95220307896812,5.30408198990033,-19.3021958369145,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RUSP",88,15,22,"No","Unavg",0.0464464040230311,-3.13856658226193,-18.7455799424399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOSI",88,48,16,"No","Unavg",0.166379006084075,-2.59661294335579,37.6707678816465,-24.5556500971372,-1.26631293447203,NA,NA,NA,NA,NA,NA,NA,NA
"SPBE",88,17,32,"No","Unavg",0.116144987071988,-3.81490802803405,-44.279346381941,-18.5158471592839,0.708076900143938,NA,NA,NA,NA,NA,NA,NA,NA
"TITR",88,34,40,"No","Unavg",0.0445897033359962,-2.38082442771491,-18.8346030694791,-9.07061405949306,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TRBO",88,10,24,"No","Unavg",0.192028225846871,-6.14461692090932,-103.3015931005,-33.8612477909745,0.967916520528478,NA,NA,NA,NA,NA,NA,NA,NA
"VAME",88,95,114,"Yes","Unavg",0.104581620865389,-1.26807785645344,11.8585238506557,-23.222840413044,NA,NA,NA,-1.6017490295077,0.354622267626563,51.4499544637616,-5.71330929112734,NA,NA
"VASI",88,24,26,"No","Unavg",0.175952563470917,-3.80998300665362,53.3838153464428,-15.6762517764808,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ACCI",89,72,58,"No","Unavg",0.245790288235122,-3.36104661125785,-91.5348675565824,-34.142819357941,-0.315206244357505,NA,NA,NA,NA,NA,NA,NA,NA
"ACGL",89,15,10,"No","Unavg",0.0601044801702166,-3.79679071604527,-30.4774452435188,-13.1576907106194,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ACMI",89,10,20,"Yes","Unavg",0.0811440052717279,-3.66877491294765,-11.968799651132,NA,NA,NA,NA,2.20102810102175,0.278822270049315,15.1570777403156,30.0738487858774,NA,NA
"AMAL",89,42,44,"No","Unavg",0.107745298137292,-2.64704857626832,-39.3440204777726,-19.1168607735738,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ARUV",89,42,26,"Yes","Unavg",0.0497425338762956,-2.26736047246553,-21.0172424293927,-8.0150572382964,NA,NA,NA,0.460111897560499,-0.471662387095153,12.3723702596121,19.7330719770091,NA,NA
"ATFI",89,24,28,"No","Unavg",0.0794326702131666,-3.01062421830929,-30.8249292564336,-8.86464466921367,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAME",89,32,31,"No","Unavg",0.399677120155751,-7.99369274541066,163.103467274805,-38.3013316683177,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CARU",89,33,21,"Yes","Unavg",0.0559425874423491,-2.50562452945371,-13.6476748943997,-15.8142193820844,NA,NA,NA,0.666583075795033,-0.686173599390511,NA,NA,NA,NA
"CEVE",89,26,21,"Yes","Unavg",0.101260083164717,-2.83588334379276,-11.532211848332,-21.6584564060148,NA,NA,NA,1.78498613877767,-0.733249433056711,NA,NA,NA,NA
"CHUM",89,61,51,"No","Unavg",0.154296846614367,-2.73353675033121,-55.1340388340128,-29.9533151928612,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CLUN",89,44,51,"No","Unavg",0.155262879531086,-2.98951002977723,-46.2815527091444,-47.1451405368237,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COCA",89,20,23,"No","Unavg",0.0969050875599482,-3.56933260770323,-44.5792164765204,-20.5303474757488,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EPAN",89,18,28,"Yes","Unavg",0.113479409605048,-3.07965850840049,-0.996293684020926,-14.4110069173735,NA,NA,NA,2.62214929687476,-0.0948969408433351,NA,NA,NA,NA
"GAOV",89,11,8,"No","Unavg",0.0950144086022687,-4.4223185010827,-10.8389942771755,-44.6798251946306,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GASH",89,21,22,"No","Unavg",0.188741251946204,-3.85565713648923,-48.8178852932537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOOB",89,20,45,"No","Unavg",0.10519748387923,-3.3624542135456,-31.9120733234132,-19.1588712221298,0.924019723473772,NA,NA,NA,NA,NA,NA,NA,NA
"GYDR",89,17,23,"No","Unavg",0.0608705245775519,-3.26526517578888,-27.7030090070497,-17.2553109913744,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HIAL",89,12,8,"No","Unavg",0.0636143893755591,-3.92280566277769,-24.5808856034442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HODI",89,17,10,"No","Unavg",0.170810092124141,-4.45741871849995,-66.7882447416799,-21.4731626491556,-2.26013230603379,-45.2984446045087,NA,NA,NA,NA,NA,NA,NA
"LIBO",89,48,65,"No","Unavg",0.211252943741094,-3.83041569643858,-87.6316047836297,-44.2276005374971,0.423761817754597,NA,NA,NA,NA,NA,NA,NA,NA
"MANE",89,61,55,"No","Unavg",0.256428842276674,-4.62596204474091,-123.82161230615,-50.1110759693746,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MEFE",89,26,19,"No","Unavg",0.0196902544140991,-2.81538948526945,6.27045375464265,-10.8945460123489,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OPHO",89,29,15,"No","Unavg",0.138175801403916,-3.14102964885332,-39.2098281640496,-3.40140684445928,-1.20073082799963,-11.4688881370455,-41.1900431635291,NA,NA,NA,NA,NA,NA
"PAMY",89,127,101,"Yes","Unavg",0.0516924590451143,-0.711564222803844,-11.5930470022731,-11.5572101230296,NA,NA,NA,0.453232401820354,-0.437194792887705,NA,NA,NA,NA
"POMU",89,20,10,"No","Unavg",0.20808481449043,-4.13134244087586,-53.947950308999,NA,-0.780407215037156,NA,NA,NA,NA,NA,NA,NA,NA
"PTAQ",89,47,21,"No","Unavg",0.10094780968105,-2.41418524911474,-34.2490586016021,-15.195248731235,-0.637250289307774,15.3140799577546,NA,NA,NA,NA,NA,NA,NA
"RULA",89,18,11,"No","Unavg",0.189896701746466,-5.74933086988162,80.8777121039485,-66.3902610434953,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RUPA",89,33,20,"No","Unavg",0.116297262492877,-3.22141337653525,-46.6656007939581,-32.1827860301176,-0.557018425736918,NA,NA,NA,NA,NA,NA,NA,NA
"RUPE",89,23,22,"No","Unavg",0.0378956140880428,-2.90376153246357,4.67422416409671,-18.0044158215041,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RUSP",89,15,23,"No","Unavg",0.0485632736830518,-3.11865386170056,-19.1783655424375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
