"Species","Dataset","L.Occ","R.Occ","Fire.Included","Type","Rsquared","Intercept","Elevation.m","Elevation.m2","Resurvey.Burned.fi","Resurvey.Unburned.fi","Elevation.m.Res.Burn.fi","Elevation.m.Res.Unburn.fi","Elevation.m2.Res.Burn.fi","Elevation.m2.Res.Unburn.fi","P.Intercept","P.Elevation.m","P.Elevation.m2","P.Resurvey.Burned.fi","P.Resurvey.Unburned.fi","P.Elevation.m.Res.Burn.fi","P.Elevation.m.Res.Unburn.fi","P.Elevation.m2.Res.Burn.fi","P.Elevation.m2.Res.Unburn.fi","Intercept.CI.Lower","Elevation.m.CI.Lower","Elevation.m2.CI.Lower","Resurvey.Burned.fi.CI.Lower","Resurvey.Unburned.fi.CI.Lower","Elevation.m.Res.Burn.fi.CI.Lower","Elevation.m.Res.Unburn.fi.CI.Lower","Elevation.m2.Res.Burn.fi.CI.Lower","Elevation.m2.Res.Unburn.fi.CI.Lower","Intercept.CI.Upper","Elevation.m.CI.Upper","Elevation.m2.CI.Upper","Resurvey.Burned.fi.CI.Upper","Resurvey.Unburned.fi.CI.Upper","Elevation.m.Res.Burn.fi.CI.Upper","Elevation.m.Res.Unburn.fi.CI.Upper","Elevation.m2.Res.Burn.fi.CI.Upper","Elevation.m2.Res.Unburn.fi.CI.Upper"
"CEVE",10,26,20,"Yes","Global_unavg",0.128791744325532,-2.8463681881368,-17.3187334830163,-18.8379878475593,1.52097789343641,-0.829574535003536,9.36799580542021,21.068293510195,-33.4293289096237,-4.93975799903239,6.810454941754e-25,0.0529415145912756,0.0277241389573845,0.0149077311789438,0.0973248937005252,0.605258703766526,0.155074444879567,0.152400933448468,0.756179779009506,-3.4757757760765,-37.7129136866701,-37.7601215801428,0.0708788304826197,-1.9367084040452,-28.3799828400741,-8.26712905113905,-89.1684919427476,-39.4402599745774,-2.36640772438937,-1.70905668381889,-3.85751545028756,2.65380716744875,0.108229024861992,45.4558846086546,51.763842005466,5.97000074987062,24.6122462943819
"EPAN",10,18,26,"Yes","Global_unavg",0.10169357097294,-3.27081353062762,-1.48934084073625,-25.4282138865056,2.52895362413057,0.21188768217272,-8.37386825437445,1.64185311867779,9.60681255750949,22.1855261475971,2.32207809980909e-23,0.874926886211092,0.0184441783337348,4.98649026397738e-07,0.616919919988554,0.551830593812255,0.892860025254256,0.527987582857168,0.0962670809686236,-4.02541824041008,-21.6358330583547,-49.6605687318367,1.54742801158946,-0.59652230621676,-37.4259157590033,-22.3576730270293,-20.7481677864542,-3.11273834559245,-2.70650407490308,16.8936543342693,-6.85261115632471,3.55492225510042,1.10283521007939,19.2393175962324,26.4636163770571,40.3058390244819,50.163093154949
"PAMY",10,127,101,"Yes","Global_unavg",0.0539082319003797,-0.704733383418325,-10.7565459077929,-11.1839878274356,0.646756730967779,-0.45790393484695,-0.441618150063643,-0.235406748179301,-9.68720786907189,-0.567675585071847,1.36431722698471e-09,0.0020200075243498,0.00143191711834114,0.0939839731090492,0.0112725074535424,0.965522920522039,0.96593933099828,0.376306324381983,0.918550131434079,-0.937355681361204,-17.8184035136422,-18.3253263809024,-0.115062548652458,-0.816793209538059,-22.2927050035337,-11.2323967030712,-33.4773002616365,-11.6413622565435,-0.48056526490465,-4.10095725140394,-4.53312163918001,1.41630975062563,-0.106765194283383,18.7277574775074,10.4797958397959,10.0711231411906,10.2015450803761
"VAME",10,95,115,"Yes","Global_unavg",0.0967857606859052,-1.24994599034059,11.6174502341664,-21.9376877728888,-1.55498441730674,0.372668298297508,49.5967416406709,-8.17175925209739,NA,NA,1.59970604608115e-20,0.00456761265491137,1.47156856684046e-12,0.103241896358746,0.0356108127793493,0.0178654758557418,0.149804972033534,NA,NA,-1.52131014014819,3.66027907944556,-28.2280560294583,-3.86693670347033,0.0261941432699722,13.976876271007,-19.4119348061335,NA,NA,-0.992757708033859,19.7713071965018,-16.0624635077774,-0.0435310529853938,0.722150499747871,97.4284267839881,2.88808318788711,NA,NA
"ACMI",100,10,18,"Yes","Global_unavg",0.158905766173328,-3.79745937337048,-17.9955828942425,-12.3361524275375,2.67023149910212,-1.74839347728663,16.3231655541238,92.5566046508844,11.9533364338638,-23.0694821935186,8.40491574835845e-20,0.188890779587467,0.313296208874164,4.38256297363648e-06,0.264554793670613,0.318193550976573,0.032029207682719,0.431307404058537,0.388435365834581,-4.85055458064793,-53.0925233783072,-41.3983430050604,1.55302011886671,-6.11830421939031,-12.8662182234734,31.8750967339402,-16.1183118956133,-88.3524499665009,-3.11229207432666,4.37455352505074,8.0011310295013,3.93368467333144,0.47465445494799,54.7858498446344,208.389164155404,45.202307085456,23.0560832471448
"ARUV",100,42,26,"Yes","Global_unavg",0.0560507684178562,-2.28040959202362,-21.5962761760837,-8.93718378183507,0.29580362740988,-0.507449295076679,6.28612635580905,24.9076240118252,9.34387890709831,-3.04005884388615,5.07252544068284e-27,0.00192279766269451,0.13117139902446,0.619967901267067,0.120316548030901,0.677872532752288,0.0139568239598369,0.504265866347241,0.756342077057001,-2.74489828865003,-37.2257914608419,-21.6077723411259,-1.07542441514965,-1.16540215320845,-32.084349266965,5.53551852856767,-21.0402437363842,-23.0727299664715,-1.90033843609445,-9.4225278203355,1.80433420811076,1.3561439269774,0.135592433624578,33.8072733336484,45.8935927092819,35.9374476338499,15.8230900877035
"CARU",100,33,20,"Yes","Global_unavg",0.0680399611936721,-2.50702889624272,-16.6485357093271,-12.7340878391658,0.710289077822843,-1.13467851430011,12.8315383186532,-2.52577658638624,7.32464849590912,-21.5881010116824,1.42756004345858e-28,0.0234860878202903,0.0610342049335174,0.190808085986057,0.0332121721682999,0.36571695847442,0.874544903883336,0.600188763800969,0.192101254245654,-3.00424553743435,-33.0749517720399,-27.4509515268736,-0.469203249946508,-2.39014917977814,-17.6842451762024,-38.8821941734577,-23.0123905122941,-58.7932558047777,-2.10237978604698,-3.64240610498401,-0.558651255048291,1.71168096866067,-0.212472520262835,41.2884113890819,26.4307262619917,33.7590117983206,7.51364352202744
"CEVE",100,26,21,"Yes","Global_unavg",0.1311939940055,-2.84636813273766,-17.318731666711,-18.8379863449601,1.74968543418177,-0.666568589897083,2.89538871588945,14.9840089140904,-30.6734935505444,3.61561461851144,6.66736697454402e-25,0.0528912696270083,0.0276975743009586,0.00255463366796736,0.139896326826949,0.870523063438748,0.285096417151476,0.150441190417635,0.801873098291016,-3.47577627064228,-37.7129297535795,-37.76009820267,0.467895251712823,-1.62188634976443,-34.8636451325732,-13.4880253558573,-80.1556781359633,-26.921189248295,-2.36640829164928,-1.70906793675157,-3.85752805465674,2.83474815370053,0.210983899163436,37.191718909043,43.4601864645888,6.35627952066771,31.0610820933569
"EPAN",100,18,26,"Yes","Global_unavg",0.108675792898725,-3.27081353062761,-1.48934084073629,-25.4282138865055,2.50131517938059,0.080663578958328,-9.74241797014493,12.4560663677538,13.4718717293665,13.8580799981998,2.32207809980913e-23,0.874926886211089,0.0184441783337349,6.73377373999869e-07,0.857702486973564,0.482094851369785,0.338378897697531,0.365271090538724,0.32561485114994,-4.02541824041008,-21.6358330583546,-49.6605687318367,1.51750804771522,-0.812753219803624,-38.3968067329845,-12.4807992491544,-15.8762020499746,-13.5092168302582,-2.70650407490308,16.8936543342694,-6.85261115632469,3.52678962529368,1.00478012643782,17.452381781962,39.5175253990375,43.7361712750721,42.9032159462317
"PAMY",100,127,100,"Yes","Global_unavg",0.0469000540996793,-0.704733383418326,-10.7565459077929,-11.1839878274356,0.364256921808907,-0.432149231138494,-3.91341173449062,-1.10102626519805,6.48475584020202,3.95283916505191,1.3643172269846e-09,0.00202000752434977,0.00143191711834113,0.340034654630744,0.0153168491765434,0.677151445991921,0.838101924557349,0.494983840278326,0.460023277439415,-0.937355681361205,-17.8184035136422,-18.3253263809025,-0.405853040752254,-0.785158081775189,-23.8955453873514,-11.8321660201073,-13.3989497775302,-6.65404221075083,-0.480565264904651,-4.10095725140397,-4.53312163918003,1.10706475019783,-0.0850988996663699,13.7658565563742,9.38766639658639,24.527156801234,14.3936081845227
"VAME",100,95,110,"Yes","Global_unavg",0.100869397826026,-1.26611076640254,11.8328310796807,-23.0858812698102,-1.59668786387047,0.29690772686873,51.2503534788476,-7.5668411807307,NA,NA,1.28831335122786e-20,0.00434173865049853,4.46430894411968e-13,0.0998096094748606,0.0972539584484611,0.0162259812708326,0.191299041727225,NA,NA,-1.54050314019876,3.7760195895708,-29.5623122688581,-3.937905163888,-0.053169544446426,14.9564185074408,-19.0351423840813,NA,NA,-1.00641933766554,20.0936760790245,-17.0492116530265,-0.0601378287745001,0.649461641801594,99.7553267789769,3.72582345512624,NA,NA
"ACMI",11,10,22,"Yes","Global_unavg",0.125745037872614,-3.79745936398687,-17.9955825669525,-12.336152189076,2.74300745391708,0.352194567959209,12.0484959526517,34.2754776296918,15.9608635543425,14.4454341781859,8.34673697743756e-20,0.188848414916998,0.313261867879326,2.31417549818903e-06,0.514011653886216,0.455391718142802,0.0375583422095364,0.287061025744356,0.328321056121035,-4.85055381198141,-53.0924880418356,-41.398326738267,1.62668590026047,-0.691123401355442,-16.7417059613899,5.90917184947205,-11.416147421336,-12.8316136488682,-3.11229189677232,4.37455408545319,8.00113926772974,4.00526368384422,1.55114447844185,50.17472210602,73.4104418927669,48.989088683881,46.9566335822909
"ARUV",11,42,29,"Yes","Global_unavg",0.0459692138920488,-2.28040959202362,-21.5962761760837,-8.93718378183509,0.295803627409879,-0.30246044324566,6.28612635580904,23.4129656046556,9.34387890709833,2.41534656755025,5.07252544068518e-27,0.00192279766269453,0.131171399024461,0.619967901267069,0.321286384422628,0.677872532752289,0.0133678904054679,0.50426586634724,0.785832765801207,-2.74489828865002,-37.2257914608418,-21.6077723411258,-1.07542441514964,-0.902249268551724,-32.0843492669651,5.47354184301143,-21.0402437363839,-15.3431660485701,-1.90033843609445,-9.42252782033555,1.80433420811073,1.35614392697739,0.308698911400008,33.8072733336484,43.1431569782594,35.9374476338497,19.8871760019391
"CARU",11,33,20,"Yes","Global_unavg",0.0603665228637166,-2.50702889624271,-16.6485357093272,-12.7340878391658,0.464016962085609,-0.956319082540399,20.9634409777751,-5.84953904985016,2.14354150572197,-14.4614006547488,1.42756004345917e-28,0.0234860878202903,0.0610342049335178,0.429413668985748,0.0513931549768299,0.191316420148544,0.707420035838336,0.892790651651334,0.333546822088506,-3.00424553743435,-33.0749517720399,-27.4509515268736,-0.849309786170689,-2.10302025503114,-11.4869940903483,-41.545339157055,-35.0647634285005,-47.7109719660398,-2.10237978604698,-3.64240610498403,-0.55865125504831,1.52629403291029,-0.091468612752574,56.4259695826343,22.1479469420875,30.9772182454614,12.2678742393904
"CEVE",11,26,20,"Yes","Global_unavg",0.124088257683906,-2.84636818813681,-17.3187334830163,-18.8379878475593,1.64436854675124,-0.874991511305721,7.54267654835991,17.7263540398187,-24.2180622172858,-7.43382667574015,6.81045494175261e-25,0.0529415145912759,0.0277241389573843,0.00390361176253724,0.090067704834689,0.663254087779861,0.243397554417923,0.234929597800806,0.653284865417862,-3.4757757760765,-37.7129136866701,-37.7601215801427,0.382583501231001,-2.03284777874413,-28.9482143811865,-13.1948416893283,-71.4603406671206,-43.7046744768803,-2.36640772438936,-1.70905668381889,-3.85751545028758,2.71243442892898,0.0818087756806402,41.5474443214979,48.6335984620088,11.3883170725028,22.9741490949972
