"Species","Dataset","L.Occ","R.Occ","Fire.Included","Type","Rsquared","Intercept","Elevation.m","Elevation.m2","Resurvey.Burned.fi","Resurvey.Unburned.fi","Elevation.m.Res.Burn.fi","Elevation.m.Res.Unburn.fi","Elevation.m2.Res.Burn.fi","Elevation.m2.Res.Unburn.fi","P.Intercept","P.Elevation.m","P.Elevation.m2","P.Resurvey.Burned.fi","P.Resurvey.Unburned.fi","P.Elevation.m.Res.Burn.fi","P.Elevation.m.Res.Unburn.fi","P.Elevation.m2.Res.Burn.fi","P.Elevation.m2.Res.Unburn.fi","Intercept.CI.Lower","Elevation.m.CI.Lower","Elevation.m2.CI.Lower","Resurvey.Burned.fi.CI.Lower","Resurvey.Unburned.fi.CI.Lower","Elevation.m.Res.Burn.fi.CI.Lower","Elevation.m.Res.Unburn.fi.CI.Lower","Elevation.m2.Res.Burn.fi.CI.Lower","Elevation.m2.Res.Unburn.fi.CI.Lower","Intercept.CI.Upper","Elevation.m.CI.Upper","Elevation.m2.CI.Upper","Resurvey.Burned.fi.CI.Upper","Resurvey.Unburned.fi.CI.Upper","Elevation.m.Res.Burn.fi.CI.Upper","Elevation.m.Res.Unburn.fi.CI.Upper","Elevation.m2.Res.Burn.fi.CI.Upper","Elevation.m2.Res.Unburn.fi.CI.Upper"
"VAME",35,95,115,"Yes","Global_unavg",0.105238727936841,-1.27060043136541,11.8913162429608,-23.3976486804275,-1.99503999683456,0.406734187759884,48.9675266498101,-8.83888387217467,NA,NA,1.08347700298462e-20,0.00427429921823485,1.74264852958788e-13,0.0710736387367732,0.0222245647719523,0.0432420195587713,0.123900195567563,NA,NA,-1.54540104485914,3.8079374607464,-29.8479381487815,-4.73130228361573,0.0593686028020562,8.15920702914728,-20.2266166441035,NA,NA,-1.01048624919354,20.1772502402345,-17.3837640880784,-0.307904146057125,0.757433966043988,103.929920812657,2.35233512495557,NA,NA
"ACMI",36,10,17,"Yes","Global_unavg",0.161554095505926,-3.79745937337047,-17.9955828942424,-12.3361524275374,2.72260918398328,-1.54978663366539,10.9440328271983,83.6147511087093,6.4442427189534,-17.2023900384308,8.40491574836147e-20,0.188890779587472,0.313296208874167,2.43860723570191e-06,0.282730351906848,0.515320060667848,0.037524005285073,0.681429461092127,0.499551185847033,-4.85055458064794,-53.0925233783072,-41.3983430050605,1.61891014945213,-5.68722475645061,-20.1161568393721,27.0976478733956,-23.343541674881,-79.6544511785854,-3.11229207432665,4.37455352505075,8.00113102950131,3.98208776925544,0.520142919175882,49.8853013730218,194.046428464151,40.2707058132381,27.4086949213282
"ARUV",36,42,30,"Yes","Global_unavg",0.0467217966358248,-2.28040959202362,-21.5962761760837,-8.93718378183512,0.638685690920853,-0.302460443245659,9.55262433861943,23.4129656046556,3.48093362547579,2.41534656755028,5.07252544068274e-27,0.00192279766269442,0.131171399024458,0.2234257750782,0.321286384422628,0.502827501041234,0.0133678904054675,0.795180216031955,0.785832765801204,-2.74489828865002,-37.2257914608417,-21.6077723411258,-0.507397616330844,-0.902249268551726,-23.7130036891087,5.4735418430114,-25.6095534914715,-15.34316604857,-1.90033843609445,-9.42252782033555,1.80433420811069,1.60503406741734,0.308698911400007,36.3242921893706,43.1431569782593,28.5133030007604,19.8871760019391
"CARU",36,33,20,"Yes","Global_unavg",0.0685295833985126,-2.50702889624271,-16.6485357093272,-12.7340878391658,0.67995855826411,-1.02772733279267,26.039387618479,0.513735136202007,-2.81529480932093,-17.6611684316472,1.42756004345872e-28,0.02348608782029,0.0610342049335174,0.228525587189708,0.0375541357283757,0.104059805643444,0.972729600081295,0.859212031325586,0.255589682256542,-3.00424553743435,-33.07495177204,-27.4509515268736,-0.600459173166417,-2.17310523602326,-4.41385762842054,-33.1087666422986,-40.3748379547833,-52.2500317777748,-2.10237978604698,-3.64240610498407,-0.558651255048333,1.70646067827566,-0.154439828278374,62.4864593002918,28.2257359773179,25.4586213789221,9.99326213041757
"CEVE",36,26,20,"Yes","Global_unavg",0.122613139682342,-2.8463681881368,-17.3187334830163,-18.8379878475593,1.64436854675124,-0.829574535003534,7.54267654835995,21.068293510195,-24.2180622172858,-4.93975799903236,6.81045494175324e-25,0.0529415145912754,0.0277241389573842,0.00390361176253725,0.0973248937005254,0.663254087779859,0.155074444879567,0.234929597800806,0.756179779009507,-3.47577577607649,-37.71291368667,-37.7601215801427,0.382583501231,-1.9367084040452,-28.9482143811864,-8.26712905113901,-71.4603406671206,-39.4402599745771,-2.36640772438937,-1.70905668381894,-3.85751545028761,2.71243442892898,0.108229024861985,41.547444321498,51.7638420054658,11.3883170725028,24.6122462943818
"EPAN",36,18,21,"Yes","Global_unavg",0.115830960028709,-3.27081353062762,-1.48934084073627,-25.4282138865056,2.3387105466104,-0.37074925735404,-8.55354673200039,11.5007573798463,17.8433642357849,5.14095234112381,2.32207809980805e-23,0.874926886211091,0.0184441783337343,4.5544557449991e-06,0.476823115056945,0.531482471385713,0.440191027434707,0.222966729066617,0.754935900988675,-4.02541824041008,-21.6358330583547,-49.6605687318367,1.33393733729556,-1.48722228853075,-36.6773362178518,-17.2648933744613,-10.7951491851006,-28.9801571807001,-2.70650407490308,16.8936543342694,-6.85261115632465,3.37195350872486,0.644350289349409,18.4118333757316,42.7509822222489,47.8382882541635,37.4132566533554
"PAMY",36,127,110,"Yes","Global_unavg",0.0475405878078088,-0.704733383418326,-10.7565459077929,-11.1839878274356,0.886021530789214,-0.332367856910096,-0.864114409157678,0.525997661260151,3.18887184289521,2.77556682684973,1.36431722698465e-09,0.00202000752434979,0.00143191711834114,0.0187892020926109,0.0577719599607871,0.922749057669768,0.920609318476413,0.728473887032245,0.599839322570491,-0.937355681361204,-17.8184035136421,-18.3253263809024,0.150337185507759,-0.678426513571529,-19.2092871160458,-9.93270167486834,-15.9413435662837,-7.6987296589619,-0.480565264904651,-4.10095725140405,-4.53312163918005,1.64327008533909,0.00945539303966646,16.1881914051733,10.8374150589335,20.6850615438289,13.1097918953486
"VAME",36,95,103,"Yes","Global_unavg",0.0970119770055384,-1.250754354077,11.6284090506092,-21.9961188825075,-2.50292507638757,0.244382280242355,44.7723966830326,-5.70655866515979,NA,NA,1.89522956763131e-20,0.0045723939042532,3.77456792312657e-12,0.06352933954558,0.172886289010586,0.128253214565566,0.320832745038682,NA,NA,-1.52295918811641,3.66519589788736,-28.4278884378101,-6.04437929862622,-0.106485818624978,-3.44947479585642,-17.0728375483053,NA,NA,-0.993010145141719,19.7946194356314,-15.9979618817952,-0.588859199788725,0.597174219977737,112.552891948039,5.52245446267006,NA,NA
"ACMI",37,10,21,"Yes","Global_unavg",0.139571309240857,-3.79745936398687,-17.9955825669524,-12.336152189076,2.74300745391707,0.0935086032330413,12.0484959526516,42.0810531387212,15.9608635543425,10.818994060892,8.34673697743661e-20,0.188848414917,0.313261867879326,2.31417549818907e-06,0.875283036094079,0.455391718142804,0.0201864734458296,0.287061025744355,0.486423181276896,-4.85055381198142,-53.0924880418355,-41.3983267382669,1.62668590026047,-1.16463320941874,-16.74170596139,11.24063323519,-11.416147421336,-18.783993681296,-3.11229189677232,4.37455408545325,8.00113926772973,4.00526368384422,1.35256097499633,50.17472210602,84.7441114097799,48.9890886838809,44.3201713056507
"ARUV",37,42,27,"Yes","Global_unavg",0.0506103357763275,-2.28040959202361,-21.5962761760837,-8.93718378183507,0.45126717390873,-0.442796735685084,13.6692471563624,23.0192841568057,4.58008293137428,-2.20436861467265,5.07252544068646e-27,0.00192279766269453,0.131171399024461,0.409777665276097,0.16622985693983,0.339089942785437,0.0209303714034071,0.738550373864074,0.818192315848936,-2.74489828865003,-37.2257914608419,-21.6077723411259,-0.75516568143355,-1.08251566464485,-18.9234079725897,3.88587930438989,-25.4198186925054,-21.7270307374534,-1.90033843609445,-9.42252782033552,1.80433420811078,1.45019962018786,0.19022457669454,41.3215150446738,43.617511139152,30.3093269449096,16.3336116924952
"CARU",37,33,22,"Yes","Global_unavg",0.0680889646289023,-2.50702889624271,-16.6485357093272,-12.7340878391658,0.679958558264111,-0.979730132151732,26.0393876184789,-0.970396232958042,-2.8152948093209,-21.2116471483586,1.42756004345841e-28,0.0234860878202898,0.0610342049335165,0.228525587189707,0.0489012086707451,0.104059805643443,0.948166586292774,0.859212031325588,0.172567844592387,-3.00424553743435,-33.07495177204,-27.4509515268737,-0.600459173166425,-2.12509811558023,-4.41385762842066,-34.1004851965656,-40.3748379547834,-55.6229930727695,-2.10237978604698,-3.64240610498397,-0.558651255048249,1.70646067827567,-0.10100633804767,62.4864593002922,26.5773249306187,25.4586213789222,6.55520346109494
"CEVE",37,26,21,"Yes","Global_unavg",0.135472122279931,-2.8463681881368,-17.3187334830163,-18.8379878475593,1.78575747177246,-0.829574535003535,2.82143641559217,21.068293510195,-27.4622583129833,-4.9397579990324,6.81045494175412e-25,0.0529415145912756,0.0277241389573846,0.00157324740381174,0.0973248937005258,0.871812318621766,0.155074444879567,0.178390892689737,0.756179779009506,-3.47577577607649,-37.71291368667,-37.7601215801427,0.552196163207893,-1.9367084040452,-34.3912275497579,-8.26712905113905,-74.3550860595919,-39.4402599745772,-2.36640772438936,-1.70905668381891,-3.85751545028756,2.85196671616004,0.108229024861985,36.5387092421212,51.7638420054658,8.35688431654443,24.6122462943818
"EPAN",37,18,26,"Yes","Global_unavg",0.0846740853477526,-3.27081353062761,-1.48934084073626,-25.4282138865056,2.3387105466104,0.275287672138948,-8.55354673200038,5.17129071439952,17.8433642357848,22.7159446753328,2.32207809980979e-23,0.874926886211091,0.0184441783337351,4.55445574499952e-06,0.511442785544696,0.531482471385715,0.666202625674243,0.22296672906662,0.0837594735534421,-4.02541824041008,-21.6358330583546,-49.6605687318368,1.33393733729556,-0.522039703140807,-36.6773362178519,-18.1793777150014,-10.7951491851005,-1.9954653255531,-2.70650407490308,16.8936543342693,-6.85261115632468,3.37195350872486,1.16003289636817,18.4118333757315,29.7812831919687,47.8382882541633,50.4141464969358
"PAMY",37,127,107,"Yes","Global_unavg",0.0469220882643987,-0.704733383418325,-10.7565459077929,-11.1839878274356,0.370063344898891,-0.339018960142728,5.44592249909728,0.160790600724037,-3.33131013853466,-1.96052373730285,1.36431722698468e-09,0.0020200075243498,0.00143191711834117,0.327180464199188,0.0567142994077195,0.571481286792366,0.976327881653237,0.739991614962222,0.721241313394636,-0.937355681361204,-17.8184035136422,-18.3253263809025,-0.384351644498092,-0.691592078604693,-14.5668206765706,-10.6122116365917,-24.9126337123594,-12.9044505300538,-0.48056526490465,-4.10095725140394,-4.53312163917999,1.11056422257751,0.00735416609990454,24.0685687832703,10.7191116745729,15.1548906540631,8.71119611841366
"VAME",37,95,112,"Yes","Global_unavg",0.0970650895580171,-1.2520924158022,11.6465037341755,-22.0925939874221,-1.56053460166666,0.324325281668882,49.8177641515705,-6.5777701657768,NA,NA,1.59822580028426e-20,0.00453865400667492,1.47115456820778e-12,0.102793826223249,0.0687447280908862,0.0176516812671101,0.248717365017165,NA,NA,-1.5239643261895,3.67576417804096,-28.4283763432217,-3.87659289806931,-0.0240239343329957,14.104777351591,-17.8599997705012,NA,NA,-0.994504165719034,19.815843861009,-16.1768693577433,-0.0457023702697723,0.675263361492479,97.7484554825468,4.55352496324975,NA,NA
"ACMI",38,10,19,"Yes","Global_unavg",0.14582860842457,-3.79745936398687,-17.9955825669524,-12.336152189076,2.8561097684397,-0.052208178919544,8.00474308712658,39.6748086547806,5.86239530890309,9.51934623299407,8.34673697743223e-20,0.188848414916998,0.313261867879324,5.83263958383725e-07,0.93182220097905,0.633764817413145,0.0323649048312691,0.707888482227759,0.555156565479981,-4.85055381198142,-53.0924880418354,-41.3983267382669,1.77059039862805,-1.35970781504485,-23.2002846004491,8.02142018783735,-23.7771176022363,-21.8219041707943,-3.11229189677232,4.3745540854533,8.00113926772972,4.10843970803349,1.22375594225466,46.8596819437243,83.2843164891189,39.6034667299201,43.7921660387928
"ARUV",38,42,25,"Yes","Global_unavg",0.0562328437208186,-2.28040959202362,-21.5962761760837,-8.9371837818351,0.295803627409878,-0.530998353974493,6.28612635580906,22.5272828968314,9.34387890709833,-1.03712193401483,5.0725254406844e-27,0.00192279766269452,0.13117139902446,0.61996790126707,0.102869295120402,0.677872532752288,0.0261594561546084,0.50426586634724,0.915202330433646,-2.74489828865002,-37.2257914608418,-21.6077723411258,-1.07542441514965,-1.18443029333783,-32.0843492669651,2.98005250146871,-21.040243736384,-20.9479021777179,-1.90033843609445,-9.42252782033556,1.80433420811073,1.35614392697739,0.111038844201068,33.8072733336484,43.3993662572781,35.9374476338497,17.7338944939209
"CARU",38,33,21,"Yes","Global_unavg",0.0733233586060423,-2.50702889624272,-16.6485357093272,-12.7340878391658,0.951943039820796,-1.1283824353527,17.0200051037368,3.96526764784767,3.62207594580242,-23.0711035581122,1.427560043459e-28,0.0234860878202903,0.0610342049335173,0.0602269511495092,0.0301799947751338,0.213925508882794,0.792254520551307,0.789326677066506,0.160787104466374,-3.00424553743435,-33.0749517720399,-27.4509515268737,-0.119000792461361,-2.3376548665652,-10.7973121300686,-29.1740485914814,-25.8794682632836,-59.8531733271931,-2.10237978604698,-3.64240610498401,-0.558651255048283,1.90397542537814,-0.217660979542863,45.2644136706994,32.1413505808766,29.1108504883331,5.99820899011732
"CEVE",38,26,19,"Yes","Global_unavg",0.109473671088316,-2.8463681881368,-17.3187334830163,-18.8379878475593,1.39961711757929,-0.710752987406971,14.345598794834,11.9206626924879,-27.5730986522503,1.32519892723224,6.81045494175337e-25,0.0529415145912755,0.027724138957384,0.0246630487489007,0.127630560785524,0.42523645221552,0.411962349466669,0.225554000554869,0.929449891746884,-3.47577577607649,-37.7129136866701,-37.7601215801427,-0.0669937990196639,-1.7190611947519,-22.5341975874345,-18.4248433972001,-82.4122422024927,-30.8079339705904,-2.36640772438937,-1.70905668381891,-3.85751545028762,2.52547698685067,0.184217366977221,51.0827225842497,40.9006790553426,10.7361523387259,29.496433498123
"EPAN",38,18,25,"Yes","Global_unavg",0.108385479543001,-3.27081353062762,-1.48934084073626,-25.4282138865056,2.50131517938059,0.0624509079372826,-9.74241797014495,7.81121876001373,13.4718717293666,15.3793805561977,2.32207809980834e-23,0.874926886211091,0.0184441783337345,6.73377373999825e-07,0.88831520273317,0.482094851369784,0.544976504810791,0.365271090538721,0.276451926371338,-4.02541824041008,-21.6358330583547,-49.6605687318366,1.51750804771522,-0.810953954791426,-38.3968067329845,-17.2596080267321,-15.8762020499747,-12.1032286414082,-2.70650407490308,16.8936543342694,-6.85261115632462,3.52678962529369,0.980940274405008,17.452381781962,34.3567795494569,43.736171275072,44.4646099271481
"PAMY",38,127,108,"Yes","Global_unavg",0.0418847807786487,-0.704733383418327,-10.7565459077929,-11.1839878274356,0.45112149914109,-0.292912083243175,-1.73225367728664,0.0446076578512389,-1.47222841789885,4.76281837895517,1.36431722698462e-09,0.0020200075243498,0.00143191711834113,0.235454954079141,0.0917592666260997,0.859685251844847,0.993164025698296,0.884222668733491,0.35931428727751,-0.937355681361205,-17.8184035136422,-18.3253263809026,-0.309089907905569,-0.635627037702968,-22.742712162903,-10.2588793635831,-23.0934765071245,-5.49034107914353,-0.480565264904648,-4.10095725140395,-4.53312163918004,1.1974784533799,0.0464427441913227,16.6420931374556,10.2281487181148,17.1874023063921,14.9425057098753
"VAME",38,95,110,"Yes","Global_unavg",0.0992841215180497,-1.26021203945005,11.7551312010291,-22.6716927162589,-1.95936350405911,0.311844846599294,54.0011902890412,-7.57782840341931,NA,NA,1.44542964242478e-20,0.00442421399921995,8.41187044056621e-13,0.0734636576791933,0.080784679910546,0.021855428043922,0.187921641184951,NA,NA,-1.53364111042278,3.73412229902352,-29.1081304120734,-4.61510561349592,-0.0372936068946144,14.4047521186717,-18.9753918794827,NA,NA,-1.00134655328957,19.9787212433817,-16.6707214827496,-0.263689009056378,0.663559241523647,107.463998071161,3.64507449444708,NA,NA
"ACMI",39,10,21,"Yes","Global_unavg",0.133931956702744,-3.79745936398687,-17.9955825669525,-12.336152189076,2.79147982309376,0.0627606644969398,17.1586396462144,43.4739457295284,13.2520029361005,3.82279923865564,8.34673697743292e-20,0.188848414916996,0.313261867879323,1.15008097696334e-06,0.91848325294177,0.287650130755724,0.0207012868916485,0.375510901567347,0.813201067272008,-4.85055381198141,-53.0924880418355,-41.3983267382668,1.69676533149958,-1.26098927465292,-11.4046550740032,11.4392786677067,-14.0955137810149,-27.7492763434553,-3.11229189677232,4.37455408545319,8.00113926772969,4.04574378719833,1.33893475563992,55.3430125687614,87.5384048090436,46.1938084771654,38.1094418119403
"ARUV",39,42,26,"Yes","Global_unavg",0.0542246801636501,-2.28040959202362,-21.5962761760836,-8.9371837818351,0.29580362740988,-0.484850585295998,6.28612635580906,16.932059421547,9.34387890709835,-0.814984109661239,5.0725254406845e-27,0.00192279766269455,0.13117139902446,0.619967901267067,0.13338731636357,0.677872532752288,0.0965821596317617,0.504265866347238,0.93295818412698,-2.74489828865002,-37.2257914608419,-21.6077723411258,-1.07542441514966,-1.13356231750643,-32.084349266965,-3.18868164918728,-21.0402437363841,-20.6503757270785,-1.90033843609445,-9.42252782033551,1.80433420811075,1.3561439269774,0.152896161072918,33.8072733336484,37.6316956728892,35.9374476338497,17.8469959492011
"CARU",39,33,18,"Yes","Global_unavg",0.0931477079913142,-2.50702889624271,-16.6485357093272,-12.7340878391658,0.710289077822842,-2.03151865291814,12.8315383186532,4.81111418404772,7.32464849590912,-50.1770549169839,1.42756005911411e-28,0.0234860878351518,0.0610342049546083,0.190808085992863,0.0126587074733262,0.365716958488187,0.7990729820552,0.600188763808004,0.0402071251654499,-3.00424553743466,-33.0749517720297,-27.450951526877,-0.469203249946589,-4.03278982883261,-17.6842451762056,-37.4120959946365,-23.0123905122967,-107.61299563233,-2.10237978604698,-3.64240610498202,-0.558651255048661,1.71168096866064,-0.726657903441948,41.2884113890845,39.9477947169302,33.75901179832,-9.55258889108201
"CEVE",39,26,21,"Yes","Global_unavg",0.132241317308925,-2.8463681881368,-17.3187334830163,-18.8379878475594,1.74968548956865,-0.694096403137358,2.8953905320225,13.4263553270268,-30.6734920484813,2.07065245151695,6.81045494175488e-25,0.0529415145912762,0.0277241389573844,0.00255582057283691,0.131815937344633,0.870530062036214,0.348129140887701,0.150453406533388,0.888433341981779,-3.4757757760765,-37.7129136866702,-37.7601215801428,0.467894655833769,-1.68077114008232,-34.8636438825946,-16.071784405564,-80.1556795666517,-29.4542095334479,-2.36640772438936,-1.7090566838189,-3.85751545028749,2.83474809355607,0.194035111526203,37.1917180636109,42.2152926073621,6.35628371133399,29.9747371959724
"EPAN",39,18,26,"Yes","Global_unavg",0.130756057430695,-3.27081353062762,-1.48934084073625,-25.4282138865055,2.17716344756325,0.127467437723262,-37.2568681932551,4.10370774210544,-9.76822385071574,13.5064706564841,2.32207809980813e-23,0.874926886211092,0.0184441783337346,0.000590721159546378,0.771749471453084,0.0795704273783296,0.74905562785895,0.612855441818551,0.340771901950385,-4.02541824041008,-21.6358330583547,-49.6605687318368,0.723806476512802,-0.731185632770815,-87.8779060390928,-21.134264234031,-50.5549574702589,-14.1341297940681,-2.70650407490308,16.8936543342694,-6.85261115632459,3.36013130557711,1.03862214358127,-0.653170229339124,30.2164737738361,26.86615761107,42.6404795281187
"PAMY",39,127,101,"Yes","Global_unavg",0.0476812721163019,-0.704733383418325,-10.7565459077929,-11.1839878274356,0.452657107170724,-0.454192540953683,2.52607402510167,0.0538632650125575,10.3149208750435,-0.349974964285084,1.3643172269848e-09,0.00202000752434979,0.00143191711834115,0.2249197467909,0.0117612561839128,0.770426946597358,0.992176480968073,0.23733430348947,0.949579406817682,-0.937355681361204,-17.8184035136421,-18.3253263809024,-0.295229854452384,-0.812112222291483,-15.0545044299375,-10.8955004202132,-7.38904456410312,-11.3850920214336,-0.48056526490465,-4.10095725140395,-4.53312163918,1.18146349873076,-0.103718243994385,19.2906202548885,10.7376342361164,27.3598433394589,10.3912063734492
"VAME",39,95,108,"Yes","Global_unavg",0.107862272145906,-1.28845733536742,12.1187046230449,-24.6100866967663,-1.65404314610621,0.268512657447516,53.4995713534261,-8.10767970515147,NA,NA,9.09086423922592e-21,0.0040638224027196,6.81037260910857e-14,0.095231905416323,0.136474743383764,0.0142394003674154,0.170113552689524,NA,NA,-1.56682061902652,3.9292762393376,-31.2896174891462,-4.03373448936308,-0.0841560974394373,16.3026229957014,-19.8205138478359,NA,NA,-1.02544005517448,20.5199698637009,-18.3971558935747,-0.0835114910699595,0.623524339603125,102.886565729708,3.41201144304482,NA,NA
"ACMI",4,10,20,"Yes","Global_unavg",0.138786399296589,-3.79745937337048,-17.9955828942422,-12.3361524275374,2.45066638139478,-0.858846960849263,17.1593606396963,76.276553621761,15.9003549790156,-12.2157816306702,8.40490898999687e-20,0.188890774681041,0.313296204907101,4.77556167256357e-05,0.416402772062533,0.295217235082807,0.0114829228497156,0.297817646549561,0.549611543684098,-4.85055458055917,-53.0925233742244,-41.3983430031859,1.26736502278631,-3.64997862410456,-12.0408997018101,29.8700379253952,-12.1773653162271,-57.7158083817929,-3.11229207430614,4.37455352511568,8.00113103045225,3.73936106952165,0.867062894914923,55.7032837641753,153.317713184356,49.3640270470277,26.9570901003537
"ARUV",4,42,26,"Yes","Global_unavg",0.0529970995745084,-2.28040959202362,-21.5962761760837,-8.93718378183508,0.295803627409878,-0.465615478413157,6.28612635580905,19.4151516715191,9.34387890709834,0.342924952449567,5.07252544068323e-27,0.0019227976626945,0.13117139902446,0.619967901267069,0.144426898837256,0.677872532752288,0.0519357825750681,0.504265866347239,0.971198971299327,-2.74489828865002,-37.2257914608418,-21.6077723411259,-1.07542441514964,-1.10201533670399,-32.084349266965,-0.0270373847978101,-21.0402437363841,-18.9837123642689,-1.90033843609445,-9.42252782033551,1.80433420811075,1.35614392697739,0.166693300955331,33.8072733336486,39.8931391573774,35.9374476338499,18.7328175784102
"CARU",4,33,19,"Yes","Global_unavg",0.0771121879695039,-2.50702889624271,-16.6485357093273,-12.7340878391658,0.710289077822843,-1.43304276396827,12.8315383186532,-2.48861239520739,7.32464849590911,-31.0795353429462,1.42756004345875e-28,0.0234860878202896,0.0610342049335168,0.190808085986056,0.0213079786983082,0.365716958474419,0.886495965472822,0.600188763800969,0.104982951279182,-3.00424553743447,-33.074951772044,-27.4509515268772,-0.469203249946797,-2.93085010277766,-17.6842451762101,-42.4196370741026,-23.0123905123016,-74.9792685924791,-2.10237978604689,-3.64240610498135,-0.558651255045681,1.71168096866089,-0.392053886223399,41.2884113890886,28.8048699193285,33.7590117983266,1.8450656559223
"CEVE",4,26,21,"Yes","Global_unavg",0.1311939940055,-2.84636813273766,-17.318731666711,-18.8379863449601,1.74968543418177,-0.666568589897083,2.89538871588945,14.9840089140904,-30.6734935505444,3.61561461851144,6.66736697454402e-25,0.0528912696270083,0.0276975743009586,0.00255463366796736,0.139896326826949,0.870523063438748,0.285096417151476,0.150441190417635,0.801873098291016,-3.47577627064228,-37.7129297535795,-37.76009820267,0.467895251712823,-1.62188634976443,-34.8636451325732,-13.4880253558573,-80.1556781359633,-26.921189248295,-2.36640829164928,-1.70906793675157,-3.85752805465674,2.83474815370053,0.210983899163436,37.191718909043,43.4601864645888,6.35627952066771,31.0610820933569
"EPAN",4,18,30,"Yes","Global_unavg",0.11365734361718,-3.27081353062761,-1.48934084073628,-25.4282138865055,2.77724368566171,0.298800306508683,-4.52367136116964,2.21901362508596,15.1671039104075,16.5690805856194,2.32207809980933e-23,0.87492688621109,0.018444178333735,1.28771315292271e-08,0.478177452200765,0.726858376837107,0.856681146668157,0.282411269370427,0.221369241142079,-4.02541824041008,-21.6358330583546,-49.6605687318367,1.84001549416139,-0.506853493581765,-30.3300713145364,-21.9601190137919,-12.037027839289,-9.32851865349702,-2.70650407490308,16.8936543342694,-6.85261115632466,3.78374807415003,1.18565050997914,21.4793571134553,27.2207113599138,44.3748940764444,44.8252143023536
"PAMY",4,127,107,"Yes","Global_unavg",0.0497392896835057,-0.704733383418327,-10.7565459077929,-11.1839878274356,0.874068609290104,-0.36557732163577,-0.292754120168142,0.501719249687039,-6.39980097084329,2.52708234733985,1.36431722698457e-09,0.00202000752434979,0.00143191711834114,0.0231460328443148,0.0379307868213069,0.975615600578845,0.924786120607495,0.531921975965897,0.635270887122349,-0.937355681361202,-17.8184035136421,-18.3253263809024,0.125599564206674,-0.713821108552393,-20.4565767407569,-10.0408114852481,-28.4198844804774,-8.03259983330313,-0.480565264904651,-4.10095725140405,-4.53312163918012,1.65100323360472,-0.0221039789971931,17.8386325082946,10.8770300368311,12.3568459009183,12.9240298156682
"VAME",4,95,108,"Yes","Global_unavg",0.111118363451748,-1.28853831071533,12.1197177167807,-24.615490228788,-1.96160850541352,0.271927964905801,55.1367998953955,-3.73610045509798,NA,NA,8.83396014134935e-21,0.00406086909495442,5.88941739413709e-14,0.0731490447775761,0.133009450600008,0.0204415578850772,0.52474478544534,NA,NA,-1.56680712660257,3.92994088453953,-31.2772660998437,-4.60370919863907,-0.0822437739519575,14.9388685064483,-15.3298822202048,NA,NA,-1.02557167196384,20.520565152342,-18.4142913265766,-0.260087664467373,0.628132375563444,108.727444487666,7.76032328280061,NA,NA
"ACMI",40,10,16,"Yes","Global_unavg",0.164151070758619,-3.79745937337048,-17.9955828942426,-12.3361524275376,2.72260918398328,-1.50350915429851,10.9440328271987,78.4386854125003,6.44424271895349,-11.2196823609893,8.40491574836202e-20,0.188890779587466,0.313296208874161,2.43860723570194e-06,0.287642052958307,0.515320060667835,0.0480154819575552,0.681429461092123,0.651923208425741,-4.85055458064794,-53.0925233783072,-41.3983430050604,1.61891014945213,-5.72131937524268,-20.116156839372,23.5406263959887,-23.3435416748809,-72.8402605402286,-3.11229207432665,4.37455352505078,8.00113102950133,3.98208776925544,0.508130507205094,49.8853013730218,191.261789056357,40.270705813238,32.6037205515496
"ARUV",40,42,27,"Yes","Global_unavg",0.0551145426124061,-2.28040959202362,-21.5962761760836,-8.93718378183507,0.638685690920854,-0.484850585295999,9.55262433861937,16.932059421547,3.48093362547574,-0.814984109661286,5.07252544068401e-27,0.00192279766269454,0.131171399024461,0.2234257750782,0.133387316363569,0.502827501041237,0.096582159631762,0.795180216031959,0.932958184126976,-2.74489828865002,-37.2257914608419,-21.6077723411258,-0.507397616330845,-1.13356231750643,-23.7130036891088,-3.18868164918715,-25.6095534914716,-20.6503757270786,-1.90033843609445,-9.42252782033552,1.80433420811077,1.60503406741734,0.152896161072917,36.3242921893706,37.6316956728892,28.5133030007605,17.846995949201
"CARU",40,33,24,"Yes","Global_unavg",0.0653294648707302,-2.50702889624271,-16.6485357093272,-12.7340878391658,0.679958558264109,-0.832801363055862,26.0393876184789,1.61940395954452,-2.81529480932091,-20.8208370358021,1.42756004345889e-28,0.0234860878202899,0.0610342049335169,0.228525587189709,0.0733459080390447,0.104059805643444,0.907238202906164,0.859212031325587,0.155548306216294,-3.00424553743435,-33.07495177204,-27.4509515268737,-0.600459173166417,-1.87917265973375,-4.41385762842047,-28.4412393842088,-40.3748379547833,-52.7869343120087,-2.10237978604698,-3.64240610498408,-0.558651255048262,1.70646067827566,0.00539883845295037,62.4864593002919,27.8315358637598,25.458621378922,5.73767528040935
