Date,Plot,Replicate,Species,Percent.Cover,Notes,
2015-07-31,Ste2005,O,PAMY,0.1,,
2015-07-31,Ste2005,O,CAXX,0.1,Assume Carex sp.,
2015-07-31,Ste2005,O,HIXX,0.1,Hieracium sp.,
2015-07-31,Ste2023,W,LIGR,11,,
2015-07-31,Ste2023,W,RUXX,14,Rubus sp.,
2015-07-31,Ste2023,W,ERCA,11.5,Eremogene copilaris,
2015-07-31,Ste2023,W,SYFO,9,Symphylatrichum foliacium,
2015-07-31,Ste2023,W,CAMI,1,Castilleja miniata,
2015-07-31,Ste2023,W,POSC,20,Poa scabrella,
2015-07-31,Ste2023,N,LIGR,18,,
2015-07-31,Ste2023,N,SYFO,15,,
2015-07-31,Ste2023,N,POSC,8,,
2015-07-31,Ste2023,N,RUXX,4,Rubus sp.,
2015-07-31,Ste2023,N,ACMI,0.2,,
2015-07-31,Ste2023,N,ERCA,5.5,,
2015-07-31,Ste2023,N,TRSP,0.2,Trisetum spicatum,
2015-07-31,Ste2023,N,ARLO,1,Arnica longifolia,
2015-07-31,Ste2023,N,LUPE,0.2,Luzula pectinata,
2015-07-31,Ste2023,E,LIGR,15,,
2015-07-31,Ste2023,E,RUXX,4,Rubus sp.,
2015-07-31,Ste2023,E,POSC,18,,
2015-07-31,Ste2023,E,SYFO,6,,
2015-07-31,Ste2023,E,LUPE,3,,
2015-07-31,Ste2023,S,LIGR,7,,
2015-07-31,Ste2023,S,POSC,25,,
2015-07-31,Ste2023,S,RUXX,3,Rubus sp.,
2015-07-31,Ste2023,S,CAXX,1,Carex sp. ,
2015-07-31,Ste2021,E,ORSE,7.5,Orthillea secunda,
2015-07-31,Ste2021,E,VAME,20,5 out,
2015-07-31,Ste2021,E,MOSS,2,,
2015-07-31,Ste2021,S,VAME,35,,
2015-07-31,Ste2021,S,LUXX,5,Luzula sp.,
2015-07-31,Ste2021,S,MOSS,1,,
2015-07-31,Ste2021,S,ABAM,,1 seedling,
2015-07-31,Ste2021,N,VAME,25,,
2015-07-31,Ste2021,N,RHAL,1,1 out,
2015-07-31,Ste2021,N,MOSS,,,
2015-07-31,Ste2021,W,RHAL,30,30 out,
2015-07-31,Ste2021,W,LUXX,0.5,Luzula sp. ,
2015-07-31,Ste2021,W,VAME,3,,
2015-07-31,Ste2021,O,ARLA,0.1,Arnica latifoliasis,
2015-07-31,Ste2021,O,MIBR?,0.1,Mitella breweri?,
2015-08-01,Ste2007,E,PAMY,23,,
2015-08-01,Ste2007,E,LOXX,0.5,Lomatium sp.,
2015-08-01,Ste2007,E,CARU,0.5,,
2015-08-01,Ste2007,N,CEVE,20,20 OUT,
2015-08-01,Ste2007,N,VAME,3,,
2015-08-01,Ste2007,N,PAMY,8,8 OUT,
2015-08-01,Ste2007,N,RILA,5,Ribes lacustre,
2015-08-01,Ste2007,W,VAME,8,,
2015-08-01,Ste2007,W,EPAN,1,,
2015-08-01,Ste2007,W,PAMY,2,,
2015-08-01,Ste2007,S,VAME,12,2 out,
2015-08-01,Ste2007,S,PAMY,0.2,0.2 OUT,
2015-08-01,Ste2007,O,MOSS,0.1,,
2015-07-31,Ste2015,S,VAME,20,1 OUT,
2015-07-31,Ste2015,W,PAMY,2.5,,
2015-07-31,Ste2015,W,VAME,12,,
2015-07-31,Ste2015,W,MOSS,2,,
2015-07-31,Ste2015,N,PAMY,3.5,,
2015-07-31,Ste2015,E,VAME,1,,
2015-07-31,Ste2015,E,MOSS,1,,
2015-08-01,Ste2011,S,THOC,20,,
2015-08-01,Ste2011,S,ASCO,33,"Aster conspicuus (note from R: if no flower, can be easily confused with other asters e.g. Aster subspicatus)",
2015-08-01,Ste2011,S,CAXX,4,Carex sp.,
2015-08-01,Ste2011,S,ARXX,0.2,Arabis sp. ,
2015-08-01,Ste2011,S,DENU,2,Delphinium nuttallianum,
2015-08-01,Ste2011,S,ACMI,0.3,Achillea millefolium,
2015-08-01,Ste2011,S,HAMI,1,Hackelia micrantha,
2015-08-01,Ste2011,S,ELCI,0.5,Elymus cinereas,
2015-08-01,Ste2011,W,THOC,5,,
2015-08-01,Ste2011,W,ASCO,2,Aster conspicuus,
2015-08-01,Ste2011,W,HAMI,1,,
2015-08-01,Ste2011,W,ELCI,1,,
2015-08-01,Ste2011,W,ANAR,2,Angelica arguta,
2015-08-01,Ste2011,N,ANAR,6,Angelica arguta,
2015-08-01,Ste2011,N,ACMI,0.2,,
2015-08-01,Ste2011,N,THOC,12,,
2015-08-01,Ste2011,N,ASCO,14,Aster conspicuus,
2015-08-01,Ste2011,N,HAMI,2,,
2015-08-01,Ste2011,N,CAXX,3,Carex sp.,
2015-08-01,Ste2011,E,ANAR,12,Angelica arguta,
2015-08-01,Ste2011,E,ACMI,1,,
2015-08-01,Ste2011,E,VEVI,3,Beratrum viride (EDIT FROM R: no such thing as Beratrum viride so I changed to Veratrum viride),
2015-08-01,Ste2011,E,THOC,15,,
2015-08-01,Ste2011,E,ASCO,3,Aster conspicuus,
2015-08-01,Ste2013,N,ALVI,100,Closed canopy - Alynus stichensis; (EDIT: R changed from ALSI to ALVI to reflect current scientific name of Alnus viridis),
2015-08-01,Ste2013,N,FEOC,0.5,Festuca occidentalis,
2015-08-01,Ste2013,N,MARA,12,(SMRA -> MARA),
2015-08-01,Ste2013,N,CIAL,6,Circaea alpina - Same species as in the last plot on the Copper Ridge tripÄ in the avalanche chute,
2015-08-01,Ste2013,W,GAAP,8,Galium aparin,
2015-08-01,Ste2013,W,CIAL,25,Circaea alpina,
2015-08-01,Ste2013,W,ALVI,100,97 OUT; (EDIT: R changed from ALSI to ALVI to reflect current scientific name of Alnus viridis),
2015-08-01,Ste2013,S,RILA,0.5,Ribes lacustre,
2015-08-01,Ste2013,E,SARA,15,Sambucus racemosa,
2015-08-01,Ste2013,E,MARA,8,Smilacina racemosa; (SMRA -> MARA),
2015-08-01,Ste2013,E,GAAP,0.5,,
2015-08-01,Ste2013,E,ALVI,100,100 out; (EDIT: R changed from ALSI to ALVI to reflect current scientific name of Alnus viridis),
2015-08-01,Ste2013,O,THOC,0.1,(THOR -> THOC),
2015-08-01,Ste2013,O,CAOL,0.1,Cardamine oligosperma,
2015-08-01,Ste2009,E,MOSS,0.5,,
2015-08-01,Ste2009,N,MOSS,1,,
2015-08-01,Ste2009,W,ORSE,12,Orthillea secunda,
2015-08-01,Ste2009,S,ORSE,3,,
2015-08-01,Ste2009,S,TITR,1,Foamflower,
2015-08-01,Ste2009,O,THOC,0.1,(THOR -> THOC),
2015-08-01,Ste2009,O,CAXX,0.1,Carex sp.,
2015-08-01,Ste2009,O,CAOL,0.1,Cardamine oligosperma,
2015-08-01,Ste2009,O,GAAP,0.1,Galium aparin,
2015-08-01,Ste2009,O,GOOB,0.1,Goodyera oblongifolia,
2015-08-01,Ste2009,O,VAME,0.1,,
2015-08-01,Ste2009,O,PAMY,0.1,,
2015-08-01,Ste2009,O,SOSI,0.1,,
2015-08-01,Ste2009,O,RILA,0.1,Ribes lacustre,
2015-06-08,Ross3025,S,LICO,7,Lilium columbianum,
2015-06-08,Ross3025,S,CAHI,1,Casteleja hispida,
2015-06-08,Ross3025,S,PAMY,25,,
2015-06-08,Ross3025,S,AQFO,13,Aquileya formosa,
2015-06-08,Ross3025,S,CARU,5,Calamagrastis rubescens,
2015-06-08,Ross3025,S,ACMI,0.5,Achillea millefolium,
2015-06-08,Ross3025,S,VADE,3,,
2015-06-08,Ross3025,W,LICO,1,Lilium columbianum,
2015-06-08,Ross3025,W,CARU,22,,
2015-06-08,Ross3025,W,ACMI,3,,
2015-06-08,Ross3025,W,AQFO,6,,
2015-06-08,Ross3025,W,PTAQ,0.5,0.5 OUT - Pteridium aquilium,
2015-06-08,Ross3025,W,CAXX,1,Carex sp,
2015-06-08,Ross3025,W,MOMA,2,Moehringia macrohphylla,
2015-06-08,Ross3025,W,PREM,3,Prunus emarginata,
2015-06-08,Ross3025,W,unk. Legume,0.2,"Unk Legume, herbivorized",
2015-06-08,Ross3025,W,SPPY,10,Spiraea x-pyrimidata,
2015-06-08,Ross3025,N,AMAL,2,Amelanchier alnifolia,
2015-06-08,Ross3025,N,CARU,0.5,,
2015-06-08,Ross3025,N,ACMI,5,,
2015-06-08,Ross3025,N,SPPY,4,,
2015-06-08,Ross3025,N,AQFO,4,,
2015-06-08,Ross3025,N,PAMY,2,,
2015-06-08,Ross3025,N,CARU,2,,
2015-06-08,Ross3025,N,MOMA,0.5,,
2015-06-08,Ross3025,N,FRVE,2,0.2 out - Fragaria vesca,
2015-06-08,Ross3025,N,PEPR?,1,Penstamon pruinosus,
2015-06-08,Ross3025,N,RUPA,1,1 out - Rubus parviflora,
2015-06-08,Ross3025,N,CAXX,2,Carex sp,
2015-06-08,Ross3025,N,BRXX,0.2,Bromus sp,
2015-06-08,Ross3025,E,RUPA ,20,2 OUT,
2015-06-08,Ross3025,E,AQFO,2,,
2015-06-08,Ross3025,E,LICO,2,Lilium columbianum,
2015-06-08,Ross3025,E,FRVE,5,,
2015-06-08,Ross3025,E,ACMI,2,,
2015-06-08,Ross3025,E,CAXX,3,Carex sp,
2015-06-08,Ross3025,E,CARU,7,,
2015-06-08,Ross3025,E,CAHI,0.5,,
2015-06-08,Ross3025,E,LAPO,0.5,Latihyrus polypholus,
2015-06-08,Ross3025,E,MAST,5,Smilacina stelata; (SMST -> MAST),
2015-06-08,Ross3025,E,EPAN,,Epilobium angustifolium,
2015-06-08,Ross3025,O,MAAQ,0.1,Mahonia aquilium,
2015-06-08,Ross3027,S,PAMY,75,,
2015-06-08,Ross3027,S,SPPY,3,Spiraea x-pyrimidata,
2015-06-08,Ross3027,S,AQFO,11,Aquilegia formosa,
2015-06-08,Ross3027,S,PSME,,1 seedling,
2015-06-08,Ross3027,S,LAPO,2,Lathyrus polyphulus,
2015-06-08,Ross3027,S,VAME,3,3 out,
2015-06-08,Ross3027,S,LICO,2,Lilium columbianum,
2015-06-08,Ross3027,E,ACCI,65,,
2015-06-08,Ross3027,E,PAMY,8,,
2015-06-08,Ross3027,E,VAME,10,,
2015-06-08,Ross3027,E,SPPY,0.5,,
2015-06-08,Ross3027,E,AQFO,0.5,,
2015-06-08,Ross3027,E,SPBE,3,Spiraea betulifolium,
2015-06-08,Ross3027,N,SPPY,2,,
2015-06-08,Ross3027,N,VAME,5,,
2015-06-08,Ross3027,N,PAMY,30,,
2015-06-08,Ross3027,N,AMAL,8,Amelanchier alnifolia,
2015-06-08,Ross3027,N,SASI,6,6 out - Salix sitchensis?,
2015-06-08,Ross3027,W,LOCI,4,Lonicera ciliosa,
2015-06-08,Ross3027,W,MARA,2,2 out - False Solomon's Seal; (SMRA -> MARA),
2015-06-08,Ross3027,W,PAMY,20,,
2015-06-08,Ross3027,W,LAPO,2,,
2015-06-08,Ross3027,W,LICO,5,Lilium columbianum,
2015-06-08,Ross3027,W,RUXX,2,Rubus sp,
2015-06-08,Ross3027,W,SASI ,10,10 out,
2015-06-08,Ross3027,W,FRVE,2,Fragaria vesca,
2015-06-08,Ross3027,O,ROGY,0.1,Rosa gymnocarpa,
2015-06-08,Ross3027,O,ACMI,0.1,Achillea millefolium,
2015-06-08,Ross3027,O,DRGL,0.1,Drymocallis glandulosa,
2015-06-08,Ross3027,O,CAHI,0.1,Castilleja hispida,
2015-06-08,Ross3027,O,MAAQ,0.1,Mahonia aquilium,
2015-06-08,Ross3027,O,CARU,0.1,Calamagrastis rubescens,
2015-06-08,Ross3027,O,CAXX,0.1,Carex sp,
2015-06-08,Ross3029,W,TITR,2,Tiarella trifoliata,
2015-06-08,Ross3029,W,ASCA,0.5,Asarum caudatum,
2015-06-08,Ross3029,W,LICO,2,Listera cordata,
2015-06-08,Ross3029,W,MOSS,1,,
2015-06-08,Ross3029,N,TITR,8,1 out,
2015-06-08,Ross3029,N,OPHO,5,Devils Club,
2015-06-08,Ross3029,N,LICO,2,Listera cordata,
2015-06-08,Ross3029,N,ASCA,3,Asarum caudatum,
2015-06-08,Ross3029,N,MAST,0.5,0.5 OUT; (SMST -> MAST),
2015-06-08,Ross3029,N,RILA,1.5,Ribes lacustre,
2015-06-08,Ross3029,E,MOSS,15,,
2015-06-08,Ross3029,S,MOSS,1,,
2015-06-08,Ross3031,W,LOCI,17,Lonicera ciliosa,
2015-06-08,Ross3031,W,SYHE,33,Symphorocarpus mollis (edit from R: changed this to Symphoricarpos hesperius to reflect updated taxonomy),
2015-06-08,Ross3031,W,MAAQ,9,Mahonia aquilium,
2015-06-08,Ross3031,W,FEOC,0.2,Festuca occidentalis,
2015-06-08,Ross3031,W,AMAL,3,Amelanchier alnifolia,
2015-06-08,Ross3031,W,CARU,2,Calamagrastis rubescens,
2015-06-08,Ross3031,W,ROGY,1,Rosa gymnocarpa,
2015-06-08,Ross3031,W,TRBO,4,Trientalis latifolia,
2015-06-08,Ross3031,W,MOSS,85,,
2015-06-08,Ross3031,N,AMAL,4,,
2015-06-08,Ross3031,N,SYMO,2,,
2015-06-08,Ross3031,N,TRBO,1,,
2015-06-08,Ross3031,N,MAAQ,3,,
2015-06-08,Ross3031,N,BRXX,0.5,Bromus sp,
2015-06-08,Ross3031,N,CARU,0.5,,
2015-06-08,Ross3031,N,MOSS,90,,
2015-06-08,Ross3031,E,MOSS,75,,
2015-06-08,Ross3031,E,TRBO,2,,
2015-06-08,Ross3031,E,SYMO,25,,
2015-06-08,Ross3031,S,ACCI,12,12 OUT,
2015-06-08,Ross3031,S,SYMO,10,,
2015-06-08,Ross3031,S,MOSS,80,,
2015-06-08,Ross3031,S,HODI,5,5 OUT - Holodiscus discoides,
2015-06-08,Ross3031,S,PSME,,1 seedling,
2015-06-08,Ross3031,O,MANE,0.1,Mahonia nervosa,
2015-06-07,Ross3043,S,MANE ,55,Mahonia nervosa,
2015-06-07,Ross3043,S,MOSS,10,,
2015-06-07,Ross3043,S,LOCI,2,Lonicera ciliosa,
2015-06-07,Ross3043,E,ROGY,6,Rosa gymnocarpa,
2015-06-07,Ross3043,E,MANE,75,,
2015-06-07,Ross3043,E,MOSS ,2,,
2015-06-07,Ross3043,W,MANE,20,1 out,
2015-06-07,Ross3043,W,MOSS,17,,
2015-06-07,Ross3043,W,TRBO,2,Trientalis latifolia,
2015-06-07,Ross3043,W,SYMO,22,Symphorocarpus mollis,
2015-06-07,Ross3043,N,MANE,25,,
2015-06-07,Ross3043,N,MOSS,20,,
2015-06-07,Ross3043,N,PAMY,3,,
2015-06-07,Ross3035,W,PAMY,1.5,,
2015-06-07,Ross3035,W,MOSS,90,,
2015-06-07,Ross3035,W,MANE,13,3 out - Mahonia nervosa,
2015-06-07,Ross3035,W,CHUM,1,Chimiphila umbelatum,
2015-06-07,Ross3035,W,HODI,3,Holodiscus discoides,
2015-06-07,Ross3035,W,TRBO,1,,
2015-06-07,Ross3035,S,SPBE,10,,
2015-06-07,Ross3035,S,CHUM,8,,
2015-06-07,Ross3035,S,MANE,4,1 out,
2015-06-07,Ross3035,S,ROGY,3,Rosa gymnocarpa,
2015-06-07,Ross3035,S,MOSS,70,,
2015-06-07,Ross3035,S,VAME,2,,
2015-06-07,Ross3035,S,ACCI,1,Douglas Maple,
2015-06-07,Ross3035,S,PAMY,0.5,,
2015-06-07,Ross3035,E,LOCI,9,Lonicera ciliosa,
2015-06-07,Ross3035,E,ROGY,5,4 out,
2015-06-07,Ross3035,E,LIBO,30,Lineaus borealis,
2015-06-07,Ross3035,E,PSME,,1 seedling,
2015-06-07,Ross3035,E,CHUM,2,,
2015-06-07,Ross3035,E,CARU,0.5,,
2015-06-07,Ross3035,E,ADBI?,0.5,Pathfinder?,
2015-06-07,Ross3035,E,TRBO,3,,
2015-06-07,Ross3035,E,HODI,1,1 out,
2015-06-07,Ross3035,E,MOSS,75,,
2015-06-07,Ross3035,N,ACCI,15,10 out,
2015-06-07,Ross3035,N,MANE,8,,
2015-06-07,Ross3035,N,MOSS,75,,
2015-06-07,Ross3035,N,SPBE,3,,
2015-06-07,Ross3035,N,CHUM,3,,
2015-06-07,Ross3035,N,TRBO,2,,
2015-06-06,Ross3021,S,ACCI,50,,
2015-06-06,Ross3021,S,PAMY,6,,
2015-06-06,Ross3021,S,AMAL,2,Amelanchier alnifolia,
2015-06-06,Ross3021,E,ACCI,5,4.5 out,
2015-06-06,Ross3021,E,MOSS,8,,
2015-06-06,Ross3021,N,TRBO,0.5,Trientalis latifolia,
2015-06-06,Ross3021,N,ACCI,2,1.5,
2015-06-06,Ross3021,N,MOSS,8,,
2015-06-06,Ross3021,W,ACCI,10,4 out,
2015-06-06,Ross3021,W,PAMY,17,4 out,
2015-06-06,Ross3021,W,MOSS,5,,
2015-06-06,Ross3017,W,MANE,17,3 out,
2015-06-06,Ross3017,W,MOSS,20,,
2015-06-06,Ross3017,N,MANE,16,,
2015-06-06,Ross3017,N,MOSS,8,,
2015-06-06,Ross3017,N,VISE,0.5,Viola semperivens,
2015-06-06,Ross3017,E,MANE,6,1 out,
2015-06-06,Ross3017,E,MOSS,30,,
2015-06-06,Ross3017,S,MANE,8,,
2015-06-06,Ross3017,S,MOSS,N/A,,
2015-06-06,Ross3017,S,PAMY,2,2 out,
2015-06-06,Ross3017,O,VAPA,0.1,,
2015-06-05,Ruby1055,N,VAME,0.5,Dead ABAM in plot,
2015-06-05,Ruby1055,N,MOSS,60,,
2015-06-05,Ruby1055,E,GOOB,0.5,0.5 out,
2015-06-05,Ruby1055,E,GAOV,0.5,,
2015-06-05,Ruby1055,E,MOSS,20,,
2015-06-05,Ruby1055,S,GAOV,15,,
2015-06-05,Ruby1055,S,MOSS,80,,
2015-06-05,Ruby1055,W,MOSS,30,,
2015-06-05,Ruby1055,O,CHUM,0.1,,
2015-06-05,Ruby1057,E,MOSS,3,,
2015-06-05,Ruby1057,E,ABAM ,,4 seedlings,Tiny but has very long bluish needles in star-shaped arrangement
2015-06-05,Ruby1057,N,MOSS,20,,
2015-06-05,Ruby1057,N,ABAM ,,1 seedlings,
2015-06-05,Ruby1057,N,VAME,2,,
2015-06-05,Ruby1057,N,ORSE,0.5,,
2015-06-05,Ruby1057,W,ABAM,,2 seedlings,
2015-06-05,Ruby1057,W,VAME,1,,
2015-06-05,Ruby1057,W,RULA,1,Rubus lasiococcus,
2015-06-05,Ruby1057,S,MOSS,60,,
2015-06-05,Ruby1063,N,VADE,NA,NOTE: Look up photos of alpine erythronium - flowers were mostly yellow but 1 in South plot had yellow centres with white outsides. Also Rachel got distracted and abandoned this replicate,
2015-06-05,Ruby1063,N,ERGR,NA,Erythronium grandiflorum,
2015-06-05,Ruby1063,N,PHDI,NA,Phlox diffusa,
2015-06-05,Ruby1063,N,MOSS,NA,,
2015-06-05,Ruby1063,N,ERCA,NA,Eremogone capillaris var. americana,
2015-06-05,Ruby1063,N,ERXX,NA,Erigeron sp; No flowers,
2015-06-05,Ruby1063,N,UNK,NA,Unknown shrub - took sample pg 73 Coastal,
2015-06-05,Ruby1063,N,CAXX,NA,Carex sp  (sedge) - no reproductive heads,
2015-06-05,Ruby1063,W,ABLA,,3 seedling - plot in shade beneath trees,
2015-06-05,Ruby1063,W,PAMY,15,,
2015-06-05,Ruby1063,W,VAME,30,,
2015-06-05,Ruby1063,W,ASCO?,4,showy aster? Looks like what we called showy aster last year,
2015-06-05,Ruby1063,S,VADE,30,,
2015-06-05,Ruby1063,S,ERGR,0.5,,
2015-06-05,Ruby1063,S,ERMO,0.5,"NOTE: R added this observation in afterwards, splitting 1% ERGR into .5% ERGR and .5% ERMO to reflect note at beginning of plot",
2015-06-05,Ruby1063,S,PAMY,5,,
2015-06-05,Ruby1063,S,PEPR,2,This was an unknown shrub - later identified as Penstamon procerus,
2015-06-05,Ruby1063,S,UNK,1,Unknown Hairy Aster,
2015-06-05,Ruby1063,S,CAXX,6,Carex sp (sedge),
2015-06-05,Ruby1063,S,ERCA,1,Eremogone capillaris var. americana,
2015-06-05,Ruby1063,S,MOSS,3,,
2015-06-05,Ruby1063,E,LUSE,2,Lupinus sericeus - Fallen log in plot,
2015-06-05,Ruby1063,E,VADE,40,,
2015-06-05,Ruby1063,E,PHDI,2,,
2015-06-05,Ruby1063,E,ERGR,3,,
2015-06-05,Ruby1063,E,CAXX,3,Carex sp (sedge),
2015-06-05,Ruby1063,E,MOSS,1,,
2015-06-05,Ruby1063,O,LOUT,0.1,"Lomatium utriculatum (note from R: questionable ID, as this seems to be a more coastal species)",
2015-06-05,Ruby1061,W,MOSS,80,Very dry - viable??,
2015-06-05,Ruby1061,W,PHDI,10,Phlox diffusa,
2015-06-05,Ruby1061,W,ERCA,0.5,Eremogone capillaris var. americana,
2015-06-05,Ruby1061,W,ERXX,0.5,Erigeron sp - same as from Ruby1063,
2015-06-05,Ruby1061,W,PAMY,1,,
2015-06-05,Ruby1061,W,CAXX,1,"Carex sp (sedge) - same as before, could be nigrons?",
2015-06-05,Ruby1061,S,PHDI,20,,
2015-06-05,Ruby1061,S,VADE,4,,
2015-06-05,Ruby1061,S,ARUV,2,,
2015-06-05,Ruby1061,S,UNK,10,Unknown Shrub (same as from Ruby1063),
2015-06-05,Ruby1061,S,MOSS,5,,
2015-06-05,Ruby1061,S,LOUT,3,Lomatium utriculatum,
2015-06-05,Ruby1061,S,PEPR,0.5,Same as 1063; Penstemmon procerus,
2015-06-05,Ruby1061,S,ERXX,2,"Erigeron sp (same as from 1063, rubbery leaves)",
2015-06-05,Ruby1061,S,LUSE,0.2,,
2015-06-05,Ruby1061,S,ERCA,2,fescue-leaved,
2015-06-05,Ruby1061,E,PHDI,15,,
2015-06-05,Ruby1061,E,VADE,8,,
2015-06-05,Ruby1061,E,ERCA,4,,
2015-06-05,Ruby1061,E,MOSS,10,,
2015-06-05,Ruby1061,E,ERXX,1,Erigeron sp,
2015-06-05,Ruby1061,E,UNK,0.2,Unknown succulent - too tiny to ID - some kind of fleshy purslone?,
2015-06-05,Ruby1061,E,LOUT,0.5,,
2015-06-05,Ruby1061,N,MOSS,90,Very dry   ,
2015-06-05,Ruby1061,N,VADE,3,,
2015-06-05,Ruby1061,N,LOUT,3,,
2015-06-05,Ruby1061,N,PAMY,2,,
2015-06-05,Ruby1061,N,PHDI,0.2,Note: Unk shrub 2 from earlier in the day was actually PEPR,
2015-06-05,Ruby1061,O,ASCO,0.1,Aster conspicuus,
2015-06-05,Ruby1061,O,CAMI,0.1,Castilleja miniata,
2015-06-05,Ruby1061,O,ANLA,0.1,Antennana lanata,
2015-06-05,Ruby1061,O,SACA?,0.1,Salix cascadensis?? - check range (edit from R: range OK),
2015-06-05,Ruby1059,W,VAME,6,,
2015-06-05,Ruby1059,W,RULA,8,Rubus lasiococcus,
2015-06-05,Ruby1059,W,PAMY,2,,
2015-06-05,Ruby1059,W,UNK,0.2,Unknown Hairy Aster - same as Ruby1063,
2015-06-05,Ruby1059,N,ABAM,,1 seedling,
2015-06-05,Ruby1059,N,VAME,2,,
2015-06-05,Ruby1059,N,RULA,1,,
2015-06-05,Ruby1059,N,MOSS,70,,
2015-06-05,Ruby1059,E,VAME,3,,
2015-06-05,Ruby1059,S,ABAM,,1 seedling - base of trees 10% of plot,
2015-06-05,Ruby1059,S,VAME,4,,
2015-06-05,Ruby1059,S,MOSS,60,,
2015-06-06,July1020,S,TABR,10,Plot in mess of TABR stems,
2015-06-06,July1020,S,PAMY,2,,
2015-06-06,July1020,S,MOSS,4,,
2015-06-06,July1020,S,LIBO,1,,
2015-06-06,July1020,E,MANE,20,1 out,
2015-06-06,July1020,E,MOSS,60,,
2015-06-06,July1020,E,LIBO,1,,
2015-06-06,July1020,E,VAME,0.5,0.5 out,
2015-06-06,July1020,E,CHUM,0.2,,
2015-06-06,July1020,N,TABR,40,,
2015-06-06,July1020,N,MANE,0.2,,
2015-06-06,July1020,N,MOSS,20,,
2015-06-06,July1020,W,MANE,2,,
2015-06-06,July1020,W,MOSS,90,,
2015-06-06,July1020,W,CHUM,1,,
2015-06-06,July1020,O,CHME,0.1,Chimaphila menziesii,
2015-06-06,July1022,S,ORSE,3,,
2015-06-06,July1022,S,MANE,1,,
2015-06-06,July1022,S,MOSS,40,,
2015-06-06,July1022,S,LIBO,0.2,,
2015-06-06,July1022,W,MANE,0.5,0.5 out,
2015-06-06,July1022,W,LIBO,4,,
2015-06-06,July1022,W,CHME,0.2,,
2015-06-06,July1022,W,MOSS,95,,
2015-06-06,July1022,N,TSHE,,4 seedlings,
2015-06-06,July1022,N,MANE,6,,
2015-06-06,July1022,N,TABR,10,10 out,
2015-06-06,July1022,N,MOSS,40,,
2015-06-06,July1022,N,CHME,0.2,,
2015-06-06,July1022,N,VAME,0.2,,
2015-06-06,July1022,N,ORSE,0.5,,
2015-06-06,July1022,E,ABAM,,1 seedling,
2015-06-06,July1022,E,MOSS,30,,
2015-06-06,July1022,E,CHME,2,,
2015-06-06,July1022,E,VAME,2,,
2015-06-06,July1022,E,MANE,3,,
2015-06-06,July1022,E,LIBO,5,,
2015-06-06,July1022,E,CLUN,0.5,,
2015-06-06,July1022,O,CHUM,0.1,,
2015-06-06,July1022,O,COMA,0.1,Corallorhiza maculata,
2015-06-06,Ruby1049,W,ABAM,,9 seedlings,
2015-06-06,Ruby1049,W,MANE,3,,
2015-06-06,Ruby1049,W,MOSS,7,,
2015-06-06,Ruby1049,S,MOSS,90,,
2015-06-06,Ruby1049,S,ABAM,,2 sededlings,
2015-06-06,Ruby1049,S,LIBO,0.2,,
2015-06-06,Ruby1049,S,RULA,0.2,Rubus lasiococcus,
2015-06-06,Ruby1049,E,MOSS,70,,
2015-06-06,Ruby1049,E,LIBO,2,,
2015-06-06,Ruby1049,N,MANE,5,,
2015-06-06,Ruby1049,N,ABAM,,2 seedlings,
2015-06-06,Ruby1049,N,MOSS,40,,
2015-06-06,Ruby1053,W,ABAM,,"1 seedling - tiny, star-shaped with long needles (EDIT: R changed from ABAM? To ABAM)",
2015-06-06,Ruby1053,W,CHUM,0.5,0.5 out,
2015-06-06,Ruby1053,S,CHUM,2,,
2015-06-06,Ruby1053,S,MOSS,30,,
2015-06-06,Ruby1053,E,CHUM,6,,
2015-06-06,Ruby1053,E,MOSS,0.5,,
2015-06-06,Ruby1053,O,VAME,0.1,,
2015-06-06,Ruby1047,W,VAME,20,4 out,
2015-06-06,Ruby1047,W,GAOV,5,,
2015-06-06,Ruby1047,W,ABAM,,3 seedlings,
2015-06-06,Ruby1047,W,LIBO,2,,
2015-06-06,Ruby1047,W,MOSS,60,,
2015-06-06,Ruby1047,W,CLUN,0.5,,
2015-06-06,Ruby1047,S,VAME,20,,
2015-06-06,Ruby1047,S,GAOV,1,,
2015-06-06,Ruby1047,S,MOSS,80,,
2015-06-06,Ruby1047,S,ABAM,,4 seedlings,
2015-06-06,Ruby1047,E,VAME,9,,
2015-06-06,Ruby1047,E,MOSS,60,,
2015-06-06,Ruby1047,E,ABAM,,1 seedling ,
2015-06-06,Ruby1047,N,VAME,7,,
2015-06-06,Ruby1047,N,ABAM,,1 seedling,
2015-06-06,Ruby1047,N,MOSS,70,,
2015-06-06,Ruby1047,N,LIBO,0.2,,
2015-06-06,Ruby1047,O,MEFE,0.1,Menziesia ferruginea - Fool's Huckleberry,
2015-06-06,July1043,E,VAME,20,Had to move replicate to avoid rock. Fallen log in 30% of plot,
2015-06-06,July1043,E,PAMY,5,,
2015-06-06,July1043,E,MOSS,7,,
2015-06-06,July1043,E,CHUM,0.2,,
2015-06-06,July1043,N,MOSS,80,,
2015-06-06,July1043,N,CHUM,3,,
2015-06-06,July1043,W,MOSS,70,,
2015-06-06,July1043,W,CHME,0.5,,
2015-06-06,July1043,S,MOSS,0.5,,
2015-06-06,July1029,S,CHNO,,4 seedlings,
2015-06-06,July1029,S,VAME,5,1 out,
2015-06-06,July1029,S,LIBO,15,,
