"Plot","Species.Code","Year","Percent.Cover","Num","Cover.Class","Elevation.m","Data.Type","Fires"
"5119","RHAL",1980,NA,96,"2",1447,"Legacy","Unburned"
"5119","MOSS",1980,NA,79,"1",1447,"Legacy","Unburned"
"5119","MEFE",1980,NA,78,"2",1447,"Legacy","Unburned"
"5121","PTAQ",1980,NA,95,"2",1394,"Legacy","Unburned"
"5121","GYDR",1980,NA,52,"2",1394,"Legacy","Unburned"
"5121","RUXX",1980,NA,102,"2",1394,"Legacy","Unburned"
"5121","OPHO",1980,NA,81,"1",1394,"Legacy","Unburned"
"5121","ALSI",1980,NA,9,"6",1394,"Legacy","Unburned"
"5121","DIFO",1980,NA,36,"2",1394,"Legacy","Unburned"
"5122","PTAQ",1980,NA,95,"1",1010,"Legacy","Unburned"
"5122","MARA",1980,NA,77,"1",1010,"Legacy","Unburned"
"5122","CHUM",1980,NA,26,"1",1010,"Legacy","Unburned"
"5122","VAME",1980,NA,122,"2",1010,"Legacy","Unburned"
"5122","ADBI",1980,NA,5,"1",1010,"Legacy","Unburned"
"5122","PAMY",1980,NA,83,"1",1010,"Legacy","Unburned"
"5122","CLUN",1980,NA,28,"1",1010,"Legacy","Unburned"
"5123","ACCI",1980,NA,1,"5",1153,"Legacy","Unburned"
"5123","PAMY",1980,NA,83,"3",1153,"Legacy","Unburned"
"5123","AMAL",1980,NA,10,"1",1153,"Legacy","Unburned"
"5123","SOSI",1980,NA,108,"2",1153,"Legacy","Unburned"
"5123","TABR",1980,NA,114,"2",1153,"Legacy","Unburned"
"5124","CEVE",1980,NA,25,"1",1000,"Legacy","Unburned"
"5124","ARCO",1980,NA,14,"1",1000,"Legacy","Unburned"
"5124","CARU",1980,NA,23,"1",1000,"Legacy","Unburned"
"5124","PAMY",1980,NA,83,"3",1000,"Legacy","Unburned"
"5124","AMAL",1980,NA,10,"1",1000,"Legacy","Unburned"
"5125","DIFO",1980,NA,36,"2",1259,"Legacy","Unburned"
"5125","RUPA",1980,NA,99,"2",1259,"Legacy","Unburned"
"5125","ALSI",1980,NA,9,"5",1259,"Legacy","Unburned"
"5125","PTAQ",1980,NA,95,"3",1259,"Legacy","Unburned"
"5125","PAMY",1980,NA,83,"1",1259,"Legacy","Unburned"
"5126","ACCI",1980,NA,1,"4",830,"Legacy","Unburned"
"5126","MARA",1980,NA,77,"2",830,"Legacy","Unburned"
"5126","PAMY",1980,NA,83,"1",830,"Legacy","Unburned"
"5127","ACCI",1980,NA,1,"5",833,"Legacy","Unburned"
"5127","VAXX",1980,NA,126,"2",833,"Legacy","Unburned"
"5127","CLUN",1980,NA,28,"2",833,"Legacy","Unburned"
"5127","PTAQ",1980,NA,95,"3",833,"Legacy","Unburned"
"5127","RUPA",1980,NA,99,"2",833,"Legacy","Unburned"
"5128","SPBE",1980,NA,109,"3",685,"Legacy","Unburned"
"5128","PAMY",1980,NA,83,"3",685,"Legacy","Unburned"
"5128","HIAL",1980,NA,56,"1",685,"Legacy","Unburned"
"5128","ARCO",1980,NA,14,"1",685,"Legacy","Unburned"
"5128","GOOB",1980,NA,51,"1",685,"Legacy","Unburned"
"5128","CHUM",1980,NA,26,"1",685,"Legacy","Unburned"
"5128","ADBI",1980,NA,5,"2",685,"Legacy","Unburned"
"5130","ARUV",1980,NA,15,"2",1423,"Legacy","Unburned"
"5130","LOXX",1980,NA,69,"1",1423,"Legacy","Unburned"
"5130","VAME",1980,NA,122,"1",1423,"Legacy","Unburned"
"5132","RUPA",1980,NA,99,"1",1439,"Legacy","Unburned"
"5132","SOSI",1980,NA,108,"2",1439,"Legacy","Unburned"
"5132","ALSI",1980,NA,9,"5",1439,"Legacy","Unburned"
"5132","PTAQ",1980,NA,95,"1",1439,"Legacy","Unburned"
"5132","HELA",1980,NA,53,"1",1439,"Legacy","Unburned"
"5132","ACGL",1980,NA,2,"2",1439,"Legacy","Unburned"
"5134","MOSS",1980,NA,79,"1",1691,"Legacy","Unburned"
"5134","MEFE",1980,NA,78,"3",1691,"Legacy","Unburned"
"5134","VAXX",1980,NA,126,"3",1691,"Legacy","Unburned"
"5134","PHEM",1980,NA,89,"1",1691,"Legacy","Unburned"
"5136","LOXX",1980,NA,69,"2",1679,"Legacy","Unburned"
"5136","CAXX",1980,NA,24,"1",1679,"Legacy","Unburned"
"5136","JUXX",1980,NA,62,"1",1679,"Legacy","Unburned"
"5136","LULA",1980,NA,70,"2",1679,"Legacy","Unburned"
"5136","ARUV",1980,NA,15,"1",1679,"Legacy","Unburned"
"5136","CAPA",1980,NA,22,"1",1679,"Legacy","Unburned"
"5138","PAMY",1980,NA,83,"3",1413,"Legacy","Unburned"
"5138","VAME",1980,NA,122,"3",1413,"Legacy","Unburned"
"5138","LULA",1980,NA,70,"1",1413,"Legacy","Unburned"
"5138","CARU",1980,NA,23,"1",1413,"Legacy","Unburned"
"5139","ACMI",1980,NA,3,"1",934,"Legacy","Unburned"
"5139","RUPA",1980,NA,99,"2",934,"Legacy","Unburned"
"5139","ACCI",1980,NA,1,"5",934,"Legacy","Unburned"
"5139","AQFO",1980,NA,13,"1",934,"Legacy","Unburned"
"5139","SOSC",1980,NA,107,"1",934,"Legacy","Unburned"
"5139","PAMY",1980,NA,83,"2",934,"Legacy","Unburned"
"5139","SAXX",1980,NA,104,"2",934,"Legacy","Unburned"
"5140","PEXX",1980,NA,86,"2",1315,"Legacy","Unburned"
"5140","PAMY",1980,NA,83,"1",1315,"Legacy","Unburned"
"5140","SOSI",1980,NA,108,"2",1315,"Legacy","Unburned"
"5141","MOSS",1980,NA,79,"1",852,"Legacy","Unburned"
"5141","ACCI",1980,NA,1,"3",852,"Legacy","Unburned"
"5141","ASCA",1980,NA,17,"1",852,"Legacy","Unburned"
"5141","GOOB",1980,NA,51,"1",852,"Legacy","Unburned"
"5141","BLSP",1980,NA,20,"1",852,"Legacy","Unburned"
"5141","HODI",1980,NA,59,"1",852,"Legacy","Unburned"
"5141","SYAL",1980,NA,113,"1",852,"Legacy","Unburned"
"5141","SOSC",1980,NA,107,"1",852,"Legacy","Unburned"
"5141","PAMY",1980,NA,83,"3",852,"Legacy","Unburned"
"5142","SPBE",1980,NA,109,"3",709,"Legacy","Unburned"
"5142","SOSI",1980,NA,108,"2",709,"Legacy","Unburned"
"5142","ACCI",1980,NA,1,"3",709,"Legacy","Unburned"
"5142","MARA",1980,NA,77,"1",709,"Legacy","Unburned"
"5142","PAMY",1980,NA,83,"5",709,"Legacy","Unburned"
"5142","ARCO",1980,NA,14,"1",709,"Legacy","Unburned"
"5142","ADBI",1980,NA,5,"1",709,"Legacy","Unburned"
"5142","CHUM",1980,NA,26,"1",709,"Legacy","Unburned"
"5143","SAXX",1980,NA,104,"5",812,"Legacy","Unburned"
"5143","EPAN",1980,NA,39,"1",812,"Legacy","Unburned"
"5143","COST",1980,NA,32,"2",812,"Legacy","Unburned"
"5143","ALSI",1980,NA,9,"2",812,"Legacy","Unburned"
"5143","ACCI",1980,NA,1,"2",812,"Legacy","Unburned"
"5145","PAMY",1980,NA,83,"2",805,"Legacy","Unburned"
"5145","AMAL",1980,NA,10,"1",805,"Legacy","Unburned"
"5145","ACCI",1980,NA,1,"4",805,"Legacy","Unburned"
"5145","SOSC",1980,NA,107,"3",805,"Legacy","Unburned"
"5145","AQFO",1980,NA,13,"1",805,"Legacy","Unburned"
"5145","RUPA",1980,NA,99,"2",805,"Legacy","Unburned"
"5145","SAXX",1980,NA,104,"4",805,"Legacy","Unburned"
"5146","MOSS",1980,NA,79,"2",857,"Legacy","Unburned"
"5146","VAME",1980,NA,122,"2",857,"Legacy","Unburned"
"5146","CARU",1980,NA,23,"2",857,"Legacy","Unburned"
"5146","ARUV",1980,NA,15,"2",857,"Legacy","Unburned"
"5146","PAMY",1980,NA,83,"3",857,"Legacy","Unburned"
"5146","CEVE",1980,NA,25,"1",857,"Legacy","Unburned"
"5146","AMAL",1980,NA,10,"1",857,"Legacy","Unburned"
"5147","RUXX",1980,NA,102,"2",756,"Legacy","Unburned"
"5147","AQFO",1980,NA,13,"1",756,"Legacy","Unburned"
"5147","VAXX",1980,NA,126,"1",756,"Legacy","Unburned"
"5147","PAMY",1980,NA,83,"2",756,"Legacy","Unburned"
"5147","RUPA",1980,NA,99,"1",756,"Legacy","Unburned"
"5147","CLUN",1980,NA,28,"1",756,"Legacy","Unburned"
"5147","TITR",1980,NA,116,"1",756,"Legacy","Unburned"
"5147","ACCI",1980,NA,1,"3",756,"Legacy","Unburned"
"5147","AMAL",1980,NA,10,"1",756,"Legacy","Unburned"
"5148","MOSS",1980,NA,79,"3",871,"Legacy","Unburned"
"5148","VAME",1980,NA,122,"3",871,"Legacy","Unburned"
"5148","CEVE",1980,NA,25,"2",871,"Legacy","Unburned"
"5148","PREM",1980,NA,93,"1",871,"Legacy","Unburned"
"5148","CHUM",1980,NA,26,"1",871,"Legacy","Unburned"
"5148","PAMY",1980,NA,83,"2",871,"Legacy","Unburned"
"5148","ARUV",1980,NA,15,"1",871,"Legacy","Unburned"
"5148","CARU",1980,NA,23,"1",871,"Legacy","Unburned"
"5150","VAME",1980,NA,122,"3",966,"Legacy","Unburned"
"5150","MOSS",1980,NA,79,"2",966,"Legacy","Unburned"
"5150","RUPE",1980,NA,100,"2",966,"Legacy","Unburned"
"5150","CLUN",1980,NA,28,"2",966,"Legacy","Unburned"
"5150","MARA",1980,NA,77,"1",966,"Legacy","Unburned"
"5152","ALSI",1980,NA,9,"3",924,"Legacy","Unburned"
"5152","HELA",1980,NA,53,"2",924,"Legacy","Unburned"
"5152","THOC",1980,NA,115,"1",924,"Legacy","Unburned"
"5152","SAXX",1980,NA,104,"3",924,"Legacy","Unburned"
"5154","MARA",1980,NA,77,"1",875,"Legacy","Unburned"
"5154","VAME",1980,NA,122,"2",875,"Legacy","Unburned"
"5154","PAMY",1980,NA,83,"3",875,"Legacy","Unburned"
"5154","MANE",1980,NA,76,"2",875,"Legacy","Unburned"
"5154","ASCA",1980,NA,17,"1",875,"Legacy","Unburned"
"5154","ADBI",1980,NA,5,"1",875,"Legacy","Unburned"
"5154","CHUM",1980,NA,26,"2",875,"Legacy","Unburned"
"5156","CLUN",1980,NA,28,"2",811,"Legacy","Unburned"
"5156","ALSI",1980,NA,9,"2",811,"Legacy","Unburned"
"5156","MARA",1980,NA,77,"2",811,"Legacy","Unburned"
"5156","TROV",1980,NA,119,"1",811,"Legacy","Unburned"
"5156","STXX",1980,NA,112,"2",811,"Legacy","Unburned"
"5158","GOOB",1980,NA,51,"1",659,"Legacy","Unburned"
"5158","ACCI",1980,NA,1,"4",659,"Legacy","Unburned"
"5158","CHUM",1980,NA,26,"1",659,"Legacy","Unburned"
"5158","PTAQ",1980,NA,95,"1",659,"Legacy","Unburned"
"5158","CLUN",1980,NA,28,"3",659,"Legacy","Unburned"
"5158","PAMY",1980,NA,83,"2",659,"Legacy","Unburned"
"5160","ARUV",1980,NA,15,"3",548,"Legacy","Unburned"
"5160","HIAL",1980,NA,56,"1",548,"Legacy","Unburned"
"5160","AMAL",1980,NA,10,"1",548,"Legacy","Unburned"
"5160","CARU",1980,NA,23,"2",548,"Legacy","Unburned"
"5160","CEVE",1980,NA,25,"1",548,"Legacy","Unburned"
"5160","MOSS",1980,NA,79,"1",548,"Legacy","Unburned"
"5160","PAMY",1980,NA,83,"2",548,"Legacy","Unburned"
"6001","VADE",1980,NA,121,"3",1889,"Legacy","Unburned"
"6001","HIXX",1980,NA,58,"1",1889,"Legacy","Unburned"
"6001","LUPE",1980,NA,72,"2",1889,"Legacy","Unburned"
"6001","JUXX",1980,NA,62,"1",1889,"Legacy","Unburned"
"6001","CAME",1980,NA,21,"2",1889,"Legacy","Unburned"
"6001","LUXX",1980,NA,73,"2",1889,"Legacy","Unburned"
"6001","PHEM",1980,NA,89,"3",1889,"Legacy","Unburned"
"6001","RUPE",1980,NA,100,"1",1889,"Legacy","Unburned"
"6001","MOSS",1980,NA,79,"1",1889,"Legacy","Unburned"
"6002","SOSI",1980,NA,108,"1",1661,"Legacy","Unburned"
"6002","VADE",1980,NA,121,"3",1661,"Legacy","Unburned"
"6002","PHEM",1980,NA,89,"1",1661,"Legacy","Unburned"
"6002","MOSS",1980,NA,79,"1",1661,"Legacy","Unburned"
"6002","CAXX",1980,NA,24,"1",1661,"Legacy","Unburned"
"6003","SOSI",1980,NA,108,"2",1844,"Legacy","Unburned"
"6003","PHEM",1980,NA,89,"1",1844,"Legacy","Unburned"
"6003","MOSS",1980,NA,79,"1",1844,"Legacy","Unburned"
"6003","VADE",1980,NA,121,"4",1844,"Legacy","Unburned"
"6003","LUXX",1980,NA,73,"1",1844,"Legacy","Unburned"
"6004","CAME",1980,NA,21,"4",1714,"Legacy","Unburned"
"6004","LUXX",1980,NA,73,"1",1714,"Legacy","Unburned"
"6004","PHEM",1980,NA,89,"3",1714,"Legacy","Unburned"
"6004","LUPE",1980,NA,72,"1",1714,"Legacy","Unburned"
"6004","MOSS",1980,NA,79,"2",1714,"Legacy","Unburned"
"6004","VADE",1980,NA,121,"1",1714,"Legacy","Unburned"
"6005","LUPE",1980,NA,72,"1",1817,"Legacy","Unburned"
"6005","PHEM",1980,NA,89,"3",1817,"Legacy","Unburned"
"6005","VADE",1980,NA,121,"3",1817,"Legacy","Unburned"
"6005","MOSS",1980,NA,79,"3",1817,"Legacy","Unburned"
"6006","LUXX",1980,NA,73,"1",1817,"Legacy","Unburned"
"6006","VADE",1980,NA,121,"2",1817,"Legacy","Unburned"
"6006","CAXX",1980,NA,24,"3",1817,"Legacy","Unburned"
"6006","LUPE",1980,NA,72,"2",1817,"Legacy","Unburned"
"6006","POBI",1980,NA,90,"3",1817,"Legacy","Unburned"
"6006","VASI",1980,NA,125,"2",1817,"Legacy","Unburned"
"6006","PHEM",1980,NA,89,"3",1817,"Legacy","Unburned"
"6007","VADE",1980,NA,121,"5",1751,"Legacy","Unburned"
"6007","HIXX",1980,NA,58,"2",1751,"Legacy","Unburned"
"6007","CAXX",1980,NA,24,"2",1751,"Legacy","Unburned"
"6007","LUPE",1980,NA,72,"2",1751,"Legacy","Unburned"
"6007","PHEM",1980,NA,89,"3",1751,"Legacy","Unburned"
"6008","SOSI",1980,NA,108,"2",1669,"Legacy","Unburned"
"6008","VADE",1980,NA,121,"4",1669,"Legacy","Unburned"
"6008","PHEM",1980,NA,89,"2",1669,"Legacy","Unburned"
"6008","POBI",1980,NA,90,"1",1669,"Legacy","Unburned"
"6008","LUPE",1980,NA,72,"1",1669,"Legacy","Unburned"
"6008","LUXX",1980,NA,73,"1",1669,"Legacy","Unburned"
"6009","LUPE",1980,NA,72,"1",1708,"Legacy","Unburned"
"6009","CAXX",1980,NA,24,"3",1708,"Legacy","Unburned"
"6009","VADE",1980,NA,121,"1",1708,"Legacy","Unburned"
"6009","CAME",1980,NA,21,"3",1708,"Legacy","Unburned"
"6009","MOSS",1980,NA,79,"2",1708,"Legacy","Unburned"
"6009","PHEM",1980,NA,89,"3",1708,"Legacy","Unburned"
"6010","VAME",1980,NA,122,"3",1657,"Legacy","Unburned"
"6010","MOSS",1980,NA,79,"1",1657,"Legacy","Unburned"
"6010","RHAL",1980,NA,96,"3",1657,"Legacy","Unburned"
"6010","SOSI",1980,NA,108,"1",1657,"Legacy","Unburned"
"6011","VADE",1980,NA,121,"3",1718,"Legacy","Unburned"
"6011","VAME",1980,NA,122,"1",1718,"Legacy","Unburned"
"6011","RHAL",1980,NA,96,"2",1718,"Legacy","Unburned"
"6011","PHEM",1980,NA,89,"3",1718,"Legacy","Unburned"
"6011","MOSS",1980,NA,79,"1",1718,"Legacy","Unburned"
"6011","CAME",1980,NA,21,"1",1718,"Legacy","Unburned"
"6012","RHAL",1980,NA,96,"2",1618,"Legacy","Unburned"
"6012","VEVI",1980,NA,127,"1",1618,"Legacy","Unburned"
"6012","VAME",1980,NA,122,"3",1618,"Legacy","Unburned"
"6013","PHEM",1980,NA,89,"3",1693,"Legacy","Unburned"
"6013","LUPE",1980,NA,72,"1",1693,"Legacy","Unburned"
"6013","VASI",1980,NA,125,"1",1693,"Legacy","Unburned"
"6013","CAXX",1980,NA,24,"1",1693,"Legacy","Unburned"
"6013","VAME",1980,NA,122,"1",1693,"Legacy","Unburned"
"6013","VADE",1980,NA,121,"4",1693,"Legacy","Unburned"
"6014","CAME",1980,NA,21,"1",1873,"Legacy","Unburned"
"6014","LUPE",1980,NA,72,"1",1873,"Legacy","Unburned"
"6014","VADE",1980,NA,121,"3",1873,"Legacy","Unburned"
"6014","PHEM",1980,NA,89,"2",1873,"Legacy","Unburned"
"6014","VAME",1980,NA,122,"3",1873,"Legacy","Unburned"
"6015","RUPE",1980,NA,100,"2",1595,"Legacy","Unburned"
"6015","LUPE",1980,NA,72,"1",1595,"Legacy","Unburned"
"6015","RHAL",1980,NA,96,"4",1595,"Legacy","Unburned"
"6015","VASI",1980,NA,125,"1",1595,"Legacy","Unburned"
"6015","MOSS",1980,NA,79,"2",1595,"Legacy","Unburned"
"6015","VAME",1980,NA,122,"3",1595,"Legacy","Unburned"
"6016","PHEM",1980,NA,89,"2",1701,"Legacy","Unburned"
"6016","VEVI",1980,NA,127,"2",1701,"Legacy","Unburned"
"6016","SPDE",1980,NA,110,"2",1701,"Legacy","Unburned"
"6016","VAME",1980,NA,122,"2",1701,"Legacy","Unburned"
"6016","SOSI",1980,NA,108,"1",1701,"Legacy","Unburned"
"6016","VADE",1980,NA,121,"3",1701,"Legacy","Unburned"
"6016","VASI",1980,NA,125,"2",1701,"Legacy","Unburned"
"6017","VAME",1980,NA,122,"2",1338,"Legacy","Unburned"
"6017","RUSP",1980,NA,101,"1",1338,"Legacy","Unburned"
"6017","RUPE",1980,NA,100,"2",1338,"Legacy","Unburned"
"6017","MOSS",1980,NA,79,"3",1338,"Legacy","Unburned"
"6017","RHAL",1980,NA,96,"1",1338,"Legacy","Unburned"
"6018","PHEM",1980,NA,89,"3",1566,"Legacy","Unburned"
"6018","MOSS",1980,NA,79,"1",1566,"Legacy","Unburned"
"6018","VADE",1980,NA,121,"3",1566,"Legacy","Unburned"
"6018","SOSI",1980,NA,108,"1",1566,"Legacy","Unburned"
"6018","CAME",1980,NA,21,"2",1566,"Legacy","Unburned"
"6018","RHAL",1980,NA,96,"1",1566,"Legacy","Unburned"
"6019","PTAQ",1980,NA,95,"3",1159,"Legacy","Unburned"
"6019","CLUN",1980,NA,28,"1",1159,"Legacy","Unburned"
"6019","ATFI",1980,NA,18,"4",1159,"Legacy","Unburned"
"6019","ALSI",1980,NA,9,"5",1159,"Legacy","Unburned"
"6019","ACCI",1980,NA,1,"2",1159,"Legacy","Unburned"
"6019","RUSP",1980,NA,101,"2",1159,"Legacy","Unburned"
"6020","CAXX",1980,NA,24,"2",1721,"Legacy","Unburned"
"6020","LUXX",1980,NA,73,"1",1721,"Legacy","Unburned"
"6020","VASI",1980,NA,125,"1",1721,"Legacy","Unburned"
"6020","ERPE",1980,NA,42,"1",1721,"Legacy","Unburned"
"6020","LUPE",1980,NA,72,"2",1721,"Legacy","Unburned"
"6020","PHEM",1980,NA,89,"3",1721,"Legacy","Unburned"
"6020","CAME",1980,NA,21,"2",1721,"Legacy","Unburned"
"6020","VADE",1980,NA,121,"3",1721,"Legacy","Unburned"
"6021","RUPE",1980,NA,100,"1",1458,"Legacy","Unburned"
"6021","PHEM",1980,NA,89,"1",1458,"Legacy","Unburned"
"6021","RHAL",1980,NA,96,"1",1458,"Legacy","Unburned"
"6021","VAME",1980,NA,122,"2",1458,"Legacy","Unburned"
"6021","MOSS",1980,NA,79,"2",1458,"Legacy","Unburned"
"6022","POBI",1980,NA,90,"1",1720,"Legacy","Unburned"
"6022","LUPE",1980,NA,72,"1",1720,"Legacy","Unburned"
"6022","PHEM",1980,NA,89,"2",1720,"Legacy","Unburned"
"6022","VADE",1980,NA,121,"3",1720,"Legacy","Unburned"
"6022","SOSI",1980,NA,108,"1",1720,"Legacy","Unburned"
"6024","RHAL",1980,NA,96,"2",1350,"Legacy","Unburned"
"6024","MOSS",1980,NA,79,"2",1350,"Legacy","Unburned"
"6024","VAME",1980,NA,122,"2",1350,"Legacy","Unburned"
"6024","RUPE",1980,NA,100,"1",1350,"Legacy","Unburned"
"6025","CAXX",1980,NA,24,"5",1759,"Legacy","Unburned"
"6025","MOSS",1980,NA,79,"2",1759,"Legacy","Unburned"
"6026","PTAQ",1980,NA,95,"2",1037,"Legacy","Unburned"
"6026","PAMY",1980,NA,83,"1",1037,"Legacy","Unburned"
"6026","MOSS",1980,NA,79,"2",1037,"Legacy","Unburned"
"6026","ANMA",1980,NA,11,"1",1037,"Legacy","Unburned"
"6026","EPAN",1980,NA,39,"1",1037,"Legacy","Unburned"
"6026","HIXX",1980,NA,58,"1",1037,"Legacy","Unburned"
"6026","VAME",1980,NA,122,"1",1037,"Legacy","Unburned"
"6027","CAXX",1980,NA,24,"1",1755,"Legacy","Unburned"
"6027","VADE",1980,NA,121,"1",1755,"Legacy","Unburned"
"6027","PHEM",1980,NA,89,"4",1755,"Legacy","Unburned"
"6027","MOSS",1980,NA,79,"2",1755,"Legacy","Unburned"
"6027","CAME",1980,NA,21,"3",1755,"Legacy","Unburned"
"6028","VAME",1980,NA,122,"1",892,"Legacy","Unburned"
"6028","MOSS",1980,NA,79,"4",892,"Legacy","Unburned"
"6028","CHUM",1980,NA,26,"1",892,"Legacy","Unburned"
"6029","CAME",1980,NA,21,"2",1481,"Legacy","Unburned"
"6029","LUPE",1980,NA,72,"1",1481,"Legacy","Unburned"
"6029","MOSS",1980,NA,79,"2",1481,"Legacy","Unburned"
"6029","VADE",1980,NA,121,"3",1481,"Legacy","Unburned"
"6029","PHEM",1980,NA,89,"4",1481,"Legacy","Unburned"
"6029","RHAL",1980,NA,96,"1",1481,"Legacy","Unburned"
"6029","SOSI",1980,NA,108,"1",1481,"Legacy","Unburned"
"6030","TITR",1980,NA,116,"1",710,"Legacy","Unburned"
"6030","OPHO",1980,NA,81,"2",710,"Legacy","Unburned"
"6030","MANE",1980,NA,76,"2",710,"Legacy","Unburned"
"6030","POMU",1980,NA,91,"1",710,"Legacy","Unburned"
"6030","CLUN",1980,NA,28,"1",710,"Legacy","Unburned"
"6031","MOSS",1980,NA,79,"2",1583,"Legacy","Unburned"
"6031","CAME",1980,NA,21,"1",1583,"Legacy","Unburned"
"6031","PHEM",1980,NA,89,"3",1583,"Legacy","Unburned"
"6031","VADE",1980,NA,121,"3",1583,"Legacy","Unburned"
"6031","RHAL",1980,NA,96,"2",1583,"Legacy","Unburned"
"6031","VAME",1980,NA,122,"3",1583,"Legacy","Unburned"
"6032","RUPE",1980,NA,100,"2",744,"Legacy","Unburned"
"6032","COCA",1980,NA,30,"1",744,"Legacy","Unburned"
"6032","MOSS",1980,NA,79,"4",744,"Legacy","Unburned"
"6032","VAME",1980,NA,122,"2",744,"Legacy","Unburned"
"6032","CLUN",1980,NA,28,"1",744,"Legacy","Unburned"
"6032","TITR",1980,NA,116,"1",744,"Legacy","Unburned"
"6034","RUPA",1980,NA,99,"1",763,"Legacy","Unburned"
"6034","RIXX",1980,NA,97,"1",763,"Legacy","Unburned"
"6034","SARA",1980,NA,103,"1",763,"Legacy","Unburned"
"6034","ACCI",1980,NA,1,"5",763,"Legacy","Unburned"
"6034","SAXX",1980,NA,104,"1",763,"Legacy","Unburned"
"6035","PAMY",1980,NA,83,"1",1020,"Legacy","Unburned"
"6035","VAME",1980,NA,122,"2",1020,"Legacy","Unburned"
"6035","SOSI",1980,NA,108,"1",1020,"Legacy","Unburned"
"6035","MEFE",1980,NA,78,"2",1020,"Legacy","Unburned"
"6035","MOSS",1980,NA,79,"2",1020,"Legacy","Unburned"
"6036","ACCI",1980,NA,1,"4",784,"Legacy","Unburned"
"6036","RIXX",1980,NA,97,"1",784,"Legacy","Unburned"
"6036","PAMY",1980,NA,83,"1",784,"Legacy","Unburned"
"6036","ALSI",1980,NA,9,"3",784,"Legacy","Unburned"
"6036","SAXX",1980,NA,104,"2",784,"Legacy","Unburned"
"6036","COST",1980,NA,32,"2",784,"Legacy","Unburned"
"6036","PTAQ",1980,NA,95,"1",784,"Legacy","Unburned"
"6036","RUPA",1980,NA,99,"2",784,"Legacy","Unburned"
"6037","ACCI",1980,NA,1,"1",931,"Legacy","Unburned"
"6037","OPHO",1980,NA,81,"4",931,"Legacy","Unburned"
"6037","GYDR",1980,NA,52,"2",931,"Legacy","Unburned"
"6037","TITR",1980,NA,116,"3",931,"Legacy","Unburned"
"6037","ATFI",1980,NA,18,"1",931,"Legacy","Unburned"
"6037","MOSS",1980,NA,79,"2",931,"Legacy","Unburned"
"6038","VAME",1980,NA,122,"1",851,"Legacy","Unburned"
"6038","MOSS",1980,NA,79,"5",851,"Legacy","Unburned"
"6039","ATFI",1980,NA,18,"5",898,"Legacy","Unburned"
"6039","ALSI",1980,NA,9,"6",898,"Legacy","Unburned"
"6039","ACCI",1980,NA,1,"1",898,"Legacy","Unburned"
"6039","SAXX",1980,NA,104,"1",898,"Legacy","Unburned"
"6039","RUSP",1980,NA,101,"1",898,"Legacy","Unburned"
"6039","RUPA",1980,NA,99,"1",898,"Legacy","Unburned"
"6040","VAXX",1980,NA,126,"3",988,"Legacy","Unburned"
"6040","VAME",1980,NA,122,"3",988,"Legacy","Unburned"
"6041","MEFE",1980,NA,78,"1",841,"Legacy","Unburned"
"6041","MOSS",1980,NA,79,"3",841,"Legacy","Unburned"
"6041","GOOB",1980,NA,51,"1",841,"Legacy","Unburned"
"6041","TITR",1980,NA,116,"2",841,"Legacy","Unburned"
"6041","ACCI",1980,NA,1,"1",841,"Legacy","Unburned"
"6041","GYDR",1980,NA,52,"1",841,"Legacy","Unburned"
"6041","OPHO",1980,NA,81,"1",841,"Legacy","Unburned"
"6042","VAXX",1980,NA,126,"3",1483,"Legacy","Unburned"
"6042","SOSI",1980,NA,108,"1",1483,"Legacy","Unburned"
"6042","MOSS",1980,NA,79,"1",1483,"Legacy","Unburned"
"6042","VAME",1980,NA,122,"3",1483,"Legacy","Unburned"
"6042","CLUN",1980,NA,28,"1",1483,"Legacy","Unburned"
"6043","GYDR",1980,NA,52,"1",852,"Legacy","Unburned"
"6043","RUPE",1980,NA,100,"1",852,"Legacy","Unburned"
"6043","MEFE",1980,NA,78,"2",852,"Legacy","Unburned"
"6043","MOSS",1980,NA,79,"2",852,"Legacy","Unburned"
"6043","OPHO",1980,NA,81,"2",852,"Legacy","Unburned"
"6043","LIBO",1980,NA,64,"1",852,"Legacy","Unburned"
"6043","TITR",1980,NA,116,"1",852,"Legacy","Unburned"
"6044","LUXX",1980,NA,73,"1",1346,"Legacy","Unburned"
"6044","CAXX",1980,NA,24,"2",1346,"Legacy","Unburned"
"6044","VEVI",1980,NA,127,"2",1346,"Legacy","Unburned"
"6044","VASI",1980,NA,125,"2",1346,"Legacy","Unburned"
"6044","SOSI",1980,NA,108,"1",1346,"Legacy","Unburned"
"6044","POBI",1980,NA,90,"1",1346,"Legacy","Unburned"
"6047","TITR",1980,NA,116,"1",789,"Legacy","Unburned"
"6047","ACCI",1980,NA,1,"3",789,"Legacy","Unburned"
"6047","MOSS",1980,NA,79,"1",789,"Legacy","Unburned"
"6047","CLUN",1980,NA,28,"2",789,"Legacy","Unburned"
"6047","GYDR",1980,NA,52,"2",789,"Legacy","Unburned"
"6047","OPHO",1980,NA,81,"1",789,"Legacy","Unburned"
"6048","ERPE",1980,NA,42,"1",1187,"Legacy","Unburned"
"6048","HELA",1980,NA,53,"1",1187,"Legacy","Unburned"
"6048","EPAN",1980,NA,39,"2",1187,"Legacy","Unburned"
"6048","SAXX",1980,NA,104,"3",1187,"Legacy","Unburned"
"6048","PTAQ",1980,NA,95,"2",1187,"Legacy","Unburned"
