Year,Name,FIREID,FIRE_NAME,CAUSE,CAL_YEAR,DECADE,Acres,STATE,AGENCY,UNIT_ID,OWNER,SDATE,ODATE,BOUNDARY,ACRES_GIS,UNIQUE_,REC,LOCATION,UNIT,SUBUNIT,DATE_,DATA_DATE,CLASS,FIRE_NUM,Comments,Area,Un_ID,Shape_Leng,Shape_Area,Other.fire.name,Other.fire.year,Prescribed.burn.name,Prescribed.burn.year
2014,Cari450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Dia1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Dia2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Dia230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Dia231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Dia232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Dia233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Dia234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Dia3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Dia5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Dia6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Dia8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Dia9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Easy451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Easy452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Easy453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Easy454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Easy455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Easy456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Easy457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Easy458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Easy459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Easy460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Easy461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Easy462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Easy463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Easy464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Easy465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Easy466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Gor482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Gor481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Gran478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Gran479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Hozo132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Hozo134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Hozo136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Hozo138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Hozo140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Hozo142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Hozo144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Hozo146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,PCT235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Thor217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Thor219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Thor223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Thor225-m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Thu42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Thu46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
