"Species","Dataset","L.Occ","R.Occ","Fire.Included","Type","deltaAIC","Weight","Rsquared","Intercept","Elevation.m","Elevation.m2","Data.Type.nofi","Data.Type.Elevation.m.nofi","Data.Type.Elevation.m2.nofi","Resurvey.Burned.fi","Resurvey.Unburned.fi","Elevation.m.Res.Burn.fi","Elevation.m.Res.Unburn.fi","Elevation.m2.Res.Burn.fi","Elevation.m2.Res.Unburn.fi"
"ARUV",1,42,29,"Yes","Unavg",0,0.53266735876095,0.0478129335562277,-2.25984542656996,-20.6737815125798,-7.45574709401339,NA,NA,NA,0.627547892176271,-0.375586792987602,8.04148253649254,21.1895766631502,NA,NA
"ARUV",1,42,29,"Yes","Unavg",1.54680057390357,0.245794752932546,0.0402212604940233,-2.19126430272613,-16.6982785760109,NA,NA,NA,NA,0.498558218476643,-0.403427420131393,5.86646053365569,17.3097475239884,NA,NA
"ARUV",1,42,29,"Yes","Unavg",1.75460701759687,0.221537888306503,0.0354956086407811,-2.13571552857421,-11.9586092507808,-6.20697843794356,NA,NA,NA,0.501599962676061,-0.55612781871964,NA,NA,NA,NA
"ARUV",1,42,29,"Yes","Avg",NA,NA,NA,-2.21548907070125,-17.7658828913969,-5.34651400806376,NA,NA,NA,0.567940668860369,-0.422426550651263,5.72538048069422,15.5416409504064,NA,NA
"ATFI",1,24,30,"No","Unavg",0,0.506562378239378,0.0782741196849611,-2.97094870579842,-30.9309543426778,-10.1848634836217,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ATFI",1,24,30,"No","Unavg",1.22738638984129,0.274226464185926,0.0802746090903759,-3.10454900782445,-30.9616039777291,-10.1978107537813,0.253556498467242,NA,NA,NA,NA,NA,NA,NA,NA
"ATFI",1,24,30,"No","Unavg",1.67522403288137,0.219211157574696,0.0687580476877379,-2.80552364378372,-22.5523239745944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ATFI",1,24,30,"No","Avg",NA,NA,NA,-2.97132242490108,-29.1026700218485,-7.95577825375349,0.069531902046036,NA,NA,NA,NA,NA,NA,NA,NA
"CAME",1,32,28,"No","Unavg",0,0.689963310797923,0.402262926207377,-7.91156943527104,158.089604346115,-34.8137659022522,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAME",1,32,28,"No","Unavg",1.59989556136014,0.310036689202077,0.403224793639,-7.81770314088052,158.170988548137,-34.8055654734387,-0.20019821038914,NA,NA,NA,NA,NA,NA,NA,NA
"CAME",1,32,28,"No","Avg",NA,NA,NA,-7.88246744013054,158.114836434663,-34.8112234684528,-0.0620687903332299,NA,NA,NA,NA,NA,NA,NA,NA
"CARU",1,33,21,"Yes","Unavg",0,0.491181172138191,0.0557125747591133,-2.50127844892544,-12.1460923310054,-16.5570620471098,NA,NA,NA,0.677291537671208,-0.687220090417961,NA,NA,NA,NA
"CARU",1,33,21,"Yes","Unavg",1.00602685791961,0.297020041641656,0.0738217162349061,-2.50702889624271,-16.6485357093272,-12.7340878391658,NA,NA,NA,0.710289077822842,-1.20864953669283,12.8315383186532,8.55663184568778,7.32464849590913,-29.5883625764742
"CARU",1,33,21,"Yes","Unavg",1.6823526867858,0.211798786220152,0.0617135419108834,-2.58702613310298,-19.2058692655451,-17.4725217616929,NA,NA,NA,0.805563571803568,-0.568861812328021,13.8604037218699,16.5395981029052,NA,NA
"CARU",1,33,21,"Yes","Avg",NA,NA,NA,-2.52114770245707,-14.9786604364443,-15.6154553450534,NA,NA,NA,0.714260329556343,-0.817026946625151,6.74684073054622,6.04455794988295,2.17556740126542,-8.78833668457277
"CEVE",1,26,23,"Yes","Unavg",0,0.730553205300169,0.113350685787733,-2.88099529677339,-12.3341004612631,-23.9917726690354,NA,NA,NA,1.98119649017956,-0.65191079907292,NA,NA,NA,NA
"CEVE",1,26,23,"Yes","Unavg",1.99486222806064,0.269446794699831,0.118915524318967,-2.97565884362256,-20.7481441740119,-25.0474131402318,NA,NA,NA,2.09534009718586,-0.542339112514401,12.481353236228,18.8618235208051,NA,NA
"CEVE",1,26,23,"Yes","Avg",NA,NA,NA,-2.90650208604682,-14.6012375701275,-24.2762116103547,NA,NA,NA,2.01195211922289,-0.622387059339872,3.363060623018,5.08225788987483,NA,NA
"CHUM",1,61,49,"No","Unavg",0,0.363560343950511,0.159473202008313,-2.46922256470439,-48.0933365473283,-29.9696715980485,-0.743337353856392,-19.3236195573328,NA,NA,NA,NA,NA,NA,NA
